"계정코드별",2024.12,2024.11,2024.10,2024.09,2024.08,2024.07,2024.06,2024.05,2024.04,2024.03,2024.02,2024.01,2023.12,2023.11,2023.10,2023.09,2023.08,2023.07,2023.06,2023.05,2023.04,2023.03,2023.02,2023.01,2022.12,2022.11,2022.10,2022.09,2022.08,2022.07,2022.06,2022.05,2022.04,2022.03,2022.02,2022.01,2021.12,2021.11,2021.10,2021.09,2021.08,2021.07,2021.06,2021.05,2021.04,2021.03,2021.02,2021.01,2020.12,2020.11,2020.10,2020.09,2020.08,2020.07,2020.06,2020.05,2020.04,2020.03,2020.02,2020.01,2019.12,2019.11,2019.10,2019.09,2019.08,2019.07,2019.06,2019.05,2019.04,2019.03,2019.02,2019.01,2018.12,2018.11,2018.10,2018.09,2018.08,2018.07,2018.06,2018.05,2018.04,2018.03,2018.02,2018.01,2017.12,2017.11,2017.10,2017.09,2017.08,2017.07,2017.06,2017.05,2017.04,2017.03,2017.02,2017.01,2016.12,2016.11,2016.10,2016.09,2016.08,2016.07,2016.06,2016.05,2016.04,2016.03,2016.02,2016.01,2015.12,2015.11,2015.10,2015.09,2015.08,2015.07,2015.06,2015.05,2015.04,2015.03,2015.02,2015.01
"경제심리지수(원계열)",83.3,93.0,92.8,94.0,94.5,96.3,95.0,94.1,94.8,92.5,93.7,91.8,91.7,91.8,92.4,93.4,94.7,94.8,96.4,94.9,94.5,91.9,91.8,90.7,92.1,91.9,95.7,98.6,99.9,98.5,103.4,107.6,106.6,104.3,106.7,106.4,105.3,107.4,106.6,105.3,105.8,104.6,110.1,105.9,106.0,101.7,96.8,92.9,85.7,91.9,88.8,77.4,83.1,76.8,68.2,63.5,61.3,68.6,90.0,98.0,95.3,94.8,93.4,94.5,91.5,92.3,95.1,94.5,98.1,96.8,97.7,92.2,95.0,94.4,95.5,99.8,97.3,96.2,100.5,102.5,100.5,98.4,101.6,100.1,102.7,102.8,102.8,99.7,101.1,99.9,100.7,101.3,100.3,100.7,98.2,96.4,94.1,96.3,96.6,98.1,98.1,96.2,95.1,95.4,97.1,94.4,92.8,93.9,94.0,97.1,97.5,97.0,97.3,95.7,91.6,102.2,103.7,101.3,103.1,98.5
"경제심리지수(순환변동치)",90.1,91.2,92.2,92.9,93.4,93.7,93.7,93.6,93.5,93.4,93.4,93.4,93.4,93.4,93.5,93.5,93.5,93.4,93.2,93.0,92.8,92.8,93.0,93.4,94.2,95.1,96.3,97.7,99.1,100.5,101.8,103.2,104.3,105.3,106.2,106.9,107.4,107.6,107.6,107.4,107.0,106.3,105.3,103.8,101.9,99.6,96.9,94.0,90.8,87.6,84.2,80.9,77.9,75.5,73.9,73.7,75.1,78.0,81.8,85.7,88.9,91.3,93.0,94.0,94.5,94.8,95.0,95.2,95.3,95.4,95.6,95.8,96.1,96.5,96.9,97.4,97.8,98.3,98.8,99.2,99.7,100.2,100.8,101.3,101.7,101.9,101.8,101.6,101.3,100.8,100.3,99.7,99.2,98.7,98.2,97.8,97.5,97.3,97.1,96.9,96.5,96.0,95.5,95.0,94.7,94.5,94.6,94.9,95.4,96.0,96.5,96.9,97.3,97.6,98.0,98.4,98.9,99.1,99.3,99.3
