,count,missing_pct,mean,median,std,var,SEM,min,5%,25%,75%,95%,max,IQR,MAD,CV,skew,kurt,outliers
미확약,510.0,0.0,83.17459165464797,93.065,21.466791305379815,460.8231289487304,0.9505654962413529,14.730000000000004,35.249500000000005,72.0625,100.0,100.0,100.0,27.9375,6.935000000000002,0.2580931373190602,-1.3324799160216467,0.9299543591886099,19
수요예측_최종값,510.0,0.0,836.7263333333332,526.365,3494.658894062479,12212640.785849987,154.7460968233409,0.68,15.041000000000002,96.7525,1135.3600000000001,1714.987,77173.0,1038.6075,464.25,4.1765852882154775,20.682488595545724,450.08753323427084,2
업력,510.0,0.0,15.337254901960785,15.0,8.72545585490857,76.13357987595825,0.3863696794115004,1.0,4.0,9.0,19.0,32.0,56.0,10.0,5.0,0.5689059685506739,1.232105364580967,2.5186661462436715,20
wc_neg_dummy,510.0,0.0,0.15098039215686274,0.0,0.35838129260857193,0.12843715089179086,0.015869390371662594,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.373694275719113,1.955424058197734,1.8308476885195044,77
ta_negative,510.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0
current_ratio,510.0,0.0,2.859397081485919,1.899373238205842,2.5247928784238605,6.374579078939842,0.11179970780188975,0.0303827450643934,0.7005131753609393,1.2191367616458109,3.369657506775098,10.0,10.0,2.1505207451292874,0.8488404089881219,0.8829808545205,1.7065509283503266,2.0286081279644814,53
wc_sales,510.0,0.0,1.1792864523999507,0.47279385675501673,2.4146891468031626,5.8307236756889855,0.10692423261804966,-10.0,-0.3446207603080242,0.147060745433228,1.176143485619232,7.700165466034453,10.0,1.029082740186004,0.43284847190393416,2.0475849119516805,2.0980735641554684,7.884937111682932,65
wc_ta,510.0,0.0,0.2801591038427293,0.26575936502666625,0.2740657154118673,0.07511201636421863,0.01213583385924726,-0.5581459544505277,-0.1404607664879602,0.07470833438886519,0.4699415580424652,0.7404808748882034,0.998,0.3952332236536,0.1966505814005503,0.9782502572742288,0.09576322087007874,-0.43610532939250524,1
cl_tl,510.0,0.0,0.7403123374141197,0.7784994458819838,0.461376973669461,0.21286871183239053,0.020430115786355764,0.0034013605442176,0.3187499550275442,0.5968283405881191,0.8916426045531314,0.9872754199348387,10.0,0.2948142639650123,0.14663709842613354,0.6232193499314514,15.844527068966851,319.65040321606494,7
de_ratio,510.0,0.0,1.185489163071818,0.7595897900995447,1.4902496039619615,2.2208438821087833,0.06598936162194724,0.0188440507930769,0.11603115633935918,0.36812135745155655,1.4382904292630267,3.6020735252230565,10.0,1.0701690718114703,0.4734823730515151,1.2570756868839303,3.585178319138009,16.24100750640519,41
equity_ratio,510.0,0.0,0.5683712814407286,0.5683149205353901,0.20958706742947467,0.04392673883368716,0.009280671336611923,0.0329356582033241,0.21729413337003498,0.4101234326018809,0.7309296052723654,0.8960456573832496,0.9815044797303292,0.3208061726704845,0.160500079608563,0.36875027692849927,-0.16651785071923264,-0.6674826936743532,0
cs_te,510.0,0.0,0.2541559215380572,0.11407947589615985,0.6524051624052146,0.4256324959329745,0.028888986161463074,0.0012846637724816,0.016791754876490254,0.06384726470433767,0.24132321946891475,0.7750665817651414,10.0,0.17747595476457706,0.065935670530605,2.566948503332525,9.607046034599076,117.4389905542308,48
debt_asset,510.0,0.0,0.43162871855927143,0.4316850794646099,0.20958706742947467,0.04392673883368716,0.009280671336611923,0.0184955202696708,0.10395434261675005,0.2690703947276345,0.5898765673981191,0.782705866629965,0.967064341796676,0.3208061726704846,0.16050007960856294,0.48557257294892925,0.16651785071923209,-0.6674826936743532,0
op_margin,510.0,0.0,-0.28780170436511243,0.11590271890436876,1.7868550906395366,3.1928511149444265,0.0791232733286735,-10.0,-2.7061577218215938,0.05352818037683855,0.20631437757063592,0.44261696808135537,1.6395193591455273,0.15278619719379738,0.07086923412455126,-6.208632761857058,-4.583260620696882,20.89844704429628,95
net_margin,510.0,0.0,-0.3275298601701797,0.08902621446995379,1.818322973850645,3.3062984372330533,0.08051669461808324,-10.0,-2.79520895522388,0.03582600750326935,0.16974616719606372,0.3729174932880132,3.086377097729516,0.13392015969279436,0.06621022479634406,-5.551625042388108,-4.4586749592969666,19.945337727702064,102
roe,510.0,0.0,0.0068492854287713215,0.09450530628402609,0.6405836363616989,0.4103473951743773,0.0283655201897662,-10.0,-0.4396679028282237,0.03209193441865622,0.18389504238382154,0.33141136868581983,0.7106237477132155,0.15180310796516533,0.07689826916142015,93.5256156314998,-9.778814986658112,129.03545710774367,59
roe_sign_dummy,510.0,0.0,0.1843137254901961,0.0,0.3881205274384483,0.15063754381909933,0.017186265824158144,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.105760308442645,1.6331480117785282,0.6697836420981185,94
roe_nan,510.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0
roa,510.0,0.0,0.02656734953994104,0.047146072876628545,0.19819548806091136,0.03928145148770286,0.008776243723681368,-2.4498566717675714,-0.25267839422558874,0.013679121069603124,0.09698050507155705,0.20727069069359208,0.593200618125625,0.08330138400195392,0.0424790906446402,7.460115197526445,-5.992571090338858,59.73408556872454,63
oi_ta,510.0,0.0,0.05771375151789947,0.056469289353611604,0.1375527863865782,0.018920769042711613,0.006090939758573531,-0.6757532281205165,-0.19104895166692507,0.018111210838307402,0.1201833244595798,0.24147236814379275,0.5819654770729641,0.1020721136212724,0.048179371560344304,2.38336241829501,-0.8756701901957777,5.2175025179783,57
ni_oi_ratio,510.0,0.0,0.8740756358424064,0.8323021746634575,1.2638857898515834,1.5974072897887608,0.05596580345575815,-10.0,0.31139214979439844,0.7418226782479092,0.9857907962738355,1.571992746776262,10.0,0.24396811802592633,0.12392796942776446,1.4459684471510184,-0.45873157651719687,35.26743192330236,70
asset_turnover,510.0,0.0,0.5822693543097192,0.4468106926490625,0.5067683418845979,0.25681415233646465,0.0224400793546736,8.025682182985554e-05,0.06680214199211655,0.2475816456377094,0.7887198761557728,1.4600770075364036,5.39437217740379,0.5411382305180634,0.24456313339458235,0.8703331853783928,2.8883876223350797,17.99804105160762,19
sales_equity,510.0,0.0,1.3005988822764945,0.8576120836437302,1.4872287771629988,2.211849435621749,0.06585559716295726,9.509771290000476e-05,0.09982581052211506,0.4430226359231977,1.630057302694941,3.9030992268143905,10.0,1.1870346667717433,0.5342689281404329,1.1434953523563223,3.112524978086976,12.793655740171435,34
우리사주조합,510.0,0.0,6.663215686274509,4.765000000000001,6.999377901948985,48.991291014291775,0.3099376629743211,0.0,0.0,0.0,10.4475,20.0,20.0,10.4475,4.765000000000001,1.0504504478771313,0.7713572560754338,-0.7885045027606927,0
기관투자자,510.0,0.0,41.94878431372548,61.665,35.85303953231642,1285.440443705844,1.5875992750838461,0.0,0.0,0.0,75.0,80.0,94.5,75.0,18.335,0.8546860205573453,-0.2634784881629801,-1.8450338825428139,0
일반투자자,510.0,0.0,50.345176470588235,25.0,34.62530607367554,1198.9118206957123,1.5332343237614465,0.0,20.0,20.0,90.0,100.0,100.0,70.0,5.0,0.6877581627686561,0.37914178217284367,-1.7261227049798349,0
