feature,importance
VIXCLS,0.2640174081368903
kospi200(-20),0.24660906341226083
nasdaq(-20),0.20051546865616326
11~15일 수익률 표준편차,0.09762095531347445
6~10일 수익률 표준편차,0.09368561801586966
putcall(-20),0.03941361936311057
16~20일 수익률 표준편차,0.02826387834368928
시장금리국고채3년,0.02407108231851686
미국10년물국채금리수익률(-20),0.005802906440024856
경기국면,0.0
