,1~5일 수익률 표준편차,6~10일 수익률 표준편차,11~15일 수익률 표준편차,16~20일 수익률 표준편차,VIXCLS,시장금리국고채3년,WTI유(-1~-5),WTI유(-6~-10),WTI유(-11~-15),WTI유(-16~-20),금(-1~-5),금(-6~-10),금(-11~-15),금(-16~-20),구리_미국(-1~-5),구리_미국(-6~-10),구리_미국(-11~-15),구리_미국(-16~-20),미국_커피(-1~-5),미국_커피(-6~-10),미국_커피(-11~-15),미국_커피(-16~-20),돈육(-1~-5),돈육(-6~-10),돈육(-11~-15),돈육(-16~-20),미국_옥수수(-1~-5),미국_옥수수(-6~-10),미국_옥수수(-11~-15),미국_옥수수(-16~-20),코스피수익률표준편차(-1~-5),코스피수익률표준편차(-6~-10),코스피수익률표준편차(-11~-15),코스피수익률표준편차(-16~-20),나스닥수익률표준편차(-1~-5),나스닥수익률표준편차(-6~-10),나스닥수익률표준편차(-11~-15),나스닥수익률표준편차(-16~-20),원달러환율수익률표준편차(-1~-5),원달러환율수익률표준편차(-6~-10),원달러환율수익률표준편차(-11~-15),원달러환율수익률표준편차(-16~-20),cluster_k4
180,0.338947463,0.038001618,0.0253134749999999,0.08961472,22.33,3.13,0.017382062,0.041051325,0.010708184,0.038574804,0.002224776,0.00593322,0.00870698,0.003178897,0.006101099,0.020121098,0.017497789,0.017800196,0.011833066,0.043861866,0.030542875,0.017898113,0.009408916,0.018113707,0.003542037,0.002891048,0.014852915,0.016869061,0.059703317,0.037299918,0.005875678,0.008744237,0.010849951,0.015961808,0.0251130380197821,0.0154114616382501,0.0166354088496317,0.011437559315732,0.0036687435470746,0.0067428355129447,0.0076767839987204,0.0087254769770563,3
181,0.0558270099999999,0.0509522519999999,0.066249717,0.02635204,13.94,1.301,0.004586528,0.010162732,0.015033128,0.020397136,0.003509544,0.001880599,0.004132037,0.004783999,0.007110881,0.006413531,0.007881348,0.011878139,0.008491459,0.011070413,0.030065345,0.009157245,0.0110956,0.016832006,0.048293663,0.004637748,0.007771067,0.010156646,0.016524782,0.013062916,0.007992348,0.008477215,0.006208584,0.011104801,0.0090002088837917,0.0059780659642734,0.0033742390456998,0.0072277086210367,0.002158774117997,0.0039464563715621,0.0037596182768603,0.0028688060358626,0
182,0.198380266,0.078317284,0.025942378,0.033964938,14.01,1.814,0.012444509,0.009703384,0.013709644,0.019794997,0.006151305,0.010539709,0.004646288,0.004166091,0.007679376,0.006342736,0.015330074,0.002655303,0.023541913,0.021654336,0.012761855,0.00566988,0.009993809,0.025982126,0.000577241,0.002843426,0.01150527,0.014675825,0.009108316,0.007723337,0.004388725,0.0043305,0.003906569,0.005786898,0.0082314354673015,0.0046159483107506,0.0087515983870919,0.0038916594126355,0.0045299808203422,0.00513328769948,0.0054719277259167,0.0040361521208919,0
186,0.074795769,0.054527681,0.046882971,0.037094204,12.39,1.424,0.019887618,0.026527433,0.009678687,0.01163077,0.004634165,0.010801101,0.007908288,0.006178879,0.014486767,0.006365574,0.004157211,0.006690184,0.022622134,0.023872955,0.011337494,0.02279722,0.017078005,0.012477318,0.01198175,0.024135818,0.016893274,0.020484129,0.018851079,0.00698999,0.012325178,0.006606826,0.003397993,0.006343082,0.0060081361156052,0.0031519476728403,0.0086743213232129,0.0067943703192344,0.0045397565260652,0.0018047007989257,0.0054905512929035,0.0050629368357134,0
188,0.145397895,0.149802413,0.075739666,0.083471864,37.59,0.927,0.030843093,0.021611192,0.010074037,0.0178355,0.008175356,0.007468347,0.00319577,0.012068493,0.006420738,0.014773527,0.006284389,0.00796234,0.010406925,0.015448261,0.008781468,0.013014199,0.01062906,0.028281102,0.049599091,0.005362815,0.014848697,0.002335389,0.009789925,0.012904725,0.006079909,0.006881483,0.006873451,0.004953213,0.0184989471767065,0.0072092102146229,0.0131134010943724,0.0210310901620239,0.0038423284323846,0.001086504785598,0.0046879655395716,0.0056926644506798,1
190,0.187560915,0.057371744,0.0291368839999999,0.027969322,22.54,0.854,0.010368078,0.014472301,0.011981338,0.008507389,0.017742304,0.02179809,0.011609139,0.008691818,0.015769147,0.017391486,0.023161798,0.008156745,0.015281142,0.020165155,0.016202687,0.013340031,0.03315647,0.007258074,0.018284016,0.017408502,0.012114339,0.014804585,0.007184907,0.015025534,0.017691684,0.0050559,0.009115062,0.010181128,0.0074694061193403,0.0144196720113189,0.0052342744978276,0.0132304362286775,0.0018843695569292,0.0027176061897382,0.0033245346669347,0.0044332570961457,1
192,0.096198753,0.021131067,0.059342329,0.04734255,17.36,1.96,0.00709275,0.009047722,0.005769855,0.018485759,0.002642319,0.010677648,0.003301886,0.005683461,0.009514827,0.022154332,0.002098814,0.004846973,0.022612692,0.02326604,0.02089023,0.023438572,0.029185156,0.00454711,0.013507764,0.023135746,0.004181794,0.008055854,0.013618614,0.004397027,0.017410644,0.012470079,0.012719514,0.01071909,0.0146012681642724,0.0200058377869762,0.0264071840573059,0.0210109544491677,0.0067401525091749,0.0033398880215009,0.0049135156715954,0.0068737391194315,2
194,0.733839085,0.12016212,0.013728547,0.02314865,24.86,0.943,0.020022759,0.030292283,0.018410375,0.017905464,0.012756437,0.009158827,0.005688469,0.003022735,0.003770058,0.004232456,0.006710689,0.009243907,0.016334982,0.008202508,0.013117512,0.005558228,0.010199975,0.008326224,0.022756507,0.019038657,0.006130075,0.014624809,0.004542732,0.005520901,0.019647507,0.006334173,0.006523173,0.006326887,0.0241425526410335,0.0214252757289263,0.0078162871187045,0.0141661801338378,0.0037109609664333,0.0045614977748725,0.0011545254471047,0.0042411978321223,1
195,0.335462616,0.0605378969999999,0.011963403,0.045900468,25.56,0.98,0.013434789,0.004670954,0.01089714,0.01251364,0.004168526,0.001477603,0.007443024,0.006329101,0.004687359,0.007588673,0.006218995,0.011324551,0.012200728,0.006735524,0.011720391,0.013477239,0.003679815,0.00478462,0.021633787,0.017553635,0.010037379,0.017837655,0.019627346,0.010219123,0.022230011,0.012876406,0.013110428,0.018783468,0.0206154273287695,0.0076599488503438,0.0073047621550515,0.0157050910409737,0.003728260743091,0.0035842673802384,0.0041761314267608,0.0024460280680057,1
196,0.19506047,0.02170675,0.068129157,0.047723233,26.08,0.798,0.010304239,0.013570978,0.019256559,0.00811899,0.006699028,0.005619732,0.005417414,0.003962287,0.009289644,0.013660004,0.008638534,0.016638048,0.038984407,0.019778441,0.007444971,0.026095506,0.027574857,0.059439768,0.01980898,0.005276887,0.012724587,0.016882979,0.016340245,0.0060069,0.008622906,0.009392279,0.011426236,0.01520229,0.0133934040101761,0.0126824315745442,0.0114549757430422,0.020959780979147,0.0033184578867434,0.0028399512408247,0.0039744541402736,0.001917108160079,1
198,0.040939871,0.031395621,0.034744064,0.041102883,22.84,3.081,0.014727108,0.015165262,0.040632907,0.037944905,0.008816472,0.004722596,0.005155907,0.008609642,0.011391209,0.006839829,0.019718747,0.024190589,0.013547532,0.023767049,0.036149825,0.033073561,0.00678508,0.01202686,0.016403522,0.003341998,0.010394348,0.02097435,0.017309102,0.056644226,0.002731081,0.009987899,0.005940894,0.016508092,0.0225976484486321,0.0199207407635042,0.0147881175151848,0.0091946208810713,0.0042139107653087,0.0061014235089868,0.0076260206932995,0.0069378796906102,3
199,0.149596798,0.021265512,0.080742975,0.040546023,17.87,1.309,0.008479445,0.010160279,0.013198986,0.014159776,0.004576223,0.003853642,0.003930652,0.002045112,0.008962466,0.005969377,0.007257321,0.003800299,0.010784624,0.008957466,0.01155139,0.02746495,0.01616936,0.017532343,0.015304042,0.053630995,0.013264898,0.010374184,0.014964315,0.009818546,0.008052671,0.008433384,0.007372025,0.011230043,0.0090545774518563,0.006368091745479,0.004369610657072,0.0066328055696503,0.0025410480369959,0.0039468325655994,0.0028348833851634,0.0029449931094665,0
203,0.72009184,0.034685155,0.062232291,0.03657763,18.66,3.315,0.01594006,0.017881899,0.012576339,0.008477627,0.012383371,0.001679535,0.004135065,0.004107528,0.003614452,0.012525474,0.005856387,0.002300454,0.017555038,0.036062724,0.008006183,0.011771192,0.008987275,0.005578176,0.006481727,0.011218021,0.004626499,0.003046054,0.012263071,0.002998265,0.012029245,0.011762085,0.007477886,0.010614768,0.0206966979419542,0.0140792532499823,0.0174750033401185,0.004794431933804,0.0094160147081416,0.0018497284885792,0.0031298641500275,0.0048456819122677,1
205,0.193313282,0.073216344,0.0149538289999999,0.012816708,27.94,0.854,0.013072164,0.016265347,0.031656302,0.017861977,0.006403515,0.004524526,0.005570211,0.006015346,0.009133561,0.006198745,0.006816372,0.004726957,0.01466805,0.012973738,0.014959752,0.01701752,0.003553561,0.015690524,0.021436817,0.023888368,0.016371017,0.018656891,0.008643902,0.002309203,0.012815006,0.014826505,0.035608343,0.010046427,0.0173767851493256,0.0138376228583293,0.0068876919755304,0.0289538373602787,0.0021976413308481,0.001337024967354,0.0029723304139446,0.0092751344559151,1
206,0.07546584,0.071140249,0.027127329,0.021572946,11.79,1.737,0.013992254,0.048849931,0.028574951,0.004250941,0.004077439,0.008795625,0.008460207,0.003347723,0.013189819,0.010785994,0.01036775,0.00934078,0.017476235,0.012821519,0.012806294,0.003832248,0.011690995,0.009100282,0.020342619,0.020143652,0.019336851,0.014867235,0.006308379,0.008078055,0.003637573,0.00617419,0.00431511,0.016628476,0.0097269504981467,0.0054219203321892,0.0062237631915715,0.0114842103800111,0.0064429157699916,0.0080056765674828,0.0035488719301581,0.013539879138119,0
207,0.367516193,0.035179639,0.089020318,0.143706186,12.92,1.67,0.008873562,0.00592197,0.009160198,0.007531725,0.006347839,0.00200464,0.006255511,0.001791326,0.017367917,0.006888536,0.008485354,0.019496272,0.01590927,0.008047064,0.00893626,0.006649487,0.013851662,0.01606576,0.028793787,0.006393941,0.006554819,0.002163357,0.011154703,0.006686572,0.00592223,0.002599429,0.003468094,0.005546568,0.0034937847441149,0.0027303108232813,0.0023505560115515,0.0055738524876136,0.0017562017496063,0.0073707612691166,0.0055441005430509,0.0070170395924035,0
211,0.059774267,0.048930103,0.045387972,0.051969145,14.5,1.8,0.007973616,0.021669693,0.022848943,0.020237189,0.003514087,0.004932105,0.005685824,0.001367374,0.007271363,0.015754182,0.007563032,0.006297028,0.016104205,0.015550091,0.007942282,0.011968998,0.023365171,0.002266577,0.006557273,0.007943608,0.011628883,0.012306686,0.010983068,0.006224958,0.003790312,0.00433887,0.008124038,0.007617586,0.0075123782919618,0.0059715646994855,0.0077586916590873,0.0055831882631521,0.0051054509424141,0.006766766003253,0.0036808029596959,0.003145179790898,0
213,0.059195211,0.026174071,0.03722616,0.040493172,20.8,1.942,0.033325865,0.033205403,0.006563565,0.006169008,0.00325471,0.005115404,0.00616645,0.002389486,0.007739404,0.007939782,0.00996183,0.018280502,0.006319027,0.028197946,0.016450331,0.020949056,0.018231072,0.022418442,0.011257301,0.022632169,0.003277406,0.007131861,0.005043104,0.006061819,0.00691509,0.004439848,0.017906374,0.013618293,0.0177079133501626,0.0203890373792121,0.0132080340483497,0.0296442612817304,0.0044020124022592,0.006674530818507,0.0075228007732007,0.0031085326544792,2
214,0.032736952,0.033122757,0.0390873,0.02369004,23.8,3.245,0.012347246,0.015086393,0.012805187,0.020393051,0.003134526,0.005519553,0.004280001,0.010391999,0.009381875,0.007092012,0.008308832,0.013096352,0.007431286,0.014361549,0.014076611,0.028224765,0.024161545,0.074471261,0.003292925,0.005599363,0.004625501,0.017010224,0.007128215,0.017125644,0.004216179,0.009559962,0.005600488,0.005542723,0.0108254582848898,0.017718564555879,0.0124757159171799,0.0225976484486321,0.0060871095354536,0.0066841746275474,0.0054651227667854,0.0042139107653087,0
217,0.056242128,0.040724108,0.033583225,0.025863004,30.21,0.977,0.004670954,0.01089714,0.01251364,0.012908299,0.001477603,0.007443024,0.006329101,0.019321675,0.007588673,0.006218995,0.011324551,0.015265201,0.006735524,0.011720391,0.013477239,0.01405635,0.00478462,0.021633787,0.017553635,0.002836051,0.017837655,0.019627346,0.010219123,0.023547555,0.01748954,0.020433707,0.018853886,0.012814882,0.0134351242892143,0.0116777748927581,0.0148745877820414,0.0089234464618942,0.0037272968679455,0.0039768437761748,0.0032216262751976,0.0028083770765887,1
220,0.158640458,0.030525842,0.034416813,0.0290975429999999,16.81,3.34,0.016583614,0.012072745,0.018823213,0.024238527,0.007324625,0.004709792,0.009039475,0.007579389,0.018626285,0.015359482,0.004918911,0.010598439,0.019554936,0.005415141,0.01776204,0.005483801,0.058482153,0.003670304,0.009760259,0.006072034,0.024900844,0.012750472,0.004395711,0.00553953,0.005599183,0.003750522,0.006872867,0.005548541,0.0083645463628356,0.0109362627175896,0.0065090850564998,0.0158243901741534,0.0073085802504987,0.0063532282980014,0.0034967667264589,0.0039009514209427,0
227,0.280710584,0.025852988,0.034694337,0.123457308,11.34,1.67,0.010921374,0.007966116,0.022940762,0.013024387,0.00983774,0.001044475,0.003278969,0.005124048,0.004053578,0.00488031,0.006245109,0.009777338,0.002869925,0.006004195,0.007987732,0.009545229,0.005882068,0.012847515,0.006829966,0.012570275,0.011475196,0.004109825,0.005779604,0.013236874,0.003891344,0.003023482,0.006819397,0.003728393,0.0039256736868719,0.0029864490390936,0.0083657135499966,0.0037104440107457,0.0087524573372427,0.0034973717641747,0.0037021563126496,0.0052378791099655,0
230,0.074117791,0.040874038,0.034510795,0.03594308,21.52,1.914,0.033264745,0.033527235,0.006500766,0.006174299,0.003905454,0.003974859,0.005539979,0.002521045,0.007744217,0.007164234,0.007869921,0.009690457,0.006319027,0.022559849,0.017784313,0.021482512,0.018231072,0.023447235,0.005614378,0.029038387,0.003160045,0.006360178,0.005638256,0.004018278,0.004906609,0.005739764,0.017410644,0.012470079,0.0192817334623008,0.0108192893587306,0.0150555343815668,0.0226797890265226,0.0058101246525425,0.0059450212067759,0.0067401525091749,0.0033398880215009,2
232,0.138963851,0.01936032,0.013999393,0.012424975,22.37,0.824,0.003165124,0.009979895,0.015485601,0.012970765,0.009584989,0.013122135,0.022746888,0.015069545,0.01405832,0.01108932,0.019104853,0.018542608,0.007300543,0.016803754,0.023089715,0.023605969,0.025682188,0.017436184,0.018818032,0.012295277,0.004978164,0.011685735,0.013461395,0.014727002,0.020600426,0.005773171,0.009742741,0.009083719,0.0066688457838131,0.0138340506988765,0.0087900500605652,0.0121998768369735,0.00223562691316,0.0026787870259234,0.0033426397189651,0.0038022432320699,1
233,0.124707967,0.050634889,0.054234187,0.041321121,12.93,1.419,0.019295263,0.027435353,0.015402834,0.004246921,0.003803637,0.013784848,0.001609491,0.005507282,0.014339682,0.006984384,0.003394848,0.005336511,0.020883349,0.025312705,0.014538631,0.022215465,0.017080277,0.01298345,0.011194475,0.027953769,0.009719528,0.024513968,0.018688074,0.00996488,0.011230043,0.006547276,0.002295437,0.006758188,0.0066328055696503,0.003382530976578,0.0088321873763014,0.0078786417410155,0.0029449931094665,0.00308849822093,0.0054903431338298,0.0058745838800078,0
235,0.087533394,0.018824001,0.0293259779999999,0.014829127,21.33,3.009,0.01822336,0.028221561,0.024444119,0.03531834,0.009957093,0.00600916,0.008174926,0.004700743,0.00677743,0.01302999,0.024243818,0.021564677,0.012683591,0.018661217,0.047804148,0.019402988,0.009626236,0.008479979,0.011326694,0.003288751,0.013688802,0.011944733,0.060365461,0.029578309,0.005542723,0.007694316,0.006800784,0.017726074,0.0248335564724557,0.0141156312590103,0.0099750538166884,0.0140230538584001,0.0029214239742294,0.0071659311810125,0.0075606644523713,0.0084991398320672,3
236,0.315714749,0.057415695,0.093583081,0.04848739,21.65,1.496,0.033954833,0.038546756,0.081441117,0.031569448,0.004710033,0.007063928,0.008554742,0.010114663,0.004574697,0.010517961,0.01194893,0.009582821,0.015405626,0.005166497,0.021982164,0.006164155,0.009470525,0.007712684,0.011560105,0.006319972,0.008038027,0.00429311,0.006854636,0.006562448,0.008626522,0.017117141,0.010150236,0.007687995,0.0199804651383107,0.015773280569257,0.0233604792542527,0.0116480104061862,0.0046356484890124,0.0031572896776242,0.0041558879993307,0.0057386320285726,1
238,0.363214293,0.013624537,0.030374529,0.036898469,20.87,0.982,0.010355858,0.004866267,0.009258714,0.006095857,0.012921067,0.003528474,0.002240364,0.006256501,0.006915712,0.008676334,0.003009874,0.006786001,0.012515242,0.009758635,0.010651246,0.006873935,0.017723633,0.004074616,0.012557703,0.018052951,0.010341469,0.017851124,0.024908069,0.005011301,0.022918069,0.016824259,0.021832252,0.018561461,0.0174742802288096,0.0133667127430935,0.011650909486655,0.0137948014329421,0.0033097326022221,0.0035670397781922,0.0044817942170751,0.0032811449406055,1
245,0.045188417,0.027284703,0.039626973,0.047109903,13.79,1.375,0.012555393,0.011765955,0.009532445,0.013290903,0.006598267,0.00598054,0.005617954,0.012076469,0.005186448,0.008035768,0.004221388,0.007164068,0.008043344,0.010274995,0.016210485,0.001161076,0.066800288,0.020805957,0.003270737,0.022997184,0.004918753,0.030378038,0.006717018,0.01965704,0.007981419,0.011917828,0.009190775,0.002575258,0.0075052599882665,0.0129003965137028,0.0089930842131731,0.0094784723215323,0.0034311722616355,0.0045034393089784,0.0027596615376401,0.0019490201320416,0
246,0.303444929,0.022697797,0.150287368,0.027501364,25.4,1.484,0.065608984,0.025470491,0.056542281,0.014631636,0.021225844,0.015446249,0.007100187,0.006650825,0.008062514,0.010145368,0.011247277,0.009639262,0.013381631,0.01562151,0.006490578,0.013744921,0.002945555,0.00320123,0.010529942,0.007697298,0.001861614,0.004337722,0.003850271,0.010165574,0.016061314,0.008626522,0.017117141,0.010150236,0.0143933808886749,0.0164206241421852,0.0200805437391017,0.016735086576134,0.0081872116199902,0.0073292678943405,0.0049772825456829,0.0039528696660249,1
250,0.669048614,0.025850783,0.045130887,0.043274219,25.16,0.959,0.006565245,0.007260622,0.014344626,0.013348763,0.007368929,0.006985092,0.012189712,0.00898463,0.005237649,0.006735423,0.00885305,0.006230161,0.009518225,0.016856133,0.018693885,0.021777933,0.005119383,0.01069692,0.011052815,0.004086173,0.005967784,0.009721656,0.007416337,0.010933004,0.003234497,0.013599102,0.013545197,0.009281071,0.0048629518192279,0.0105597199724513,0.0057168839274269,0.0066410403777252,0.003167563284807,0.0034188069444616,0.0044424721457672,0.0022836666647376,1
251,0.204328138,0.064879635,0.051618892,0.037432539,31.84,4.303,0.026439689,0.0264858,0.019723899,0.018248219,0.012159314,0.007662187,0.008677428,0.008038766,0.014118246,0.015034984,0.007490286,0.010640305,0.00919881,0.023659669,0.013620694,0.016987041,0.013659499,0.006462185,0.009647776,0.021127911,0.007869555,0.014112557,0.019828539,0.020629245,0.012941881,0.006462097,0.017321504,0.013122143,0.015243813393226,0.0097679833786724,0.0289598422024655,0.0133370312670982,0.0054986894289441,0.0058839781193533,0.0070877810738824,0.0071887636619323,2
252,0.081767812,0.023141564,0.029583391,0.011960644,26.04,0.91,0.012126048,0.034230508,0.018782677,0.004769854,0.005813592,0.005161023,0.007248931,0.012186265,0.007078734,0.012232368,0.01731299,0.006993463,0.032956676,0.017400005,0.011943666,0.015491676,0.023567338,0.021697195,0.019210283,0.017023203,0.018261404,0.013132649,0.008593855,0.004758027,0.009281077,0.00939129,0.009434078,0.021784351,0.0191043441098824,0.0288767611600148,0.0073486126224018,0.0061773270272138,0.0034774045315066,0.0027302811944138,0.0046590754297015,0.0034489362238738,1
253,0.157437394,0.026571507,0.065262646,0.029817663,15.91,1.469,0.014549592,0.018840794,0.025574941,0.028208133,0.006218676,0.005297991,0.005894345,0.005093704,0.007557447,0.010718724,0.004439378,0.003051904,0.010194316,0.035475397,0.013878847,0.008817892,0.006171451,0.006072696,0.017886363,0.014758845,0.014991498,0.014181276,0.027994151,0.018724517,0.005488541,0.009446616,0.003840065,0.006732925,0.0062270270301729,0.0176019399853415,0.0096662695530693,0.0128605674673409,0.002273749845669,0.0051870845828525,0.0016740766124123,0.004647641835056,0
255,0.216781937,0.034083544,0.032495153,0.030863117,12.22,1.736,0.010327464,0.048500011,0.019727346,0.01763938,0.004536698,0.008882305,0.00830874,0.003615115,0.014185696,0.011170569,0.012123245,0.011154685,0.009183627,0.018269408,0.010802273,0.006144166,0.014986549,0.0114067,0.013435245,0.02015059,0.015240758,0.014555992,0.002791468,0.006058246,0.007733932,0.004483895,0.005726086,0.016379839,0.0100557503070281,0.0037988770927782,0.0052437412772573,0.007701115141009,0.0064192971110928,0.008023789374658,0.0039953485414696,0.0133085682640664,0
258,0.087647778,0.042508858,0.029603091,0.03797798,21.17,0.982,0.012236879,0.023467518,0.006252673,0.019325301,0.010460502,0.009267752,0.005054434,0.003476033,0.008460783,0.008809075,0.013378887,0.006334601,0.037879083,0.009212781,0.026619993,0.026714846,0.013563043,0.006589363,0.016323233,0.010413746,0.010788722,0.007631307,0.008190557,0.013143386,0.012801757,0.007547146,0.010000238,0.009397015,0.0058109121735354,0.0064753280143248,0.0135703449931263,0.0212460828205195,0.0033335907826935,0.0035298382286842,0.0035445864671503,0.0022660235512779,1
262,0.034830059,0.041626878,0.038290834,0.012155164,11.81,1.713,0.001668507,0.010190613,0.003688452,0.012084793,0.002016032,0.007384871,0.004066045,0.00354951,0.003592454,0.018915528,0.004470401,0.021889646,0.019838527,0.014393511,0.004599498,0.005530389,0.007077953,0.02167088,0.02782995,0.002551247,0.014365609,0.007747946,0.01099741,0.006484168,0.004004422,0.004082761,0.003556925,0.004003648,0.0077246099713509,0.0033342707635032,0.0017239694504447,0.0030381325473647,0.0035877322263127,0.0061619514266362,0.0058624979117032,0.0065103658880139,0
263,0.037175368,0.028198316,0.016488632,0.048182497,20.09,3.21,0.024238527,0.025328409,0.013054422,0.009514149,0.007579389,0.004030546,0.007615287,0.009609189,0.010598439,0.012583187,0.006007786,0.005619643,0.005483801,0.018506192,0.013496502,0.020887937,0.006072034,0.012952299,0.011446416,0.042752865,0.00553953,0.014274256,0.005723949,0.010072119,0.006872867,0.005548541,0.002474292,0.011566897,0.0135457396026171,0.0095175322906709,0.0092448224274131,0.007253418608423,0.0026124491620087,0.0040436337273394,0.0094207627529873,0.0022755312976306,0
264,0.680395821,0.047430085,0.020299828,0.030463306,31.37,4.239,0.022823913,0.025214124,0.020362358,0.026053791,0.007245785,0.010018585,0.010816934,0.00867309,0.005797883,0.011687991,0.013979493,0.011590103,0.01875601,0.001971346,0.024776139,0.014777463,0.001626827,0.006345405,0.024373486,0.009736639,0.006598944,0.011574643,0.006871515,0.005293603,0.017238188,0.012135683,0.012941881,0.006462097,0.0192586836584,0.0278808378370042,0.0184205987016873,0.0105854842539556,0.0050852414111021,0.0067585604512973,0.0066366750828577,0.0058461031632068,2
265,0.520891177,0.031703833,0.04403527,0.0509297259999999,33.47,0.874,0.016351067,0.041888676,0.023274733,0.023487054,0.004128737,0.006524616,0.014422897,0.005846123,0.00659603,0.018307506,0.011700467,0.00874587,0.005489868,0.005561226,0.007543604,0.022356981,0.049802471,0.013010415,0.029307875,0.025918986,0.001149186,0.011550527,0.006597655,0.011714394,0.03697357,0.011953207,0.008135985,0.012044296,0.0292666816378483,0.0101849382243353,0.006383202845551,0.0117047368339813,0.0070567417573499,0.0043169401213217,0.0056328519672798,0.0025684605813571,1
267,0.491821326,0.0514822009999999,0.035100256,0.029448548,14.02,1.818,0.013545123,0.009063984,0.006115778,0.020111513,0.005978009,0.010606742,0.00385933,0.003260547,0.007931939,0.006713689,0.013115095,0.005382945,0.023541913,0.016903529,0.016394548,0.006460153,0.009939308,0.015062717,0.02354601,0.002120848,0.013405604,0.012630469,0.006186704,0.01234537,0.004969784,0.004552584,0.003155629,0.006665669,0.005417109970449,0.0078350763964656,0.0078257925003055,0.0052077182805175,0.0049390559438966,0.0031885112742634,0.0075669316377755,0.003980702532255,0
271,0.72226974,0.047100053,0.04629905,0.041335735,12.11,1.795,0.008211315,0.005282774,0.023300485,0.019984709,0.012936331,0.003861686,0.00505997,0.004134422,0.006218569,0.00599964,0.015907429,0.006503035,0.014219135,0.017411834,0.01552565,0.006439282,0.013973575,0.024974354,0.002364388,0.007015436,0.011749069,0.012345537,0.012652626,0.007442591,0.004463075,0.003462099,0.006109512,0.007756957,0.0061606492789953,0.0073442107080654,0.0059838596336267,0.0097228248555658,0.0046350112402087,0.0047386498997683,0.0061016444225716,0.0038141849977375,0
272,0.660142088,0.024717848,0.027060081,0.01419197,27.68,0.831,0.016127473,0.031572841,0.014360621,0.016351067,0.008142358,0.005692666,0.005910445,0.004128737,0.005842513,0.006871965,0.00461383,0.00659603,0.015353643,0.01509288,0.016917876,0.005489868,0.004267013,0.024446732,0.013732336,0.049802471,0.01778838,0.008436274,0.002100498,0.001149186,0.01520229,0.008062724,0.036898479,0.005501096,0.0176664305574026,0.0129463904489527,0.029024442938614,0.0101796657102437,0.001917108160079,0.0020917481775779,0.0070813575897357,0.0050607446972712,1
274,0.319013421,0.036211835,0.039853946,0.01619114,17.25,1.337,0.014716004,0.027211083,0.017394141,0.012972115,0.006411627,0.005017566,0.005448213,0.010926529,0.008334803,0.016806561,0.006079141,0.018539646,0.005098683,0.014059732,0.035409866,0.017885024,0.009218975,0.030326177,0.004464977,0.002911357,0.026433567,0.019307502,0.007603357,0.009187488,0.008231723,0.007507985,0.005776099,0.005910815,0.006212776466097,0.0052323271727997,0.004505187012954,0.0028402383979736,0.0043715670947215,0.0056339777407392,0.0079990601398989,0.0084257575368253,0
276,0.760569736,0.07461329,0.072863825,0.083038774,22.1,1.149,0.019988514,0.027924754,0.043502938,0.004586528,0.0031857,0.011619955,0.008958787,0.003509544,0.009268667,0.009094673,0.014559298,0.007110881,0.022815732,0.014845906,0.013769746,0.008491459,0.009853596,0.011771538,0.015822249,0.0110956,0.030298241,0.007319516,0.017304535,0.007771067,0.007107964,0.008627439,0.008201698,0.008417361,0.0160249063954753,0.0173023492452253,0.0089303204841726,0.0063966048927377,0.0041608517910778,0.0043414710019314,0.0023815570743171,0.0038000140897629,1
277,0.207416026,0.023288345,0.032685425,0.01848851,29.96,1.81,0.051469857,0.039323675,0.01974513,0.019648287,0.004659078,0.00660668,0.002711676,0.003727295,0.008122263,0.018859578,0.001324609,0.011533523,0.011805993,0.039114344,0.010693005,0.017457396,0.006175031,0.077585068,0.002167717,0.005672015,0.005177546,0.014491468,0.002334868,0.002258944,0.008296826,0.010220581,0.0076107,0.01035495,0.0364944819987922,0.0150099142120932,0.0214254531975044,0.012899685296374,0.0054121938389726,0.0036065836547736,0.004643233765582,0.0046360935435724,2
279,0.159945094,0.090529509,0.022007385,0.050965449,25.58,1.783,0.029287922,0.022306004,0.017649337,0.020436337,0.0046886,0.002121401,0.004145295,0.005456133,0.014089755,0.011397453,0.010903089,0.004975402,0.011028226,0.017119123,0.007856506,0.021367952,0.074514616,0.005289643,0.01025348,0.009951028,0.008006712,0.002020366,0.00546038,0.008573537,0.010220581,0.0076107,0.01035495,0.008022524,0.0150099142120932,0.0214254531975044,0.012899685296374,0.0202340578496226,0.0037286455969529,0.0031242465637537,0.0043695185156494,0.0046388083032338,2
280,0.125623803,0.046609784,0.082870079,0.056692213,14.45,1.327,0.012935868,0.020130603,0.00894098,0.025863452,0.003972358,0.004755329,0.006538673,0.011803162,0.004721056,0.014401695,0.003000962,0.00696129,0.029156051,0.01072624,0.01965021,0.020575738,0.050093941,0.009941978,0.013439818,0.007346367,0.012098695,0.016757562,0.004491543,0.024638711,0.005371274,0.012325178,0.006606826,0.003397993,0.0045677407316578,0.0060081361156052,0.0031519476728403,0.0086743213232129,0.0013832262256324,0.0045397565260652,0.0018047007989257,0.0054905512929035,0
