,1~5일 수익률 표준편차,6~10일 수익률 표준편차,11~15일 수익률 표준편차,16~20일 수익률 표준편차,VIXCLS,시장금리국고채3년,WTI유(-1~-5),WTI유(-6~-10),WTI유(-11~-15),WTI유(-16~-20),금(-1~-5),금(-6~-10),금(-11~-15),금(-16~-20),구리_미국(-1~-5),구리_미국(-6~-10),구리_미국(-11~-15),구리_미국(-16~-20),미국_커피(-1~-5),미국_커피(-6~-10),미국_커피(-11~-15),미국_커피(-16~-20),돈육(-1~-5),돈육(-6~-10),돈육(-11~-15),돈육(-16~-20),미국_옥수수(-1~-5),미국_옥수수(-6~-10),미국_옥수수(-11~-15),미국_옥수수(-16~-20),코스피수익률표준편차(-1~-5),코스피수익률표준편차(-6~-10),코스피수익률표준편차(-11~-15),코스피수익률표준편차(-16~-20),나스닥수익률표준편차(-1~-5),나스닥수익률표준편차(-6~-10),나스닥수익률표준편차(-11~-15),나스닥수익률표준편차(-16~-20),원달러환율수익률표준편차(-1~-5),원달러환율수익률표준편차(-6~-10),원달러환율수익률표준편차(-11~-15),원달러환율수익률표준편차(-16~-20),cluster_k4
87,0.225292366,0.111437292,0.048204792,0.035525808,30.11,1.838,0.040066601,0.020714634,0.021502335,0.018507725,0.004179439,0.002694188,0.00352929,0.005573324,0.018948641,0.00825712,0.008409816,0.010466017,0.034947007,0.015822164,0.01246245,0.007611816,0.075216133,0.003823517,0.01215073,0.010840516,0.01385202,0.002306334,0.004046484,0.006015097,0.008144022,0.009169885,0.012267186,0.006845892,0.011612715930387,0.0161151559805633,0.0207767912841297,0.0141805168804206,0.0034030733028752,0.0054533585149355,0.0040988218602971,0.0034893747013026,2
88,0.084638602,0.018746066,0.026669121,0.018848554,22.52,3.834,0.018460946,0.025383804,0.011418696,0.012965032,0.012094447,0.014590415,0.003827062,0.003201764,0.016357896,0.034861882,0.011352006,0.022718489,0.025659879,0.037314915,0.034400741,0.015383123,0.025615276,0.010319861,0.018974408,0.007190297,0.006585431,0.010033367,0.007936797,0.004116881,0.008674892,0.01095644,0.008060998,0.013210709,0.0358945357912852,0.0228842339283395,0.0207952989416592,0.0240724954992574,0.0066842721303586,0.0044436906795768,0.009041310316721,0.0066623906383075,3
90,0.166957923,0.103040201,0.046397284,0.048869551,13.95,1.309,0.075070085,0.018689963,0.022209002,0.015426462,0.004738858,0.004451527,0.009890094,0.011115121,0.015804218,0.005739383,0.013690788,0.006733163,0.019613243,0.014254794,0.01406304,0.015258877,0.035693191,0.032994962,0.032620184,0.015314158,0.025846015,0.012478979,0.009956567,0.00379325,0.003131209,0.005537606,0.012964959,0.006793544,0.0054309662970517,0.0092690067886059,0.0096240044511011,0.0169269342531683,0.0041586659322244,0.0024286300871096,0.0024206517509651,0.0044687178533525,0
91,0.078498885,0.086616136,0.019559652,0.048966243,14.25,1.375,0.014403096,0.011668679,0.003815016,0.013764848,0.006630371,0.005950909,0.003427326,0.013938931,0.005774438,0.008328172,0.004659921,0.004896403,0.008563143,0.009656812,0.017709953,0.003970997,0.07172399,0.011260746,0.014066088,0.019709697,0.006892597,0.030547313,0.006042092,0.021610136,0.005638556,0.011701372,0.00920579,0.002089399,0.0075283621181244,0.0122785119477678,0.0123015346634634,0.0093910214342929,0.0037123354067906,0.0043477916655233,0.0025437910538339,0.0019536670383104,0
94,0.230206559,0.142828411,0.068683601,0.080376259,40.11,1.104,0.014315422,0.011273985,0.006117248,0.014528443,0.011896786,0.007347104,0.0051144,0.003568355,0.004983609,0.005597789,0.004115935,0.006016911,0.017846246,0.031692126,0.022658093,0.0085237,0.022501605,0.075794801,0.002953646,0.006850392,0.007515778,0.008342869,0.00409156,0.005504654,0.017947162,0.007628114,0.007548566,0.016469697,0.0184568839809117,0.0055986072528595,0.0067339777066049,0.0138699532974158,0.0066185802588886,0.0026178142765678,0.0042768226987311,0.0061769902605646,1
95,0.136639405,0.029572994,0.041498771,0.040507999,16.91,1.165,0.019574873,0.044030552,0.00749056,0.005007312,0.009958768,0.008878944,0.003566847,0.001599951,0.006594145,0.01744813,0.004191674,0.01038787,0.014446031,0.016449777,0.005641363,0.011028889,0.011180253,0.011240577,0.004890607,0.017036905,0.006959509,0.018223816,0.005836847,0.012883736,0.009141375,0.008052671,0.008433384,0.007372025,0.0184287646787744,0.0090545774518563,0.006368091745479,0.004369610657072,0.005299630029131,0.0025410480369959,0.0039468325655994,0.0028348833851634,0
97,0.0537777559999999,0.094342286,0.033796198,0.037062609,27.23,3.523,0.024974346,0.03086763,0.004121406,0.010266196,0.00236357,0.010240487,0.012836083,0.003021623,0.024523029,0.01036602,0.009926974,0.004382642,0.020612686,0.014159524,0.016318787,0.015880727,0.016399293,0.006706979,0.005696507,0.004127345,0.018056582,0.00922755,0.005971242,0.010232818,0.01366877,0.014204363,0.008560101,0.005340744,0.026122564710171,0.0293544920674201,0.0192185673679652,0.0180557100530192,0.0032837418934507,0.008582922392073,0.0046248360415819,0.0072851777309403,2
98,0.707546608,0.06335369,0.0282826799999999,0.03570675,22.91,0.978,0.013862307,0.006978834,0.010767706,0.012833067,0.009105358,0.001463837,0.00734844,0.006279137,0.003026231,0.008806482,0.003946627,0.012704472,0.013140431,0.00937829,0.011720391,0.007320028,0.013585586,0.006874742,0.021633787,0.012371293,0.012662459,0.017668988,0.019627346,0.009164,0.02296485,0.017270491,0.020441334,0.020824202,0.0223428287583088,0.0080500145724508,0.0087520203666828,0.0150367116954576,0.0030856590322303,0.0038241508059047,0.0041400347044967,0.0025848658105523,1
99,0.091492404,0.059549878,0.026639294,0.050405039,22.08,1.428,0.017795215,0.012094736,0.017568763,0.005406154,0.00823704,0.005688006,0.002802456,0.002506497,0.00459326,0.008322521,0.001824656,0.00226336,0.009140531,0.01699976,0.005555164,0.007452908,0.024286143,0.018137002,0.008280314,0.092323688,0.007112843,0.01089215,0.010712473,0.006245851,0.00711985,0.006868306,0.005855266,0.007051708,0.0033902665552251,0.0065764683450514,0.005077287261808,0.0079678989741936,0.0047109763357448,0.0061629368965955,0.0062868504258284,0.0086817741403687,0
101,0.033996367,0.023159555,0.033828982,0.028229152,15.63,1.247,0.028180701,0.030843411,0.027176673,0.012304979,0.004291011,0.02435426,0.003991216,0.003619087,0.009605795,0.016864671,0.015714249,0.006643539,0.01853995,0.022548933,0.009176499,0.01362203,0.004728668,0.008778539,0.029541704,0.002574119,0.01475278,0.022639061,0.017558905,0.010719585,0.016087847,0.008231723,0.007507985,0.005776099,0.0287459786859038,0.006212776466097,0.0052323271727997,0.004505187012954,0.0144426917469779,0.0043715670947215,0.0056339777407392,0.0079990601398989,0
105,0.159049756,0.084901578,0.01817545,0.01824837,23.11,3.294,0.023725115,0.037702868,0.023786319,0.064777105,0.003605216,0.008466559,0.007368453,0.009082157,0.018798678,0.02389398,0.024031839,0.02110412,0.034776105,0.032815079,0.004776664,0.010764425,0.015456288,0.002913782,0.004607165,0.010094589,0.014107638,0.057492891,0.017646092,0.01405219,0.008744237,0.010849951,0.015961808,0.017568596,0.0154114616382501,0.0166354088496317,0.011437559315732,0.023946396110945,0.0067428355129447,0.0076767839987204,0.0087254769770563,0.0056247391797489,3
109,0.341673294,0.056618301,0.025483132,0.128093571,17.5,1.101,0.01424785,0.026217713,0.035413769,0.041617408,0.004147779,0.004896837,0.011734441,0.008565485,0.001108833,0.011400856,0.010055801,0.01516136,0.01014134,0.024119721,0.014828029,0.012574529,0.084419339,0.00269218,0.01421342,0.017661623,0.016078142,0.02825949,0.007710656,0.01733326,0.007007743,0.014415564,0.008174075,0.004794471,0.0205309841428381,0.0148998824577707,0.0123276775036286,0.0090002088837917,0.0075150393037358,0.0062352173535435,0.0043423009368843,0.002158774117997,0
110,0.336896613,0.038285271,0.033558799,0.062368486,16.09,1.542,0.024646742,0.017914406,0.027615045,0.006150237,0.007285813,0.004426146,0.00461552,0.004946703,0.004955098,0.006269472,0.007657156,0.002665709,0.013016261,0.017398084,0.025702811,0.015077842,0.009873111,0.016884159,0.013983108,0.004105313,0.009601254,0.022995434,0.018727137,0.010869453,0.009528154,0.00373569,0.006934342,0.013732979,0.0176019399853415,0.0096662695530693,0.0128605674673409,0.0146752254075166,0.0051870845828525,0.0016740766124123,0.004647641835056,0.003829353914171,0
111,0.156986805,0.04032162,0.020255863,0.074106592,18.84,3.259,0.012523284,0.011938884,0.014236938,0.005120556,0.007378804,0.005740754,0.012752298,0.004919932,0.010776508,0.007329556,0.007696199,0.005904248,0.012891891,0.028286374,0.024051851,0.009471733,0.006970416,0.047115091,0.005564367,0.00728417,0.00781753,0.010680594,0.0112074,0.010795089,0.005548541,0.002474292,0.011566897,0.004068744,0.0085607581769214,0.0107980700206371,0.0067846682689358,0.010629201511495,0.0041025510673063,0.0094537484037108,0.0023819288623713,0.0064607755041997,0
112,0.124062492,0.048545103,0.026454433,0.06510705,12.64,1.734,0.016748851,0.010327464,0.048500011,0.019727346,0.005684818,0.004536698,0.008882305,0.00830874,0.00808122,0.014185696,0.011170569,0.012123245,0.006103049,0.009183627,0.018269408,0.010802273,0.01153257,0.014986549,0.0114067,0.013435245,0.010345298,0.015240758,0.014555992,0.002791468,0.010532442,0.003648426,0.00662176,0.004472809,0.0033893429684334,0.0068620550222102,0.0044239088463891,0.0054067206181635,0.0062015417633123,0.0068799932078639,0.0073591573236803,0.0038185169443408,0
114,0.652208481,0.043593497,0.0264373409999999,0.024085265,28.62,0.847,0.016265347,0.031656302,0.017861977,0.040299656,0.004524526,0.005570211,0.006015346,0.006315851,0.006198745,0.006816372,0.004726957,0.012834925,0.012973738,0.014959752,0.01701752,0.005563211,0.015690524,0.021436817,0.023888368,0.038826336,0.018656891,0.008643902,0.002309203,0.005095392,0.017545558,0.004384907,0.03697357,0.011953207,0.020959780979147,0.0044750390757048,0.0292666816378483,0.0101849382243353,0.001925411377064,0.0027891989334174,0.0070567417573499,0.0043169401213217,1
116,0.152847417,0.143405132,0.040250255,0.0521046349999999,21.63,1.781,0.022306004,0.017649337,0.020436337,0.016941679,0.002121401,0.004145295,0.005456133,0.005596155,0.011397453,0.010903089,0.004975402,0.018410145,0.017119123,0.007856506,0.021367952,0.010334994,0.005289643,0.01025348,0.009951028,0.014219942,0.002020366,0.00546038,0.008573537,0.006965161,0.009169885,0.012267186,0.006845892,0.004906609,0.0161151559805633,0.0207767912841297,0.0141805168804206,0.0177079133501626,0.0054533585149355,0.0040988218602971,0.0034893747013026,0.0058101246525425,2
123,0.71422682,0.153646357,0.16172975,0.060059121,21.3,0.961,0.007446664,0.012236879,0.023467518,0.006252673,0.003372359,0.010460502,0.009267752,0.005054434,0.004249941,0.008460783,0.008809075,0.013378887,0.011571923,0.037879083,0.009212781,0.026619993,0.003893861,0.013563043,0.006589363,0.016323233,0.009192509,0.010788722,0.007631307,0.008190557,0.013545197,0.009281071,0.008515613,0.007385899,0.0057168839274269,0.0066410403777252,0.0080813233491857,0.0143376757236926,0.0044424721457672,0.0022836666647376,0.0050158893243007,0.0027123600769632,1
124,0.209984714,0.024684509,0.032221685,0.033054848,16.81,3.34,0.016583614,0.012072745,0.018823213,0.024238527,0.007324625,0.004709792,0.009039475,0.007579389,0.018626285,0.015359482,0.004918911,0.010598439,0.019554936,0.005415141,0.01776204,0.005483801,0.058482153,0.003670304,0.009760259,0.006072034,0.024900844,0.012750472,0.004395711,0.00553953,0.005599183,0.003750522,0.006872867,0.005548541,0.0083645463628356,0.0109362627175896,0.0065090850564998,0.0158243901741534,0.0073085802504987,0.0063532282980014,0.0034967667264589,0.0039009514209427,0
125,0.112091026,0.036372352,0.036228552,0.031730663,31.36,4.276,0.020362358,0.026053791,0.026875149,0.011165795,0.010816934,0.00867309,0.008654951,0.002747254,0.013979493,0.011590103,0.015886436,0.004196786,0.024776139,0.014777463,0.01118214,0.021925053,0.024373486,0.009736639,0.010923451,0.006562963,0.006871515,0.005293603,0.009705924,0.010849646,0.012135683,0.012941881,0.006462097,0.017321504,0.0206513726984793,0.0188450777919493,0.0096837803844164,0.0291779008207933,0.0075059250205256,0.0065589868645849,0.0060143194722619,0.0069066401150337,2
126,0.303569243,0.062066964,0.125137936,0.042149057,11.47,1.666,0.008986733,0.002995032,0.013168944,0.009205532,0.007346201,0.004113186,0.003446517,0.003783203,0.016947849,0.007164211,0.019526948,0.008970651,0.008855827,0.005875844,0.009562388,0.007267354,0.015602538,0.028522473,0.004886834,0.007742591,0.00772572,0.010856728,0.006493897,0.006695588,0.003728393,0.002988246,0.002736032,0.00675749,0.0037685984799974,0.001434976037709,0.0025869242615101,0.0048397166630988,0.0059068537708422,0.0057712381937513,0.0064910155080043,0.0104423836401992,0
127,0.744683699,0.085901211,0.029969117,0.023848228,30.21,0.977,0.004670954,0.01089714,0.01251364,0.012908299,0.001477603,0.007443024,0.006329101,0.019321675,0.007588673,0.006218995,0.011324551,0.015265201,0.006735524,0.011720391,0.013477239,0.01405635,0.00478462,0.021633787,0.017553635,0.002836051,0.017837655,0.019627346,0.010219123,0.023547555,0.01748954,0.020433707,0.018853886,0.012814882,0.0134351242892143,0.0116777748927581,0.0148745877820414,0.0089234464618942,0.0037272968679455,0.0039768437761748,0.0032216262751976,0.0028083770765887,1
130,0.694383797,0.025824833,0.036600137,0.017395775,18.51,3.304,0.010593528,0.010441671,0.011631672,0.012702861,0.004129087,0.004107528,0.007758965,0.002002764,0.002842391,0.008144239,0.008622681,0.013104851,0.011733212,0.012304033,0.016754956,0.024816508,0.003551918,0.011187157,0.003010403,0.007155247,0.012287077,0.008667747,0.00990181,0.001999368,0.008323998,0.006594458,0.010334106,0.012106808,0.0133709713831073,0.0090681830340451,0.0151610450771696,0.0153218686081382,0.0026712198402355,0.0025944022779743,0.0086147950208497,0.0081095969995498,0
133,0.27840771,0.039104245,0.030886615,0.0538046,18.23,1.793,0.009430686,0.012444509,0.009703384,0.013709644,0.002309666,0.006151305,0.010539709,0.004646288,0.003742961,0.007679376,0.006342736,0.015330074,0.005710019,0.023541913,0.021654336,0.012761855,0.009502339,0.009993809,0.025982126,0.000577241,0.014697984,0.01150527,0.014675825,0.009108316,0.009649361,0.004463075,0.003462099,0.006109512,0.0097509035439152,0.0061606492789953,0.0073442107080654,0.0059838596336267,0.0044045838790796,0.0046350112402087,0.0047386498997683,0.0061016444225716,0
134,0.076009427,0.163771054,0.069679933,0.050276585,40.28,0.914,0.021577581,0.019986848,0.012029417,0.022010196,0.001359776,0.007465772,0.009190322,0.006982102,0.00609197,0.013577854,0.007241392,0.007087734,0.007277762,0.014907593,0.010718939,0.012591942,0.006702185,0.026535386,0.049155214,0.004501327,0.004534054,0.004504173,0.009311456,0.013020458,0.005774503,0.006782112,0.003413514,0.016293638,0.0089930148480758,0.0072114194658344,0.010648111335038,0.019543798649701,0.0037304613901756,0.001854221066046,0.0062415673874587,0.0042497163041153,1
135,0.102111199,0.024616356,0.012770474,0.019105889,21.97,3.567,0.010898108,0.025594199,0.012126102,0.017912564,0.007078867,0.014189532,0.003774034,0.006907533,0.002511862,0.017996558,0.005382452,0.009087936,0.010123496,0.034935181,0.010050765,0.00969936,0.025081054,0.023154888,0.002971482,0.004347407,0.00919108,0.011461003,0.002931771,0.009565463,0.006300669,0.007825021,0.007902731,0.011266239,0.017684691338513,0.0102605709062316,0.0100008511109294,0.0234848308266103,0.0117722822204434,0.0068811279950022,0.0204920381820373,0.0117893065296052,2
139,0.19567763,0.051332904,0.029591502,0.038984138,19.59,3.878,0.010133813,0.019467463,0.01216605,0.012478743,0.003889219,0.003422676,0.00537965,0.002723959,0.009515202,0.020125763,0.01591942,0.011015391,0.011564071,0.025402061,0.029966064,0.015242164,0.007703931,0.026576076,0.065622002,0.000997437,0.014106234,0.010768712,0.004345494,0.007287394,0.010291337,0.013400919,0.008086577,0.010973832,0.009974426671186,0.0139024979486379,0.0126809792914111,0.0209444155789598,0.0061789434286854,0.0029673914613975,0.0021106687523725,0.0109263791387705,2
142,0.177717,0.02460061,0.041926758,0.077847081,26.86,0.897,0.023337106,0.022278778,0.031935377,0.017937678,0.012711094,0.003227948,0.007340531,0.007224698,0.01515221,0.004543401,0.014395025,0.016256147,0.01590363,0.030760949,0.017933865,0.011223423,0.012035003,0.016726228,0.021186452,0.021328797,0.013162353,0.017048522,0.014285682,0.008390243,0.007875972,0.009368053,0.009668699,0.011353121,0.0106475883228677,0.0279256440597395,0.02626021897761,0.0073593545285575,0.0018629128127298,0.0025881188899933,0.0039641668483825,0.0029232002763856,1
144,0.148050015,0.03043268,0.049381201,0.030996806,31.13,3.745,0.017877988,0.012641518,0.008808979,0.029999586,0.014965196,0.005468533,0.008492819,0.001441128,0.00910571,0.01023574,0.027109997,0.005722944,0.016463632,0.015803384,0.016644191,0.015361171,0.0053201,0.006602355,0.004489073,0.013844024,0.009327125,0.008201339,0.010346203,0.015541919,0.014204363,0.008560101,0.005340744,0.013660411,0.0311481528650202,0.0165873447066294,0.0191708141956108,0.0161838108570353,0.008582922392073,0.0046248360415819,0.0072851777309403,0.0084901123028523,2
145,0.062727546,0.036963969,0.023206508,0.037942496,16.44,1.924,0.016976337,0.032674422,0.033264745,0.033527235,0.004502837,0.003231949,0.003905454,0.003974859,0.015603187,0.007223022,0.007744217,0.007164234,0.021924036,0.018403462,0.006319027,0.022559849,0.009900649,0.016310641,0.018231072,0.023447235,0.008245482,0.004354664,0.003160045,0.006360178,0.007662704,0.004666051,0.005597538,0.007036574,0.0136487740595605,0.0151727545226664,0.0170320924209646,0.0146012681642724,0.0034235194226578,0.0054370824752263,0.0065616449180187,0.0066059152587558,2
148,0.202791166,0.080227975,0.11859809,0.024080449,27.23,3.523,0.024974346,0.03086763,0.004121406,0.010266196,0.00236357,0.010240487,0.012836083,0.003021623,0.024523029,0.01036602,0.009926974,0.004382642,0.020612686,0.014159524,0.016318787,0.015880727,0.016399293,0.006706979,0.005696507,0.004127345,0.018056582,0.00922755,0.005971242,0.010232818,0.01366877,0.014204363,0.008560101,0.005340744,0.026122564710171,0.0293544920674201,0.0192185673679652,0.0180557100530192,0.0032837418934507,0.008582922392073,0.0046248360415819,0.0072851777309403,2
149,0.251116632,0.055714226,0.044238072,0.035734115,27.95,1.02,0.01944657,0.014432491,0.012969583,0.008161463,0.010773156,0.006757132,0.00570744,0.004846697,0.014306629,0.019668084,0.002451199,0.007395591,0.022276506,0.011314589,0.000452196,0.006539493,0.013795177,0.07596548,0.00296909,0.007650419,0.008970468,0.01371656,0.00609665,0.024278853,0.022090033,0.012144285,0.011171079,0.02296485,0.0185550624489052,0.0055820401007377,0.0059656953860945,0.0171876369725664,0.0034497546192084,0.0023590658957589,0.0045073490685697,0.0033097326022221,1
150,0.053756609,0.031945704,0.034386872,0.042745058,22.13,0.815,0.013588483,0.01504103,0.01604594,0.008051505,0.021203081,0.01501514,0.004626798,0.007292025,0.010134342,0.021233413,0.007072509,0.008453152,0.012228016,0.023565203,0.016240346,0.009700799,0.01910431,0.023990599,0.017332475,0.007373052,0.004691404,0.015360399,0.006478173,0.00631027,0.0050559,0.009115062,0.010181128,0.008622906,0.0152401682367074,0.0057458460643901,0.0172603188758715,0.0133934040101761,0.0036941798813214,0.0038160233955268,0.0031831408693428,0.0033184578867434,1
155,0.121003954,0.006604771,0.024453793,0.011973429,27.78,0.904,0.020828983,0.012126048,0.034230508,0.018782677,0.006163011,0.005813592,0.005161023,0.007248931,0.006547963,0.007078734,0.012232368,0.01731299,0.015909582,0.032956676,0.017400005,0.011943666,0.010327404,0.023567338,0.021697195,0.019210283,0.006748454,0.018261404,0.013132649,0.008593855,0.009591564,0.008140878,0.012062287,0.010083267,0.0151924605078794,0.0248252983132598,0.0264682295741473,0.0074502399167678,0.0024794607259258,0.0030999286348701,0.0046994718424501,0.0035998425191054,1
159,0.483750078,0.034970387,0.0273370989999999,0.012299797,30.41,1.807,0.030511806,0.040066601,0.020714634,0.021502335,0.006411329,0.004179439,0.002694188,0.00352929,0.00369988,0.018948641,0.00825712,0.008409816,0.018533647,0.034947007,0.015822164,0.01246245,0.009513046,0.075216133,0.003823517,0.01215073,0.004183736,0.01385202,0.002306334,0.004046484,0.006406202,0.009858684,0.006989026,0.008997554,0.0130062829896904,0.0145070752824305,0.0241131903222795,0.0136487740595605,0.0055117219176307,0.0037286455969529,0.0031242465637537,0.0043695185156494,1
160,0.4522174289999999,0.051578998,0.0561533349999999,0.049427189,26.97,0.877,0.020082008,0.03280452,0.027562239,0.015695703,0.009267494,0.010235328,0.006259179,0.007758077,0.003833903,0.011339659,0.034502954,0.002325775,0.011169704,0.012874686,0.020673961,0.021038342,0.00456389,0.006893856,0.007596933,0.015204779,0.010500288,0.010452315,0.018353409,0.004104163,0.006873451,0.004953213,0.013230156,0.009575629,0.0131134010943724,0.0210310901620239,0.0105755572872349,0.0172928252063832,0.0046879655395716,0.0056926644506798,0.0047637649689042,0.0023502706013119,1
161,0.069616104,0.016447279,0.015421641,0.026145038,27.39,4.254,0.012965032,0.021053821,0.022823913,0.025214124,0.003201764,0.010326726,0.007245785,0.010018585,0.022718489,0.019384571,0.005797883,0.011687991,0.015383123,0.005265215,0.01875601,0.001971346,0.007190297,0.046985713,0.001626827,0.006345405,0.004116881,0.006543521,0.006598944,0.011574643,0.007489556,0.016006159,0.010847872,0.017859787,0.0187897078500203,0.0256822303279855,0.0143339765551929,0.0257357285938398,0.0090008613517951,0.0063421756995841,0.0055202897768062,0.0075485372215814,2
162,0.659707031,0.018883538,0.027549374,0.070720202,18.33,3.11,0.017360491,0.012129353,0.005888018,0.01099855,0.003498237,0.004135151,0.003808423,0.00265888,0.012233004,0.005752046,0.002169608,0.012256704,0.035831451,0.010767457,0.01106736,0.012106855,0.012167593,0.006854137,0.008889735,0.006255074,0.004590993,0.008344846,0.006271504,0.007861093,0.011102747,0.008323998,0.006594458,0.010334106,0.0194537405387203,0.0133709713831073,0.0090681830340451,0.0151610450771696,0.0040037859297781,0.0026712198402355,0.0025944022779743,0.0086147950208497,0
163,0.067101416,0.016928142,0.038345952,0.037980456,14.74,1.465,0.007832008,0.013354505,0.012832527,0.007369718,0.008241438,0.008836685,0.004099471,0.004082772,0.015884768,0.003695802,0.006585342,0.010093214,0.022180791,0.019579507,0.004114398,0.017269706,0.011160455,0.027669112,0.018086985,0.016307269,0.022017957,0.008568245,0.008324909,0.006462357,0.011841026,0.00711985,0.006868306,0.005855266,0.0126789496313855,0.0033902665552251,0.0065764683450514,0.005077287261808,0.0045328108952434,0.0047109763357448,0.0061629368965955,0.0062868504258284,0
168,0.4723347249999999,0.054151805,0.053986183,0.09701153,21.44,3.114,0.024633651,0.01939831,0.025488557,0.021034334,0.004220566,0.009904004,0.006031528,0.001943109,0.006031269,0.009334811,0.00929762,0.018652358,0.016320754,0.014053682,0.017428005,0.031987067,0.005428716,0.010994677,0.009812786,0.011837056,0.011938739,0.013056712,0.012437083,0.058728691,0.006044443,0.005875678,0.008744237,0.010849951,0.0122642173050265,0.0251130380197821,0.0154114616382501,0.0166354088496317,0.0063125392944629,0.0036687435470746,0.0067428355129447,0.0076767839987204,2
169,0.644338343,0.0300161289999999,0.055145761,0.035090911,18.23,3.502,0.012478743,0.017409479,0.019636687,0.013331255,0.002723959,0.003920946,0.01255849,0.002923686,0.011015391,0.010852118,0.012207807,0.005895297,0.015242164,0.011464359,0.039890823,0.012740631,0.000997437,0.003627792,0.011470954,0.007607258,0.007287394,0.007324401,0.005083207,0.004954775,0.008086577,0.010973832,0.013799409,0.006885834,0.0126809792914111,0.0209444155789598,0.0155545302941268,0.0177891899623448,0.0038062118855139,0.0101416069504105,0.0020684631127334,0.0020614279961877,2
172,0.361159157,0.045765817,0.012887319,0.049517855,30.76,4.331,0.018240579,0.018607749,0.017785531,0.027523821,0.009502578,0.009910324,0.009386337,0.007654062,0.006518577,0.009172585,0.016521685,0.006330137,0.011399734,0.019974298,0.02120588,0.011511111,0.043031461,0.005931518,0.02347907,0.002372489,0.005243194,0.011122493,0.008605429,0.005510847,0.015231595,0.015926754,0.014583995,0.008529658,0.0248688800046893,0.013995787129062,0.0267652885140702,0.0087948227793053,0.0061999310737985,0.0082859890061546,0.005102922219,0.0043054707369294,2
173,0.277978609,0.034278083,0.044665165,0.044451243,15.56,1.234,0.01048045,0.014549576,0.012358301,0.011078606,0.005766887,0.004541651,0.002331554,0.007229648,0.003345931,0.007013144,0.010532672,0.007193758,0.010763132,0.019855293,0.003027458,0.022728436,0.074531377,0.008129668,0.00788518,0.030855075,0.007498307,0.006732876,0.006210202,0.005895235,0.007393453,0.014368236,0.014232727,0.01642107,0.0048744627763618,0.0062629383605447,0.0140192794541558,0.0125433971779616,0.003353939803624,0.0042495024881507,0.0062606683011424,0.0042725515720355,0
174,0.2395517329999999,0.0626674,0.096806988,0.138800043,41.94,1.078,0.024021253,0.017974911,0.016857204,0.01048045,0.013390963,0.019752723,0.008719671,0.005766887,0.01179719,0.005151497,0.007474212,0.003345931,0.049354653,0.011665948,0.032373246,0.010763132,0.006229886,0.018751335,0.015942028,0.074531377,0.01241353,0.008279185,0.005168869,0.007498307,0.0212065,0.017947162,0.007628114,0.007548566,0.0362364076313426,0.0184568839809117,0.0055986072528595,0.0067339777066049,0.004592521749705,0.0066185802588886,0.0026178142765678,0.0042768226987311,1
175,0.238775036,0.033488759,0.036013928,0.026283968,12.5,1.65,0.008139806,0.008597863,0.013874739,0.02178901,0.001670407,0.004151909,0.009955623,0.003133723,0.004206536,0.009267961,0.004545698,0.007239953,0.008361612,0.010350043,0.005723226,0.007226746,0.017217111,0.005492967,0.015551618,0.006769325,0.003252365,0.005914078,0.014189232,0.005840084,0.005875614,0.003891344,0.003023482,0.006819397,0.0090924160094862,0.0039256736868719,0.0029864490390936,0.0083657135499966,0.0077898980893587,0.0087524573372427,0.0034973717641747,0.0037021563126496,0
176,0.158717888,0.039324611,0.016780256,0.031247288,10.81,1.647,0.008373358,0.013011024,0.02009623,0.018745678,0.004754288,0.008180268,0.004633158,0.00825466,0.009472607,0.010286709,0.013745341,0.004039027,0.014075723,0.005765618,0.010341158,0.008003474,0.002918636,0.00505903,0.009710814,0.006885571,0.009552201,0.008684699,0.003012089,0.005688093,0.001724931,0.008514484,0.002202517,0.006243688,0.004316891094084,0.0047187643708865,0.0033709821613793,0.0063770810714267,0.0122004923055177,0.0075588455289883,0.0115586645313874,0.0039933166184133,0
177,0.683715802,0.050168247,0.060312727,0.026703502,23.31,0.932,0.01580058,0.005342189,0.013295329,0.009019935,0.002882377,0.00945402,0.009770109,0.006256231,0.010529348,0.005030592,0.011396063,0.004685426,0.005736048,0.017094968,0.018123246,0.012461777,0.001874501,0.012764213,0.00513094,0.008802513,0.005056474,0.010253401,0.008078914,0.008288946,0.008423046,0.010224723,0.012635472,0.012801757,0.004102199934606,0.0121459684112854,0.0028667471688963,0.0058109121735354,0.0036199800248686,0.0018961723968004,0.0032579393009447,0.0033335907826935,1
179,0.740673162,0.079072859,0.020558526,0.036677268,37.21,0.982,0.009165801,0.007083623,0.016014933,0.011897972,0.00221983,0.006309107,0.006313144,0.019805164,0.002804343,0.006691684,0.012068919,0.0155266,0.010699838,0.009502092,0.013561872,0.014050503,0.012088908,0.018276209,0.017564561,0.004070624,0.032099837,0.006047078,0.021928204,0.004574103,0.017270491,0.020441334,0.020824202,0.010089512,0.0080500145724508,0.0087520203666828,0.0150367116954576,0.0083238937908107,0.0038241508059047,0.0041400347044967,0.0025848658105523,0.0027785020478423,1
