,1~5일 수익률 표준편차,6~10일 수익률 표준편차,11~15일 수익률 표준편차,16~20일 수익률 표준편차,VIXCLS,시장금리국고채3년,WTI유(-1~-5),WTI유(-6~-10),WTI유(-11~-15),WTI유(-16~-20),금(-1~-5),금(-6~-10),금(-11~-15),금(-16~-20),구리_미국(-1~-5),구리_미국(-6~-10),구리_미국(-11~-15),구리_미국(-16~-20),미국_커피(-1~-5),미국_커피(-6~-10),미국_커피(-11~-15),미국_커피(-16~-20),돈육(-1~-5),돈육(-6~-10),돈육(-11~-15),돈육(-16~-20),미국_옥수수(-1~-5),미국_옥수수(-6~-10),미국_옥수수(-11~-15),미국_옥수수(-16~-20),코스피수익률표준편차(-1~-5),코스피수익률표준편차(-6~-10),코스피수익률표준편차(-11~-15),코스피수익률표준편차(-16~-20),나스닥수익률표준편차(-1~-5),나스닥수익률표준편차(-6~-10),나스닥수익률표준편차(-11~-15),나스닥수익률표준편차(-16~-20),원달러환율수익률표준편차(-1~-5),원달러환율수익률표준편차(-6~-10),원달러환율수익률표준편차(-11~-15),원달러환율수익률표준편차(-16~-20)
89,0.116252247,0.10077655,0.038504675,0.026555357,17.91,1.402,0.007535028,0.019760086,0.020234218,0.00707414,0.006758279,0.012173687,0.011132622,0.010262025,0.0078734,0.010015968,0.007152827,0.007872599,0.01259558,0.008619553,0.019864201,0.036549259,0.084945169,0.003135447,0.008765153,0.00831897,0.009605081,0.007711285,0.016171625,0.012664763,0.00338634,0.00622048,0.006998506,0.007843945,0.0030829975975509,0.0044882216112633,0.0075060792501509,0.0060282017476408,0.0037759451785772,0.0019572954836811,0.0053716984920907,0.0035562915812685
92,0.201748705,0.038573657,0.023707024,0.019080697,20.3,1.132,0.035750971,0.003627483,0.016649697,0.019638005,0.002921112,0.002830295,0.012857859,0.005040519,0.003359545,0.010112786,0.016770575,0.023874096,0.030477101,0.010307006,0.007733655,0.010697338,0.004314001,0.013269372,0.01275695,0.014710381,0.01616517,0.004194213,0.014843506,0.017558437,0.007104787,0.011921847,0.011835199,0.025095215,0.0168295850231415,0.0177493163237232,0.0172858295476852,0.0239239216659734,0.004539762845749,0.0069354867854849,0.014498485719553,0.0052683912929802
93,0.049900852,0.0285533359999999,0.038082568,0.063396514,12.69,1.5,0.010518003,0.015476192,0.006665042,0.01112053,0.009038556,0.007892942,0.00740645,0.003214045,0.015774267,0.004728895,0.008751439,0.007502478,0.00884117,0.011883703,0.015182659,0.021017164,0.015769727,0.023907021,0.01574804,0.017649722,0.006079738,0.006447736,0.007244446,0.001619119,0.006852854,0.0050654,0.005637754,0.007687437,0.0034772772421443,0.0073632197305805,0.0067308400787969,0.0078345458042095,0.0037678558915296,0.0030444461030557,0.0034731143837024,0.0036258999965648
96,0.040419711,0.018508701,0.019836658,0.040527707,16.26,1.466,0.035404298,0.02063035,0.012623851,0.028029253,0.00605642,0.006604483,0.007193618,0.009203378,0.014642582,0.005152296,0.008326555,0.010147302,0.007646559,0.014792504,0.006349273,0.02090103,0.003169572,0.003397879,0.010020232,0.006656683,0.004031324,0.003486794,0.01990864,0.002935161,0.004907153,0.006741625,0.002890749,0.002919884,0.0117495173877187,0.0073607812102471,0.0062097811946986,0.0087786887817166,0.0047759836509241,0.0064680117930103,0.0063132996771318,0.0106137291534518
100,0.189007526,0.049850958,0.044879873,0.017643072,24.16,1.968,0.019386405,0.014895651,0.015121638,0.012128704,0.005681653,0.001884712,0.013268486,0.006879414,0.004788506,0.008188082,0.00455352,0.00841672,0.023898809,0.021457328,0.014574406,0.014298069,0.026716889,0.021433364,0.078525026,0.003393807,0.010179766,0.004444612,0.008051582,0.002754593,0.012719514,0.01071909,0.01655802,0.008291942,0.0264071840573059,0.0210109544491677,0.0156847260828413,0.0083828369961699,0.0049135156715954,0.0068737391194315,0.0046943278618121,0.0042503294655277
102,0.517254718,0.03006172,0.057986611,0.166022718,12.5,1.716,0.010253103,0.011424472,0.017142991,0.011836144,0.006361016,0.009976234,0.004067886,0.001568767,0.011961318,0.008624935,0.00457472,0.010501832,0.0078364,0.017521863,0.015546187,0.00852064,0.012673792,0.017779395,0.026950743,0.005069299,0.02345261,0.016492607,0.015640664,0.007530858,0.004678968,0.005569308,0.009770113,0.013419457,0.0084003332058609,0.0064939995698405,0.0133799634645786,0.0039320562625441,0.0062414072899108,0.0023170174265571,0.0045341362470689,0.0027076191101458
103,0.04923253,0.009004055,0.018604919,0.014497689,21.67,1.36,0.008560595,0.020642065,0.017009738,0.016047787,0.003360283,0.01420243,0.011019655,0.005124363,0.012210314,0.010566191,0.006087828,0.005421644,0.011258988,0.01597899,0.004710049,0.040269097,0.085360003,0.00396018,0.003682386,0.007608727,0.00677726,0.011214859,0.009976107,0.016079945,0.006402818,0.007409218,0.007419794,0.007581797,0.0056738775064927,0.0051098794569552,0.0045753614285875,0.0086611624421417,0.0047779866341097,0.003539002931242,0.005271856557076,0.0003560073486516
104,0.02545718,0.014296258,0.017246246,0.041446327,13.03,2.112,0.013400173,0.004154805,0.020564323,0.024602356,0.004096145,0.005799378,0.002264079,0.004488729,0.010719801,0.016666597,0.006189091,0.016441942,0.008253002,0.026713565,0.007314416,0.012396211,0.013627618,0.064311171,0.001640952,0.007390268,0.012725725,0.005926244,0.020016849,0.011309878,0.006429477,0.006496628,0.005018884,0.010953633,0.0078032526822466,0.0038918674807235,0.008501346494428,0.0078681243992599,0.0065009267451929,0.0046694871814035,0.0065168446719032,0.0035975593265445
106,0.148695437,0.028583474,0.035613789,0.084746723,16.26,2.103,0.011855459,0.015891578,0.006606822,0.00674837,0.00511295,0.004563709,0.007489525,0.008948611,0.012453912,0.016992241,0.013051703,0.021535106,0.022546155,0.012318314,0.012628497,0.02387491,0.025333667,0.01583817,0.050555142,0.004045555,0.01036676,0.011988641,0.007833936,0.011785922,0.007067267,0.006412561,0.012825094,0.008952102,0.0086217099332385,0.0034340642247356,0.0099168569106414,0.0138734243625646,0.0045863256215603,0.0043963205298194,0.0045841729697497,0.0034798408660886
107,0.739025006,0.060115655,0.035139052,0.035356923,17.23,2.274,0.016662728,0.017116455,0.010990487,0.007844802,0.002658495,0.006950369,0.00948554,0.001320274,0.008717231,0.010502707,0.00721688,0.005874784,0.009809366,0.005947872,0.011539249,0.010123389,0.001829986,0.01051032,0.018665904,0.014078644,0.0042421,0.007374527,0.006689265,0.002990914,0.006863046,0.011587755,0.010501144,0.012114419,0.009931190768665,0.0107723993504366,0.01186967844635,0.0095318490186693,0.0080792534962145,0.0056073704710713,0.0050729123780048,0.0064824151861116
108,0.71873864,0.068762548,0.025316437,0.014493792,13.65,3.543,0.006370313,0.03053918,0.019787224,0.005669537,0.006129274,0.011325273,0.004778162,0.005458162,0.00538163,0.010128819,0.018607985,0.009250817,0.009020369,0.019459445,0.012688127,0.008876964,0.019351824,0.024301178,0.012057181,0.011259437,0.013155406,0.016129429,0.01016995,0.013230861,0.006689496,0.005661776,0.003463888,0.003187257,0.0102839319376592,0.0130410443040799,0.0113653233201282,0.0057979322188317,0.0035278357079162,0.0060254092692623,0.0056095210474728,0.0072689180734418
113,0.149559453,0.0531912399999999,0.014154964,0.034439614,19.38,2.031,0.016246688,0.012357448,0.019882127,0.025475996,0.010139649,0.005502128,0.003550065,0.012301132,0.009752179,0.008377051,0.012556842,0.005713899,0.012961442,0.021102836,0.027775567,0.011624541,0.012153452,0.016098884,0.011212698,0.017794226,0.005911839,0.006037346,0.011560001,0.006950689,0.010282265,0.010231142,0.008968042,0.008859206,0.0081200152825195,0.0103248440597605,0.004148058654794,0.0056723373152062,0.0036673766582567,0.0128459973249569,0.0035805013860694,0.005795918784691
115,0.676637475,0.138286756,0.057684634,0.049096975,19.36,1.38,0.009901268,0.040578229,0.017264303,0.013677724,0.001245427,0.002398635,0.005987386,0.003050312,0.017174484,0.015675145,0.008640031,0.013448111,0.059897541,0.044833968,0.01704602,0.008824506,0.00282458,0.00949851,0.027673211,0.006560298,0.014286167,0.012668371,0.089960132,0.009508407,0.007581884,0.007322448,0.008673298,0.003902831,0.0060282017476408,0.0033268226652577,0.0060368183550515,0.0048349152211723,0.0035562915812685,0.0045280007888441,0.0033145169550136,0.002327582236141
117,0.118522719,0.040266574,0.04118728,0.049327041,20.7,1.693,0.030804781,0.012013902,0.032691437,0.020920176,0.014669876,0.002765632,0.011171505,0.006310963,0.013075849,0.008393516,0.010395206,0.01125848,0.004785605,0.019936076,0.017603904,0.01515658,0.036733941,0.013673024,0.012739717,0.01405482,0.01753194,0.009411992,0.015403371,0.008910508,0.010750021,0.004912832,0.012619938,0.005575889,0.0156580404084348,0.0135301546207554,0.0097433161793561,0.0028362820668389,0.0057746726617616,0.0070840109671306,0.0041793849696261,0.0060298529373473
118,0.071451998,0.074344031,0.043404228,0.031523436,12.5,1.383,0.005306708,0.009200069,0.017893608,0.025118743,0.000637648,0.003227174,0.005535671,0.005229765,0.005034865,0.006757244,0.010487026,0.004313095,0.027626637,0.033366546,0.016583311,0.010258618,0.075154965,0.011056975,0.004438595,0.023967565,0.027230774,0.015434245,0.005422179,0.004636326,0.008327123,0.005045858,0.005969888,0.00872081,0.0039312093700449,0.0053724051013404,0.007641171713668,0.0070009214624814,0.0067387923464721,0.0016512415276345,0.0009634500506635,0.0045371366101227
119,0.082022296,0.037667599,0.026636873,0.034302084,11.02,2.084,0.011190877,0.006800906,0.006981834,0.012098502,0.005253683,0.005803107,0.004715249,0.010862416,0.022164616,0.007780314,0.005549379,0.004447778,0.006627288,0.017077587,0.003477068,0.009876762,0.009669256,0.015543555,0.020279537,0.014380454,0.008703122,0.008535107,0.003979405,0.00940882,0.009155084,0.007566722,0.003917501,0.002858769,0.0078983292062608,0.004617711052977,0.0070354277792021,0.0034651403443392,0.0050416499553917,0.0043540761657066,0.0079979920078572,0.0018303169426525
120,0.739404383,0.061404373,0.033639753,0.028753817,12.67,1.37,0.007906589,0.005306708,0.009200069,0.017893608,0.002938316,0.000637648,0.003227174,0.005535671,0.004764212,0.005034865,0.006757244,0.010487026,0.02815766,0.027626637,0.033366546,0.016583311,0.008399895,0.075154965,0.011056975,0.004438595,0.001916506,0.027230774,0.015434245,0.005422179,0.00549227,0.00733811,0.007032611,0.007033793,0.0025549178696573,0.0039262272849676,0.0064852364806694,0.0095172566078747,0.0023074218184932,0.0074908782082864,0.0021029435030997,0.0037862862233672
121,0.211247966,0.036942022,0.121141929,0.173648884,22.73,1.732,0.012671717,0.025181932,0.026856268,0.017829718,0.002765971,0.011144781,0.007157631,0.007113651,0.008655064,0.008005542,0.013410567,0.009871664,0.020238918,0.009706521,0.024268444,0.011979559,0.013495708,0.013320159,0.016513256,0.012924678,0.009414538,0.013261195,0.01074739,0.009149217,0.00380438,0.012775841,0.005818685,0.011276272,0.0106511683329872,0.0145906333039279,0.0026263185108341,0.0127637554853148,0.0052829361921906,0.0062312269401524,0.005748841276494,0.0068915866528091
122,0.234599663,0.033293498,0.058482031,0.060281357,12.37,1.921,0.01181432,0.008359404,0.008047852,0.006300041,0.003228408,0.003005475,0.002039242,0.007214557,0.009418006,0.013445175,0.007083708,0.007584145,0.012526432,0.016699957,0.004814022,0.021857683,0.018056606,0.022004425,0.026577119,0.038666592,0.017702833,0.026357909,0.013124943,0.008228598,0.002377217,0.007116935,0.001214768,0.006389578,0.0057737320267206,0.0079794648531747,0.004492122849365,0.0069621235491556,0.0074707651598874,0.0038381676851327,0.0076413686387625,0.0067975733365207
128,0.090594012,0.021386281,0.006067125,0.017489625,30.23,2.267,0.064136778,0.040628965,0.007411957,0.009377358,0.01927342,0.0126687,0.010480742,0.002264168,0.019251015,0.016325763,0.00517418,0.005819101,0.019668249,0.018770518,0.017077114,0.009421015,0.015657615,0.025732079,0.015565511,0.011654221,0.012721512,0.028948319,0.02723541,0.013580195,0.014956361,0.015904389,0.011019022,0.009335188,0.026846263619849,0.018249181886758,0.0112739849881887,0.0239195520726141,0.0060808583638935,0.0066594191978929,0.001734095703286,0.0025628577250694
129,0.062358135,0.042332175,0.010685177,0.020903708,10.03,1.742,0.012469343,0.012289766,0.012144812,0.009993077,0.002945309,0.005360206,0.003272566,0.003221892,0.003771205,0.016919072,0.002120839,0.007053337,0.010589356,0.016726129,0.018221134,0.004972827,0.015299077,0.008749787,0.008005761,0.061337229,0.010965683,0.012547847,0.01823814,0.011393382,0.011731361,0.003600856,0.001894898,0.004676111,0.0026402087947985,0.00372552955318,0.0029182119164506,0.0043289954821254,0.0044542526374507,0.0042302743310165,0.0033626228183435,0.0054134548812209
131,0.068351116,0.028642137,0.039324509,0.027757972,14.67,1.772,0.00903229,0.016109408,0.017965551,0.014821759,0.007695834,0.005629168,0.008227616,0.001876466,0.002566764,0.013818102,0.008717702,0.008907608,0.014243327,0.012031934,0.028366323,0.011755012,0.00228634,0.012804448,0.039728494,0.02651506,0.012197548,0.007059979,0.004235942,0.006872881,0.011071381,0.006028241,0.007148752,0.005431544,0.0025202959490256,0.007714713099249,0.005699928451228,0.0066723447303336,0.0068137643427524,0.0040166960824575,0.0048478417641462,0.0076755146721059
132,0.125146914,0.144780568,0.072514433,0.165811302,13.38,1.335,0.013663137,0.006221876,0.030834657,0.030830401,0.005322278,0.013808463,0.005198136,0.005911564,0.002823232,0.008155583,0.007568832,0.009108602,0.008323224,0.013135311,0.011850607,0.020459438,0.020776213,0.025002816,0.013451762,0.011404075,0.008967237,0.012957304,0.011524641,0.006819751,0.007662978,0.005876584,0.001686547,0.010796004,0.0032165413697222,0.0090104593656197,0.0069452968136153,0.0114128959260809,0.0049773688337352,0.0078744870333372,0.0044642831349964,0.0076134752840439
136,0.188610074,0.052873746,0.037372209,0.037429267,19.23,1.177,0.003784326,0.016441013,0.023879888,0.01447671,0.002684678,0.012745602,0.006745599,0.011142249,0.007493844,0.016781782,0.028295757,0.018205476,0.009412247,0.008159887,0.010370243,0.016749945,0.013349078,0.012535675,0.020510136,0.014364841,0.00674442,0.014539242,0.020458882,0.006800134,0.01053829,0.010075757,0.025969347,0.009677292,0.0122316477862545,0.0286047609530773,0.0252367019360158,0.0095424138795074,0.0041286745137242,0.0095569996449678,0.0110795662566036,0.0035225867450996
137,0.034410275,0.044060776,0.069583022,0.065598819,12.49,1.985,0.014213428,0.0068574,0.015629461,0.01470744,0.005848668,0.007473113,0.002511453,0.003927479,0.024807145,0.00728213,0.007544093,0.016956617,0.010413639,0.004864265,0.007384742,0.011185363,0.043635285,0.008231277,0.014459413,0.01309419,0.00531969,0.017130365,0.003254573,0.012693119,0.008373108,0.003650292,0.008312283,0.006429477,0.0073739607437279,0.0047214342829123,0.0097417763959149,0.0104592422270231,0.0086588942151664,0.0053634125285813,0.0066954497666661,0.0074349746946786
138,0.145827971,0.044341031,0.010537315,0.023515782,27.75,2.363,0.01499353,0.026076094,0.010578379,0.011025265,0.00751918,0.007963143,0.003208436,0.003136318,0.00145039,0.01523839,0.014527216,0.01164656,0.008279683,0.01348832,0.02170131,0.011043763,0.009565024,0.059583288,0.013251354,0.006956402,0.005818349,0.015715769,0.015317231,0.012997488,0.013930305,0.006076106,0.022830003,0.011931091,0.0225569846928459,0.0174759456916622,0.0286792154865016,0.0144313127082542,0.0011344648275896,0.0027843013883782,0.0025005523755736,0.0019885738708978
140,0.045978473,0.049819253,0.039277411,0.02436282,18.76,1.566,0.008840281,0.011120002,0.012840896,0.016162429,0.007479938,0.004871764,0.010856005,0.003077711,0.014355615,0.013871438,0.018475999,0.020989777,0.013475169,0.008751957,0.011894123,0.011159878,0.014234351,0.005017901,0.023557606,0.013462512,0.008253074,0.004914566,0.029390075,0.026752344,0.00430581,0.008958472,0.006817271,0.008459836,0.0132209349960246,0.0064878264847818,0.0044659198927064,0.0053496222824689,0.0047797459902755,0.0045608175556714,0.0028768999332211,0.004759922559799
141,0.068253227,0.055525733,0.0293457489999999,0.01971015,16.79,1.435,0.028554936,0.009684134,0.014490865,0.014893663,0.005405556,0.003427464,0.007351334,0.012173673,0.011101079,0.010163939,0.006816305,0.006437046,0.00830517,0.011264521,0.014816263,0.009355411,0.01207731,0.083341037,0.004055025,0.003152691,0.011696424,0.010468531,0.009129301,0.009958086,0.014838797,0.003045914,0.006791533,0.007194157,0.0095620568859723,0.0047191301059898,0.0050801948770319,0.005504671984761,0.0069562838975687,0.0036165011273199,0.0021244475525262,0.0053815291763375
143,0.227001183,0.067347324,0.02678087,0.028020671,13.47,2.249,0.007890298,0.006330927,0.004788805,0.009904229,0.004251045,0.008281422,0.005019623,0.004071919,0.001507753,0.023589147,0.004815923,0.002044921,0.009022058,0.010955988,0.013599221,0.006385624,0.00454142,0.006776477,0.009079881,0.014036227,0.003857547,0.00755962,0.006749985,0.004592474,0.008801166,0.007565242,0.004815772,0.008294818,0.0081485945255163,0.0063537485774123,0.0066640873842522,0.0036241956093092,0.0052326376042214,0.0028902819251846,0.0053975028938413,0.0036956009053708
146,0.292272387,0.065363652,0.139048438,0.06173154,18.94,1.726,0.029983465,0.022358832,0.028453794,0.009902047,0.009196912,0.004639226,0.011426605,0.004107694,0.012753034,0.012285403,0.012351695,0.006354243,0.004803413,0.019502978,0.015548621,0.014617391,0.030802408,0.01910844,0.009969266,0.012623342,0.016363168,0.01410097,0.011149342,0.012494816,0.01071066,0.00356969,0.013740983,0.006411726,0.0142333122080406,0.015154436931603,0.006126189656647,0.0078959484528602,0.0058639163576353,0.0070288148894335,0.0042702844118256,0.0059356328328607
147,0.1101165749999999,0.021409064,0.021232334,0.013460795,10.16,1.637,0.025528904,0.012344234,0.02440524,0.008569419,0.006366841,0.006111223,0.004347527,0.003923295,0.003365896,0.003891347,0.006362301,0.008505455,0.015862591,0.011272163,0.009892056,0.018878777,0.006437737,0.013490408,0.00545675,0.004819768,0.008964027,0.012362039,0.007098956,0.011793338,0.005960238,0.005790621,0.003743818,0.008054407,0.0055942206060444,0.003398405373655,0.0141446199023625,0.0025869313004585,0.0025597536223513,0.0033957589504118,0.0077603372159242,0.0028551296719591
151,0.744782023,0.036600232,0.027899498,0.024308373,21.67,1.36,0.008560595,0.020642065,0.017009738,0.016047787,0.003360283,0.01420243,0.011019655,0.005124363,0.012210314,0.010566191,0.006087828,0.005421644,0.011258988,0.01597899,0.004710049,0.040269097,0.085360003,0.00396018,0.003682386,0.007608727,0.00677726,0.011214859,0.009976107,0.016079945,0.006402818,0.007409218,0.007419794,0.007581797,0.0056738775064927,0.0051098794569552,0.0045753614285875,0.0086611624421417,0.0047779866341097,0.003539002931242,0.005271856557076,0.0003560073486516
152,0.0609880149999999,0.034050727,0.034660453,0.031778735,12.51,1.392,0.005117812,0.008791972,0.006305859,0.017619654,0.002042791,0.003259951,0.005668456,0.005380436,0.004978383,0.005086186,0.010269896,0.008916692,0.03257048,0.031601316,0.015973709,0.01593419,0.073854878,0.006351174,0.007538253,0.022871041,0.027371401,0.01539489,0.004363265,0.005482485,0.007880968,0.005165174,0.005993848,0.005449166,0.0038167658373182,0.0057308126240956,0.0063140482469349,0.0059864321074223,0.0071079571223474,0.0015344995685395,0.0010679496530342,0.0045518914077385
153,0.047605514,0.029075626,0.030668355,0.035415011,30.32,2.226,0.012292052,0.024660805,0.013942746,0.015144851,0.002064014,0.01012601,0.002105872,0.003196656,0.006392159,0.003341942,0.022929754,0.003209901,0.002843234,0.014574957,0.020860921,0.014965839,0.021672332,0.054348907,0.001902046,0.012342918,0.013789382,0.016148552,0.012430403,0.011158492,0.007573836,0.01403336,0.008490133,0.02077461,0.0112739849881887,0.0239195520726141,0.0214979563203513,0.0205801671788641,0.001734095703286,0.0025628577250694,0.0013059379920561,0.0029981818597113
154,0.124158093,0.060519518,0.040875457,0.035565615,9.9,1.745,0.006152208,0.024887438,0.010115415,0.008252547,0.001656153,0.009119034,0.001689681,0.004851185,0.004093007,0.005271807,0.004296984,0.004811767,0.006900578,0.011161811,0.00896561,0.023427906,0.004089404,0.007741561,0.008812784,0.010060682,0.023665126,0.009393137,0.014280468,0.0067874,0.0034903,0.004407306,0.003689305,0.003640267,0.008460154999579,0.0109765793962721,0.0091511837915798,0.0087615895298093,0.0035235369734115,0.0042546532526845,0.0036995215781779,0.0064955364601416
156,0.344488814,0.035673618,0.0262622729999999,0.0136282789999999,30.48,2.195,0.035126007,0.010446693,0.01499353,0.026076094,0.01240808,0.010868184,0.00751918,0.007963143,0.015543203,0.007735911,0.00145039,0.01523839,0.017670812,0.017940472,0.008279683,0.01348832,0.011781205,0.023466933,0.009565024,0.059583288,0.032572938,0.031699016,0.005818349,0.015715769,0.014854496,0.012015154,0.009588771,0.009796213,0.018249181886758,0.0112739849881887,0.0239195520726141,0.0214979563203513,0.0066594191978929,0.001734095703286,0.0025628577250694,0.0013059379920561
157,0.27212336,0.079494635,0.017782801,0.029647513,11.28,2.075,0.006449853,0.008729595,0.012375342,0.008251581,0.005095828,0.00954518,0.007050769,0.005648664,0.008096645,0.004922231,0.003782425,0.010502663,0.008073454,0.005817862,0.009976181,0.004902607,0.013258585,0.021610657,0.013202138,0.015758233,0.007213785,0.005222997,0.009371091,0.00729664,0.007055535,0.003546715,0.001658795,0.003776182,0.0069490776438634,0.0077113900417502,0.0034892388367018,0.00412675516167,0.0047313528057914,0.0075000259988885,0.0016055056488703,0.0042014569965178
158,0.13783928,0.088436152,0.088023537,0.055796837,18.73,1.877,0.014048632,0.018210796,0.012117872,0.014057348,0.005557161,0.011570714,0.006136046,0.004266764,0.007151081,0.005692529,0.012044845,0.017458935,0.021817764,0.011125234,0.023656943,0.011713427,0.009460218,0.020460009,0.025305877,0.018848203,0.006208796,0.013549826,0.009066985,0.008430104,0.005866371,0.009618065,0.005803399,0.006488821,0.0064780891603535,0.0052705492172357,0.0066892157808221,0.0047799552579199,0.0078121479340996,0.0038813435529625,0.0047543795072155,0.0046018287471937
164,0.020408136,0.025649717,0.033184379,0.024569758,9.75,1.63,0.011942349,0.025778502,0.008425255,0.009634075,0.005093648,0.005280536,0.003926671,0.007558326,0.002381244,0.006379931,0.009719844,0.003242995,0.010761109,0.010022081,0.02628393,0.014569822,0.013237472,0.005393329,0.002581045,0.031903685,0.011811204,0.010598234,0.011842104,0.007674808,0.003471935,0.004101674,0.002896603,0.01185346,0.0042836851258932,0.0029207073358198,0.012510477761165,0.001668635953821,0.0029443587675259,0.0080128393082789,0.0045516578848988,0.0042543025337083
165,0.028503631,0.037127658,0.0280765029999999,0.005477226,10.7,2.112,0.007777106,0.009289915,0.015913846,0.004642654,0.002429149,0.00954518,0.006952501,0.005620697,0.011372558,0.005072596,0.008305638,0.006963083,0.006363524,0.005853935,0.009601372,0.004082577,0.009894755,0.021963901,0.022234166,0.004612163,0.004905506,0.002546052,0.012208762,0.009543311,0.007566722,0.003917501,0.002858769,0.007176649,0.004617711052977,0.0070354277792021,0.0034651403443392,0.0036122996441619,0.0043540761657066,0.0079979920078572,0.0018303169426525,0.0041789874401113
166,0.780604917,0.007979787,0.014841395,0.016115738,20.15,1.095,0.018387712,0.021834597,0.006852875,0.009278202,0.007027281,0.005322242,0.007412059,0.008177135,0.016510765,0.007784909,0.015791962,0.006216042,0.02136171,0.007147081,0.023141516,0.031984643,0.015556189,0.00280596,0.002357957,0.002374323,0.0237121,0.030020678,0.018648861,0.010799005,0.01065994,0.01383728,0.006696962,0.009217675,0.0132820048377008,0.0174284899899118,0.0082256489672471,0.0076414189924632,0.0064840893473107,0.0072519227398956,0.0043764116113184,0.0035730080715977
167,0.303229011,0.069996236,0.060338818,0.043671696,9.91,1.927,0.010579603,0.01980266,0.013352395,0.00815698,0.004270742,0.003882748,0.003225313,0.005084478,0.005000537,0.005564113,0.013160366,0.012495992,0.014130352,0.009508665,0.011171021,0.010274214,0.014023084,0.017201357,0.019431078,0.009157828,0.008012272,0.001060353,0.005403149,0.005426654,0.006095125,0.002962675,0.006582345,0.004343019,0.0020517411918474,0.002950217135424,0.0075888199279182,0.0026244678684678,0.0036691076563723,0.000915312377646,0.0027647366616038,0.0020810697091408
170,0.182525738,0.019433939,0.017919542,0.027208455,20.67,1.103,0.017520064,0.021823957,0.006760355,0.015811107,0.007062084,0.005529932,0.007328711,0.008058182,0.016581476,0.007815633,0.01427507,0.006898404,0.02136171,0.013083637,0.032279455,0.005404837,0.014592071,0.002744526,0.002216106,0.005278177,0.022528907,0.028861261,0.007538936,0.025464022,0.012650084,0.010641502,0.004114469,0.009738023,0.0117471720181928,0.0167617504800797,0.0077868171544988,0.009743355854787,0.0085152416657981,0.0041975180390321,0.0049373985194778,0.003418257844651
171,0.026313058,0.026330173,0.017333638,0.024089105,10.17,1.739,0.008699836,0.0216635,0.011953175,0.011484283,0.00492748,0.004565291,0.004563745,0.006503751,0.009941841,0.0158728,0.002764768,0.005210297,0.010729939,0.008453992,0.004387456,0.008881355,0.014611645,0.025497739,0.00044621,0.017630743,0.009593835,0.010843881,0.018263159,0.00532192,0.004343019,0.008311036,0.003079535,0.002835011,0.0069624685511562,0.0067250737501205,0.004719628732308,0.0117302016876692,0.0038467045235733,0.0060183393043896,0.004236225955457,0.0043278219180008
178,0.086046633,0.033380189,0.023322135,0.060409122,9.78,1.775,0.003901656,0.008699836,0.0216635,0.011953175,0.00468595,0.00492748,0.004565291,0.004563745,0.003569269,0.009941841,0.0158728,0.002764768,0.023721552,0.010729939,0.008453992,0.004387456,0.017971232,0.014611645,0.025497739,0.00044621,0.019617221,0.009593835,0.010843881,0.018263159,0.006403137,0.005781017,0.005504623,0.002949033,0.0029523739068647,0.006174505569405,0.0079622060947721,0.006666916354403,0.0027625672464071,0.0035669958116206,0.0062064935272336,0.0031916588694157
183,0.330720022,0.0277518829999999,0.034597355,0.024401701,21.67,2.455,0.030249242,0.059105474,0.058968661,0.02969849,0.004508878,0.01345676,0.01285807,0.010527149,0.00858433,0.018004646,0.016813491,0.026439082,0.011670968,0.024608722,0.009895003,0.016490594,0.011085872,0.008656998,0.016493916,0.025741259,0.009319895,0.040464598,0.020408795,0.006817039,0.008094476,0.014329865,0.014956361,0.015904389,0.0150583879574697,0.0283257663335197,0.026846263619849,0.018249181886758,0.0089000433915143,0.0058457849999337,0.0060808583638935,0.0066594191978929
184,0.463331356,0.063341085,0.062555032,0.038903625,17.02,2.189,0.015846719,0.007651132,0.003309366,0.01479968,0.005792966,0.000990797,0.009459718,0.003399034,0.005088986,0.012566225,0.00803153,0.007687651,0.004666816,0.026143164,0.007899703,0.006818324,0.004321227,0.01263632,0.066574374,0.002913476,0.006571969,0.004085623,0.018963882,0.005513984,0.00400397,0.004685579,0.007608884,0.008218062,0.0036532450190671,0.0054099863366892,0.0049468368793618,0.010264748197044,0.0036869556180567,0.0043612819722934,0.0066202120320712,0.0038496630680624
185,0.069413493,0.036319857,0.0155961529999999,0.021088931,16.13,1.785,0.010056304,0.017478016,0.017933344,0.017151908,0.005586421,0.00548533,0.008224674,0.001950713,0.002961411,0.014583167,0.009940865,0.008569528,0.008693162,0.013940769,0.028985471,0.011430072,0.012412292,0.017057448,0.036810052,0.026711479,0.009027905,0.006991465,0.003444101,0.011503327,0.005818685,0.011276272,0.005977623,0.00409583,0.0026263185108341,0.0127637554853148,0.0064222821493378,0.0075096458853016,0.005748841276494,0.0068915866528091,0.0059679832415173,0.0048552153273845
187,0.030103106,0.041799821,0.004744154,0.0149429919999999,14.07,1.825,0.018097715,0.022486146,0.016387881,0.015695966,0.002568693,0.004508273,0.011298782,0.002642241,0.011018323,0.017495198,0.007298145,0.007027769,0.030106572,0.011083356,0.032696637,0.028637429,0.00787509,0.014482941,0.020809063,0.014685935,0.014222298,0.011615122,0.005508494,0.009730973,0.010379708,0.006287915,0.003546333,0.00261926,0.0066894848555611,0.0088722383612956,0.0063286486601244,0.002596487142262,0.0074422164178225,0.0037808732778017,0.0054623829276781,0.002166464966849
