,1~5일 수익률 표준편차,6~10일 수익률 표준편차,11~15일 수익률 표준편차,16~20일 수익률 표준편차,VIXCLS,시장금리국고채3년,WTI유(-1~-5),WTI유(-6~-10),WTI유(-11~-15),WTI유(-16~-20),금(-1~-5),금(-6~-10),금(-11~-15),금(-16~-20),구리_미국(-1~-5),구리_미국(-6~-10),구리_미국(-11~-15),구리_미국(-16~-20),미국_커피(-1~-5),미국_커피(-6~-10),미국_커피(-11~-15),미국_커피(-16~-20),돈육(-1~-5),돈육(-6~-10),돈육(-11~-15),돈육(-16~-20),미국_옥수수(-1~-5),미국_옥수수(-6~-10),미국_옥수수(-11~-15),미국_옥수수(-16~-20),코스피수익률표준편차(-1~-5),코스피수익률표준편차(-6~-10),코스피수익률표준편차(-11~-15),코스피수익률표준편차(-16~-20),나스닥수익률표준편차(-1~-5),나스닥수익률표준편차(-6~-10),나스닥수익률표준편차(-11~-15),나스닥수익률표준편차(-16~-20),원달러환율수익률표준편차(-1~-5),원달러환율수익률표준편차(-6~-10),원달러환율수익률표준편차(-11~-15),원달러환율수익률표준편차(-16~-20)
189,0.273514597,0.095474358,0.096941699,0.057137842,11.87,1.475,0.018162278,0.017759639,0.005019429,0.011862536,0.003208169,0.002179576,0.005050351,0.011053865,0.006599464,0.007507191,0.00308452,0.016744029,0.034198965,0.01188973,0.019200031,0.009659483,0.0142184,0.006623108,0.017497289,0.028526577,0.004953811,0.007466767,0.008666251,0.005951504,0.007282876,0.009011668,0.006852854,0.0050654,0.0031808288543493,0.0035309697251427,0.0034772772421443,0.0073632197305805,0.0038519798184196,0.0028140074936085,0.0037678558915296,0.0030444461030557
191,0.260793842,0.035870698,0.030314386,0.093859006,14.02,1.802,0.009232013,0.009053917,0.013203327,0.015579736,0.008985458,0.002620669,0.002449451,0.003872827,0.005122564,0.004067557,0.006257327,0.004730161,0.003566124,0.010764173,0.008952512,0.021856027,0.046897752,0.001176774,0.006518585,0.01390528,0.006342158,0.009308712,0.005128754,0.006679842,0.009586471,0.006286608,0.007013517,0.005021458,0.00586572533911,0.0071606540106103,0.012331612296735,0.0130639535380297,0.0035816672984665,0.0020491936731426,0.0053320241540921,0.0039035678901197
193,0.099864218,0.017510083,0.027601902,0.0066509399999999,10.29,1.723,0.012309629,0.014129409,0.009692301,0.006152208,0.004382617,0.003512128,0.004176739,0.001656153,0.016539399,0.004157414,0.00864188,0.004093007,0.022490426,0.007364348,0.013550247,0.006900578,0.008221698,0.060525132,0.001573118,0.004089404,0.01269148,0.019539664,0.024965611,0.023665126,0.003600856,0.001894898,0.004676111,0.003413637,0.00372552955318,0.0029182119164506,0.0043289954821254,0.0081986018259199,0.0042302743310165,0.0033626228183435,0.0054134548812209,0.0040193673484938
197,0.201308241,0.057060126,0.032313109,0.044593688,15.36,1.373,0.016383168,0.010943759,0.030019354,0.03093072,0.006890808,0.01424482,0.005308107,0.005955469,0.007606033,0.005335131,0.008826288,0.009289053,0.016650204,0.012241851,0.012779856,0.015680732,0.019452696,0.00366276,0.025171412,0.008457538,0.011326074,0.012115607,0.016896462,0.004073501,0.00478724,0.008560725,0.002274793,0.010988687,0.0045027501216894,0.0076298330590907,0.0086002830055374,0.0093052938724261,0.00494339466387,0.0078772123766065,0.0041161652413519,0.0077448866722939
200,0.39629208,0.10554517,0.0563320339999999,0.029274357,23.22,2.194,0.00905544,0.013399198,0.009792661,0.006755997,0.003750966,0.010201759,0.00398582,0.007912906,0.011709677,0.017513641,0.018532695,0.011587001,0.009569086,0.019563084,0.011682432,0.009076305,0.006795093,0.009716941,0.013911343,0.004719001,0.013388163,0.008908827,0.004338737,0.007954568,0.024257241,0.008312354,0.011421411,0.010133369,0.0286792154865016,0.0144313127082542,0.0129354682265686,0.0085307439618898,0.0028176049627924,0.0021394224221855,0.0025861329423079,0.0055112465576037
201,0.151597962,0.101501739,0.013833582,0.037298365,27.59,2.244,0.012290952,0.02062449,0.01538829,0.010545427,0.003691759,0.009115349,0.006361162,0.003308676,0.006572062,0.003319699,0.016554508,0.01455979,0.017644834,0.012783576,0.007876105,0.018956562,0.023449228,0.056158789,0.005452634,0.01317254,0.013068646,0.015774175,0.008391627,0.013791571,0.012620133,0.014439164,0.007178723,0.024257241,0.0249824754597235,0.0208263491489225,0.0238193032015585,0.0200098294048529,0.0017204988130395,0.0023168807642316,0.0012732379157122,0.0028176049627924
202,0.483851876,0.021389717,0.033946178,0.047254979,9.67,2.169,0.009289915,0.015913846,0.004642654,0.014948297,0.00954518,0.006952501,0.005620697,0.005659439,0.005072596,0.008305638,0.006963083,0.012535381,0.005853935,0.009601372,0.004082577,0.007761664,0.021963901,0.022234166,0.004612163,0.004745277,0.002546052,0.012208762,0.009543311,0.000880162,0.002467534,0.004533206,0.003234289,0.006493066,0.0065278535197903,0.0029443075633714,0.003846726298391,0.0100001760635396,0.0074344557444725,0.0024230711375656,0.0037579175839639,0.002507950383342
204,0.183885908,0.0063273219999999,0.034540599,0.032870701,10.25,2.129,0.0019736,0.004956453,0.011628571,0.016728044,0.002822804,0.00319097,0.004650869,0.004643027,0.003662377,0.005852864,0.006261409,0.002709451,0.006739699,0.011220619,0.0147421,0.013601026,0.008828567,0.014280187,0.030839978,0.003474768,0.002499556,0.002471395,0.016887844,0.00211208,0.008179839,0.005598916,0.009335268,0.00830287,0.0047096244538291,0.0058715052825514,0.0064056131357426,0.0078905367452742,0.0017213200966991,0.0043768905345759,0.00306750615037,0.0054871380977314
208,0.201207537,0.059135336,0.068102606,0.049939844,12.29,1.363,0.00654356,0.004481147,0.016422472,0.022276306,0.003059231,0.002022034,0.008128975,0.005005164,0.006111443,0.005522139,0.013646758,0.003978813,0.034771537,0.016908231,0.01921172,0.006798735,0.074649821,0.010050868,0.023104534,0.010308371,0.026528209,0.006417607,0.006740531,0.016269077,0.00733811,0.007032611,0.007033793,0.010192299,0.0039262272849676,0.0064852364806694,0.0095172566078747,0.0031808288543493,0.0074908782082864,0.0021029435030997,0.0037862862233672,0.0021416354477645
209,0.137869025,0.024406085,0.044067868,0.038147503,9.87,1.887,0.014623237,0.009996035,0.009559293,0.016860283,0.005238262,0.008676155,0.001971071,0.007108698,0.00357541,0.006623998,0.006974072,0.015610715,0.010338656,0.020035771,0.014843422,0.005653244,0.016127957,0.012467702,0.02438038,0.016701835,0.004949198,0.00638528,0.020389314,0.008545547,0.002289711,0.006403137,0.005781017,0.005504623,0.0043352633220573,0.0029523739068647,0.006174505569405,0.0079622060947721,0.0009641740267239,0.0027625672464071,0.0035669958116206,0.0062064935272336
210,0.068174724,0.037135522,0.048584432,0.027205202,22.56,1.603,0.009282809,0.016818365,0.014515151,0.014486552,0.003780457,0.00977926,0.010498482,0.002941283,0.008010379,0.021896131,0.017398258,0.021283411,0.013292613,0.018578895,0.011231849,0.007152151,0.016038678,0.007971118,0.018478093,0.015304629,0.013857128,0.011287841,0.028078382,0.009306023,0.006015597,0.005238872,0.008744904,0.009677362,0.0158495169623337,0.0118776813657129,0.0030757369476344,0.0014065029169557,0.0033659792684174,0.0050836793133825,0.0020047640974362,0.0030414112602408
212,0.566338174,0.078959781,0.04807543,0.018935496,21.91,1.179,0.009702377,0.026888687,0.020341026,0.022938328,0.012769343,0.006556443,0.011022938,0.007838244,0.010712377,0.028450746,0.024354322,0.018208887,0.001912267,0.008871384,0.016176595,0.021266384,0.005073574,0.020803463,0.022583805,0.007892156,0.011951065,0.022338016,0.006386067,0.010405916,0.003073507,0.026777325,0.008262208,0.009121597,0.0255570034195132,0.0265072990750484,0.0126653148766099,0.0047279746826928,0.0069102443507042,0.0148308677416604,0.0034216547412305,0.0034183643659505
215,0.056444991,0.058986549,0.063036838,0.033930709,19.72,1.107,0.021709924,0.00248643,0.013102967,0.016731122,0.005300899,0.003910271,0.010587932,0.001366595,0.004403833,0.01506978,0.008779744,0.005504165,0.006723597,0.013684115,0.032284258,0.014274699,0.002453549,0.003211452,0.002332194,0.014899813,0.026440053,0.01978901,0.010744462,0.025722054,0.014648334,0.008291078,0.007445397,0.008344129,0.0215164488182241,0.0104615906440076,0.0065168210049177,0.0124195088562292,0.0074769870145216,0.0050363490945587,0.0028451254981146,0.0014976837039185
216,0.083818059,0.021655669,0.024043357,0.036712777,11.58,2.215,0.007300538,0.00962089,0.004165648,0.00981851,0.006490005,0.005121047,0.003884381,0.002287868,0.023175226,0.004849849,0.00378641,0.004263057,0.010340089,0.015446467,0.004719083,0.011162884,0.005319589,0.019303493,0.011392555,0.009404666,0.007140949,0.006720701,0.003141096,0.006108111,0.007565242,0.004815772,0.008294818,0.006433449,0.0063537485774123,0.0066640873842522,0.0036241956093092,0.0082903672661829,0.0028902819251846,0.0053975028938413,0.0036956009053708,0.001238532105877
218,0.068457563,0.036456851,0.0149439949999999,0.013359154,13.13,1.462,0.022293327,0.009592407,0.010518003,0.015476192,0.001119827,0.005487724,0.009038556,0.007892942,0.007473136,0.005526311,0.015774267,0.004728895,0.035897896,0.020228217,0.00884117,0.011883703,0.011208278,0.018205959,0.015769727,0.023907021,0.006599611,0.009959883,0.006079738,0.006447736,0.009455458,0.006433008,0.005498903,0.003531948,0.0044987865828652,0.0025309037829634,0.0058494795604161,0.0063239567314086,0.0035276229171899,0.0025988512226601,0.0037377105381827,0.0029069192381912
219,0.053488709,0.021558223,0.005138871,0.02386577,16.16,1.468,0.029327839,0.019273833,0.017358423,0.021146404,0.005132638,0.009066462,0.008633659,0.005367144,0.005046696,0.008296148,0.010300108,0.003146505,0.015959223,0.006392338,0.01423096,0.012301658,0.002307758,0.009936346,0.002995973,0.01542495,0.002701101,0.021028321,0.002872487,0.00391952,0.006725326,0.004247701,0.003241979,0.003678154,0.0103643117793479,0.0100625423233066,0.0021363383793787,0.0092366811555184,0.0084621470639028,0.0065361238291505,0.0107503064039842,0.0075599459786476
221,0.186838179,0.03065637,0.0151788339999999,0.00947407,18.77,1.701,0.016572998,0.006542235,0.008874701,0.015541152,0.003324903,0.011353065,0.007461905,0.004120736,0.014788656,0.018725324,0.006510974,0.021753667,0.025155333,0.029338042,0.015186279,0.010557038,0.009385513,0.009625945,0.016208418,0.004112356,0.005141797,0.010124699,0.011373461,0.010724852,0.016201769,0.006518601,0.005212703,0.007379999,0.0138734243625646,0.0114367903594197,0.0138592989902994,0.0063695833969307,0.0034798408660886,0.0053016833251342,0.0046997302616233,0.0027345403116774
222,0.4051943639999999,0.039241343,0.070208283,0.035818892,18.7,1.658,0.020493437,0.022910434,0.023694386,0.02890354,0.016244743,0.005630283,0.003909067,0.011594391,0.017516364,0.016619784,0.007609512,0.013403118,0.005401501,0.017651137,0.008176311,0.015183124,0.019895484,0.028681217,0.019167659,0.019111613,0.011553014,0.014284042,0.013041374,0.010793694,0.010706882,0.00380438,0.012775841,0.005818685,0.0137389061510624,0.0106511683329872,0.0145906333039279,0.0026263185108341,0.0080784422019567,0.0052829361921906,0.0062312269401524,0.005748841276494
223,0.117885885,0.024008478,0.034891876,0.035198338,10.16,2.094,0.013435263,0.011791318,0.007981799,0.01170492,0.004461456,0.006431596,0.004405098,0.011132828,0.021479098,0.010672574,0.004476475,0.005027769,0.004017649,0.01728624,0.002461773,0.011574595,0.004496652,0.016250762,0.015223344,0.016008684,0.006775783,0.009455958,0.003979405,0.008376277,0.011092485,0.007055535,0.003546715,0.001658795,0.0066558597650929,0.0069490776438634,0.0077113900417502,0.0034892388367018,0.0041288720273883,0.0047313528057914,0.0075000259988885,0.0016055056488703
224,0.092069794,0.039085931,0.013100267,0.032593174,13.71,1.69,0.009740993,0.010978157,0.004652972,0.010656917,0.007875925,0.003450824,0.006084746,0.005737814,0.002721659,0.010283269,0.007663052,0.003887931,0.009997781,0.008469228,0.0063751,0.01275049,0.019397542,0.029568659,0.021450586,0.016958762,0.005485933,0.005637086,0.015038153,0.006389685,0.008763988,0.004162501,0.00829057,0.006532625,0.0126024166586715,0.0056276462648033,0.0090069810303681,0.0078236331316999,0.00306968885421,0.0035345074317887,0.003568138577249,0.0036879916454446
225,0.169551402,0.022679109,0.021960009,0.060451237,15.62,1.441,0.012842031,0.012275104,0.003271257,0.006412417,0.004856406,0.020181677,0.004572715,0.002135575,0.011000726,0.026532464,0.007789808,0.004224765,0.010543694,0.016044079,0.011498512,0.006637036,0.019683057,0.015378949,0.00168751,0.004470475,0.009446474,0.035320302,0.019469274,0.007899877,0.005818495,0.004677394,0.005310552,0.002684456,0.0073503018270423,0.0066884982820126,0.0058431786117519,0.0048450823822407,0.0021137907363315,0.007094564450281,0.004785886002491,0.0034280206597875
226,0.318853862,0.086292219,0.17840854,0.024599228,22.86,2.237,0.010954391,0.005459337,0.018463259,0.012145214,0.003049948,0.003626993,0.011474448,0.008658793,0.007067935,0.017521581,0.0173826,0.01760882,0.011293972,0.007953646,0.020055004,0.015556949,0.007096311,0.005560877,0.009008178,0.011899018,0.009923315,0.013138436,0.006217973,0.007421118,0.022830003,0.011931091,0.011616676,0.010140659,0.0262825236502122,0.0208156617082509,0.0134108919169487,0.0146960628046104,0.0025005523755736,0.0019885738708978,0.0029669108097891,0.004063374277027
228,0.083983778,0.047915624,0.024628987,0.0128921289999999,19.54,1.704,0.016453204,0.010446424,0.008840281,0.011120002,0.003212839,0.011349814,0.007479938,0.004871764,0.009445565,0.018832178,0.014355615,0.013871438,0.020169507,0.029713082,0.013475169,0.008751957,0.008903471,0.015716696,0.014234351,0.005017901,0.004316598,0.014499308,0.008253074,0.004914566,0.008952102,0.006015597,0.005238872,0.008744904,0.0134295556474678,0.0142206262474698,0.0124002287266434,0.006269256184821,0.0030941498543571,0.0054410579038386,0.0055601968424343,0.0019752226682591
229,0.073173615,0.159367679,0.076170578,0.032426964,12.12,1.768,0.013227255,0.011143396,0.006792811,0.017207738,0.005535877,0.005473571,0.009433503,0.002167911,0.013211267,0.009260721,0.004948771,0.003239242,0.015542437,0.017973773,0.003587751,0.01702203,0.01145357,0.017229619,0.023591255,0.004762133,0.025593831,0.012445836,0.017059979,0.014629106,0.004493903,0.005342434,0.006148645,0.011225707,0.0092599766371711,0.0063344940795796,0.006949360773077,0.0081057994238087,0.004753759304402,0.0055322807889961,0.0040082731201408,0.0036189532416147
231,0.044620713,0.0740737,0.014479814,0.037736256,10.3,1.762,0.016002838,0.022111749,0.010148922,0.003777735,0.005554016,0.008688285,0.001725439,0.005075267,0.005295328,0.005642855,0.003842308,0.004561095,0.00557029,0.010950954,0.009299932,0.036152821,0.00384351,0.007811849,0.010786587,0.01167106,0.010605484,0.009823267,0.014207282,0.009025701,0.003477723,0.004444019,0.004108171,0.003017063,0.0077114692255112,0.0122585997098768,0.0061434126527515,0.0083174725660313,0.0027134385872509,0.004393234478545,0.0042222219806379,0.0067272155476397
234,0.301545325,0.026721022,0.03676089,0.08304795,12.13,1.735,0.01269744,0.010372612,0.013279914,0.009475869,0.005074524,0.009242991,0.004370721,0.000971135,0.011863208,0.00830999,0.00488895,0.003290325,0.011461166,0.01799933,0.007069141,0.011473853,0.011129049,0.018848118,0.025445425,0.00443575,0.022696053,0.017492649,0.012934141,0.014894923,0.003992037,0.006841716,0.00610261,0.010860614,0.0091048454420837,0.0080020157669123,0.0073104128368824,0.0086878657784635,0.0056131987568187,0.0046778717260853,0.0039465930363711,0.00377736288062
237,0.026978288,0.019042899,0.033385221,0.010273996,23.47,1.63,0.028289955,0.038537595,0.030696863,0.019280654,0.004965289,0.010185082,0.008816194,0.001202947,0.016944938,0.016668103,0.001836802,0.029770161,0.012381375,0.016798809,0.017601941,0.00745985,0.006514388,0.024371287,0.008068579,0.002673302,0.010935276,0.01930282,0.01491216,0.006831895,0.013512587,0.012710407,0.016558674,0.01085488,0.0079583447421724,0.0055437132295528,0.0191364365865945,0.0283187483013069,0.0056264770482281,0.0037292619746959,0.0059367720300108,0.0056197273932247
239,0.036908427,0.1066094649999999,0.082479555,0.021561192,12.58,2.09,0.024602356,0.030732366,0.011693855,0.022956453,0.004488729,0.00737751,0.002481658,0.003184758,0.016441942,0.012674165,0.003570157,0.006339675,0.012396211,0.030222327,0.007723836,0.004666273,0.007390268,0.01168255,0.009374126,0.012907452,0.011309878,0.023146308,0.013008841,0.009471754,0.005695003,0.011318698,0.007012515,0.011185987,0.0079515897009002,0.010258278065011,0.0111778177893521,0.0045491654187847,0.0024939524640093,0.004500354392411,0.0025688087908761,0.0041534141716864
240,0.2072067249999999,0.153013029,0.056517767,0.039528698,17.66,1.913,0.019254916,0.026160624,0.010640782,0.006348765,0.004247648,0.012661471,0.005453936,0.006103659,0.00917793,0.006856827,0.012415508,0.008003798,0.018911251,0.017212714,0.018877961,0.016633305,0.010388273,0.022773305,0.020929149,0.012404161,0.011761811,0.013826505,0.010356294,0.005761926,0.00524095,0.010494952,0.006564602,0.008457987,0.0094123293783359,0.0046219735740427,0.0066572199474525,0.0064545338144388,0.0129222332632407,0.0038157362498332,0.0038270170851917,0.005152752455454
241,0.141403296,0.045157912,0.050628925,0.018320262,12.73,1.541,0.010420783,0.022040349,0.011464223,0.009586965,0.009222079,0.007605184,0.003131421,0.001810585,0.009155776,0.009485805,0.006546639,0.007483597,0.012068239,0.016137213,0.017831978,0.014587118,0.028237399,0.01995709,0.01026233,0.014888696,0.006458548,0.007406241,0.001116732,0.005637554,0.005498903,0.003531948,0.00756947,0.007981419,0.0058494795604161,0.0063239567314086,0.0074500996773398,0.0075052599882665,0.0037377105381827,0.0029069192381912,0.0035684453898204,0.0034311722616355
242,0.044890456,0.047151331,0.029589779,0.01622914,16.53,2.017,0.011867513,0.015909068,0.006762212,0.007023617,0.005004202,0.004878379,0.012977342,0.001244044,0.010919371,0.016875325,0.018664102,0.011429092,0.022198373,0.012647699,0.014219803,0.017837595,0.012534922,0.017330371,0.049265145,0.005281965,0.011092638,0.012873642,0.013753852,0.009492649,0.006564602,0.008457987,0.015079904,0.008374801,0.0066572199474525,0.0064545338144388,0.0075395566043534,0.0134295556474678,0.0038270170851917,0.005152752455454,0.0018685736232333,0.0030941498543571
243,0.556741895,0.01875332,0.033681701,0.026634996,18.56,1.364,0.009684134,0.014490865,0.014893663,0.017436334,0.003427464,0.007351334,0.012173673,0.002614,0.010163939,0.006816305,0.006437046,0.006030526,0.011264521,0.014816263,0.009355411,0.019270923,0.083341037,0.004055025,0.003152691,0.006935891,0.010468531,0.009129301,0.009958086,0.013721814,0.009074185,0.002403364,0.009494354,0.007000959,0.0050364833191415,0.0035687914886722,0.0057095345008705,0.0086042780057607,0.0064650175033611,0.0025137938169907,0.0053177484989798,0.0021123924600161
244,0.025243554,0.027493945,0.021042148,0.048929061,16.6,1.672,0.007070106,0.029983465,0.022358832,0.028453794,0.016314165,0.009196912,0.004639226,0.011426605,0.017846901,0.012753034,0.012285403,0.012351695,0.005800453,0.004803413,0.019502978,0.015548621,0.019197028,0.030802408,0.01910844,0.009969266,0.0068105,0.016363168,0.01410097,0.011149342,0.007755161,0.005228714,0.010658449,0.011071381,0.0143615078350313,0.0119450920153707,0.0150162738039255,0.0025202959490256,0.0073798296512488,0.0051056256091408,0.006530721668583,0.0068137643427524
247,0.449631212,0.065565105,0.043613301,0.019653549,25.61,2.302,0.014536962,0.008067913,0.011922805,0.007212873,0.005441487,0.003550828,0.00483677,0.008188459,0.013926664,0.007809897,0.002197819,0.023547805,0.004466226,0.013331315,0.008622285,0.010947901,0.005036266,0.008621337,0.00942258,0.006346764,0.005631632,0.007562584,0.003742958,0.007411198,0.010560145,0.010371445,0.008126595,0.003589264,0.0282117763039054,0.0078236657309953,0.0077357525846353,0.0061450277133265,0.0111810076537091,0.0037558763549498,0.004626154392432,0.0056903379881881
248,0.37581656,0.07386598,0.037391536,0.00704961,19.17,2.018,0.018782748,0.0041443,0.019361115,0.025469617,0.005588617,0.003408331,0.004210256,0.012624969,0.015273191,0.008995246,0.012212642,0.006185862,0.024228529,0.018662258,0.024011977,0.011417515,0.009722355,0.011131493,0.010337653,0.022782944,0.004639123,0.00831207,0.011708595,0.00576231,0.009115083,0.009447107,0.009050396,0.00920951,0.0043027283042401,0.0103674689676868,0.0034072555688761,0.005977032778293,0.0028822864289087,0.0129250215150648,0.002405189758298,0.0046588979640184
249,0.716054057,0.031612134,0.059346129,0.0260139389999999,15.51,1.804,0.010201934,0.012937915,0.005708419,0.013546885,0.006001521,0.004546248,0.004894347,0.001012691,0.008483823,0.00253085,0.002481673,0.016829039,0.015601953,0.010085556,0.006073673,0.021962798,0.002698302,0.013555867,0.007283345,0.008315516,0.021447841,0.012273777,0.004949168,0.012267187,0.005625512,0.011731361,0.003600856,0.001894898,0.0102547872898506,0.0026402087947985,0.00372552955318,0.0029182119164506,0.0049909734910043,0.0044542526374507,0.0042302743310165,0.0033626228183435
254,0.090681459,0.057237156,0.039608863,0.026314768,23.34,2.256,0.013239912,0.011827129,0.020731535,0.009091104,0.004507479,0.004071259,0.003204651,0.007599391,0.008172714,0.007041819,0.013383252,0.00427793,0.005413505,0.014005852,0.002256706,0.009242184,0.015490104,0.007470648,0.003795988,0.010209195,0.009104484,0.007531269,0.009099299,0.003042476,0.004540978,0.006626243,0.011457997,0.008108063,0.0082947784701077,0.0102594324195699,0.0095245776619902,0.0126860321772739,0.0035868648304608,0.0058214553054478,0.0064079598268992,0.0060919110114306
256,0.045547195,0.021814743,0.041271576,0.016367743,12.5,1.965,0.005285706,0.010605159,0.013913567,0.015776892,0.008666096,0.003716858,0.008377609,0.001373928,0.008965301,0.008919416,0.025112357,0.004839245,0.01417329,0.018516418,0.00825722,0.004732113,0.0368524,0.022299811,0.044078523,0.008344439,0.008119703,0.008232346,0.009020748,0.01372258,0.003231129,0.008270654,0.005450583,0.009224153,0.0042100594469051,0.0073021978312858,0.0037209105155791,0.0040598363613457,0.0076270223661189,0.0080961081526964,0.0061978103876858,0.0058289078738095
257,0.039931404,0.039808944,0.069157704,0.043219463,15.91,1.353,0.017460732,0.010469981,0.029238115,0.027685076,0.003824949,0.013700497,0.004891029,0.004736473,0.00793024,0.00481867,0.008780859,0.008556642,0.016993924,0.012350144,0.010152864,0.01427025,0.006720061,0.021978297,0.026590165,0.007266099,0.005267737,0.017365182,0.011555629,0.009698893,0.006921364,0.008855106,0.003983569,0.012848243,0.0087403305782002,0.0064301569909609,0.0093770842506649,0.0066766240444116,0.006964861341695,0.0074176014913981,0.005645084893703,0.0088717975864005
259,0.718398742,0.05696721,0.148675267,0.050311013,10.15,1.742,0.010026567,0.017197684,0.011420568,0.014405125,0.002034989,0.005074806,0.006236919,0.004210431,0.007595961,0.015616538,0.003918703,0.004019304,0.015639383,0.006794736,0.006745108,0.010724402,0.016284986,0.017325808,0.025012041,0.014619106,0.017211204,0.008876459,0.010526495,0.020661255,0.00381027,0.008295599,0.002844554,0.002456419,0.0058044161532431,0.0051864329365752,0.0048622062858656,0.0067633473491781,0.0033554275101817,0.0065065705787995,0.0041138370065836,0.0031267072313494
260,0.0970811,0.055598939,0.042964113,0.020851067,9.51,1.888,0.016582721,0.009926504,0.005310067,0.009614975,0.007170447,0.008261203,0.004870691,0.004732903,0.010133021,0.005755947,0.005308189,0.010101558,0.012420828,0.02007657,0.015475335,0.009189647,0.011280898,0.014487632,0.018957056,0.015326683,0.003858297,0.006904519,0.01821391,0.007587589,0.002962675,0.006582345,0.004343019,0.008311036,0.0071765807756271,0.003092122685678,0.0069624685511562,0.0067250737501205,0.0030673253696705,0.0025066293167571,0.0038467045235733,0.0060183393043896
261,0.090133595,0.0295363,0.023507084,0.041618469,18.45,1.451,0.016985787,0.02707795,0.009276881,0.0081995,0.00404455,0.003050312,0.002601488,0.00510197,0.008640031,0.017901547,0.010735742,0.003608657,0.015544399,0.018264979,0.01182022,0.01749465,0.006429878,0.007669634,0.005843775,0.013124513,0.090458181,0.023470825,0.013942269,0.026040932,0.00831869,0.006010398,0.004355832,0.005818495,0.0064644741829986,0.00542506413418,0.0049161537045181,0.0076291266268188,0.0050140233782579,0.0032164756079266,0.0030670182724724,0.0021137907363315
266,0.714269727,0.047190709,0.030907491,0.0258184619999999,11.27,2.097,0.01226263,0.01387253,0.013400173,0.004154805,0.003638688,0.001498205,0.004096145,0.005799378,0.014620895,0.00738609,0.010719801,0.016666597,0.01072802,0.008951715,0.008253002,0.026713565,0.009159135,0.014885958,0.013627618,0.064311171,0.010732725,0.007475733,0.012725725,0.005926244,0.009224153,0.00639166,0.002855678,0.006254298,0.0097417763959149,0.0104592422270231,0.0039003224854609,0.007706060855018,0.0066954497666661,0.0074349746946786,0.0038872392797899,0.007056314527088
268,0.04335357,0.041132384,0.039491455,0.026337673,9.55,1.888,0.014659843,0.009897523,0.010026567,0.017197684,0.006985463,0.008996767,0.002034989,0.005074806,0.003634699,0.006915908,0.007595961,0.015616538,0.013066271,0.0197565,0.015639383,0.006794736,0.011153422,0.011983445,0.016284986,0.017325808,0.003269172,0.00835146,0.017211204,0.008876459,0.002489134,0.006244665,0.005600741,0.004258283,0.0077046459342462,0.0029522251517791,0.0062074050366647,0.0079624775893437,0.00122502730005,0.0026743243357874,0.0036028864645423,0.006064098152236
269,0.136632456,0.074883576,0.101740036,0.050847714,16.08,1.655,0.018293433,0.021310869,0.030759379,0.012671717,0.005012685,0.008333836,0.017134034,0.002765971,0.009464697,0.010391048,0.0227153,0.008655064,0.004160457,0.006961611,0.00664628,0.020238918,0.006595121,0.007729283,0.037390904,0.013495708,0.004160577,0.006533326,0.01752694,0.009414538,0.007801979,0.010706882,0.00380438,0.012775841,0.0049602335429721,0.0137389061510624,0.0106511683329872,0.0145906333039279,0.0033733587111792,0.0073798296512488,0.0051056256091408,0.006530721668583
270,0.099725739,0.050136145,0.041252236,0.0519165479999999,12.46,1.518,0.008493271,0.003102855,0.01195541,0.020840468,0.004516163,0.001715739,0.011293855,0.006501659,0.004553102,0.0069008,0.013509702,0.00926191,0.014133646,0.014249634,0.011292106,0.016581923,0.012117468,0.012896175,0.02851833,0.018790594,0.005687867,0.008321401,0.005802478,0.005917956,0.009011668,0.006852854,0.0050654,0.005637754,0.0035309697251427,0.0034772772421443,0.0073632197305805,0.0067308400787969,0.0028140074936085,0.0037678558915296,0.0030444461030557,0.0034731143837024
273,0.239412802,0.034407267,0.030240453,0.014548539,11.33,2.112,0.011131702,0.006449853,0.008729595,0.012375342,0.004224277,0.005095828,0.00954518,0.007050769,0.004489764,0.008096645,0.004922231,0.003782425,0.013136533,0.008073454,0.005817862,0.009976181,0.010222996,0.013258585,0.021610657,0.013202138,0.009672357,0.007213785,0.005222997,0.009371091,0.009078852,0.007418998,0.003950446,0.002858963,0.0089491775908826,0.0046474904174872,0.0070348002361479,0.0038872370803321,0.0054871380977314,0.0038634385663151,0.0076202574666803,0.0020692936443543
275,0.492602708,0.037059641,0.069793173,0.038562832,21.3,2.051,0.016108661,0.004016791,0.020562913,0.009234386,0.013407856,0.007134882,0.00667649,0.005496252,0.006149199,0.007264221,0.011838286,0.007597297,0.016313077,0.011670931,0.025303474,0.017201712,0.002572763,0.004252642,0.017617978,0.014910056,0.00954707,0.003285686,0.012730812,0.012502419,0.021672303,0.008834229,0.005512245,0.006365379,0.0230291809743273,0.0084728787007026,0.0031342438719819,0.0097991547258723,0.00606742724501,0.004069607321523,0.002300149957992,0.00394669318649
278,0.744374655,0.037887927,0.020226913,0.037502493,18.04,1.191,0.005930461,0.017635595,0.02174626,0.013848237,0.001266926,0.003485151,0.003726116,0.00711056,0.006094013,0.012945113,0.014234874,0.007182064,0.003660324,0.022918414,0.003075613,0.022123163,0.005735478,0.009856189,0.007875946,0.014519872,0.019699433,0.043203813,0.006041389,0.027786569,0.00346181,0.005098518,0.012650084,0.010641502,0.002656459372401,0.0099607337233002,0.0183349391001186,0.0131528138467134,0.0032182174581835,0.0026862614130679,0.0085152416657981,0.0041975180390321
