,회사명,1~5일 수익률 표준편차,6~10일 수익률 표준편차,11~15일 수익률 표준편차,16~20일 수익률 표준편차,stock_code
372,이지케어텍,0.733702374,0.021984426,0.044349239,0.02317915,99750
373,이지트로닉스,0.113766177,0.059898765,0.055795591,0.153194461,377330
374,인바이오,0.451477648,0.130856972,0.038797461,0.0555770639999999,352940
375,인벤티지랩,0.12173198,0.044565009,0.042334738,0.0596255989999999,389470
376,인크로스,0.107576796,0.079668419,0.020771543,0.034333147,216050
377,인텔리안테크,0.085277594,0.011421121,0.032228745,0.061766269,189300
378,인포마크,0.199997562,0.019478578,0.037623663,0.04312003,175140
379,일진하이솔루스,0.720246577,0.050239656,0.019824278,0.032880268,271940
380,잇츠스킨,0.068469979,0.050404087,0.041686173,0.029469781,226320
381,자람테크놀로지,0.456219122,0.065700708,0.13488368,0.09883637,389020
382,자이글,0.103358807,0.021618349,0.051539519,0.049299422,234920
383,자이언트스텝,0.705776723,0.15969557,0.080059965,0.020283417,289220
384,자이에스앤디,0.086838338,0.018496351,0.019135386,0.007896328,317400
385,장원테크,0.0283128949999999,0.011616497,0.023912277,0.041045365,174880
386,저스템,0.11324768,0.022466686,0.016849718,0.034789725,417840
387,전진바이오팜,0.176684315,0.048598837,0.019209763,0.036657837,110020
388,제너셈,0.026879676,0.016520805,0.010598679,0.137647968,217190
389,제노레이,0.306248956,0.040632352,0.039179421,0.066916642,122310
390,제노코,0.589660525,0.0595394829999999,0.041225077,0.028191187,361390
391,제노포커스,0.560245372,0.1178469219999999,0.08116745,0.131772937,187420
392,제이아이테크,0.112675694,0.034150944,0.025176676,0.022285803,417500
393,제이앤티씨,0.068891894,0.049989119,0.179438229,0.1140120389999999,204270
394,제이에스코퍼레이션,0.293141104,0.0501719339999999,0.020446833,0.029753353,194370
395,제이엘케이인스펙션,0.020683157,0.018195247,0.042386106,0.041018569,322510
396,제이오,0.298204717,0.055857435,0.1152335149999999,0.104656424,418550
397,제일전기공업,0.323307539,0.044555864,0.02850114,0.103428115,199820
398,제일홀딩스,0.035308172,0.0153262189999999,0.01818854,0.015787495,3380
399,제주맥주,0.242289263,0.067945515,0.019517992,0.010633062,276730
400,제주항공,0.278913897,0.016254015,0.030248025,0.024120365,89590
401,제테마,0.182409602,0.038864032,0.02874079,0.036158083,216080
402,지누스,0.085934172,0.031325309,0.036315052,0.032738632,13890
403,지니너스,0.145547425,0.046994595,0.047045935,0.03283996,389030
404,지니언스,0.113061474,0.0535954099999999,0.0143120579999999,0.028725111,263860
405,지아이이노베이션,0.250181554,0.073452175,0.042883505,0.063512613,358570
406,지아이텍,0.740629011,0.0582781429999999,0.043968489,0.058581422,382480
407,지앤비에스엔지니어링,0.07674384,0.039938741,0.046888773,0.018785021,382800
408,지오엘리먼트,0.1955551,0.110420365,0.064109102,0.135777089,311320
409,지투파워,0.532419382,0.006075936,0.0282523099999999,0.027777815,388050
410,진시스템,0.06245849,0.012873345,0.0155128009999999,0.021678376,363250
411,진에어,0.056287272,0.009005942,0.021560775,0.010233865,272450
412,진영,0.347008919,0.090277644,0.02886264,0.027919312,285800
413,차백신연구소,0.098852719,0.053283797,0.034012601,0.016686671,261780
414,천랩,0.024296646,0.041274108,0.010508949,0.018979858,311690
415,천보,0.078531064,0.030142412,0.035211291,0.037546278,278280
416,청담글로벌,0.170121216,0.051520258,0.073726827,0.081000938,362320
417,체리부로,0.066019255,0.014767261,0.028434803,0.016717356,66360
418,카카오게임즈,0.721647705,0.027451448,0.067637763,0.033171177,293490
419,카카오페이,0.542955518,0.041234512,0.023247624,0.096659774,377300
420,카페24,0.2326672019999999,0.043472325,0.018447845,0.038054264,42000
421,캐리소프트,0.27492134,0.040356251,0.034399956,0.055979666,317530
422,컬러레이,0.071523632,0.038818256,0.01312909,0.016065335,900310
423,컴퍼니케이,0.572410021,0.023803781,0.046415213,0.047449078,307930
424,케어랩스,0.709576847,0.02856146,0.135332579,0.020779966,263700
425,케어젠,0.052289483,0.030204188,0.021021465,0.019367628,214370
426,케이디켐,0.096654643,0.029535606,0.032063032,0.010993089,221980
427,케이엔제이,0.174262595,0.044045579,0.028910673,0.038871043,272110
428,케이옥션,0.766668082,0.021311499,0.060308606,0.032771512,102370
429,케이카,0.053684821,0.0311543739999999,0.01591006,0.06785973,381970
430,케이티비네트워크,0.038654469,0.011744701,0.0139501609999999,0.023716071,298870
431,켄코아에어로스페이스,0.043338147,0.11348221,0.101107651,0.049007857,274090
432,코난테크놀로지,0.135670288,0.033569853,0.01784895,0.012041262,402030
433,코리아센터,0.161033,0.03274729,0.026998833,0.03936327,290510
434,코리아오토글라스,0.101676571,0.054439645,0.031777004,0.069489604,152330
435,코미코,0.30820531,0.021514809,0.042075147,0.042022292,183300
436,코스메카코리아,0.081814742,0.043036345,0.041178696,0.041757538,241710
437,코아스템,0.724681631,0.081049602,0.030716819,0.057227633,166480
438,코윈테크,0.200205527,0.062777146,0.046925739,0.02081939,282880
439,쿠콘,0.220216741,0.03976296,0.023668756,0.018931851,294570
440,퀀타매트릭스,0.086288626,0.02778989,0.054379086,0.169892275,317690
441,큐라클,0.1019987109999999,0.084566205,0.10170353,0.13698382,365270
442,큐라티스,0.2344237939999999,0.053326991,0.051257321,0.165439611,348080
443,큐리언트,0.382137373,0.0623789629999999,0.02213181,0.028866278,115180
444,큐알티,0.050574915,0.011686959,0.037909273,0.027499945,405100
445,크래프톤,0.077514599,0.040877157,0.034179263,0.041054805,259960
446,크리스에프앤씨,0.1034399,0.06857089,0.03717327,0.028454525,110790
447,크리스탈신소재,0.142979799,0.049076471,0.035546491,0.027122629,900250
448,클리노믹스,0.1681383,0.053882353,0.044072406,0.035743489,352770
449,클리오,0.062414221,0.025514741,0.032776714,0.022515039,237880
450,타이거일렉,0.127927421,0.033164409,0.016616257,0.042299173,219130
451,탑머티리얼,0.129925152,0.121330161,0.097403065,0.0522241989999999,360070
452,태웅로직스,0.16892934,0.037603231,0.012153395,0.041522849,124560
453,테이팩스,0.102625572,0.088975783,0.039854711,0.090610071,55490
454,토니모리,0.252757645,0.051191523,0.023253344,0.044730605,214420
455,트루엔,0.19935032,0.028754008,0.022828447,0.027277335,417790
456,트윔,0.4063942939999999,0.0520744849999999,0.044210496,0.034462559,290090
457,티라유텍,0.340543311,0.1016229449999999,0.010969184,0.029394591,322180
458,티로보틱스,0.073179867,0.018701471,0.048387943,0.030608904,117730
459,티쓰리,0.112976245,0.023534931,0.014851195,0.01586515,204610
460,티앤알바이오팹,0.132275149,0.049948954,0.024222201,0.037613721,246710
461,티앤엘,0.238749915,0.02247592,0.048589433,0.045206272,340570
462,티에스인베스트먼트,0.227092585,0.12348082,0.047440879,0.023371949,246690
463,티에프이,0.044690905,0.042172562,0.03599975,0.026020953,425420
464,티엘비,0.199005811,0.0552947099999999,0.132079037,0.046493365,356860
465,티움바이오,0.153714567,0.059256915,0.072449741,0.052309817,321550
466,티웨이항공,0.021115231,0.046038049,0.0150962579999999,0.002483345,91810
467,티이엠씨,0.075385741,0.137848587,0.034309284,0.050172851,425040
468,파마리서치프로덕트,0.516150932,0.093639078,0.040220679,0.041763022,214450
469,파멥신,0.047860244,0.050706084,0.036441844,0.048252907,208340
470,파워넷,0.193023737,0.047362401,0.048825424,0.003636894,37030
471,파인텍,0.339046725,0.020048017,0.049062083,0.04406839,131760
472,파크시스템스,0.058352481,0.0547731409999999,0.04727291,0.058674756,140860
473,팍스넷,0.689207024,0.03544823,0.031203317,0.0303895209999999,38160
474,팜스빌,0.0264515219999999,0.022615106,0.015906602,0.024889496,318010
475,팬젠,0.172411679,0.044691241,0.061568336,0.012845544,222110
476,펄어비스,0.051021094,0.0155088039999999,0.020265661,0.064113984,263750
477,펌텍코리아,0.106356876,0.04023102,0.0281876389999999,0.375108068,251970
478,펨트론,0.100375958,0.029720313,0.02421101,0.0273653429999999,168360
479,펩트론,0.667762877,0.096580754,0.031446192,0.066715418,87010
480,포바이포,0.735673961,0.0501195069999999,0.042856796,0.056013481,389140
481,포시에스,0.3698355,0.013118193,0.027061837,0.038237639,189690
482,포인트모바일,0.466920555,0.136429561,0.076090229,0.07578234,318020
483,푸드나무,0.210704943,0.023369638,0.033569436,0.03748529,290720
484,풍원정밀,0.200785525,0.037995039,0.033421894,0.02203774,371950
485,퓨런티어,0.50721268,0.051323172,0.04255077,0.011437351,370090
486,퓨전데이타,0.338210075,0.057143267,0.027083242,0.136822604,195440
487,프레스티지바이오로직스,0.102312282,0.131536771,0.0561756,0.036131883,334970
488,프롬바이오,0.089021363,0.057524977,0.033015027,0.028726173,377220
489,프리시젼바이오,0.736261868,0.040856738,0.076125291,0.024060278,335810
490,플라즈맵,0.048321496,0.10974264,0.018892406,0.1033436889999999,405000
491,플래티어,0.693101005,0.044277613,0.033253827,0.021320811,367000
492,플레이디,0.091710894,0.14323368,0.12919726,0.039547149,237820
493,플리토,0.13611879,0.083973002,0.039351811,0.07682827,300080
494,피씨엘,0.110832157,0.032989013,0.039841586,0.039961819,241820
495,피앤씨테크,0.019108192,0.023656458,0.023103095,0.030332293,237750
496,피엔케이,0.208971429,0.026577114,0.041925207,0.047454346,347740
497,피코그램,0.2367980639999999,0.062879544,0.0500166769999999,0.044491404,376180
498,피플바이오,0.098736077,0.144090885,0.140411121,0.109506014,304840
499,피피아이,0.17675894,0.079510201,0.02665318,0.034520747,62970
500,픽셀플러스,0.027381435,0.038684971,0.024833405,0.016265085,87600
501,핀텔,0.136207606,0.032845061,0.01691721,0.154402451,291810
502,필옵틱스,0.080774204,0.034251744,0.016571753,0.017777655,161580
503,핌스,0.056618725,0.014430107,0.017569491,0.024542616,347770
504,핑거,0.382154763,0.099450354,0.092242572,0.077778898,163730
505,하나기술,0.742103252,0.079319783,0.056259648,0.120351535,299030
506,하나머티리얼즈,0.15385655,0.053729926,0.030187531,0.042504388,166090
507,하나제약,0.146211002,0.087768747,0.045392147,0.062435687,293480
508,하이즈항공,0.042578316,0.0277298939999999,0.0257968599999999,0.038565243,221840
509,한국맥널티,0.294730428,0.141941597,0.150556943,0.065387216,222980
510,한국바이오젠,0.600249441,0.033625838,0.027232829,0.057772675,318000
511,한국유니온제약,0.055537447,0.037521754,0.0251755239999999,0.026740456,80720
512,한국파마,0.395889088,0.081206976,0.038803647,0.130253119,32300
513,한독크린텍,0.134790512,0.019388399,0.022775096,0.020617153,256150
514,한솔씨앤피,0.251846342,0.066661061,0.060271536,0.059761551,221610
515,한주라이트메탈,0.319037133,0.040640288,0.0580648949999999,0.040286201,198940
516,한컴라이프케어,0.043717582,0.021941855,0.0065412539999999,0.019615249,372910
517,한화시스템,0.059172232,0.029135889,0.02303074,0.017528063,272210
518,해성디에스,0.10499049,0.007736601,0.046711059,0.009947713,195870
519,해성티피씨,0.732894582,0.032053268,0.022048696,0.019791614,59270
520,해태제과식품,0.186173674,0.069922829,0.044939014,0.041523162,101530
521,핸즈코퍼레이션,0.107377572,0.012443753,0.007436263,0.01677513,143210
522,헝셩그룹,0.209030373,0.024083459,0.146934809,0.050313646,900270
523,현대사료,0.648363862,0.18444237,0.040115296,0.168937858,16790
524,현대에너지솔루션,0.024360686,0.050734032,0.028979821,0.036745313,322000
525,현대오토에버,0.392299864,0.038244634,0.032814219,0.023552176,307950
526,현대중공업,0.398730401,0.065465204,0.029304215,0.022545354,329180
527,호전실업,0.035015739,0.01984835,0.013004884,0.039973329,111110
528,화승엔터프라이즈,0.0265069239999999,0.038630105,0.021920151,0.020494267,241590
529,휴네시온,0.307025401,0.070693104,0.081862488,0.026759522,290270
530,휴젤,0.066709617,0.020265118,0.023936729,0.013088277,145020
531,흥국에프엔비,0.700850442,0.009626682,0.049481158,0.0449555,189980
532,힘스,0.299233867,0.033814893,0.051554272,0.020914158,238490
