,1~5일 수익률 표준편차,6~10일 수익률 표준편차,11~15일 수익률 표준편차,16~20일 수익률 표준편차,VIXCLS,시장금리국고채3년,WTI유(1~5),WTI유(6~10),WTI유(11~15),WTI유(16~20),금(1~5),금(6~10),금(11~15),금(16~20),구리_미국(1~5),구리_미국(6~10),구리_미국(11~15),구리_미국(16~20),미국_커피(1~5),미국_커피(6~10),미국_커피(11~15),미국_커피(16~20),돈육(1~5),돈육(6~10),돈육(11~15),돈육(16~20),코스피수익률표준편차(1~5),코스피수익률표준편차(6~10),코스피수익률표준편차(11~15),코스피수익률표준편차(16~20),나스닥수익률표준편차(1~5),나스닥수익률표준편차(6~10),나스닥수익률표준편차(11~15),나스닥수익률표준편차(16~20),원달러환율수익률표준편차(1~5),원달러환율수익률표준편차(6~10),원달러환율수익률표준편차(11~15),원달러환율수익률표준편차(16~20),위치,cluster_k2
27,0.700899403,0.103044786,0.134770676,0.112355966,20.71,3.401,0.0124787427354649,0.0121660498781921,0.0194674625077239,0.0101338128275509,0.0027239588585014,0.0053796497578607,0.0034226760982487,0.0038892193083399,0.0110153913900242,0.0159194196140728,0.020125762503353,0.0095152015968523,0.015242164192104,0.0299660640987785,0.0254020611343936,0.0115640714966768,0.0009974369030916,0.0656220015125302,0.0265760764869877,0.0077039311757727,0.0133737101166075,0.0102330286899862,0.006582331546773,0.0100534317129236,0.0143738267106987,0.009671022524986,0.0100353409385926,0.0142901153673564,0.0057169654419758,0.0044248647653965,0.005594263304893,0.007694237221861,2.0,0
28,0.043501816,0.078059548,0.047689234,0.022465752,16.88,1.093,0.0086714387333056,0.0134398640932855,0.0120160672260096,0.0189122174233963,0.0093833202695193,0.0054310047182707,0.0108977254682534,0.0102552631754856,0.0064212418573318,0.0023463927753994,0.0051552246361167,0.0130892602511697,0.009162639092587,0.0149847100315211,0.0113495174340369,0.0118395165108465,0.0240849985828546,0.0339223885042132,0.0253038845236833,0.0199745913990993,0.0100738958465671,0.00827639867796,0.0051876370234162,0.003175646734106,0.0087027241318799,0.0104150239382424,0.0094480915133839,0.0072550128547141,0.0026834605564448,0.0029391323656238,0.0030733205305704,0.0027091305845166,-0.5,0
30,0.602509249,0.099865444,0.03282921,0.125282872,18.49,3.791,0.0172813596250314,0.0140121204430431,0.0278196078726821,0.0158894394302023,0.0082640699871842,0.0115011916158456,0.0127866959793581,0.0159669863909111,0.0154280307668149,0.0030499305175248,0.0195138523544707,0.007279149582448,0.0153415665836616,0.0121252338503858,0.0241775879874927,0.0242860377160823,0.0111947955340964,0.016095563707357,0.0224236758213139,0.0100663634534159,0.0100534317129236,0.0152152806392792,0.0073748906070658,0.0052803189662231,0.0142901153673564,0.0118805845577209,0.0118582047095875,0.0115962338458252,0.0071324876519878,0.0054036662982608,0.0054154760518801,0.0026415327223026,1.0,0
34,0.4383118489999999,0.164434555,0.080896063,0.056698563,18.79,1.889,0.0193277420290521,0.0172408866753634,0.0251721843981173,0.0390529015448974,0.005606329569908,0.0037254923690938,0.0026777750491331,0.0034459594504095,0.0096794145695895,0.0070555986345242,0.0114481466024161,0.0189597675682205,0.0213983246965629,0.0078325904614895,0.0190865123187186,0.0351632582417912,0.0100045870932631,0.0109554836972892,0.0051671685081269,0.074691424286456,0.0122671857682253,0.0091698853534726,0.0081440217840408,0.0071531966483185,0.0190554811775517,0.0153078075004105,0.0115676730547773,0.0248278887941899,0.0048294962199811,0.0036095976904756,0.004584698040289,0.0023981889858774,1.0,0
36,0.064525499,0.022353792,0.029264005,0.02880703,16.68,1.13,0.0163913590455564,0.0175319810329256,0.022426771342466,0.0184073846512913,0.0087439820042274,0.0026097570794515,0.0160197338397286,0.0039920207681199,0.0057333368737242,0.0062109238086144,0.0151471117866158,0.0023821150705558,0.0098024225237751,0.0154594276568346,0.0140630404819625,0.0146814702334212,0.0449626324126599,0.0154219183598807,0.0326201841660572,0.0181026073499409,0.0095337322825284,0.0079854842439564,0.0022761117923912,0.0025752578068218,0.013432320647521,0.0104182921866191,0.0073810541303424,0.0051429703266343,0.0028670930488187,0.0037514597133907,0.0024149784794785,0.003783693155228,-1.3333333333333333,0
37,0.125856374,0.093732721,0.048416547,0.043744794,18.49,1.92,0.0204363374237277,0.017649337384888,0.0223060040870922,0.0292879215842954,0.0054561333993366,0.0041452949790087,0.0021214008360872,0.004688600154612,0.004975402291156,0.0109030891183668,0.01139745291303,0.014089755306509,0.0213679524711726,0.0078565058061519,0.0171191226444986,0.011028226283809,0.0099510279616629,0.0102534798863624,0.0052896427618492,0.0745146157370584,0.0107024943382171,0.0118077356563572,0.008360083834079,0.0060189796320231,0.0191721372229063,0.0136093830369343,0.0117538167513006,0.0256026440937061,0.0034982172902754,0.0038084701092411,0.0046564611645464,0.002993518281484,0.4,0
38,0.199775191,0.034492869,0.0264795769999999,0.037462955,22.71,0.96,0.006473257583144,0.0225030398430873,0.0118644630790065,0.0090199348108213,0.0051085112966961,0.0088397718087323,0.0100961306661873,0.0062562307893516,0.0122308490749273,0.0110352537202878,0.005818804284626,0.0046854257484885,0.0264934700769612,0.0304839818844352,0.0200674187127783,0.0124617768586899,0.0157250709008999,0.007818894706711,0.0143330389733288,0.008802513420353,0.00754714593275,0.0128017572048107,0.0126354719402327,0.0102247231516248,0.0041398836673143,0.0068185471511459,0.0023542843731306,0.0104468112023508,0.005145811859391,0.0022848060676175,0.0025476568211181,0.0013581613254688,1.0,0
39,0.085333434,0.035792695,0.022059873,0.018204807,26.7,3.439,0.0620309009799401,0.0207337635230123,0.0379449051046549,0.0406329070620077,0.0101470256522988,0.0032068144063925,0.0086096417345545,0.0051559069325183,0.0205595472118131,0.0281662053954893,0.0241905892474261,0.0197187472625919,0.0075984381203861,0.0123506488986669,0.0330735608364816,0.0361498246197985,0.0101695988037889,0.0022540633967061,0.003341998385674,0.0164035216322164,0.0165080920016358,0.0059408942182049,0.009987898686231,0.0027310805550087,0.012513017504719,0.0131202339816917,0.014402858232071,0.0164407123812137,0.0066623214379436,0.00625184391512,0.0032652295565489,0.0025833336147519,1.8235294117647056,0
40,0.066421631,0.033027216,0.01651687,0.028125469,26.36,0.907,0.0178354998516083,0.0100740369388978,0.0216111919033077,0.0308430926462244,0.0120684934426421,0.0031957697631214,0.0074683470345896,0.0081753555123163,0.0079623400454157,0.0062843889114661,0.0147735271215482,0.0064207380744109,0.0130141991132539,0.008781467865119,0.01544826068973,0.0104069248724759,0.0053628146081659,0.0495990914873877,0.0282811016999866,0.0106290596361904,0.0062949742329375,0.0048572556611531,0.0113683912542629,0.0092993648904913,0.0185905088269745,0.0071510992203524,0.0087933151209614,0.0216050321905899,0.0028022306042359,0.0009617025150626,0.0038297035073007,0.0074515210062284,1.0,0
42,0.337547663,0.056104884,0.029664575,0.020351364,17.66,1.827,0.0155797356003095,0.0132033267785549,0.009053917457879,0.0092320133620306,0.0038728266645737,0.0024494513953458,0.0026206690715962,0.0089854584780791,0.0047301611650529,0.006257326988984,0.0040675568686587,0.0051225640513177,0.0218560273535298,0.0089525124778874,0.0107641733817881,0.0035661236389247,0.0139052801647167,0.0065185849223075,0.0011767737660466,0.0468977524497486,0.00548252213386,0.0093956724109298,0.0051925812022774,0.0078663127324369,0.0060289314998468,0.0085370439810987,0.0031363963853479,0.0056381768475967,0.0034455900195904,0.0024915623195972,0.0034836365868153,0.0025525379977249,1.2857142857142858,0
43,0.040360042,0.062024269,0.0066245749999999,0.009294515,21.25,1.922,0.004068024197637,0.0387076329340502,0.0197570762107428,0.0193277420290521,0.0028269146404194,0.0037720069478646,0.0058008626929908,0.005606329569908,0.0087115813588019,0.0085502419462353,0.0187996880679002,0.0096794145695895,0.0163831710613369,0.0124047282747849,0.0137452408468883,0.0213983246965629,0.022583480615499,0.0177235938181093,0.016242890306859,0.0100045870932631,0.0069150901531975,0.0076382570085124,0.0107024943382171,0.0118077356563572,0.0144666381206219,0.0123495053001365,0.0190554811775517,0.0153078075004105,0.0021659836261814,0.0021082068443759,0.0034982172902754,0.0038084701092411,0.0,0
44,0.350029674,0.0525268789999999,0.048797869,0.054503147,19.51,1.982,0.0061742990149633,0.0065007660426453,0.0335272354009034,0.0332647451696637,0.0025210454130846,0.0055399787365083,0.0039748592211617,0.0039054543000334,0.0096904567104375,0.0078699209359652,0.0071642341724973,0.007744216722501,0.0214825119402599,0.0177843133728479,0.0225598489308605,0.006319027367151,0.0290383871947629,0.0056143777913067,0.0234472350387077,0.0182310720298597,0.0070365739349339,0.0055975383989771,0.0046660507902784,0.007662703993069,0.0157130402360646,0.0054553822480994,0.0171187111248574,0.0116041197873968,0.0055527517840919,0.0043311148162019,0.0023641804995197,0.0030132690542018,-0.625,0
47,0.723525322,0.037765633,0.04345569,0.020764465,17.25,1.337,0.0311259258347377,0.0265656140520579,0.0292373812160838,0.0322853847676155,0.0215296198405655,0.0072804151798632,0.007636450372381,0.0081169877465313,0.0166436120853274,0.0041714227367045,0.0072879593793668,0.0125444261382148,0.0262583132798874,0.0113111322496604,0.0122189594701113,0.018313048414454,0.0046367202518325,0.0013643027965121,0.0044127594959575,0.0036448579803468,0.0168016147695519,0.0117548961273097,0.0069538207293576,0.0026623857275769,0.0214075511051505,0.0082787646677553,0.0037576449048771,0.004343756327545,0.0146777253604773,0.0063576486123855,0.0043375963472626,0.0047869077580942,2.130434782608696,0
48,0.06924565,0.021429722,0.00799925,0.024771698,14.57,1.281,0.0105471548605055,0.0139321796991397,0.0080469399966578,0.020657781904551,0.0061914210904103,0.0042706334086644,0.0028860407516928,0.005884915563377,0.009676714437014,0.0075443742890005,0.0016101992509399,0.0089333193830706,0.0161820256971945,0.0161615179409008,0.017169073834103,0.0122384005920226,0.0720604500350202,0.0164014558052342,0.0118491976634718,0.0163525598321523,0.0056698903590169,0.0056269878296543,0.0078345179407179,0.0045111027608821,0.006190426630534,0.0076167589312872,0.0046490214777429,0.0038700800897599,0.002848092500689,0.0029033111115534,0.002585576016783,0.0035333110731293,1.0,0
49,0.121802557,0.018043475,0.028725389,0.034761545,24.55,4.118,0.0165166916967546,0.0227394638876627,0.0206235859168743,0.0159695083616158,0.0094297964605949,0.0096954309083867,0.003308573165175,0.0051253622317901,0.0150646880654312,0.0226525934359873,0.0087465267555748,0.0106080766916211,0.0137787840166267,0.0211994297172022,0.0223916285175131,0.0216069321470085,0.0252634431947026,0.004902619789792,0.0061359358954847,0.0040114047571685,0.0151808121254449,0.0064156635543125,0.0080742361575342,0.0146642911272587,0.0254386690509672,0.01180083390922,0.0090072232422276,0.0184260513480349,0.0095190650809512,0.0102217071557526,0.0093933122814065,0.0082592113381148,1.0,0
50,0.064380176,0.029817411,0.025525419,0.035783907,20.65,1.795,0.0292879215842954,0.0265901841416704,0.0551277886763388,0.0088942932045442,0.004688600154612,0.0058489627348315,0.0043350800102673,0.0012632416631328,0.014089755306509,0.0116385198937204,0.0106553871060456,0.0105241495823604,0.011028226283809,0.0356677229647173,0.0184449873496205,0.0119557921081343,0.0745146157370584,0.0088682349614822,0.0067535961164407,0.0052324409817059,0.0081440217840408,0.0071531966483185,0.0116597596130753,0.0104908700897099,0.0117538167513006,0.0256026440937061,0.0149061243492416,0.0069240320885717,0.004584698040289,0.0023981889858774,0.0058172327916292,0.0044051113695822,0.0,0
52,0.10908851,0.040708537,0.018350123,0.055265242,13.33,1.71,0.0139922535369028,0.0188443235741831,0.0223634503583174,0.0082650781265474,0.0040774392582474,0.0058692276614758,0.0137707651306788,0.0056577223354745,0.0131898185187019,0.0081256678071873,0.0056468984006235,0.0116345206352836,0.0174762354141556,0.0080443469812504,0.0120272017810762,0.006690735986047,0.0116909947755093,0.0132290615786375,0.0336820778347869,0.0259483518264329,0.0076951343438322,0.0088819053371395,0.0021137626728601,0.0042719918788331,0.0109000901612695,0.0051801932311115,0.0015662004277622,0.0064641902624837,0.00237203098122,0.005169721870216,0.004648744585697,0.0034430462912727,1.25,0
