지수명,종가,대비,등락률,PER,PBR,배당수익률,거래일자
코스닥 150,936.09,4.93,0.53,32.56,2.66,0.4,2016-12-29
코스닥 150 정보기술,546.64,4.91,0.91,28.25,2.17,0.51,2016-12-29
코스닥 150 헬스케어,2855.87,9.98,0.35,38.99,5.22,0.12,2016-12-29
코스닥 150 커뮤니케이션서비스,1721.82,19.25,1.13,49.63,2.42,0.28,2016-12-29
코스닥 150 소재,1048.15,9.98,0.96,18.38,2.13,0.75,2016-12-29
코스닥 150 산업재,362.4,1.8,0.49,30.52,1.55,0.42,2016-12-29
코스닥 150 필수소비재,1086.84,0.87,0.08,28.55,2.17,0.32,2016-12-29
코스닥 150 자유소비재,854.69,0.57,0.07,19.89,1.18,1.65,2016-12-29
일반서비스,1935.9,0.87,0.04,96.72,2.26,0.59,2016-12-29
제조,2028.01,12.16,0.6,33.16,2.12,0.43,2016-12-29
건설,89.38,0.07,0.08,13.26,1.07,0.95,2016-12-29
유통,442.11,2.06,0.47,46.34,1.62,0.47,2016-12-29
운송·창고,5596.54,24.78,0.44,14.15,0.74,0.82,2016-12-29
금융,867.93,1.47,0.17,16.45,1.22,1.23,2016-12-29
오락·문화,416.36,3.32,0.8,52.28,1.68,0.87,2016-12-29
음식료·담배,9871.34,9.82,0.1,21.25,1.85,0.63,2016-12-29
섬유·의류,223.32,6.28,2.89,,2.21,0.19,2016-12-29
코스닥,632.04,0.6,0.1,40.89,1.9,0.55,2017-01-02
코스닥 150,932.79,3.3,0.35,32.45,2.65,0.41,2017-01-02
코스닥 150 정보기술,546.88,0.24,0.04,28.28,2.17,0.51,2017-01-02
코스닥 150 헬스케어,2833.36,22.51,0.79,38.68,5.18,0.12,2017-01-02
코스닥 150 커뮤니케이션서비스,1691.56,30.26,1.76,48.76,2.38,0.29,2017-01-02
코스닥 150 소재,1057.56,9.41,0.9,18.55,2.15,0.74,2017-01-02
코스닥 150 산업재,361.51,0.89,0.25,30.45,1.55,0.42,2017-01-02
코스닥 150 필수소비재,1064.97,21.87,2.01,27.97,2.13,0.33,2017-01-02
코스닥 150 자유소비재,850.17,4.52,0.53,19.79,1.17,1.66,2017-01-02
일반서비스,1935.63,0.27,0.01,96.71,2.26,0.59,2017-01-02
제조,2024.09,3.92,0.19,33.11,2.12,0.43,2017-01-02
건설,89.36,0.02,0.02,13.26,1.07,0.95,2017-01-02
유통,443.28,1.17,0.26,46.48,1.62,0.47,2017-01-02
운송·창고,5687.7,91.16,1.63,14.38,0.75,0.81,2017-01-02
금융,874.8,6.87,0.79,16.58,1.23,1.22,2017-01-02
오락·문화,412.86,3.5,0.84,51.89,1.67,0.88,2017-01-02
음식료·담배,9786.39,84.95,0.86,21.07,1.83,0.63,2017-01-02
섬유·의류,230.88,7.56,3.39,,2.34,0.18,2017-01-02
코스닥,636.57,4.53,0.72,41.19,1.91,0.55,2017-01-03
코스닥 150,938.19,5.4,0.58,32.63,2.66,0.4,2017-01-03
코스닥 150 정보기술,556.59,9.71,1.78,28.79,2.21,0.51,2017-01-03
코스닥 150 헬스케어,2831.37,1.99,0.07,38.66,5.18,0.12,2017-01-03
코스닥 150 커뮤니케이션서비스,1694.66,3.1,0.18,48.85,2.38,0.29,2017-01-03
코스닥 150 소재,1060.45,2.89,0.27,18.6,2.15,0.74,2017-01-03
코스닥 150 산업재,370.56,9.05,2.5,31.21,1.59,0.41,2017-01-03
코스닥 150 필수소비재,1067.21,2.24,0.21,28.03,2.13,0.33,2017-01-03
코스닥 150 자유소비재,855.12,4.95,0.58,19.9,1.18,1.65,2017-01-03
일반서비스,1937.49,1.86,0.1,96.8,2.26,0.59,2017-01-03
제조,2031.67,7.58,0.37,33.24,2.12,0.43,2017-01-03
건설,89.72,0.36,0.4,13.31,1.07,0.94,2017-01-03
유통,447.04,3.76,0.85,46.91,1.64,0.47,2017-01-03
운송·창고,5741.71,54.01,0.95,14.52,0.76,0.8,2017-01-03
금융,875.44,0.64,0.07,16.57,1.23,1.22,2017-01-03
오락·문화,412.12,0.74,0.18,51.8,1.67,0.88,2017-01-03
음식료·담배,9826.29,39.9,0.41,21.15,1.84,0.63,2017-01-03
섬유·의류,232.3,1.42,0.62,,2.36,0.18,2017-01-03
코스닥,639.79,3.22,0.51,41.4,1.92,0.55,2017-01-04
코스닥 150,944.54,6.35,0.68,32.87,2.68,0.4,2017-01-04
코스닥 150 정보기술,557.71,1.12,0.2,28.89,2.22,0.5,2017-01-04
코스닥 150 헬스케어,2880.77,49.4,1.74,39.33,5.27,0.12,2017-01-04
코스닥 150 커뮤니케이션서비스,1698.71,4.05,0.24,48.96,2.39,0.29,2017-01-04
코스닥 150 소재,1042.46,17.99,1.7,18.29,2.12,0.75,2017-01-04
코스닥 150 산업재,371.1,0.54,0.15,31.26,1.59,0.41,2017-01-04
코스닥 150 필수소비재,1069.74,2.53,0.24,28.1,2.14,0.33,2017-01-04
코스닥 150 자유소비재,863.82,8.7,1.02,20.1,1.19,1.63,2017-01-04
일반서비스,1977.59,40.1,2.07,98.81,2.31,0.58,2017-01-04
제조,2041.39,9.72,0.48,33.4,2.13,0.42,2017-01-04
건설,89.83,0.11,0.12,13.33,1.07,0.94,2017-01-04
유통,449.36,2.32,0.52,47.16,1.64,0.46,2017-01-04
운송·창고,5797.56,55.85,0.97,15.27,0.8,0.76,2017-01-04
금융,873.54,1.9,0.22,16.53,1.23,1.22,2017-01-04
오락·문화,416.83,4.71,1.14,52.39,1.69,0.87,2017-01-04
음식료·담배,9856.69,30.4,0.31,21.22,1.84,0.63,2017-01-04
섬유·의류,237.43,5.13,2.21,,2.4,0.17,2017-01-04
코스닥,642.48,2.69,0.42,41.57,1.93,0.54,2017-01-05
코스닥 150,946.97,2.43,0.26,32.97,2.69,0.4,2017-01-05
코스닥 150 정보기술,555.45,2.26,0.41,28.81,2.21,0.5,2017-01-05
코스닥 150 헬스케어,2905.1,24.33,0.84,39.66,5.31,0.12,2017-01-05
코스닥 150 커뮤니케이션서비스,1735.6,36.89,2.17,50.03,2.44,0.28,2017-01-05
코스닥 150 소재,1025.48,16.98,1.63,17.99,2.08,0.76,2017-01-05
코스닥 150 산업재,369.91,1.19,0.32,31.16,1.59,0.41,2017-01-05
코스닥 150 필수소비재,1081.55,11.81,1.1,28.41,2.16,0.32,2017-01-05
코스닥 150 자유소비재,866.48,2.66,0.31,20.17,1.2,1.63,2017-01-05
일반서비스,1991.88,14.29,0.72,99.53,2.33,0.57,2017-01-05
제조,2052.64,11.25,0.55,33.58,2.15,0.42,2017-01-05
건설,89.61,0.22,0.24,13.29,1.07,0.94,2017-01-05
유통,452.64,3.28,0.73,47.52,1.66,0.46,2017-01-05
운송·창고,5752.43,45.13,0.78,15.15,0.79,0.77,2017-01-05
금융,871.94,1.6,0.18,16.51,1.23,1.22,2017-01-05
오락·문화,425.36,8.53,2.05,53.46,1.72,0.85,2017-01-05
음식료·담배,9950.29,93.6,0.95,21.42,1.86,0.62,2017-01-05
섬유·의류,234.13,3.3,1.39,,2.36,0.17,2017-01-05
코스닥,643.68,1.2,0.19,41.65,1.94,0.54,2017-01-06
코스닥 150,947.61,0.64,0.07,32.99,2.69,0.4,2017-01-06
코스닥 150 정보기술,555.6,0.15,0.03,28.8,2.21,0.5,2017-01-06
코스닥 150 헬스케어,2905.06,0.04,0.0,39.66,5.31,0.12,2017-01-06
코스닥 150 커뮤니케이션서비스,1726.49,9.11,0.52,49.77,2.42,0.28,2017-01-06
코스닥 150 소재,1024.41,1.07,0.1,17.97,2.08,0.76,2017-01-06
코스닥 150 산업재,378.98,9.07,2.45,32.07,1.63,0.4,2017-01-06
코스닥 150 필수소비재,1081.22,0.33,0.03,28.4,2.16,0.32,2017-01-06
코스닥 150 자유소비재,873.0,6.52,0.75,20.32,1.21,1.61,2017-01-06
일반서비스,1989.38,2.5,0.13,99.4,2.32,0.57,2017-01-06
제조,2058.27,5.63,0.27,33.68,2.15,0.42,2017-01-06
건설,89.9,0.29,0.32,13.34,1.08,0.94,2017-01-06
유통,452.75,0.11,0.02,47.55,1.66,0.46,2017-01-06
운송·창고,5777.6,25.17,0.44,15.22,0.8,0.77,2017-01-06
금융,875.62,3.68,0.42,16.56,1.23,1.22,2017-01-06
오락·문화,426.23,0.87,0.2,53.57,1.73,0.85,2017-01-06
음식료·담배,9956.72,6.43,0.06,21.43,1.86,0.62,2017-01-06
섬유·의류,245.31,11.18,4.78,,2.48,0.17,2017-01-06
코스닥,642.15,1.53,0.24,41.56,1.93,0.54,2017-01-09
코스닥 150,944.5,3.11,0.33,32.87,2.68,0.4,2017-01-09
코스닥 150 정보기술,555.66,0.06,0.01,28.78,2.21,0.51,2017-01-09
코스닥 150 헬스케어,2892.87,12.19,0.42,39.5,5.29,0.12,2017-01-09
코스닥 150 커뮤니케이션서비스,1714.83,11.66,0.68,49.43,2.41,0.28,2017-01-09
코스닥 150 소재,1018.16,6.25,0.61,17.86,2.07,0.77,2017-01-09
코스닥 150 산업재,381.79,2.81,0.74,32.31,1.65,0.4,2017-01-09
코스닥 150 필수소비재,1058.83,22.39,2.07,27.81,2.12,0.33,2017-01-09
코스닥 150 자유소비재,874.69,1.69,0.19,20.36,1.21,1.61,2017-01-09
일반서비스,1985.99,3.39,0.17,99.31,2.32,0.57,2017-01-09
제조,2049.08,9.19,0.45,33.53,2.14,0.42,2017-01-09
건설,89.93,0.03,0.03,13.35,1.08,0.94,2017-01-09
유통,453.14,0.39,0.09,47.59,1.66,0.46,2017-01-09
운송·창고,5716.25,61.35,1.06,15.05,0.79,0.77,2017-01-09
금융,873.86,1.76,0.2,16.52,1.23,1.22,2017-01-09
오락·문화,421.61,4.62,1.08,52.99,1.71,0.86,2017-01-09
음식료·담배,9841.01,115.71,1.16,21.19,1.84,0.63,2017-01-09
섬유·의류,245.71,0.4,0.16,,2.49,0.17,2017-01-09
코스닥,636.73,5.42,0.84,41.2,1.92,0.55,2017-01-10
코스닥 150,933.66,10.84,1.15,32.49,2.65,0.4,2017-01-10
코스닥 150 정보기술,547.42,8.24,1.48,28.32,2.18,0.51,2017-01-10
코스닥 150 헬스케어,2851.51,41.36,1.43,38.93,5.22,0.12,2017-01-10
코스닥 150 커뮤니케이션서비스,1708.4,6.43,0.37,49.24,2.4,0.28,2017-01-10
코스닥 150 소재,998.91,19.25,1.89,17.52,2.03,0.78,2017-01-10
코스닥 150 산업재,376.29,5.5,1.44,31.85,1.62,0.4,2017-01-10
코스닥 150 필수소비재,1056.32,2.51,0.24,27.75,2.11,0.33,2017-01-10
코스닥 150 자유소비재,868.18,6.51,0.74,20.21,1.2,1.62,2017-01-10
일반서비스,1959.86,26.13,1.32,98.0,2.29,0.58,2017-01-10
제조,2031.31,17.77,0.87,33.24,2.12,0.43,2017-01-10
건설,89.63,0.3,0.33,13.3,1.07,0.94,2017-01-10
유통,449.85,3.29,0.73,47.24,1.65,0.46,2017-01-10
운송·창고,5644.79,71.46,1.25,14.87,0.78,0.78,2017-01-10
금융,878.72,4.86,0.56,16.61,1.24,1.21,2017-01-10
오락·문화,415.63,5.98,1.42,52.24,1.68,0.87,2017-01-10
음식료·담배,9722.81,118.2,1.2,20.93,1.82,0.64,2017-01-10
섬유·의류,246.64,0.93,0.38,,2.5,0.17,2017-01-10
코스닥,637.9,1.17,0.18,41.28,1.92,0.55,2017-01-11
코스닥 150,934.13,0.47,0.05,32.5,2.65,0.4,2017-01-11
코스닥 150 정보기술,553.2,5.78,1.06,28.61,2.2,0.51,2017-01-11
코스닥 150 헬스케어,2838.19,13.32,0.47,38.75,5.19,0.12,2017-01-11
코스닥 150 커뮤니케이션서비스,1711.49,3.09,0.18,49.33,2.4,0.28,2017-01-11
코스닥 150 소재,1010.95,12.04,1.21,17.73,2.05,0.77,2017-01-11
코스닥 150 산업재,372.58,3.71,0.99,31.53,1.61,0.41,2017-01-11
코스닥 150 필수소비재,1036.04,20.28,1.92,27.21,2.07,0.34,2017-01-11
코스닥 150 자유소비재,865.11,3.07,0.35,20.13,1.2,1.63,2017-01-11
일반서비스,1961.79,1.93,0.1,98.09,2.29,0.58,2017-01-11
제조,2028.78,2.53,0.12,33.21,2.12,0.43,2017-01-11
건설,89.82,0.19,0.21,13.33,1.07,0.94,2017-01-11
유통,451.67,1.82,0.4,47.44,1.65,0.46,2017-01-11
운송·창고,5625.86,18.93,0.34,14.82,0.78,0.79,2017-01-11
금융,888.7,9.98,1.14,16.82,1.25,1.2,2017-01-11
오락·문화,415.48,0.15,0.04,52.22,1.68,0.87,2017-01-11
음식료·담배,9581.22,141.59,1.46,20.63,1.79,0.65,2017-01-11
섬유·의류,240.98,5.66,2.29,,2.45,0.17,2017-01-11
코스닥,632.87,5.03,0.79,40.95,1.9,0.55,2017-01-12
코스닥 150,926.48,7.65,0.82,32.24,2.63,0.41,2017-01-12
코스닥 150 정보기술,550.25,2.95,0.53,28.49,2.19,0.51,2017-01-12
코스닥 150 헬스케어,2800.4,37.79,1.33,38.23,5.12,0.12,2017-01-12
코스닥 150 커뮤니케이션서비스,1700.82,10.67,0.62,49.03,2.39,0.29,2017-01-12
코스닥 150 소재,1010.75,0.2,0.02,17.73,2.05,0.77,2017-01-12
코스닥 150 산업재,364.38,8.2,2.2,30.84,1.57,0.42,2017-01-12
코스닥 150 필수소비재,1031.17,4.87,0.47,27.09,2.06,0.34,2017-01-12
코스닥 150 자유소비재,875.15,10.04,1.16,20.37,1.21,1.61,2017-01-12
일반서비스,1950.5,11.29,0.58,97.53,2.28,0.58,2017-01-12
제조,2007.44,21.34,1.05,32.86,2.1,0.43,2017-01-12
건설,88.4,1.42,1.58,13.11,1.06,0.96,2017-01-12
유통,450.28,1.39,0.31,47.29,1.65,0.46,2017-01-12
운송·창고,5523.53,102.33,1.82,14.55,0.76,0.8,2017-01-12
금융,872.99,15.71,1.77,16.51,1.23,1.22,2017-01-12
오락·문화,416.86,1.38,0.33,52.43,1.69,0.87,2017-01-12
음식료·담배,9569.46,11.76,0.12,20.6,1.79,0.65,2017-01-12
섬유·의류,234.11,6.87,2.85,,2.39,0.17,2017-01-12
코스닥,634.68,1.81,0.29,41.09,1.91,0.55,2017-01-13
코스닥 150,932.21,5.73,0.62,32.44,2.65,0.41,2017-01-13
코스닥 150 정보기술,552.8,2.55,0.46,28.63,2.2,0.51,2017-01-13
코스닥 150 헬스케어,2821.11,20.71,0.74,38.52,5.16,0.12,2017-01-13
코스닥 150 커뮤니케이션서비스,1720.85,20.03,1.18,49.6,2.42,0.28,2017-01-13
코스닥 150 소재,1015.39,4.64,0.46,17.81,2.06,0.77,2017-01-13
코스닥 150 산업재,362.55,1.83,0.5,30.68,1.56,0.42,2017-01-13
코스닥 150 필수소비재,1048.57,17.4,1.69,27.54,2.1,0.33,2017-01-13
코스닥 150 자유소비재,880.15,5.0,0.57,20.48,1.22,1.6,2017-01-13
일반서비스,1968.14,17.64,0.9,98.41,2.3,0.58,2017-01-13
제조,2013.69,6.25,0.31,32.96,2.11,0.43,2017-01-13
건설,88.34,0.06,0.07,13.12,1.06,0.96,2017-01-13
유통,452.11,1.83,0.41,47.48,1.66,0.46,2017-01-13
운송·창고,5618.95,95.42,1.73,14.8,0.78,0.79,2017-01-13
금융,872.98,0.01,0.0,16.53,1.23,1.22,2017-01-13
오락·문화,418.2,1.34,0.32,52.74,1.7,0.86,2017-01-13
음식료·담배,9709.15,139.69,1.46,20.9,1.81,0.64,2017-01-13
섬유·의류,231.78,2.33,1.0,,2.36,0.18,2017-01-13
코스닥,627.88,6.8,1.07,40.67,1.89,0.56,2017-01-16
코스닥 150,924.6,7.61,0.82,32.2,2.62,0.41,2017-01-16
코스닥 150 정보기술,543.42,9.38,1.7,28.2,2.16,0.52,2017-01-16
코스닥 150 헬스케어,2814.72,6.39,0.23,38.43,5.15,0.12,2017-01-16
코스닥 150 커뮤니케이션서비스,1719.06,1.79,0.1,49.55,2.41,0.28,2017-01-16
코스닥 150 소재,994.98,20.41,2.01,17.45,2.02,0.79,2017-01-16
코스닥 150 산업재,356.5,6.05,1.67,30.17,1.54,0.43,2017-01-16
코스닥 150 필수소비재,1039.04,9.53,0.91,27.29,2.08,0.34,2017-01-16
코스닥 150 자유소비재,879.6,0.55,0.06,20.47,1.22,1.6,2017-01-16
일반서비스,1946.24,21.9,1.11,97.31,2.28,0.58,2017-01-16
제조,1996.4,17.29,0.86,32.68,2.09,0.43,2017-01-16
건설,88.01,0.33,0.37,13.07,1.05,0.96,2017-01-16
유통,447.18,4.93,1.09,46.92,1.64,0.47,2017-01-16
운송·창고,5596.44,22.51,0.4,14.74,0.77,0.79,2017-01-16
금융,868.33,4.65,0.53,16.45,1.22,1.23,2017-01-16
오락·문화,417.28,0.92,0.22,52.63,1.7,0.86,2017-01-16
음식료·담배,9635.14,74.01,0.76,20.74,1.8,0.64,2017-01-16
섬유·의류,225.99,5.79,2.5,,2.29,0.18,2017-01-16
코스닥,624.0,3.88,0.62,40.42,1.88,0.56,2017-01-17
코스닥 150,917.25,7.35,0.79,31.94,2.6,0.41,2017-01-17
코스닥 150 정보기술,540.06,3.36,0.62,28.01,2.15,0.52,2017-01-17
코스닥 150 헬스케어,2791.94,22.78,0.81,38.12,5.11,0.12,2017-01-17
코스닥 150 커뮤니케이션서비스,1703.6,15.46,0.9,49.11,2.39,0.28,2017-01-17
코스닥 150 소재,986.42,8.56,0.86,17.3,2.0,0.79,2017-01-17
코스닥 150 산업재,353.73,2.77,0.78,29.94,1.52,0.43,2017-01-17
코스닥 150 필수소비재,1036.74,2.3,0.22,27.23,2.07,0.34,2017-01-17
코스닥 150 자유소비재,873.43,6.17,0.7,20.33,1.21,1.61,2017-01-17
일반서비스,1925.57,20.67,1.06,96.27,2.25,0.59,2017-01-17
제조,1985.39,11.01,0.55,32.51,2.08,0.44,2017-01-17
건설,87.52,0.49,0.56,13.01,1.05,0.97,2017-01-17
유통,444.83,2.35,0.53,46.68,1.63,0.47,2017-01-17
운송·창고,5529.42,67.02,1.2,14.56,0.76,0.8,2017-01-17
금융,866.63,1.7,0.2,16.44,1.22,1.23,2017-01-17
오락·문화,414.93,2.35,0.56,52.44,1.69,0.87,2017-01-17
음식료·담배,9670.02,34.88,0.36,20.82,1.81,0.64,2017-01-17
섬유·의류,222.5,3.49,1.54,,2.26,0.18,2017-01-17
코스닥,626.89,2.89,0.46,40.61,1.89,0.56,2017-01-18
코스닥 150,922.51,5.26,0.57,32.12,2.62,0.41,2017-01-18
코스닥 150 정보기술,543.69,3.63,0.67,28.2,2.16,0.52,2017-01-18
코스닥 150 헬스케어,2799.86,7.92,0.28,38.23,5.12,0.12,2017-01-18
코스닥 150 커뮤니케이션서비스,1722.6,19.0,1.12,49.65,2.42,0.28,2017-01-18
코스닥 150 소재,997.17,10.75,1.09,17.49,2.02,0.78,2017-01-18
코스닥 150 산업재,355.02,1.29,0.36,30.05,1.53,0.43,2017-01-18
코스닥 150 필수소비재,1041.12,4.38,0.42,27.35,2.08,0.33,2017-01-18
코스닥 150 자유소비재,877.67,4.24,0.49,20.43,1.21,1.61,2017-01-18
일반서비스,1927.94,2.37,0.12,96.4,2.25,0.59,2017-01-18
제조,1993.49,8.1,0.41,32.64,2.09,0.43,2017-01-18
건설,87.43,0.09,0.1,12.99,1.05,0.97,2017-01-18
유통,447.41,2.58,0.58,46.95,1.64,0.47,2017-01-18
운송·창고,5728.22,198.8,3.6,15.09,0.79,0.77,2017-01-18
금융,864.42,2.21,0.26,16.38,1.22,1.23,2017-01-18
오락·문화,415.11,0.18,0.04,52.46,1.69,0.87,2017-01-18
음식료·담배,9751.23,81.21,0.84,20.99,1.82,0.64,2017-01-18
섬유·의류,224.16,1.66,0.75,,2.28,0.18,2017-01-18
코스닥,626.19,0.7,0.11,40.57,1.88,0.56,2017-01-19
코스닥 150,921.31,1.2,0.13,32.09,2.62,0.41,2017-01-19
코스닥 150 정보기술,542.53,1.16,0.21,28.16,2.16,0.52,2017-01-19
코스닥 150 헬스케어,2777.09,22.77,0.81,37.91,5.08,0.12,2017-01-19
코스닥 150 커뮤니케이션서비스,1767.36,44.76,2.6,50.94,2.48,0.27,2017-01-19
코스닥 150 소재,1007.96,10.79,1.08,17.68,2.05,0.78,2017-01-19
코스닥 150 산업재,349.3,5.72,1.61,29.56,1.51,0.44,2017-01-19
코스닥 150 필수소비재,1041.4,0.28,0.03,27.35,2.08,0.33,2017-01-19
코스닥 150 자유소비재,873.11,4.56,0.52,20.32,1.21,1.61,2017-01-19
일반서비스,1912.24,15.7,0.81,95.61,2.24,0.59,2017-01-19
제조,1987.0,6.49,0.33,32.53,2.08,0.44,2017-01-19
건설,86.84,0.59,0.67,12.9,1.04,0.97,2017-01-19
유통,443.31,4.1,0.92,46.51,1.62,0.47,2017-01-19
운송·창고,5793.38,65.16,1.14,15.26,0.8,0.76,2017-01-19
금융,852.39,12.03,1.39,16.14,1.2,1.25,2017-01-19
오락·문화,414.49,0.62,0.15,52.38,1.69,0.87,2017-01-19
음식료·담배,9740.71,10.52,0.11,20.97,1.82,0.64,2017-01-19
섬유·의류,215.13,9.03,4.03,,2.17,0.19,2017-01-19
코스닥,622.12,4.07,0.65,40.35,1.87,0.56,2017-01-20
코스닥 150,915.18,6.13,0.67,31.88,2.6,0.41,2017-01-20
코스닥 150 정보기술,536.37,6.16,1.14,27.87,2.13,0.52,2017-01-20
코스닥 150 헬스케어,2755.76,21.33,0.77,37.62,5.04,0.12,2017-01-20
코스닥 150 커뮤니케이션서비스,1780.36,13.0,0.74,51.32,2.5,0.27,2017-01-20
코스닥 150 소재,996.37,11.59,1.15,17.48,2.02,0.78,2017-01-20
코스닥 150 산업재,344.58,4.72,1.35,29.16,1.49,0.44,2017-01-20
코스닥 150 필수소비재,1040.37,1.03,0.1,27.33,2.08,0.33,2017-01-20
코스닥 150 자유소비재,870.46,2.65,0.3,20.26,1.2,1.62,2017-01-20
일반서비스,1893.62,18.62,0.97,94.67,2.21,0.6,2017-01-20
제조,1975.99,11.01,0.55,32.42,2.07,0.44,2017-01-20
건설,86.86,0.02,0.02,12.9,1.04,0.97,2017-01-20
유통,441.12,2.19,0.49,46.32,1.61,0.47,2017-01-20
운송·창고,5661.99,131.39,2.27,14.91,0.78,0.78,2017-01-20
금융,832.72,19.67,2.31,15.77,1.19,1.28,2017-01-20
오락·문화,411.16,3.33,0.8,51.96,1.67,0.87,2017-01-20
음식료·담배,9720.93,19.78,0.2,20.93,1.82,0.64,2017-01-20
섬유·의류,213.85,1.28,0.59,,2.16,0.19,2017-01-20
코스닥,615.99,6.13,0.99,39.95,1.86,0.57,2017-01-23
코스닥 150,908.36,6.82,0.75,31.64,2.58,0.42,2017-01-23
코스닥 150 정보기술,536.68,0.31,0.06,27.87,2.13,0.52,2017-01-23
코스닥 150 헬스케어,2716.97,38.79,1.41,37.09,4.97,0.13,2017-01-23
코스닥 150 커뮤니케이션서비스,1766.01,14.35,0.81,50.9,2.48,0.27,2017-01-23
코스닥 150 소재,997.13,0.76,0.08,17.49,2.02,0.78,2017-01-23
코스닥 150 산업재,336.96,7.62,2.21,28.52,1.45,0.45,2017-01-23
코스닥 150 필수소비재,1028.52,11.85,1.14,27.02,2.06,0.34,2017-01-23
코스닥 150 자유소비재,865.14,5.32,0.61,20.14,1.2,1.63,2017-01-23
일반서비스,1875.51,18.11,0.96,93.77,2.19,0.61,2017-01-23
제조,1954.12,21.87,1.11,32.06,2.05,0.44,2017-01-23
건설,86.07,0.79,0.91,12.78,1.03,0.98,2017-01-23
유통,434.99,6.13,1.39,45.67,1.59,0.48,2017-01-23
운송·창고,5849.2,187.21,3.31,15.4,0.81,0.76,2017-01-23
금융,824.62,8.1,0.97,15.59,1.17,1.29,2017-01-23
오락·문화,406.16,5.0,1.22,51.33,1.65,0.88,2017-01-23
음식료·담배,9644.07,76.86,0.79,20.76,1.8,0.64,2017-01-23
섬유·의류,205.28,8.57,4.01,,2.07,0.2,2017-01-23
코스닥,612.93,3.06,0.5,39.78,1.85,0.57,2017-01-24
코스닥 150,902.82,5.54,0.61,31.45,2.56,0.42,2017-01-24
코스닥 150 정보기술,534.85,1.83,0.34,27.8,2.13,0.52,2017-01-24
코스닥 150 헬스케어,2690.74,26.23,0.97,36.74,4.92,0.13,2017-01-24
코스닥 150 커뮤니케이션서비스,1739.41,26.6,1.51,50.14,2.44,0.28,2017-01-24
코스닥 150 소재,993.16,3.97,0.4,17.42,2.02,0.79,2017-01-24
코스닥 150 산업재,339.24,2.28,0.68,28.71,1.46,0.45,2017-01-24
코스닥 150 필수소비재,1029.6,1.08,0.11,27.04,2.06,0.34,2017-01-24
코스닥 150 자유소비재,863.47,1.67,0.19,20.1,1.19,1.63,2017-01-24
일반서비스,1869.72,5.79,0.31,93.48,2.19,0.61,2017-01-24
제조,1939.38,14.74,0.75,31.85,2.03,0.45,2017-01-24
건설,85.25,0.82,0.95,12.66,1.02,0.99,2017-01-24
유통,431.05,3.94,0.91,45.26,1.58,0.48,2017-01-24
운송·창고,5724.51,124.69,2.13,15.08,0.79,0.77,2017-01-24
금융,823.06,1.56,0.19,15.62,1.18,1.29,2017-01-24
오락·문화,399.34,6.82,1.68,50.47,1.63,0.9,2017-01-24
음식료·담배,9692.38,48.31,0.5,20.87,1.81,0.64,2017-01-24
섬유·의류,211.42,6.14,2.99,,2.14,0.19,2017-01-24
코스닥,609.64,3.29,0.54,39.63,1.84,0.57,2017-01-25
코스닥 150,897.91,4.91,0.54,31.28,2.55,0.42,2017-01-25
코스닥 150 정보기술,533.1,1.75,0.33,27.71,2.12,0.52,2017-01-25
코스닥 150 헬스케어,2669.79,20.95,0.78,36.45,4.88,0.13,2017-01-25
코스닥 150 커뮤니케이션서비스,1726.69,12.72,0.73,49.77,2.42,0.28,2017-01-25
코스닥 150 소재,1003.51,10.35,1.04,17.6,2.04,0.78,2017-01-25
코스닥 150 산업재,331.45,7.79,2.3,28.05,1.43,0.46,2017-01-25
코스닥 150 필수소비재,1020.94,8.66,0.84,26.82,2.04,0.34,2017-01-25
코스닥 150 자유소비재,853.75,9.72,1.13,19.87,1.18,1.65,2017-01-25
일반서비스,1857.94,11.78,0.63,95.49,2.2,0.61,2017-01-25
제조,1930.06,9.32,0.48,31.7,2.02,0.45,2017-01-25
건설,85.17,0.08,0.09,12.64,1.02,0.99,2017-01-25
유통,425.9,5.15,1.19,44.72,1.56,0.49,2017-01-25
운송·창고,5908.42,183.91,3.21,15.56,0.82,0.75,2017-01-25
금융,803.41,19.65,2.39,15.25,1.15,1.32,2017-01-25
오락·문화,389.68,9.66,2.42,49.29,1.59,0.92,2017-01-25
음식료·담배,9588.91,103.47,1.07,20.64,1.79,0.65,2017-01-25
섬유·의류,201.37,10.05,4.75,,2.04,0.2,2017-01-25
코스닥,616.81,7.17,1.18,40.03,1.86,0.56,2017-01-26
코스닥 150,907.05,9.14,1.02,31.58,2.58,0.42,2017-01-26
코스닥 150 정보기술,541.04,7.94,1.49,28.08,2.15,0.52,2017-01-26
코스닥 150 헬스케어,2686.66,16.87,0.63,36.68,4.92,0.13,2017-01-26
코스닥 150 커뮤니케이션서비스,1756.97,30.28,1.75,50.64,2.47,0.28,2017-01-26
코스닥 150 소재,1018.12,14.61,1.46,17.86,2.07,0.77,2017-01-26
코스닥 150 산업재,336.5,5.05,1.52,28.48,1.45,0.45,2017-01-26
코스닥 150 필수소비재,1014.25,6.69,0.66,26.64,2.03,0.34,2017-01-26
코스닥 150 자유소비재,864.96,11.21,1.31,20.13,1.2,1.63,2017-01-26
일반서비스,1877.33,19.39,1.04,96.5,2.22,0.6,2017-01-26
제조,1945.92,15.86,0.82,31.95,2.04,0.44,2017-01-26
건설,86.42,1.25,1.47,12.84,1.03,0.98,2017-01-26
