지수명,종가,대비,등락률,PER,PBR,배당수익률,거래일자
금융,631.52,7.22,1.13,36.83,0.82,0.94,2018-11-20
오락·문화,596.17,7.15,1.19,,2.8,0.13,2018-11-20
음식료·담배,9348.9,93.62,0.99,20.71,1.54,0.76,2018-11-20
섬유·의류,132.05,2.26,1.68,43.42,1.73,0.37,2018-11-20
코스닥,695.72,4.91,0.71,39.19,1.85,0.64,2018-11-21
코스닥 150,1186.22,12.77,1.09,37.82,3.17,0.45,2018-11-21
코스닥 150 정보기술,512.51,2.58,0.51,16.48,2.35,0.85,2018-11-21
코스닥 150 헬스케어,4010.32,46.29,1.17,121.33,5.97,0.13,2018-11-21
코스닥 150 커뮤니케이션서비스,2481.43,25.79,1.03,67.18,4.07,0.12,2018-11-21
코스닥 150 소재,1374.49,22.23,1.64,20.25,2.51,0.96,2018-11-21
코스닥 150 산업재,224.12,2.4,1.08,32.06,1.38,0.75,2018-11-21
코스닥 150 필수소비재,693.49,16.49,2.44,20.25,1.5,0.58,2018-11-21
코스닥 150 자유소비재,1250.11,17.56,1.42,55.79,2.19,0.73,2018-11-21
일반서비스,3119.75,11.44,0.37,141.15,3.93,0.48,2018-11-21
제조,2345.8,22.17,0.95,39.52,1.81,0.65,2018-11-21
건설,73.89,0.16,0.22,6.48,0.75,1.78,2018-11-21
유통,491.32,9.36,1.94,69.62,2.47,0.33,2018-11-21
운송·창고,3792.76,2.21,0.06,9.16,0.48,1.06,2018-11-21
금융,631.9,0.38,0.06,36.86,0.82,0.94,2018-11-21
오락·문화,593.59,2.58,0.43,,2.79,0.13,2018-11-21
음식료·담배,9436.76,87.86,0.94,20.9,1.55,0.76,2018-11-21
섬유·의류,131.84,0.21,0.16,43.43,1.74,0.37,2018-11-21
코스닥,692.39,3.33,0.48,39.06,1.84,0.64,2018-11-22
코스닥 150,1182.87,3.35,0.28,37.72,3.16,0.45,2018-11-22
코스닥 150 정보기술,505.92,6.59,1.29,16.27,2.31,0.86,2018-11-22
코스닥 150 헬스케어,4013.8,3.48,0.09,121.44,5.97,0.13,2018-11-22
코스닥 150 커뮤니케이션서비스,2444.6,36.83,1.48,66.19,4.01,0.12,2018-11-22
코스닥 150 소재,1361.52,12.97,0.94,20.06,2.49,0.97,2018-11-22
코스닥 150 산업재,222.78,1.34,0.6,31.86,1.37,0.75,2018-11-22
코스닥 150 필수소비재,696.22,2.73,0.39,20.33,1.51,0.58,2018-11-22
코스닥 150 자유소비재,1255.34,5.23,0.42,56.03,2.2,0.73,2018-11-22
일반서비스,3116.79,2.96,0.09,141.01,3.93,0.48,2018-11-22
제조,2334.53,11.27,0.48,39.64,1.81,0.65,2018-11-22
건설,73.51,0.38,0.51,6.45,0.74,1.79,2018-11-22
유통,490.87,0.45,0.09,69.58,2.47,0.33,2018-11-22
운송·창고,3760.98,31.78,0.84,9.08,0.47,1.07,2018-11-22
금융,630.31,1.59,0.25,34.96,0.82,0.97,2018-11-22
오락·문화,588.5,5.09,0.86,,2.77,0.13,2018-11-22
음식료·담배,9660.84,224.08,2.37,21.4,1.59,0.74,2018-11-22
섬유·의류,130.18,1.66,1.26,42.85,1.71,0.37,2018-11-22
코스닥,683.06,9.33,1.35,38.54,1.82,0.65,2018-11-23
코스닥 150,1165.19,17.68,1.49,37.15,3.12,0.46,2018-11-23
코스닥 150 정보기술,500.51,5.41,1.07,16.1,2.29,0.87,2018-11-23
코스닥 150 헬스케어,3943.35,70.45,1.76,119.31,5.87,0.13,2018-11-23
코스닥 150 커뮤니케이션서비스,2406.67,37.93,1.55,65.16,3.95,0.12,2018-11-23
코스닥 150 소재,1328.4,33.12,2.43,19.57,2.42,1.0,2018-11-23
코스닥 150 산업재,220.76,2.02,0.91,31.58,1.35,0.76,2018-11-23
코스닥 150 필수소비재,679.77,16.45,2.36,19.85,1.47,0.59,2018-11-23
코스닥 150 자유소비재,1245.71,9.63,0.77,55.6,2.19,0.73,2018-11-23
일반서비스,3064.65,52.14,1.67,141.36,3.88,0.48,2018-11-23
제조,2297.95,36.58,1.57,38.97,1.78,0.66,2018-11-23
건설,73.3,0.21,0.29,6.42,0.74,1.79,2018-11-23
유통,484.22,6.65,1.35,68.66,2.44,0.33,2018-11-23
운송·창고,3701.95,59.03,1.57,8.94,0.46,1.08,2018-11-23
금융,623.73,6.58,1.04,34.59,0.81,0.98,2018-11-23
오락·문화,583.07,5.43,0.92,,2.74,0.14,2018-11-23
음식료·담배,9440.45,220.39,2.28,20.91,1.55,0.76,2018-11-23
섬유·의류,128.92,1.26,0.97,42.43,1.7,0.38,2018-11-23
코스닥,695.36,12.3,1.8,39.25,1.85,0.63,2018-11-26
코스닥 150,1193.87,28.68,2.46,38.07,3.19,0.45,2018-11-26
코스닥 150 정보기술,508.73,8.22,1.64,16.36,2.33,0.85,2018-11-26
코스닥 150 헬스케어,4063.72,120.37,3.05,122.96,6.05,0.13,2018-11-26
코스닥 150 커뮤니케이션서비스,2536.92,130.25,5.41,68.69,4.16,0.12,2018-11-26
코스닥 150 소재,1357.31,28.91,2.18,20.0,2.48,0.98,2018-11-26
코스닥 150 산업재,224.43,3.67,1.66,32.1,1.38,0.75,2018-11-26
코스닥 150 필수소비재,689.62,9.85,1.45,20.14,1.49,0.58,2018-11-26
코스닥 150 자유소비재,1261.92,16.21,1.3,56.32,2.22,0.72,2018-11-26
일반서비스,3120.24,55.59,1.81,143.93,3.95,0.48,2018-11-26
제조,2333.11,35.16,1.53,39.59,1.81,0.65,2018-11-26
건설,73.96,0.66,0.9,6.47,0.75,1.78,2018-11-26
유통,504.98,20.76,4.29,71.63,2.55,0.32,2018-11-26
운송·창고,3692.22,9.73,0.26,8.91,0.46,1.09,2018-11-26
금융,632.82,9.09,1.46,35.1,0.83,0.96,2018-11-26
오락·문화,605.06,21.99,3.77,,2.85,0.13,2018-11-26
음식료·담배,9547.46,107.01,1.13,21.15,1.57,0.75,2018-11-26
섬유·의류,130.37,1.45,1.12,42.95,1.72,0.37,2018-11-26
코스닥,700.67,5.31,0.76,39.55,1.86,0.63,2018-11-27
코스닥 150,1200.95,7.08,0.59,38.3,3.21,0.45,2018-11-27
코스닥 150 정보기술,515.89,7.16,1.41,16.6,2.36,0.84,2018-11-27
코스닥 150 헬스케어,4071.68,7.96,0.2,123.2,6.06,0.13,2018-11-27
코스닥 150 커뮤니케이션서비스,2575.56,38.64,1.52,69.73,4.23,0.11,2018-11-27
코스닥 150 소재,1360.76,3.45,0.25,20.05,2.48,0.97,2018-11-27
코스닥 150 산업재,225.65,1.22,0.54,32.28,1.38,0.74,2018-11-27
코스닥 150 필수소비재,699.98,10.36,1.5,20.44,1.52,0.57,2018-11-27
코스닥 150 자유소비재,1266.89,4.97,0.39,56.54,2.22,0.72,2018-11-27
일반서비스,3157.6,37.36,1.2,145.66,3.99,0.47,2018-11-27
제조,2352.51,19.4,0.83,39.91,1.82,0.65,2018-11-27
건설,74.67,0.71,0.96,6.54,0.75,1.76,2018-11-27
유통,498.77,6.21,1.23,70.74,2.51,0.32,2018-11-27
운송·창고,3723.97,31.75,0.86,8.99,0.47,1.08,2018-11-27
금융,634.28,1.46,0.23,35.18,0.83,0.96,2018-11-27
오락·문화,615.81,10.75,1.78,,2.9,0.13,2018-11-27
음식료·담배,9763.15,215.69,2.26,21.63,1.6,0.73,2018-11-27
섬유·의류,131.68,1.31,1.0,43.36,1.73,0.37,2018-11-27
코스닥,700.12,0.55,0.08,39.53,1.86,0.63,2018-11-28
코스닥 150,1197.4,3.55,0.3,38.19,3.2,0.45,2018-11-28
코스닥 150 정보기술,523.02,7.13,1.38,16.84,2.4,0.83,2018-11-28
코스닥 150 헬스케어,4036.13,35.55,0.87,122.12,6.01,0.13,2018-11-28
코스닥 150 커뮤니케이션서비스,2556.04,19.52,0.76,69.2,4.2,0.11,2018-11-28
코스닥 150 소재,1343.23,17.53,1.29,19.79,2.45,0.99,2018-11-28
코스닥 150 산업재,224.8,0.85,0.38,32.15,1.38,0.74,2018-11-28
코스닥 150 필수소비재,717.18,17.2,2.46,20.94,1.55,0.56,2018-11-28
코스닥 150 자유소비재,1262.69,4.2,0.33,56.35,2.22,0.72,2018-11-28
일반서비스,3153.6,4.0,0.13,145.48,3.99,0.47,2018-11-28
제조,2338.29,14.22,0.6,39.68,1.81,0.65,2018-11-28
건설,74.5,0.17,0.23,6.52,0.75,1.77,2018-11-28
유통,492.08,6.69,1.34,69.79,2.48,0.33,2018-11-28
운송·창고,3698.94,25.03,0.67,8.93,0.46,1.08,2018-11-28
금융,636.35,2.07,0.33,35.3,0.83,0.96,2018-11-28
오락·문화,613.34,2.47,0.4,,2.89,0.13,2018-11-28
음식료·담배,9744.91,18.24,0.19,21.59,1.6,0.73,2018-11-28
섬유·의류,130.87,0.81,0.62,43.12,1.72,0.37,2018-11-28
코스닥,695.48,4.64,0.66,39.37,1.85,0.63,2018-11-29
코스닥 150,1184.65,12.75,1.06,37.78,3.17,0.45,2018-11-29
코스닥 150 정보기술,519.63,3.39,0.65,16.73,2.38,0.83,2018-11-29
코스닥 150 헬스케어,3968.44,67.69,1.68,120.07,5.91,0.13,2018-11-29
코스닥 150 커뮤니케이션서비스,2498.69,57.35,2.24,67.65,4.1,0.12,2018-11-29
코스닥 150 소재,1335.68,7.55,0.56,19.68,2.44,0.99,2018-11-29
코스닥 150 산업재,222.46,2.34,1.04,31.82,1.37,0.75,2018-11-29
코스닥 150 필수소비재,708.1,9.08,1.27,20.68,1.53,0.57,2018-11-29
코스닥 150 자유소비재,1274.85,12.16,0.96,56.9,2.24,0.71,2018-11-29
일반서비스,3107.46,46.14,1.46,143.35,3.93,0.48,2018-11-29
제조,2320.61,17.68,0.76,39.65,1.8,0.65,2018-11-29
건설,75.93,1.43,1.92,6.64,0.77,1.73,2018-11-29
유통,484.55,7.53,1.53,68.72,2.44,0.33,2018-11-29
운송·창고,3713.61,14.67,0.4,8.97,0.47,1.08,2018-11-29
금융,632.0,4.35,0.68,35.06,0.83,0.96,2018-11-29
오락·문화,605.18,8.16,1.33,,2.85,0.13,2018-11-29
음식료·담배,9624.12,120.79,1.24,21.33,1.58,0.74,2018-11-29
섬유·의류,130.02,0.85,0.65,42.82,1.71,0.37,2018-11-29
코스닥,695.76,0.28,0.04,39.33,1.86,0.63,2018-11-30
코스닥 150,1186.63,1.98,0.17,37.85,3.17,0.45,2018-11-30
코스닥 150 정보기술,517.61,2.02,0.39,16.67,2.37,0.84,2018-11-30
코스닥 150 헬스케어,3980.0,11.56,0.29,120.43,5.92,0.13,2018-11-30
코스닥 150 커뮤니케이션서비스,2481.61,17.08,0.68,67.19,4.07,0.12,2018-11-30
코스닥 150 소재,1333.71,1.97,0.15,19.65,2.43,0.99,2018-11-30
코스닥 150 산업재,221.61,0.85,0.38,31.7,1.36,0.76,2018-11-30
코스닥 150 필수소비재,708.89,0.79,0.11,20.7,1.54,0.57,2018-11-30
코스닥 150 자유소비재,1292.52,17.67,1.39,57.68,2.27,0.7,2018-11-30
일반서비스,3114.57,7.11,0.23,143.68,3.94,0.48,2018-11-30
제조,2320.15,0.46,0.02,39.57,1.81,0.65,2018-11-30
건설,75.78,0.15,0.2,6.63,0.76,1.74,2018-11-30
유통,486.44,1.89,0.39,69.0,2.45,0.33,2018-11-30
운송·창고,3707.84,5.77,0.16,8.95,0.46,1.08,2018-11-30
금융,628.99,3.01,0.48,34.89,0.82,0.97,2018-11-30
오락·문화,604.58,0.6,0.1,,2.8,0.14,2018-11-30
음식료·담배,9645.26,21.14,0.22,21.37,1.58,0.74,2018-11-30
섬유·의류,129.19,0.83,0.64,42.55,1.7,0.38,2018-11-30
코스닥,709.46,13.7,1.97,40.11,1.89,0.62,2018-12-03
코스닥 150,1222.07,35.44,2.99,38.98,3.27,0.44,2018-12-03
코스닥 150 정보기술,530.55,12.94,2.5,17.08,2.43,0.82,2018-12-03
코스닥 150 헬스케어,4137.43,157.43,3.96,125.19,6.16,0.13,2018-12-03
코스닥 150 커뮤니케이션서비스,2509.78,28.17,1.14,67.95,4.12,0.12,2018-12-03
코스닥 150 소재,1354.91,21.2,1.59,19.96,2.47,0.98,2018-12-03
코스닥 150 산업재,227.69,6.08,2.74,32.58,1.4,0.73,2018-12-03
코스닥 150 필수소비재,721.37,12.48,1.76,21.07,1.56,0.56,2018-12-03
코스닥 150 자유소비재,1319.5,26.98,2.09,58.89,2.32,0.69,2018-12-03
일반서비스,3231.87,117.3,3.77,149.1,4.09,0.46,2018-12-03
제조,2368.71,48.56,2.09,40.4,1.84,0.64,2018-12-03
건설,77.59,1.81,2.39,6.77,0.78,1.7,2018-12-03
유통,492.6,6.16,1.27,69.88,2.48,0.33,2018-12-03
운송·창고,3775.29,67.45,1.82,9.11,0.47,1.06,2018-12-03
금융,642.38,13.39,2.13,35.64,0.84,0.95,2018-12-03
오락·문화,607.95,3.37,0.56,,2.82,0.14,2018-12-03
음식료·담배,9815.14,169.88,1.76,21.75,1.61,0.73,2018-12-03
섬유·의류,130.3,1.11,0.86,42.94,1.72,0.37,2018-12-03
코스닥,708.63,0.83,0.12,40.06,1.89,0.62,2018-12-04
코스닥 150,1214.85,7.22,0.59,38.75,3.25,0.44,2018-12-04
코스닥 150 정보기술,523.26,7.29,1.37,16.85,2.4,0.83,2018-12-04
코스닥 150 헬스케어,4125.71,11.72,0.28,124.83,6.14,0.13,2018-12-04
코스닥 150 커뮤니케이션서비스,2537.85,28.07,1.12,68.71,4.17,0.12,2018-12-04
코스닥 150 소재,1331.05,23.86,1.76,19.61,2.43,1.0,2018-12-04
코스닥 150 산업재,227.38,0.31,0.14,32.53,1.4,0.74,2018-12-04
코스닥 150 필수소비재,719.59,1.78,0.25,21.01,1.56,0.56,2018-12-04
코스닥 150 자유소비재,1311.79,7.71,0.58,58.54,2.3,0.69,2018-12-04
일반서비스,3227.5,4.37,0.14,148.9,4.08,0.46,2018-12-04
제조,2370.16,1.45,0.06,40.32,1.84,0.64,2018-12-04
건설,78.27,0.68,0.88,6.81,0.79,1.69,2018-12-04
유통,489.79,2.81,0.57,69.46,2.47,0.33,2018-12-04
운송·창고,3779.37,4.08,0.11,9.12,0.47,1.06,2018-12-04
금융,641.67,0.71,0.11,36.65,0.84,0.97,2018-12-04
오락·문화,612.95,5.0,0.82,,2.84,0.14,2018-12-04
음식료·담배,9939.97,124.83,1.27,22.03,1.63,0.72,2018-12-04
섬유·의류,130.91,0.61,0.47,43.07,1.72,0.37,2018-12-04
코스닥,701.12,7.51,1.06,39.64,1.87,0.63,2018-12-05
코스닥 150,1200.31,14.54,1.2,38.28,3.21,0.45,2018-12-05
코스닥 150 정보기술,516.5,6.76,1.29,16.63,2.37,0.84,2018-12-05
코스닥 150 헬스케어,4107.32,18.39,0.45,124.28,6.11,0.13,2018-12-05
코스닥 150 커뮤니케이션서비스,2438.86,98.99,3.9,66.03,4.0,0.12,2018-12-05
코스닥 150 소재,1308.53,22.52,1.69,19.28,2.39,1.01,2018-12-05
코스닥 150 산업재,225.1,2.28,1.0,32.21,1.38,0.74,2018-12-05
코스닥 150 필수소비재,707.3,12.29,1.71,20.66,1.53,0.57,2018-12-05
코스닥 150 자유소비재,1283.86,27.93,2.13,57.3,2.25,0.71,2018-12-05
일반서비스,3235.24,7.74,0.24,149.26,4.09,0.46,2018-12-05
제조,2341.64,28.52,1.2,39.84,1.82,0.65,2018-12-05
건설,78.97,0.7,0.89,6.88,0.79,1.68,2018-12-05
유통,487.09,2.7,0.55,69.09,2.46,0.33,2018-12-05
운송·창고,3828.67,49.3,1.3,9.24,0.48,1.05,2018-12-05
금융,636.56,5.11,0.8,36.35,0.83,0.97,2018-12-05
오락·문화,593.6,19.35,3.16,,2.75,0.15,2018-12-05
음식료·담배,9780.42,159.55,1.61,21.67,1.61,0.73,2018-12-05
섬유·의류,130.56,0.35,0.27,42.89,1.71,0.37,2018-12-05
코스닥,678.38,22.74,3.24,38.35,1.81,0.65,2018-12-06
코스닥 150,1157.83,42.48,3.54,36.93,3.1,0.46,2018-12-06
코스닥 150 정보기술,502.4,14.1,2.73,16.18,2.3,0.86,2018-12-06
코스닥 150 헬스케어,3938.83,168.49,4.1,119.18,5.86,0.13,2018-12-06
코스닥 150 커뮤니케이션서비스,2359.86,79.0,3.24,63.89,3.87,0.12,2018-12-06
코스닥 150 소재,1264.82,43.71,3.34,18.63,2.31,1.05,2018-12-06
코스닥 150 산업재,219.81,5.29,2.35,31.45,1.35,0.76,2018-12-06
코스닥 150 필수소비재,685.96,21.34,3.02,20.03,1.49,0.59,2018-12-06
코스닥 150 자유소비재,1239.68,44.18,3.44,55.33,2.18,0.73,2018-12-06
일반서비스,3105.42,129.82,4.01,143.27,3.93,0.48,2018-12-06
제조,2263.93,77.71,3.32,38.51,1.76,0.67,2018-12-06
건설,77.24,1.73,2.19,6.75,0.78,1.71,2018-12-06
유통,472.05,15.04,3.09,66.96,2.38,0.34,2018-12-06
운송·창고,3754.34,74.33,1.94,9.06,0.47,1.07,2018-12-06
금융,622.16,14.4,2.26,35.51,0.82,1.0,2018-12-06
오락·문화,573.99,19.61,3.3,,2.66,0.15,2018-12-06
음식료·담배,9525.29,255.13,2.61,21.11,1.56,0.75,2018-12-06
섬유·의류,127.21,3.35,2.57,41.83,1.67,0.38,2018-12-06
코스닥,685.33,6.95,1.02,40.89,1.75,0.64,2018-12-07
코스닥 150,1176.13,18.3,1.58,40.29,2.93,0.46,2018-12-07
코스닥 150 정보기술,502.8,0.4,0.08,16.55,2.22,0.86,2018-12-07
코스닥 150 헬스케어,4038.43,99.6,2.53,166.98,5.92,0.13,2018-12-07
코스닥 150 커뮤니케이션서비스,2389.79,29.93,1.27,66.35,3.45,0.12,2018-12-07
코스닥 150 소재,1289.89,25.07,1.98,16.85,2.29,1.03,2018-12-07
코스닥 150 산업재,221.53,1.72,0.78,39.51,1.35,0.76,2018-12-07
코스닥 150 필수소비재,689.59,3.63,0.53,27.21,1.44,0.58,2018-12-07
코스닥 150 자유소비재,1253.41,13.73,1.11,65.21,1.71,0.73,2018-12-07
일반서비스,3153.96,48.54,1.56,217.1,3.87,0.47,2018-12-07
제조,2282.84,18.91,0.84,45.18,1.73,0.66,2018-12-07
건설,78.28,1.04,1.35,7.4,0.77,1.69,2018-12-07
유통,492.06,20.01,4.24,76.0,2.43,0.33,2018-12-07
운송·창고,3784.12,29.78,0.79,8.05,0.46,1.06,2018-12-07
금융,624.86,2.7,0.43,21.48,0.77,0.99,2018-12-07
오락·문화,581.48,7.49,1.3,,2.64,0.15,2018-12-07
음식료·담배,9601.21,75.92,0.8,21.24,1.53,0.74,2018-12-07
섬유·의류,128.44,1.23,0.97,36.14,1.53,0.38,2018-12-07
코스닥,670.39,14.94,2.18,39.97,1.72,0.65,2018-12-10
코스닥 150,1151.03,25.1,2.13,39.43,2.87,0.47,2018-12-10
코스닥 150 정보기술,483.18,19.62,3.9,15.9,2.14,0.9,2018-12-10
코스닥 150 헬스케어,3997.73,40.7,1.01,165.3,5.86,0.13,2018-12-10
코스닥 150 커뮤니케이션서비스,2346.84,42.95,1.8,65.16,3.38,0.12,2018-12-10
코스닥 150 소재,1244.89,45.0,3.49,16.26,2.21,1.06,2018-12-10
코스닥 150 산업재,215.47,6.06,2.74,38.43,1.31,0.78,2018-12-10
코스닥 150 필수소비재,675.33,14.26,2.07,26.64,1.41,0.6,2018-12-10
코스닥 150 자유소비재,1224.56,28.85,2.3,63.71,1.67,0.74,2018-12-10
일반서비스,3126.23,27.73,0.88,215.19,3.84,0.47,2018-12-10
제조,2231.31,51.53,2.26,44.04,1.69,0.67,2018-12-10
건설,75.81,2.47,3.16,7.18,0.75,1.74,2018-12-10
유통,488.34,3.72,0.76,75.45,2.42,0.33,2018-12-10
운송·창고,3698.76,85.36,2.26,7.87,0.45,1.08,2018-12-10
금융,613.25,11.61,1.86,21.08,0.76,1.01,2018-12-10
오락·문화,572.08,9.4,1.62,,2.6,0.15,2018-12-10
음식료·담배,9511.06,90.15,0.94,21.04,1.51,0.75,2018-12-10
섬유·의류,124.23,4.21,3.28,35.08,1.49,0.39,2018-12-10
코스닥,661.01,9.38,1.4,39.41,1.69,0.66,2018-12-11
코스닥 150,1130.87,20.16,1.75,38.74,2.82,0.47,2018-12-11
코스닥 150 정보기술,482.54,0.64,0.13,15.88,2.13,0.9,2018-12-11
코스닥 150 헬스케어,3839.91,157.82,3.95,158.77,5.63,0.14,2018-12-11
코스닥 150 커뮤니케이션서비스,2390.51,43.67,1.86,66.37,3.45,0.12,2018-12-11
코스닥 150 소재,1243.87,1.02,0.08,16.24,2.21,1.07,2018-12-11
코스닥 150 산업재,214.38,1.09,0.51,38.24,1.3,0.78,2018-12-11
코스닥 150 필수소비재,675.94,0.61,0.09,26.67,1.41,0.6,2018-12-11
코스닥 150 자유소비재,1239.69,15.13,1.24,64.49,1.69,0.73,2018-12-11
일반서비스,3051.48,74.75,2.39,210.04,3.74,0.49,2018-12-11
제조,2206.32,24.99,1.12,43.56,1.67,0.68,2018-12-11
건설,74.66,1.15,1.52,7.07,0.73,1.76,2018-12-11
유통,450.93,37.41,7.66,69.62,2.23,0.36,2018-12-11
운송·창고,3639.92,58.84,1.59,7.74,0.44,1.1,2018-12-11
금융,616.07,2.82,0.46,21.14,0.76,1.0,2018-12-11
오락·문화,588.99,16.91,2.96,,2.68,0.15,2018-12-11
음식료·담배,9502.02,9.04,0.1,21.02,1.51,0.75,2018-12-11
섬유·의류,121.99,2.24,1.8,34.39,1.46,0.4,2018-12-11
코스닥,676.48,15.47,2.34,42.01,1.73,0.65,2018-12-12
코스닥 150,1165.97,35.1,3.1,40.59,2.9,0.46,2018-12-12
코스닥 150 정보기술,497.59,15.05,3.12,16.8,2.18,0.87,2018-12-12
코스닥 150 헬스케어,3983.92,144.01,3.75,168.05,5.85,0.13,2018-12-12
코스닥 150 커뮤니케이션서비스,2421.86,31.35,1.31,67.24,3.49,0.12,2018-12-12
코스닥 150 소재,1281.9,38.03,3.06,16.74,2.28,1.03,2018-12-12
코스닥 150 산업재,219.1,4.72,2.2,39.08,1.33,0.76,2018-12-12
코스닥 150 필수소비재,698.12,22.18,3.28,27.85,1.45,0.58,2018-12-12
코스닥 150 자유소비재,1261.87,22.18,1.79,65.65,1.72,0.72,2018-12-12
일반서비스,3137.44,85.96,2.82,217.07,3.85,0.47,2018-12-12
제조,2260.92,54.6,2.47,48.87,1.71,0.66,2018-12-12
건설,75.51,0.85,1.14,7.14,0.74,1.75,2018-12-12
유통,464.84,13.91,3.08,71.78,2.29,0.35,2018-12-12
운송·창고,3660.59,20.67,0.57,7.79,0.45,1.09,2018-12-12
금융,623.37,7.3,1.18,21.4,0.77,0.99,2018-12-12
오락·문화,589.29,0.3,0.05,,2.68,0.15,2018-12-12
음식료·담배,9761.81,259.79,2.73,23.62,1.56,0.73,2018-12-12
섬유·의류,124.3,2.31,1.89,36.31,1.48,0.39,2018-12-12
코스닥,681.78,5.3,0.78,42.36,1.74,0.64,2018-12-13
코스닥 150,1169.43,3.46,0.3,40.71,2.91,0.46,2018-12-13
코스닥 150 정보기술,504.05,6.46,1.3,17.01,2.21,0.86,2018-12-13
코스닥 150 헬스케어,3991.88,7.96,0.2,168.39,5.86,0.13,2018-12-13
코스닥 150 커뮤니케이션서비스,2422.78,0.92,0.04,67.26,3.49,0.12,2018-12-13
코스닥 150 소재,1273.28,8.62,0.67,16.63,2.26,1.04,2018-12-13
코스닥 150 산업재,219.53,0.43,0.2,39.15,1.33,0.76,2018-12-13
코스닥 150 필수소비재,698.63,0.51,0.07,27.87,1.45,0.58,2018-12-13
코스닥 150 자유소비재,1258.87,3.0,0.24,65.49,1.71,0.72,2018-12-13
일반서비스,3173.59,36.15,1.15,219.58,3.9,0.47,2018-12-13
제조,2277.3,16.38,0.72,49.29,1.73,0.66,2018-12-13
건설,77.05,1.54,2.04,7.29,0.75,1.71,2018-12-13
유통,461.21,3.63,0.78,71.18,2.27,0.35,2018-12-13
운송·창고,3686.27,25.68,0.7,7.84,0.45,1.09,2018-12-13
금융,627.84,4.47,0.72,21.55,0.77,0.98,2018-12-13
오락·문화,592.06,2.77,0.47,,2.69,0.15,2018-12-13
음식료·담배,9803.48,41.67,0.43,23.72,1.57,0.73,2018-12-13
섬유·의류,127.09,2.79,2.24,37.18,1.51,0.38,2018-12-13
코스닥,666.34,15.44,2.26,41.41,1.7,0.66,2018-12-14
코스닥 150,1131.89,37.54,3.21,39.75,2.93,0.45,2018-12-14
코스닥 150 정보기술,491.86,12.19,2.42,17.09,2.2,0.95,2018-12-14
코스닥 150 헬스케어,3845.38,146.5,3.67,238.73,5.98,0.11,2018-12-14
코스닥 150 커뮤니케이션서비스,2323.32,99.46,4.11,25.85,2.88,0.36,2018-12-14
코스닥 150 소재,1227.05,46.23,3.63,20.48,2.27,0.96,2018-12-14
코스닥 150 산업재,214.43,5.1,2.32,26.57,1.3,0.81,2018-12-14
코스닥 150 필수소비재,685.0,13.63,1.95,28.74,1.64,0.56,2018-12-14
코스닥 150 자유소비재,1243.8,15.07,1.2,41.49,1.79,0.73,2018-12-14
일반서비스,3084.38,89.21,2.81,213.39,3.79,0.48,2018-12-14
제조,2221.36,55.94,2.46,48.09,1.69,0.67,2018-12-14
건설,76.34,0.71,0.92,7.23,0.75,1.73,2018-12-14
유통,447.91,13.3,2.88,69.11,2.2,0.36,2018-12-14
운송·창고,3648.91,37.36,1.01,7.76,0.45,1.1,2018-12-14
금융,621.97,5.87,0.93,21.35,0.77,0.99,2018-12-14
오락·문화,593.2,1.14,0.19,,2.69,0.15,2018-12-14
음식료·담배,9588.56,214.92,2.19,23.55,1.57,0.73,2018-12-14
섬유·의류,126.47,0.62,0.49,37.01,1.51,0.38,2018-12-14
코스닥,661.9,4.44,0.67,41.16,1.69,0.66,2018-12-17
코스닥 150,1125.88,6.01,0.53,39.54,2.92,0.46,2018-12-17
코스닥 150 정보기술,490.23,1.63,0.33,17.03,2.19,0.95,2018-12-17
코스닥 150 헬스케어,3796.93,48.45,1.26,235.76,5.9,0.11,2018-12-17
코스닥 150 커뮤니케이션서비스,2287.42,35.9,1.55,25.46,2.83,0.37,2018-12-17
코스닥 150 소재,1206.72,20.33,1.66,20.14,2.23,0.98,2018-12-17
코스닥 150 산업재,213.46,0.97,0.45,26.45,1.3,0.82,2018-12-17
코스닥 150 필수소비재,686.1,1.1,0.16,28.78,1.64,0.56,2018-12-17
코스닥 150 자유소비재,1287.41,43.61,3.51,42.95,1.85,0.71,2018-12-17
일반서비스,3020.97,63.41,2.06,209.0,3.71,0.49,2018-12-17
제조,2200.74,20.62,0.93,47.71,1.68,0.68,2018-12-17
건설,75.57,0.77,1.01,7.16,0.74,1.75,2018-12-17
유통,451.15,3.24,0.72,69.63,2.22,0.36,2018-12-17
운송·창고,3607.0,41.91,1.15,7.67,0.44,1.11,2018-12-17
금융,621.69,0.28,0.05,21.31,0.77,1.0,2018-12-17
오락·문화,602.3,9.1,1.53,,2.74,0.14,2018-12-17
음식료·담배,9556.67,31.89,0.33,23.47,1.56,0.73,2018-12-17
섬유·의류,125.39,1.08,0.85,36.77,1.5,0.39,2018-12-17
코스닥,659.67,2.23,0.34,41.01,1.69,0.66,2018-12-18
코스닥 150,1123.07,2.81,0.25,39.44,2.91,0.46,2018-12-18
코스닥 150 정보기술,483.53,6.7,1.37,16.8,2.16,0.96,2018-12-18
코스닥 150 헬스케어,3826.56,29.63,0.78,237.6,5.95,0.11,2018-12-18
코스닥 150 커뮤니케이션서비스,2261.74,25.68,1.12,25.17,2.8,0.37,2018-12-18
코스닥 150 소재,1193.59,13.13,1.09,19.92,2.21,0.99,2018-12-18
코스닥 150 산업재,210.62,2.84,1.33,26.1,1.28,0.83,2018-12-18
