지수명,종가,대비,등락률,PER,PBR,배당수익률,거래일자
코스피,1926.44,10.85,0.57,15.35,1.12,1.12,2015-01-02
코스피 200,244.79,0.74,0.3,13.21,1.1,1.17,2015-01-02
코스피 100,1848.55,5.56,0.3,12.46,1.09,1.17,2015-01-02
코스피 50,1587.6,6.13,0.39,10.76,1.08,1.21,2015-01-02
코스피 200 중소형주,904.81,3.06,0.34,,,,2015-01-02
코스피 200 초대형제외 지수,221.96,0.73,0.33,,,,2015-01-02
코스피200제외 코스피지수,2271.51,52.05,2.35,,,,2015-01-02
코스피 200 커뮤니케이션서비스,1424.03,15.53,1.1,,,,2015-01-02
코스피 200 건설,307.05,4.12,1.32,,1.02,1.18,2015-01-02
코스피 200 중공업,366.21,1.17,0.32,121.32,1.01,0.97,2015-01-02
코스피 200 철강/소재,911.01,19.9,2.23,12.98,0.7,1.92,2015-01-02
코스피 200 에너지/화학,792.94,4.33,0.54,21.27,0.76,2.01,2015-01-02
코스피 200 정보기술,1562.76,11.06,0.71,8.83,1.64,0.83,2015-01-02
코스피 200 금융,718.11,3.1,0.43,16.82,0.76,1.29,2015-01-02
코스피 200 생활소비재,1146.03,10.98,0.97,30.85,1.19,1.28,2015-01-02
코스피 200 경기소비재,1796.73,4.57,0.25,8.23,1.15,1.12,2015-01-02
코스피 200 산업재,792.52,1.67,0.21,,,,2015-01-02
코스피 200 헬스케어,1106.47,7.39,0.66,,,,2015-01-02
음식료·담배,4184.06,28.45,0.68,24.68,1.46,0.78,2015-01-02
코스피,1915.75,10.69,0.55,15.26,1.11,1.13,2015-01-05
코스피 200,244.26,0.53,0.22,13.17,1.1,1.17,2015-01-05
코스피 100,1843.45,5.1,0.28,12.42,1.09,1.17,2015-01-05
코스피 50,1583.53,4.07,0.26,10.72,1.07,1.22,2015-01-05
코스피 200 중소형주,910.61,5.8,0.64,,,,2015-01-05
코스피 200 초대형제외 지수,221.18,0.78,0.35,,,,2015-01-05
코스피200제외 코스피지수,2222.59,48.92,2.15,,,,2015-01-05
코스피 200 커뮤니케이션서비스,1459.26,35.23,2.47,,,,2015-01-05
코스피 200 건설,303.84,3.21,1.05,,1.02,1.19,2015-01-05
코스피 200 중공업,359.83,6.38,1.74,119.2,0.99,0.99,2015-01-05
코스피 200 철강/소재,907.0,4.01,0.44,12.88,0.69,1.94,2015-01-05
코스피 200 에너지/화학,781.86,11.08,1.4,20.98,0.75,2.04,2015-01-05
코스피 200 정보기술,1575.57,12.81,0.82,8.87,1.64,0.82,2015-01-05
코스피 200 금융,712.04,6.07,0.85,16.68,0.76,1.3,2015-01-05
코스피 200 생활소비재,1149.49,3.46,0.3,30.91,1.2,1.28,2015-01-05
코스피 200 경기소비재,1786.88,9.85,0.55,8.18,1.15,1.12,2015-01-05
코스피 200 산업재,786.56,5.96,0.75,,,,2015-01-05
코스피 200 헬스케어,1109.61,3.14,0.28,,,,2015-01-05
음식료·담배,4238.19,54.13,1.29,25.0,1.48,0.77,2015-01-05
코스피,1882.45,33.3,1.74,15.0,1.09,1.15,2015-01-06
코스피 200,239.93,4.33,1.77,12.94,1.08,1.19,2015-01-06
코스피 100,1809.88,33.57,1.82,12.19,1.07,1.19,2015-01-06
코스피 50,1554.2,29.33,1.85,10.52,1.05,1.24,2015-01-06
코스피 200 중소형주,901.26,9.35,1.03,,,,2015-01-06
코스피 200 초대형제외 지수,217.97,3.21,1.45,,,,2015-01-06
코스피200제외 코스피지수,2188.86,33.73,1.52,,,,2015-01-06
코스피 200 커뮤니케이션서비스,1452.35,6.91,0.47,,,,2015-01-06
코스피 200 건설,297.84,6.0,1.97,,0.99,1.21,2015-01-06
코스피 200 중공업,348.92,10.91,3.03,115.8,0.96,1.01,2015-01-06
코스피 200 철강/소재,897.23,9.77,1.08,12.71,0.68,1.97,2015-01-06
코스피 200 에너지/화학,756.92,24.94,3.19,20.32,0.73,2.1,2015-01-06
코스피 200 정보기술,1559.34,16.23,1.03,8.7,1.61,0.84,2015-01-06
코스피 200 금융,706.75,5.29,0.74,16.55,0.75,1.31,2015-01-06
코스피 200 생활소비재,1137.13,12.36,1.08,30.56,1.18,1.29,2015-01-06
코스피 200 경기소비재,1748.28,38.6,2.16,8.01,1.12,1.15,2015-01-06
코스피 200 산업재,777.8,8.76,1.11,,,,2015-01-06
코스피 200 헬스케어,1101.04,8.57,0.77,,,,2015-01-06
음식료·담배,4188.61,49.58,1.17,24.7,1.47,0.78,2015-01-06
코스피,1883.83,1.38,0.07,15.05,1.09,1.15,2015-01-07
코스피 200,240.53,0.6,0.25,13.0,1.08,1.19,2015-01-07
코스피 100,1814.94,5.06,0.28,12.23,1.07,1.19,2015-01-07
코스피 50,1560.2,6.0,0.39,10.57,1.06,1.24,2015-01-07
코스피 200 중소형주,899.79,1.47,0.16,,,,2015-01-07
코스피 200 초대형제외 지수,218.09,0.12,0.06,,,,2015-01-07
코스피200제외 코스피지수,2171.79,17.07,0.78,,,,2015-01-07
코스피 200 커뮤니케이션서비스,1430.92,21.43,1.48,,,,2015-01-07
코스피 200 건설,298.05,0.21,0.07,,1.0,1.21,2015-01-07
코스피 200 중공업,347.27,1.65,0.47,115.36,0.96,1.02,2015-01-07
코스피 200 철강/소재,905.21,7.98,0.89,12.85,0.69,1.94,2015-01-07
코스피 200 에너지/화학,756.03,0.89,0.12,20.3,0.73,2.11,2015-01-07
코스피 200 정보기술,1556.39,2.95,0.19,8.74,1.62,0.83,2015-01-07
코스피 200 금융,703.52,3.23,0.46,16.5,0.75,1.32,2015-01-07
코스피 200 생활소비재,1131.94,5.19,0.46,30.44,1.18,1.3,2015-01-07
코스피 200 경기소비재,1769.73,21.45,1.23,8.1,1.13,1.13,2015-01-07
코스피 200 산업재,771.37,6.43,0.83,,,,2015-01-07
코스피 200 헬스케어,1093.17,7.87,0.71,,,,2015-01-07
음식료·담배,4187.31,1.3,0.03,24.7,1.47,0.78,2015-01-07
코스피,1904.65,20.82,1.11,15.22,1.11,1.14,2015-01-08
코스피 200,243.94,3.41,1.42,13.17,1.09,1.18,2015-01-08
코스피 100,1841.72,26.78,1.48,12.39,1.09,1.17,2015-01-08
코스피 50,1585.23,25.03,1.6,10.72,1.07,1.22,2015-01-08
코스피 200 중소형주,904.23,4.44,0.49,,,,2015-01-08
코스피 200 초대형제외 지수,221.74,3.65,1.67,,,,2015-01-08
코스피200제외 코스피지수,2176.39,4.6,0.21,,,,2015-01-08
코스피 200 커뮤니케이션서비스,1420.53,10.39,0.73,,,,2015-01-08
코스피 200 건설,301.6,3.55,1.19,,1.01,1.19,2015-01-08
코스피 200 중공업,346.91,0.36,0.1,115.14,0.96,1.02,2015-01-08
코스피 200 철강/소재,917.94,12.73,1.41,13.1,0.7,1.91,2015-01-08
코스피 200 에너지/화학,765.17,9.14,1.21,20.51,0.73,2.08,2015-01-08
코스피 200 정보기술,1596.83,40.44,2.6,8.87,1.64,0.82,2015-01-08
코스피 200 금융,724.56,21.04,2.99,16.94,0.77,1.28,2015-01-08
코스피 200 생활소비재,1129.09,2.85,0.25,30.33,1.17,1.3,2015-01-08
코스피 200 경기소비재,1793.41,23.68,1.34,8.21,1.15,1.12,2015-01-08
코스피 200 산업재,783.28,11.91,1.54,,,,2015-01-08
코스피 200 헬스케어,1088.94,4.23,0.39,,,,2015-01-08
음식료·담배,4168.76,18.55,0.44,24.59,1.46,0.78,2015-01-08
코스피,1924.7,20.05,1.05,15.59,1.12,1.13,2015-01-09
코스피 200,246.05,2.11,0.86,13.29,1.1,1.17,2015-01-09
코스피 100,1857.6,15.88,0.86,12.5,1.1,1.16,2015-01-09
코스피 50,1597.38,12.15,0.77,10.81,1.08,1.21,2015-01-09
코스피 200 중소형주,912.71,8.48,0.94,,,,2015-01-09
코스피 200 초대형제외 지수,224.22,2.48,1.12,,,,2015-01-09
코스피200제외 코스피지수,2216.68,40.29,1.85,,,,2015-01-09
코스피 200 커뮤니케이션서비스,1426.11,5.58,0.39,,,,2015-01-09
코스피 200 건설,305.29,3.69,1.22,,1.02,1.18,2015-01-09
코스피 200 중공업,354.12,7.21,2.08,117.49,0.98,1.0,2015-01-09
코스피 200 철강/소재,931.58,13.64,1.49,13.3,0.71,1.88,2015-01-09
코스피 200 에너지/화학,788.54,23.37,3.05,21.13,0.76,2.02,2015-01-09
코스피 200 정보기술,1601.11,4.28,0.27,8.88,1.65,0.82,2015-01-09
코스피 200 금융,731.51,6.95,0.96,17.11,0.78,1.27,2015-01-09
코스피 200 생활소비재,1131.55,2.46,0.22,30.42,1.18,1.3,2015-01-09
코스피 200 경기소비재,1823.87,30.46,1.7,8.35,1.17,1.1,2015-01-09
코스피 200 산업재,790.05,6.77,0.86,,,,2015-01-09
코스피 200 헬스케어,1101.16,12.22,1.12,,,,2015-01-09
음식료·담배,4218.3,49.54,1.19,24.88,1.48,0.77,2015-01-09
코스피,1920.95,3.75,0.19,15.56,1.12,1.13,2015-01-12
코스피 200,245.7,0.35,0.14,13.27,1.1,1.17,2015-01-12
코스피 100,1854.17,3.43,0.18,12.48,1.1,1.16,2015-01-12
코스피 50,1593.38,4.0,0.25,10.78,1.08,1.21,2015-01-12
코스피 200 중소형주,917.27,4.56,0.5,,,,2015-01-12
코스피 200 초대형제외 지수,223.71,0.51,0.23,,,,2015-01-12
코스피200제외 코스피지수,2202.09,14.59,0.66,,,,2015-01-12
코스피 200 커뮤니케이션서비스,1438.17,12.06,0.85,,,,2015-01-12
코스피 200 건설,304.1,1.19,0.39,,1.02,1.18,2015-01-12
코스피 200 중공업,350.93,3.19,0.9,116.43,0.97,1.01,2015-01-12
코스피 200 철강/소재,938.5,6.92,0.74,13.37,0.72,1.87,2015-01-12
코스피 200 에너지/화학,792.15,3.61,0.46,21.23,0.76,2.01,2015-01-12
코스피 200 정보기술,1610.95,9.84,0.61,8.92,1.65,0.82,2015-01-12
코스피 200 금융,713.9,17.61,2.41,16.69,0.76,1.3,2015-01-12
코스피 200 생활소비재,1142.64,11.09,0.98,30.69,1.19,1.29,2015-01-12
코스피 200 경기소비재,1814.11,9.76,0.54,8.31,1.16,1.11,2015-01-12
코스피 200 산업재,784.77,5.28,0.67,,,,2015-01-12
코스피 200 헬스케어,1110.36,9.2,0.84,,,,2015-01-12
음식료·담배,4234.17,15.87,0.38,24.97,1.48,0.77,2015-01-12
코스피,1917.14,3.81,0.2,15.54,1.11,1.13,2015-01-13
코스피 200,246.29,0.59,0.24,13.3,1.1,1.16,2015-01-13
코스피 100,1858.77,4.6,0.25,12.51,1.1,1.16,2015-01-13
코스피 50,1598.88,5.5,0.35,10.8,1.08,1.21,2015-01-13
코스피 200 중소형주,918.55,1.28,0.14,,,,2015-01-13
코스피 200 초대형제외 지수,223.27,0.44,0.2,,,,2015-01-13
코스피200제외 코스피지수,2159.21,42.88,1.95,,,,2015-01-13
코스피 200 커뮤니케이션서비스,1431.04,7.13,0.5,,,,2015-01-13
코스피 200 건설,302.91,1.19,0.39,,1.01,1.19,2015-01-13
코스피 200 중공업,340.69,10.24,2.92,111.33,0.93,1.06,2015-01-13
코스피 200 철강/소재,935.01,3.49,0.37,13.23,0.71,1.89,2015-01-13
코스피 200 에너지/화학,788.62,3.53,0.45,21.13,0.76,2.02,2015-01-13
코스피 200 정보기술,1595.82,15.13,0.94,8.95,1.66,0.81,2015-01-13
코스피 200 금융,712.15,1.75,0.25,16.77,0.75,1.3,2015-01-13
코스피 200 생활소비재,1142.09,0.55,0.05,30.71,1.19,1.29,2015-01-13
코스피 200 경기소비재,1859.94,45.83,2.53,8.48,1.19,1.08,2015-01-13
코스피 200 산업재,767.74,17.03,2.17,,,,2015-01-13
코스피 200 헬스케어,1110.5,0.14,0.01,,,,2015-01-13
음식료·담배,4237.02,2.85,0.07,24.99,1.48,0.77,2015-01-13
코스피,1913.66,3.48,0.18,15.51,1.11,1.13,2015-01-14
코스피 200,245.99,0.3,0.12,13.27,1.1,1.17,2015-01-14
코스피 100,1856.27,2.5,0.13,12.47,1.09,1.16,2015-01-14
코스피 50,1596.31,2.57,0.16,10.77,1.08,1.21,2015-01-14
코스피 200 중소형주,918.96,0.41,0.04,,,,2015-01-14
코스피 200 초대형제외 지수,222.62,0.65,0.29,,,,2015-01-14
코스피200제외 코스피지수,2160.07,0.86,0.04,,,,2015-01-14
코스피 200 커뮤니케이션서비스,1418.99,12.05,0.84,,,,2015-01-14
코스피 200 건설,303.58,0.67,0.22,,1.01,1.19,2015-01-14
코스피 200 중공업,335.16,5.53,1.62,108.26,0.9,1.09,2015-01-14
코스피 200 철강/소재,929.49,5.52,0.59,13.17,0.71,1.9,2015-01-14
코스피 200 에너지/화학,787.19,1.43,0.18,21.08,0.75,2.03,2015-01-14
코스피 200 정보기술,1599.28,3.46,0.22,8.98,1.66,0.81,2015-01-14
코스피 200 금융,721.1,8.95,1.26,16.96,0.76,1.28,2015-01-14
코스피 200 생활소비재,1131.34,10.75,0.94,30.45,1.18,1.3,2015-01-14
코스피 200 경기소비재,1835.31,24.63,1.32,8.39,1.17,1.1,2015-01-14
코스피 200 산업재,759.5,8.24,1.07,,,,2015-01-14
코스피 200 헬스케어,1114.18,3.68,0.33,,,,2015-01-14
음식료·담배,4267.18,30.16,0.71,25.17,1.49,0.76,2015-01-14
코스피,1914.14,0.48,0.03,15.52,1.11,1.13,2015-01-15
코스피 200,245.76,0.23,0.09,13.26,1.1,1.17,2015-01-15
코스피 100,1853.41,2.86,0.15,12.46,1.09,1.17,2015-01-15
코스피 50,1592.4,3.91,0.24,10.74,1.08,1.22,2015-01-15
코스피 200 중소형주,926.62,7.66,0.83,,,,2015-01-15
코스피 200 초대형제외 지수,222.9,0.28,0.13,,,,2015-01-15
코스피200제외 코스피지수,2169.69,9.62,0.45,,,,2015-01-15
코스피 200 커뮤니케이션서비스,1441.38,22.39,1.58,,,,2015-01-15
코스피 200 건설,300.21,3.37,1.11,,1.01,1.2,2015-01-15
코스피 200 중공업,332.0,3.16,0.94,107.7,0.89,1.09,2015-01-15
코스피 200 철강/소재,921.39,8.1,0.87,12.98,0.7,1.92,2015-01-15
코스피 200 에너지/화학,789.42,2.23,0.28,21.16,0.76,2.02,2015-01-15
코스피 200 정보기술,1617.5,18.22,1.14,8.99,1.67,0.81,2015-01-15
코스피 200 금융,714.51,6.59,0.91,16.76,0.75,1.3,2015-01-15
코스피 200 생활소비재,1143.33,11.99,1.06,30.8,1.19,1.28,2015-01-15
코스피 200 경기소비재,1836.08,0.77,0.04,8.39,1.17,1.1,2015-01-15
코스피 200 산업재,754.16,5.34,0.7,,,,2015-01-15
코스피 200 헬스케어,1121.34,7.16,0.64,,,,2015-01-15
음식료·담배,4306.37,39.19,0.92,25.4,1.51,0.75,2015-01-15
코스피,1888.13,26.01,1.36,15.31,1.1,1.14,2015-01-16
코스피 200,242.22,3.54,1.44,13.08,1.09,1.18,2015-01-16
코스피 100,1825.24,28.17,1.52,12.27,1.08,1.18,2015-01-16
코스피 50,1567.64,24.76,1.55,10.57,1.06,1.24,2015-01-16
코스피 200 중소형주,923.93,2.69,0.29,,,,2015-01-16
코스피 200 초대형제외 지수,219.62,3.28,1.47,,,,2015-01-16
코스피200제외 코스피지수,2148.12,21.57,0.99,,,,2015-01-16
코스피 200 커뮤니케이션서비스,1439.78,1.6,0.11,,,,2015-01-16
코스피 200 건설,290.32,9.89,3.29,,0.98,1.23,2015-01-16
코스피 200 중공업,326.58,5.42,1.63,106.11,0.88,1.11,2015-01-16
코스피 200 철강/소재,921.6,0.21,0.02,12.99,0.69,1.93,2015-01-16
코스피 200 에너지/화학,779.29,10.13,1.28,20.88,0.75,2.05,2015-01-16
코스피 200 정보기술,1590.65,26.85,1.66,8.86,1.64,0.82,2015-01-16
코스피 200 금융,699.42,15.09,2.11,16.38,0.74,1.33,2015-01-16
코스피 200 생활소비재,1138.63,4.7,0.41,30.64,1.19,1.29,2015-01-16
코스피 200 경기소비재,1811.05,25.03,1.36,8.26,1.16,1.11,2015-01-16
코스피 200 산업재,739.54,14.62,1.94,,,,2015-01-16
코스피 200 헬스케어,1118.79,2.55,0.23,,,,2015-01-16
음식료·담배,4290.8,15.57,0.36,25.31,1.5,0.76,2015-01-16
코스피,1902.62,14.49,0.77,15.42,1.1,1.14,2015-01-19
코스피 200,244.78,2.56,1.06,13.21,1.1,1.17,2015-01-19
코스피 100,1844.51,19.27,1.06,12.4,1.09,1.17,2015-01-19
코스피 50,1583.95,16.31,1.04,10.68,1.07,1.22,2015-01-19
코스피 200 중소형주,933.85,9.92,1.07,,,,2015-01-19
코스피 200 초대형제외 지수,221.3,1.68,0.76,,,,2015-01-19
코스피200제외 코스피지수,2133.37,14.75,0.69,,,,2015-01-19
코스피 200 커뮤니케이션서비스,1429.63,10.15,0.7,,,,2015-01-19
코스피 200 건설,296.23,5.91,2.04,,0.99,1.21,2015-01-19
코스피 200 중공업,341.37,14.79,4.53,110.27,0.92,1.07,2015-01-19
코스피 200 철강/소재,930.66,9.06,0.98,13.1,0.7,1.91,2015-01-19
코스피 200 에너지/화학,809.27,29.98,3.85,21.65,0.77,1.97,2015-01-19
코스피 200 정보기술,1592.78,2.13,0.13,8.95,1.66,0.81,2015-01-19
코스피 200 금융,706.5,7.08,1.01,16.54,0.74,1.32,2015-01-19
코스피 200 생활소비재,1135.09,3.54,0.31,30.59,1.18,1.29,2015-01-19
코스피 200 경기소비재,1815.01,3.96,0.22,8.29,1.16,1.11,2015-01-19
코스피 200 산업재,749.25,9.71,1.31,,,,2015-01-19
코스피 200 헬스케어,1129.42,10.63,0.95,,,,2015-01-19
음식료·담배,4294.77,3.97,0.09,25.33,1.5,0.76,2015-01-19
코스피,1918.31,15.69,0.82,15.56,1.11,1.13,2015-01-20
코스피 200,247.24,2.46,1.0,13.36,1.11,1.16,2015-01-20
코스피 100,1864.01,19.5,1.06,12.54,1.1,1.16,2015-01-20
코스피 50,1601.99,18.04,1.14,10.8,1.08,1.21,2015-01-20
코스피 200 중소형주,936.05,2.2,0.24,,,,2015-01-20
코스피 200 초대형제외 지수,222.76,1.46,0.66,,,,2015-01-20
코스피200제외 코스피지수,2127.46,5.91,0.28,,,,2015-01-20
코스피 200 커뮤니케이션서비스,1438.94,9.31,0.65,,,,2015-01-20
코스피 200 건설,296.75,0.52,0.18,,0.99,1.21,2015-01-20
코스피 200 중공업,340.46,0.91,0.27,110.0,0.91,1.07,2015-01-20
코스피 200 철강/소재,933.49,2.83,0.3,13.13,0.7,1.91,2015-01-20
코스피 200 에너지/화학,813.76,4.49,0.55,21.77,0.78,1.96,2015-01-20
코스피 200 정보기술,1606.87,14.09,0.88,9.09,1.68,0.8,2015-01-20
코스피 200 금융,707.53,1.03,0.15,16.66,0.74,1.31,2015-01-20
코스피 200 생활소비재,1159.54,24.45,2.15,31.33,1.21,1.26,2015-01-20
코스피 200 경기소비재,1821.29,6.28,0.35,8.32,1.16,1.1,2015-01-20
코스피 200 산업재,749.81,0.56,0.07,,,,2015-01-20
코스피 200 헬스케어,1133.26,3.84,0.34,,,,2015-01-20
음식료·담배,4387.98,93.21,2.17,25.88,1.54,0.74,2015-01-20
코스피,1921.23,2.92,0.15,15.58,1.12,1.12,2015-01-21
코스피 200,248.59,1.35,0.55,13.42,1.11,1.16,2015-01-21
코스피 100,1874.61,10.6,0.57,12.6,1.1,1.15,2015-01-21
코스피 50,1613.97,11.98,0.75,10.88,1.09,1.2,2015-01-21
코스피 200 중소형주,938.11,2.06,0.22,,,,2015-01-21
코스피 200 초대형제외 지수,223.22,0.46,0.21,,,,2015-01-21
코스피200제외 코스피지수,2097.14,30.32,1.43,,,,2015-01-21
코스피 200 커뮤니케이션서비스,1448.47,9.53,0.66,,,,2015-01-21
코스피 200 건설,296.49,0.26,0.09,,0.99,1.21,2015-01-21
코스피 200 중공업,336.45,4.01,1.18,108.23,0.9,1.09,2015-01-21
코스피 200 철강/소재,934.32,0.83,0.09,13.13,0.7,1.91,2015-01-21
코스피 200 에너지/화학,815.1,1.34,0.16,21.8,0.78,1.96,2015-01-21
코스피 200 정보기술,1621.98,15.11,0.94,9.2,1.71,0.79,2015-01-21
코스피 200 금융,716.77,9.24,1.31,16.89,0.75,1.29,2015-01-21
코스피 200 생활소비재,1165.44,5.9,0.51,31.44,1.22,1.26,2015-01-21
코스피 200 경기소비재,1803.05,18.24,1.0,8.22,1.15,1.12,2015-01-21
코스피 200 산업재,751.17,1.36,0.18,,,,2015-01-21
코스피 200 헬스케어,1135.82,2.56,0.23,,,,2015-01-21
음식료·담배,4444.54,56.56,1.29,26.21,1.56,0.73,2015-01-21
코스피,1920.82,0.41,0.02,15.58,1.12,1.12,2015-01-22
코스피 200,248.47,0.12,0.05,13.42,1.11,1.15,2015-01-22
코스피 100,1873.43,1.18,0.06,12.6,1.1,1.15,2015-01-22
코스피 50,1611.93,2.04,0.13,10.87,1.09,1.2,2015-01-22
코스피 200 중소형주,939.65,1.54,0.16,,,,2015-01-22
코스피 200 초대형제외 지수,223.91,0.69,0.31,,,,2015-01-22
코스피200제외 코스피지수,2086.34,10.8,0.51,,,,2015-01-22
코스피 200 커뮤니케이션서비스,1441.31,7.16,0.49,,,,2015-01-22
코스피 200 건설,301.59,5.1,1.72,,1.01,1.19,2015-01-22
코스피 200 중공업,341.84,5.39,1.6,109.74,0.91,1.07,2015-01-22
코스피 200 철강/소재,944.22,9.9,1.06,13.3,0.71,1.89,2015-01-22
코스피 200 에너지/화학,832.78,17.68,2.17,22.26,0.8,1.92,2015-01-22
코스피 200 정보기술,1602.79,19.19,1.18,9.1,1.69,0.8,2015-01-22
코스피 200 금융,715.91,0.86,0.12,16.84,0.75,1.3,2015-01-22
코스피 200 생활소비재,1177.46,12.02,1.03,31.83,1.23,1.24,2015-01-22
코스피 200 경기소비재,1795.34,7.71,0.43,8.19,1.15,1.12,2015-01-22
코스피 200 산업재,754.52,3.35,0.45,,,,2015-01-22
코스피 200 헬스케어,1127.23,8.59,0.76,,,,2015-01-22
음식료·담배,4455.7,11.16,0.25,26.28,1.56,0.73,2015-01-22
코스피,1936.09,15.27,0.79,15.71,1.12,1.11,2015-01-23
코스피 200,250.32,1.85,0.74,13.52,1.12,1.15,2015-01-23
코스피 100,1888.04,14.61,0.78,12.7,1.11,1.14,2015-01-23
코스피 50,1624.66,12.73,0.79,10.96,1.1,1.19,2015-01-23
코스피 200 중소형주,941.69,2.04,0.22,,,,2015-01-23
코스피 200 초대형제외 지수,225.69,1.78,0.79,,,,2015-01-23
코스피200제외 코스피지수,2112.59,26.25,1.26,,,,2015-01-23
코스피 200 커뮤니케이션서비스,1473.66,32.35,2.24,,,,2015-01-23
코스피 200 건설,299.26,2.33,0.77,,1.01,1.2,2015-01-23
코스피 200 중공업,340.14,1.7,0.5,109.24,0.91,1.08,2015-01-23
코스피 200 철강/소재,938.51,5.71,0.6,13.21,0.7,1.9,2015-01-23
코스피 200 에너지/화학,834.03,1.25,0.15,22.29,0.8,1.92,2015-01-23
코스피 200 정보기술,1623.1,20.31,1.27,9.18,1.7,0.79,2015-01-23
코스피 200 금융,730.5,14.59,2.04,17.19,0.77,1.27,2015-01-23
코스피 200 생활소비재,1191.58,14.12,1.2,32.17,1.25,1.23,2015-01-23
코스피 200 경기소비재,1799.75,4.41,0.25,8.21,1.15,1.12,2015-01-23
코스피 200 산업재,751.23,3.29,0.44,,,,2015-01-23
코스피 200 헬스케어,1125.08,2.15,0.19,,,,2015-01-23
음식료·담배,4467.72,12.02,0.27,26.35,1.56,0.73,2015-01-23
코스피,1935.68,0.41,0.02,15.73,1.12,1.12,2015-01-26
코스피 200,250.14,0.18,0.07,13.53,1.12,1.15,2015-01-26
코스피 100,1886.31,1.73,0.09,12.71,1.11,1.15,2015-01-26
코스피 50,1623.03,1.63,0.1,10.95,1.1,1.19,2015-01-26
코스피 200 중소형주,943.71,2.02,0.21,,,,2015-01-26
코스피 200 초대형제외 지수,225.33,0.36,0.16,,,,2015-01-26
코스피200제외 코스피지수,2118.06,5.47,0.26,,,,2015-01-26
코스피 200 커뮤니케이션서비스,1479.5,5.84,0.4,,,,2015-01-26
코스피 200 건설,298.78,0.48,0.16,,1.0,1.2,2015-01-26
코스피 200 중공업,341.85,1.71,0.5,156.35,0.92,1.07,2015-01-26
코스피 200 철강/소재,924.05,14.46,1.54,12.95,0.69,1.94,2015-01-26
코스피 200 에너지/화학,825.22,8.81,1.06,22.08,0.79,1.94,2015-01-26
코스피 200 정보기술,1629.76,6.66,0.41,9.21,1.71,0.79,2015-01-26
코스피 200 금융,737.31,6.81,0.93,17.32,0.77,1.26,2015-01-26
코스피 200 생활소비재,1193.83,2.25,0.19,32.25,1.25,1.23,2015-01-26
코스피 200 경기소비재,1779.86,19.89,1.11,8.12,1.14,1.13,2015-01-26
코스피 200 산업재,748.78,2.45,0.33,,,,2015-01-26
코스피 200 헬스케어,1127.96,2.88,0.26,,,,2015-01-26
음식료·담배,4472.04,4.32,0.1,26.37,1.57,0.73,2015-01-26
코스피,1952.4,16.72,0.86,15.86,1.13,1.11,2015-01-27
코스피 200,252.2,2.06,0.82,13.65,1.13,1.14,2015-01-27
코스피 100,1902.21,15.9,0.84,12.82,1.12,1.14,2015-01-27
코스피 50,1635.93,12.9,0.79,11.04,1.11,1.18,2015-01-27
코스피 200 중소형주,948.73,5.02,0.53,,,,2015-01-27
코스피 200 초대형제외 지수,227.21,1.88,0.83,,,,2015-01-27
코스피200제외 코스피지수,2137.23,19.17,0.91,,,,2015-01-27
코스피 200 커뮤니케이션서비스,1474.38,5.12,0.35,,,,2015-01-27
코스피 200 건설,299.33,0.55,0.18,,1.01,1.19,2015-01-27
코스피 200 중공업,349.19,7.34,2.15,160.16,0.94,1.05,2015-01-27
코스피 200 철강/소재,926.06,2.01,0.22,12.87,0.69,1.94,2015-01-27
코스피 200 에너지/화학,857.92,32.7,3.96,22.95,0.82,1.86,2015-01-27
코스피 200 정보기술,1646.74,16.98,1.04,9.3,1.72,0.78,2015-01-27
코스피 200 금융,741.97,4.66,0.63,17.42,0.78,1.25,2015-01-27
코스피 200 생활소비재,1197.94,4.11,0.34,32.37,1.25,1.22,2015-01-27
코스피 200 경기소비재,1784.27,4.41,0.25,8.13,1.14,1.13,2015-01-27
코스피 200 산업재,746.33,2.45,0.33,,,,2015-01-27
코스피 200 헬스케어,1130.29,2.33,0.21,,,,2015-01-27
음식료·담배,4531.6,59.56,1.33,26.73,1.59,0.72,2015-01-27
코스피,1961.58,9.18,0.47,15.94,1.14,1.1,2015-01-28
코스피 200,252.21,0.01,0.0,13.66,1.13,1.14,2015-01-28
코스피 100,1901.04,1.17,0.06,12.83,1.12,1.14,2015-01-28
코스피 50,1633.57,2.36,0.14,11.03,1.11,1.18,2015-01-28
코스피 200 중소형주,958.64,9.91,1.04,,,,2015-01-28
코스피 200 초대형제외 지수,228.31,1.1,0.48,,,,2015-01-28
코스피200제외 코스피지수,2191.96,54.73,2.56,,,,2015-01-28
코스피 200 커뮤니케이션서비스,1507.25,32.87,2.23,,,,2015-01-28
코스피 200 건설,309.59,10.26,3.43,,1.04,1.15,2015-01-28
코스피 200 중공업,362.57,13.38,3.83,166.85,0.98,1.0,2015-01-28
코스피 200 철강/소재,936.06,10.0,1.08,13.06,0.7,1.91,2015-01-28
코스피 200 에너지/화학,862.42,4.5,0.52,23.07,0.82,1.85,2015-01-28
코스피 200 정보기술,1649.3,2.56,0.16,9.23,1.71,0.79,2015-01-28
코스피 200 금융,729.99,11.98,1.61,17.19,0.77,1.27,2015-01-28
코스피 200 생활소비재,1202.54,4.6,0.38,32.52,1.26,1.22,2015-01-28
코스피 200 경기소비재,1785.28,1.01,0.06,8.14,1.14,1.13,2015-01-28
코스피 200 산업재,767.8,21.47,2.88,,,,2015-01-28
