지수명,종가,대비,등락률,PER,PBR,배당수익률,거래일자
음식료·담배,4144.57,70.49,1.73,15.96,1.04,1.37,2022-05-02
코스피,2680.46,6.99,0.26,11.1,1.07,1.85,2022-05-03
코스피 200,353.32,0.7,0.2,9.82,1.05,2.05,2022-05-03
코스피 100,2653.77,4.9,0.18,9.87,1.07,2.08,2022-05-03
코스피 50,2417.73,3.66,0.15,9.92,1.07,2.08,2022-05-03
코스피 200 중소형주,1313.17,5.13,0.39,9.25,0.86,1.7,2022-05-03
코스피 200 초대형제외 지수,262.27,1.05,0.4,9.23,0.96,2.02,2022-05-03
코스피200제외 코스피지수,3724.98,1.46,0.04,10.97,0.88,1.66,2022-05-03
코스피 200 커뮤니케이션서비스,2392.44,20.28,0.85,8.01,1.67,1.51,2022-05-03
코스피 200 건설,295.91,1.87,0.63,9.34,1.0,1.41,2022-05-03
코스피 200 중공업,298.56,1.06,0.35,,1.15,1.16,2022-05-03
코스피 200 철강/소재,989.05,15.01,1.49,5.08,0.61,2.76,2022-05-03
코스피 200 에너지/화학,1700.58,10.69,0.62,8.66,1.02,2.28,2022-05-03
코스피 200 정보기술,3267.33,8.08,0.25,12.27,1.31,1.26,2022-05-03
코스피 200 금융,701.46,0.49,0.07,5.15,0.48,4.95,2022-05-03
코스피 200 생활소비재,975.49,19.01,1.91,28.92,0.7,2.02,2022-05-03
코스피 200 경기소비재,1589.52,20.1,1.25,10.49,0.76,2.24,2022-05-03
코스피 200 산업재,640.8,2.65,0.41,10.6,1.38,1.41,2022-05-03
코스피 200 헬스케어,1979.74,19.13,0.96,54.35,4.62,0.28,2022-05-03
음식료·담배,4062.8,81.77,1.97,15.64,1.02,1.4,2022-05-03
코스피,2677.57,2.89,0.11,11.09,1.07,1.85,2022-05-04
코스피 200,353.85,0.53,0.15,9.84,1.05,2.05,2022-05-04
코스피 100,2658.41,4.64,0.17,9.89,1.07,2.08,2022-05-04
코스피 50,2420.83,3.1,0.13,9.93,1.07,2.07,2022-05-04
코스피 200 중소형주,1311.19,1.98,0.15,9.24,0.86,1.7,2022-05-04
코스피 200 초대형제외 지수,262.19,0.08,0.03,9.23,0.96,2.02,2022-05-04
코스피200제외 코스피지수,3698.38,26.6,0.71,10.89,0.88,1.67,2022-05-04
코스피 200 커뮤니케이션서비스,2384.83,7.61,0.32,7.98,1.67,1.51,2022-05-04
코스피 200 건설,297.47,1.56,0.53,9.39,1.01,1.41,2022-05-04
코스피 200 중공업,296.87,1.69,0.57,,1.14,1.17,2022-05-04
코스피 200 철강/소재,981.7,7.35,0.74,5.04,0.6,2.78,2022-05-04
코스피 200 에너지/화학,1711.3,10.72,0.63,8.71,1.03,2.27,2022-05-04
코스피 200 정보기술,3251.94,15.39,0.47,12.21,1.31,1.27,2022-05-04
코스피 200 금융,711.08,9.62,1.37,5.22,0.49,4.89,2022-05-04
코스피 200 생활소비재,972.66,2.83,0.29,28.83,0.69,2.03,2022-05-04
코스피 200 경기소비재,1591.04,1.52,0.1,10.5,0.76,2.24,2022-05-04
코스피 200 산업재,641.82,1.02,0.16,10.61,1.38,1.41,2022-05-04
코스피 200 헬스케어,1945.15,34.59,1.75,53.4,4.54,0.28,2022-05-04
음식료·담배,4014.48,48.32,1.19,15.45,1.01,1.42,2022-05-04
코스피,2644.51,33.06,1.23,10.95,1.06,1.88,2022-05-06
코스피 200,349.0,4.85,1.37,9.7,1.03,2.08,2022-05-06
코스피 100,2619.12,39.29,1.48,9.74,1.05,2.11,2022-05-06
코스피 50,2383.38,37.45,1.55,9.78,1.06,2.11,2022-05-06
코스피 200 중소형주,1309.05,2.14,0.16,9.22,0.86,1.7,2022-05-06
코스피 200 초대형제외 지수,259.34,2.85,1.09,9.13,0.95,2.04,2022-05-06
코스피200제외 코스피지수,3667.18,31.2,0.84,10.8,0.87,1.68,2022-05-06
코스피 200 커뮤니케이션서비스,2325.59,59.24,2.48,7.78,1.62,1.55,2022-05-06
코스피 200 건설,295.81,1.66,0.56,9.34,1.0,1.41,2022-05-06
코스피 200 중공업,296.19,0.68,0.23,,1.14,1.17,2022-05-06
코스피 200 철강/소재,970.67,11.03,1.12,4.99,0.6,2.81,2022-05-06
코스피 200 에너지/화학,1707.29,4.01,0.23,8.69,1.03,2.27,2022-05-06
코스피 200 정보기술,3203.19,48.75,1.5,12.03,1.29,1.29,2022-05-06
코스피 200 금융,706.04,5.04,0.71,5.18,0.49,4.92,2022-05-06
코스피 200 생활소비재,961.64,11.02,1.13,28.51,0.69,2.05,2022-05-06
코스피 200 경기소비재,1575.82,15.22,0.96,10.4,0.75,2.26,2022-05-06
코스피 200 산업재,648.1,6.28,0.98,10.72,1.39,1.39,2022-05-06
코스피 200 헬스케어,1906.61,38.54,1.98,52.34,4.45,0.29,2022-05-06
음식료·담배,3972.51,41.97,1.05,15.29,1.0,1.43,2022-05-06
코스피,2610.81,33.7,1.27,10.81,1.05,1.9,2022-05-09
코스피 200,345.41,3.59,1.03,9.6,1.02,2.1,2022-05-09
코스피 100,2595.72,23.4,0.89,9.66,1.04,2.13,2022-05-09
코스피 50,2362.61,20.77,0.87,9.69,1.05,2.12,2022-05-09
코스피 200 중소형주,1276.62,32.43,2.48,9.0,0.84,1.75,2022-05-09
코스피 200 초대형제외 지수,256.23,3.11,1.2,9.02,0.94,2.06,2022-05-09
코스피200제외 코스피지수,3570.4,96.78,2.64,10.5,0.85,1.73,2022-05-09
코스피 200 커뮤니케이션서비스,2322.8,2.79,0.12,7.77,1.62,1.55,2022-05-09
코스피 200 건설,289.79,6.02,2.04,9.15,0.98,1.44,2022-05-09
코스피 200 중공업,293.15,3.04,1.03,,1.13,1.18,2022-05-09
코스피 200 철강/소재,952.63,18.04,1.86,4.89,0.59,2.86,2022-05-09
코스피 200 에너지/화학,1671.02,36.27,2.12,8.51,1.0,2.32,2022-05-09
코스피 200 정보기술,3147.03,56.16,1.75,11.82,1.26,1.31,2022-05-09
코스피 200 금융,702.75,3.29,0.47,5.15,0.48,4.95,2022-05-09
코스피 200 생활소비재,949.2,12.44,1.29,28.14,0.68,2.08,2022-05-09
코스피 200 경기소비재,1554.25,21.57,1.37,10.25,0.74,2.29,2022-05-09
코스피 200 산업재,639.63,8.47,1.31,10.58,1.37,1.41,2022-05-09
코스피 200 헬스케어,1885.4,21.21,1.11,51.76,4.4,0.29,2022-05-09
음식료·담배,3907.51,65.0,1.64,15.04,0.98,1.45,2022-05-09
코스피,2596.56,14.25,0.55,10.75,1.04,1.91,2022-05-10
코스피 200,343.67,1.74,0.5,9.56,1.02,2.11,2022-05-10
코스피 100,2582.85,12.87,0.5,9.61,1.04,2.14,2022-05-10
코스피 50,2351.66,10.95,0.46,9.64,1.04,2.13,2022-05-10
코스피 200 중소형주,1269.25,7.37,0.58,8.94,0.83,1.76,2022-05-10
코스피 200 초대형제외 지수,255.05,1.18,0.46,8.98,0.93,2.07,2022-05-10
코스피200제외 코스피지수,3546.29,24.11,0.68,10.43,0.84,1.74,2022-05-10
코스피 200 커뮤니케이션서비스,2318.53,4.27,0.18,7.76,1.62,1.56,2022-05-10
코스피 200 건설,286.26,3.53,1.22,9.04,0.97,1.46,2022-05-10
코스피 200 중공업,289.32,3.83,1.31,,1.11,1.2,2022-05-10
코스피 200 철강/소재,940.53,12.1,1.27,4.83,0.58,2.9,2022-05-10
코스피 200 에너지/화학,1650.69,20.33,1.22,8.4,0.99,2.35,2022-05-10
코스피 200 정보기술,3160.09,13.06,0.41,11.87,1.27,1.3,2022-05-10
코스피 200 금융,688.67,14.08,2.0,5.05,0.47,5.05,2022-05-10
코스피 200 생활소비재,953.81,4.61,0.49,28.28,0.68,2.07,2022-05-10
코스피 200 경기소비재,1557.44,3.19,0.21,10.27,0.75,2.28,2022-05-10
코스피 200 산업재,632.24,7.39,1.16,10.46,1.36,1.43,2022-05-10
코스피 200 헬스케어,1868.93,16.47,0.87,51.31,4.36,0.29,2022-05-10
음식료·담배,3936.03,28.52,0.73,15.15,0.99,1.44,2022-05-10
코스피,2592.27,4.29,0.17,10.74,1.04,1.92,2022-05-11
코스피 200,343.44,0.23,0.07,9.55,1.02,2.11,2022-05-11
코스피 100,2583.38,0.53,0.02,9.61,1.04,2.14,2022-05-11
코스피 50,2352.8,1.14,0.05,9.65,1.04,2.13,2022-05-11
코스피 200 중소형주,1256.03,13.22,1.04,8.85,0.82,1.77,2022-05-11
코스피 200 초대형제외 지수,254.8,0.25,0.1,8.97,0.93,2.08,2022-05-11
코스피200제외 코스피지수,3534.93,11.36,0.32,10.4,0.84,1.75,2022-05-11
코스피 200 커뮤니케이션서비스,2338.9,20.37,0.88,7.83,1.63,1.54,2022-05-11
코스피 200 건설,280.3,5.96,2.08,8.85,0.95,1.49,2022-05-11
코스피 200 중공업,284.93,4.39,1.52,,1.1,1.21,2022-05-11
코스피 200 철강/소재,928.13,12.4,1.32,4.77,0.57,2.94,2022-05-11
코스피 200 에너지/화학,1655.64,4.95,0.3,8.43,0.99,2.34,2022-05-11
코스피 200 정보기술,3142.52,17.57,0.56,11.8,1.26,1.31,2022-05-11
코스피 200 금융,674.87,13.8,2.0,4.95,0.46,5.15,2022-05-11
코스피 200 생활소비재,952.05,1.76,0.18,28.22,0.68,2.07,2022-05-11
코스피 200 경기소비재,1575.62,18.18,1.17,10.39,0.75,2.26,2022-05-11
코스피 200 산업재,634.63,2.39,0.38,10.49,1.36,1.42,2022-05-11
코스피 200 헬스케어,1872.05,3.12,0.17,51.39,4.37,0.29,2022-05-11
음식료·담배,3939.14,3.11,0.08,15.16,0.99,1.44,2022-05-11
코스피,2550.08,42.19,1.63,10.56,1.02,1.95,2022-05-12
코스피 200,337.94,5.5,1.6,9.4,1.0,2.15,2022-05-12
코스피 100,2542.19,41.19,1.59,9.46,1.02,2.18,2022-05-12
코스피 50,2312.77,40.03,1.7,9.48,1.02,2.17,2022-05-12
코스피 200 중소형주,1234.77,21.26,1.69,8.7,0.81,1.8,2022-05-12
코스피 200 초대형제외 지수,250.33,4.47,1.75,8.81,0.91,2.11,2022-05-12
코스피200제외 코스피지수,3460.37,74.56,2.11,10.17,0.82,1.79,2022-05-12
코스피 200 커뮤니케이션서비스,2272.85,66.05,2.82,7.61,1.59,1.59,2022-05-12
코스피 200 건설,274.9,5.4,1.93,8.68,0.93,1.52,2022-05-12
코스피 200 중공업,278.74,6.19,2.17,,1.07,1.24,2022-05-12
코스피 200 철강/소재,923.48,4.65,0.5,4.74,0.57,2.95,2022-05-12
코스피 200 에너지/화학,1616.96,38.68,2.34,8.23,0.97,2.4,2022-05-12
코스피 200 정보기술,3073.16,69.36,2.21,11.54,1.23,1.34,2022-05-12
코스피 200 금융,678.5,3.63,0.54,4.98,0.47,5.13,2022-05-12
코스피 200 생활소비재,928.39,23.66,2.49,27.52,0.66,2.12,2022-05-12
코스피 200 경기소비재,1563.1,12.52,0.79,10.31,0.75,2.28,2022-05-12
코스피 200 산업재,633.6,1.03,0.16,10.48,1.36,1.43,2022-05-12
코스피 200 헬스케어,1827.79,44.26,2.36,50.18,4.26,0.3,2022-05-12
음식료·담배,3896.42,42.72,1.08,15.0,0.98,1.46,2022-05-12
코스피,2604.24,54.16,2.12,10.79,1.04,1.91,2022-05-13
코스피 200,345.5,7.56,2.24,9.61,1.02,2.1,2022-05-13
코스피 100,2599.5,57.31,2.25,9.67,1.05,2.13,2022-05-13
코스피 50,2365.42,52.65,2.28,9.7,1.05,2.12,2022-05-13
코스피 200 중소형주,1259.96,25.19,2.04,8.88,0.83,1.77,2022-05-13
코스피 200 초대형제외 지수,255.69,5.36,2.14,9.0,0.93,2.07,2022-05-13
코스피200제외 코스피지수,3512.88,52.51,1.52,10.33,0.83,1.76,2022-05-13
코스피 200 커뮤니케이션서비스,2300.99,28.14,1.24,7.7,1.61,1.57,2022-05-13
코스피 200 건설,283.22,8.32,3.03,8.94,0.96,1.48,2022-05-13
코스피 200 중공업,287.81,9.07,3.25,,1.11,1.2,2022-05-13
코스피 200 철강/소재,923.75,0.27,0.03,4.75,0.57,2.95,2022-05-13
코스피 200 에너지/화학,1666.88,49.92,3.09,8.49,1.0,2.33,2022-05-13
코스피 200 정보기술,3169.67,96.51,3.14,11.9,1.27,1.3,2022-05-13
코스피 200 금융,693.57,15.07,2.22,5.09,0.48,5.01,2022-05-13
코스피 200 생활소비재,937.92,9.53,1.03,27.8,0.67,2.1,2022-05-13
코스피 200 경기소비재,1597.06,33.96,2.17,10.54,0.76,2.23,2022-05-13
코스피 200 산업재,645.92,12.32,1.94,10.68,1.39,1.4,2022-05-13
코스피 200 헬스케어,1832.49,4.7,0.26,50.3,4.27,0.3,2022-05-13
음식료·담배,3945.06,48.64,1.25,15.19,0.99,1.44,2022-05-13
코스피,2596.58,7.66,0.29,10.75,1.04,1.91,2022-05-16
코스피 200,343.94,1.56,0.45,9.56,1.02,2.11,2022-05-16
코스피 100,2586.26,13.24,0.51,9.62,1.04,2.14,2022-05-16
코스피 50,2351.99,13.43,0.57,9.64,1.04,2.13,2022-05-16
코스피 200 중소형주,1261.93,1.97,0.16,8.89,0.83,1.77,2022-05-16
코스피 200 초대형제외 지수,254.38,1.31,0.51,8.95,0.93,2.08,2022-05-16
코스피200제외 코스피지수,3540.47,27.59,0.79,10.41,0.84,1.75,2022-05-16
코스피 200 커뮤니케이션서비스,2269.41,31.58,1.37,7.59,1.58,1.59,2022-05-16
코스피 200 건설,280.33,2.89,1.02,8.85,0.95,1.49,2022-05-16
코스피 200 중공업,289.09,1.28,0.44,,1.11,1.2,2022-05-16
코스피 200 철강/소재,923.27,0.48,0.05,4.74,0.57,2.96,2022-05-16
코스피 200 에너지/화학,1660.26,6.62,0.4,8.45,1.0,2.34,2022-05-16
코스피 200 정보기술,3149.86,19.81,0.62,11.83,1.26,1.31,2022-05-16
코스피 200 금융,695.82,2.25,0.32,5.09,0.48,5.01,2022-05-16
코스피 200 생활소비재,938.58,0.66,0.07,27.82,0.67,2.1,2022-05-16
코스피 200 경기소비재,1587.18,9.88,0.62,10.47,0.76,2.24,2022-05-16
코스피 200 산업재,642.7,3.22,0.5,10.63,1.38,1.41,2022-05-16
코스피 200 헬스케어,1821.08,11.41,0.62,49.99,4.25,0.3,2022-05-16
음식료·담배,3999.49,54.43,1.38,15.4,1.0,1.42,2022-05-16
코스피,2620.44,23.86,0.92,10.85,1.05,1.9,2022-05-17
코스피 200,347.53,3.59,1.04,9.66,1.03,2.09,2022-05-17
코스피 100,2612.81,26.55,1.03,9.72,1.05,2.12,2022-05-17
코스피 50,2378.38,26.39,1.12,9.75,1.05,2.11,2022-05-17
코스피 200 중소형주,1276.65,14.72,1.17,8.99,0.84,1.75,2022-05-17
코스피 200 초대형제외 지수,256.08,1.7,0.67,9.01,0.94,2.07,2022-05-17
코스피200제외 코스피지수,3551.82,11.35,0.32,10.42,0.84,1.74,2022-05-17
코스피 200 커뮤니케이션서비스,2282.69,13.28,0.59,7.63,1.59,1.58,2022-05-17
코스피 200 건설,282.63,2.3,0.82,8.92,0.95,1.48,2022-05-17
코스피 200 중공업,288.46,0.63,0.22,,1.11,1.2,2022-05-17
코스피 200 철강/소재,931.74,8.47,0.92,4.79,0.57,2.93,2022-05-17
코스피 200 에너지/화학,1691.82,31.56,1.9,8.61,1.02,2.29,2022-05-17
코스피 200 정보기술,3194.29,44.43,1.41,12.0,1.28,1.29,2022-05-17
코스피 200 금융,696.21,0.39,0.06,5.1,0.48,5.0,2022-05-17
코스피 200 생활소비재,930.24,8.34,0.89,27.58,0.66,2.12,2022-05-17
코스피 200 경기소비재,1593.6,6.42,0.4,10.51,0.76,2.23,2022-05-17
코스피 200 산업재,645.85,3.15,0.49,10.68,1.39,1.4,2022-05-17
코스피 200 헬스케어,1827.56,6.48,0.36,50.17,4.26,0.3,2022-05-17
음식료·담배,3936.83,62.66,1.57,15.16,0.99,1.44,2022-05-17
코스피,2625.98,5.54,0.21,10.87,1.05,1.89,2022-05-18
코스피 200,348.34,0.81,0.23,9.68,1.03,2.08,2022-05-18
코스피 100,2620.58,7.77,0.3,9.75,1.05,2.11,2022-05-18
코스피 50,2387.05,8.67,0.36,9.79,1.06,2.1,2022-05-18
코스피 200 중소형주,1270.34,6.31,0.49,8.95,0.83,1.75,2022-05-18
코스피 200 초대형제외 지수,256.14,0.06,0.02,9.01,0.94,2.07,2022-05-18
코스피200제외 코스피지수,3562.58,10.76,0.3,10.46,0.85,1.73,2022-05-18
코스피 200 커뮤니케이션서비스,2290.55,7.86,0.34,7.66,1.6,1.58,2022-05-18
코스피 200 건설,276.85,5.78,2.05,8.74,0.94,1.51,2022-05-18
코스피 200 중공업,282.26,6.2,2.15,,1.09,1.23,2022-05-18
코스피 200 철강/소재,927.44,4.3,0.46,4.76,0.57,2.94,2022-05-18
코스피 200 에너지/화학,1694.13,2.31,0.14,8.62,1.02,2.29,2022-05-18
코스피 200 정보기술,3223.09,28.8,0.9,12.1,1.29,1.28,2022-05-18
코스피 200 금융,691.68,4.53,0.65,5.06,0.47,5.04,2022-05-18
코스피 200 생활소비재,924.25,5.99,0.64,27.4,0.66,2.13,2022-05-18
코스피 200 경기소비재,1592.69,0.91,0.06,10.5,0.76,2.23,2022-05-18
코스피 200 산업재,644.83,1.02,0.16,10.66,1.38,1.4,2022-05-18
코스피 200 헬스케어,1842.1,14.54,0.8,50.57,4.3,0.3,2022-05-18
음식료·담배,3956.09,19.26,0.49,15.23,0.99,1.44,2022-05-18
코스피,2592.34,33.64,1.28,10.73,1.04,1.92,2022-05-19
코스피 200,343.24,5.1,1.46,9.54,1.02,2.11,2022-05-19
코스피 100,2582.42,38.16,1.46,9.6,1.04,2.14,2022-05-19
코스피 50,2352.12,34.93,1.46,9.64,1.04,2.13,2022-05-19
코스피 200 중소형주,1250.44,19.9,1.57,8.81,0.82,1.78,2022-05-19
코스피 200 초대형제외 지수,251.77,4.37,1.71,8.86,0.92,2.1,2022-05-19
코스피200제외 코스피지수,3518.67,43.91,1.23,10.32,0.83,1.76,2022-05-19
코스피 200 커뮤니케이션서비스,2260.17,30.38,1.33,7.56,1.58,1.6,2022-05-19
코스피 200 건설,273.66,3.19,1.15,8.64,0.92,1.53,2022-05-19
코스피 200 중공업,278.35,3.91,1.39,,1.07,1.24,2022-05-19
코스피 200 철강/소재,910.92,16.52,1.78,4.68,0.56,3.0,2022-05-19
코스피 200 에너지/화학,1676.02,18.11,1.07,8.53,1.01,2.32,2022-05-19
코스피 200 정보기술,3164.26,58.83,1.83,11.88,1.27,1.3,2022-05-19
코스피 200 금융,675.82,15.86,2.29,4.95,0.46,5.16,2022-05-19
코스피 200 생활소비재,914.61,9.64,1.04,27.11,0.65,2.15,2022-05-19
코스피 200 경기소비재,1549.05,43.64,2.74,10.22,0.74,2.3,2022-05-19
코스피 200 산업재,638.2,6.63,1.03,10.55,1.37,1.42,2022-05-19
코스피 200 헬스케어,1818.43,23.67,1.28,49.92,4.24,0.3,2022-05-19
음식료·담배,3892.02,64.07,1.62,14.98,0.98,1.46,2022-05-19
코스피,2639.29,46.95,1.81,10.93,1.06,1.88,2022-05-20
코스피 200,349.29,6.05,1.76,9.71,1.03,2.08,2022-05-20
코스피 100,2628.11,45.69,1.77,9.77,1.06,2.11,2022-05-20
코스피 50,2395.87,43.75,1.86,9.82,1.06,2.1,2022-05-20
코스피 200 중소형주,1272.38,21.94,1.75,8.96,0.83,1.75,2022-05-20
코스피 200 초대형제외 지수,257.29,5.52,2.19,9.05,0.94,2.06,2022-05-20
코스피200제외 코스피지수,3542.62,23.95,0.68,10.39,0.84,1.74,2022-05-20
코스피 200 커뮤니케이션서비스,2311.46,51.29,2.27,7.73,1.61,1.56,2022-05-20
코스피 200 건설,278.49,4.83,1.76,8.79,0.94,1.5,2022-05-20
코스피 200 중공업,284.99,6.64,2.39,,1.1,1.21,2022-05-20
코스피 200 철강/소재,929.45,18.53,2.03,4.77,0.57,2.94,2022-05-20
코스피 200 에너지/화학,1730.05,54.03,3.22,8.81,1.04,2.24,2022-05-20
코스피 200 정보기술,3219.49,55.23,1.75,12.09,1.29,1.28,2022-05-20
코스피 200 금융,690.14,14.32,2.12,5.05,0.47,5.05,2022-05-20
코스피 200 생활소비재,922.78,8.17,0.89,27.36,0.66,2.14,2022-05-20
코스피 200 경기소비재,1581.07,32.02,2.07,10.43,0.76,2.25,2022-05-20
코스피 200 산업재,650.3,12.1,1.9,10.75,1.4,1.39,2022-05-20
코스피 200 헬스케어,1854.73,36.3,2.0,50.92,4.33,0.29,2022-05-20
음식료·담배,3936.32,44.3,1.14,15.15,0.99,1.44,2022-05-20
코스피,2647.38,8.09,0.31,10.96,1.06,1.88,2022-05-23
코스피 200,350.34,1.05,0.3,9.74,1.04,2.07,2022-05-23
코스피 100,2635.55,7.44,0.28,9.8,1.06,2.1,2022-05-23
코스피 50,2401.46,5.59,0.23,9.84,1.06,2.09,2022-05-23
코스피 200 중소형주,1278.95,6.57,0.52,9.01,0.84,1.74,2022-05-23
코스피 200 초대형제외 지수,258.54,1.25,0.49,9.09,0.94,2.05,2022-05-23
코스피200제외 코스피지수,3539.62,3.0,0.08,10.39,0.84,1.75,2022-05-23
코스피 200 커뮤니케이션서비스,2318.77,7.31,0.32,7.75,1.62,1.56,2022-05-23
코스피 200 건설,275.51,2.98,1.07,8.7,0.93,1.52,2022-05-23
코스피 200 중공업,283.76,1.23,0.43,,1.09,1.22,2022-05-23
코스피 200 철강/소재,933.45,4.0,0.43,4.8,0.58,2.92,2022-05-23
코스피 200 에너지/화학,1718.35,11.7,0.68,8.75,1.03,2.26,2022-05-23
코스피 200 정보기술,3240.64,21.15,0.66,12.17,1.3,1.27,2022-05-23
코스피 200 금융,694.0,3.86,0.56,5.08,0.48,5.02,2022-05-23
코스피 200 생활소비재,930.27,7.49,0.81,27.58,0.66,2.12,2022-05-23
코스피 200 경기소비재,1585.02,3.95,0.25,10.45,0.76,2.24,2022-05-23
코스피 200 산업재,658.43,8.13,1.25,10.89,1.41,1.37,2022-05-23
코스피 200 헬스케어,1894.56,39.83,2.15,52.01,4.42,0.29,2022-05-23
음식료·담배,3932.9,3.42,0.09,15.14,0.99,1.44,2022-05-23
코스피,2605.87,41.51,1.57,10.79,1.04,1.91,2022-05-24
코스피 200,344.08,6.26,1.79,9.56,1.02,2.11,2022-05-24
코스피 100,2587.91,47.64,1.81,9.62,1.04,2.14,2022-05-24
코스피 50,2354.82,46.64,1.94,9.65,1.04,2.13,2022-05-24
코스피 200 중소형주,1259.4,19.55,1.53,8.87,0.83,1.77,2022-05-24
코스피 200 초대형제외 지수,254.22,4.32,1.67,8.94,0.93,2.08,2022-05-24
코스피200제외 코스피지수,3497.48,42.14,1.19,10.25,0.83,1.77,2022-05-24
코스피 200 커뮤니케이션서비스,2258.9,59.87,2.58,7.55,1.58,1.6,2022-05-24
코스피 200 건설,273.6,1.91,0.69,8.64,0.92,1.53,2022-05-24
코스피 200 중공업,280.09,3.67,1.29,,1.08,1.24,2022-05-24
코스피 200 철강/소재,923.22,10.23,1.1,4.74,0.57,2.96,2022-05-24
코스피 200 에너지/화학,1673.74,44.61,2.6,8.52,1.01,2.32,2022-05-24
코스피 200 정보기술,3141.87,98.77,3.05,11.8,1.26,1.31,2022-05-24
코스피 200 금융,697.0,3.0,0.43,5.1,0.48,5.0,2022-05-24
코스피 200 생활소비재,929.01,1.26,0.14,27.54,0.66,2.12,2022-05-24
코스피 200 경기소비재,1565.11,19.91,1.26,10.32,0.75,2.27,2022-05-24
코스피 200 산업재,655.57,2.86,0.43,10.84,1.41,1.38,2022-05-24
코스피 200 헬스케어,1870.82,23.74,1.25,51.36,4.36,0.29,2022-05-24
음식료·담배,3868.59,64.31,1.64,14.89,0.97,1.47,2022-05-24
코스피,2617.22,11.35,0.44,10.83,1.05,1.9,2022-05-25
코스피 200,345.6,1.52,0.44,9.61,1.02,2.1,2022-05-25
코스피 100,2598.71,10.8,0.42,9.66,1.04,2.13,2022-05-25
코스피 50,2364.03,9.21,0.39,9.69,1.05,2.12,2022-05-25
코스피 200 중소형주,1268.68,9.28,0.74,8.94,0.83,1.76,2022-05-25
코스피 200 초대형제외 지수,255.96,1.74,0.68,9.0,0.93,2.07,2022-05-25
코스피200제외 코스피지수,3511.23,13.75,0.39,10.29,0.83,1.76,2022-05-25
코스피 200 커뮤니케이션서비스,2286.77,27.87,1.23,7.64,1.6,1.58,2022-05-25
코스피 200 건설,278.54,4.94,1.81,8.8,0.94,1.5,2022-05-25
코스피 200 중공업,281.09,1.0,0.36,,1.08,1.23,2022-05-25
코스피 200 철강/소재,931.54,8.32,0.9,4.79,0.57,2.93,2022-05-25
코스피 200 에너지/화학,1688.9,15.16,0.91,8.6,1.01,2.3,2022-05-25
코스피 200 정보기술,3153.15,11.28,0.36,11.84,1.27,1.31,2022-05-25
코스피 200 금융,701.07,4.07,0.58,5.13,0.48,4.97,2022-05-25
코스피 200 생활소비재,934.01,5.0,0.54,27.69,0.67,2.11,2022-05-25
코스피 200 경기소비재,1568.23,3.12,0.2,10.34,0.75,2.27,2022-05-25
코스피 200 산업재,657.07,1.5,0.23,10.87,1.41,1.38,2022-05-25
코스피 200 헬스케어,1915.84,45.02,2.41,52.6,4.47,0.28,2022-05-25
음식료·담배,3896.65,28.06,0.73,15.0,0.98,1.46,2022-05-25
코스피,2612.45,4.77,0.18,10.81,1.05,1.9,2022-05-26
코스피 200,344.26,1.34,0.39,9.57,1.02,2.11,2022-05-26
코스피 100,2587.07,11.64,0.45,9.62,1.04,2.14,2022-05-26
코스피 50,2350.26,13.77,0.58,9.63,1.04,2.14,2022-05-26
코스피 200 중소형주,1272.29,3.61,0.28,8.96,0.83,1.75,2022-05-26
코스피 200 초대형제외 지수,255.34,0.62,0.24,8.98,0.93,2.07,2022-05-26
코스피200제외 코스피지수,3507.78,3.45,0.1,10.27,0.83,1.77,2022-05-26
코스피 200 커뮤니케이션서비스,2287.56,0.79,0.03,7.65,1.6,1.58,2022-05-26
코스피 200 건설,279.9,1.36,0.49,8.84,0.95,1.49,2022-05-26
코스피 200 중공업,284.77,3.68,1.31,,1.1,1.22,2022-05-26
코스피 200 철강/소재,942.22,10.68,1.15,4.84,0.58,2.9,2022-05-26
코스피 200 에너지/화학,1709.05,20.15,1.19,8.7,1.03,2.27,2022-05-26
코스피 200 정보기술,3096.69,56.46,1.79,11.63,1.24,1.33,2022-05-26
코스피 200 금융,700.85,0.22,0.03,5.13,0.48,4.97,2022-05-26
코스피 200 생활소비재,932.38,1.63,0.17,27.64,0.66,2.11,2022-05-26
코스피 200 경기소비재,1562.95,5.28,0.34,10.31,0.75,2.28,2022-05-26
코스피 200 산업재,659.96,2.89,0.44,10.91,1.42,1.37,2022-05-26
코스피 200 헬스케어,1925.06,9.22,0.48,52.85,4.49,0.28,2022-05-26
음식료·담배,3876.09,20.56,0.53,14.92,0.97,1.47,2022-05-26
코스피,2638.05,25.6,0.98,10.92,1.06,1.88,2022-05-27
코스피 200,348.04,3.78,1.1,9.67,1.03,2.08,2022-05-27
코스피 100,2615.66,28.59,1.11,9.73,1.05,2.12,2022-05-27
코스피 50,2375.91,25.65,1.09,9.74,1.05,2.11,2022-05-27
코스피 200 중소형주,1285.58,13.29,1.04,9.06,0.84,1.73,2022-05-27
코스피 200 초대형제외 지수,258.34,3.0,1.17,9.09,0.94,2.05,2022-05-27
코스피200제외 코스피지수,3534.23,26.45,0.75,10.35,0.84,1.75,2022-05-27
코스피 200 커뮤니케이션서비스,2303.9,16.34,0.71,7.7,1.61,1.57,2022-05-27
코스피 200 건설,279.06,0.84,0.3,8.81,0.94,1.5,2022-05-27
코스피 200 중공업,288.03,3.26,1.14,,1.11,1.2,2022-05-27
