"시점",선행종합지수(2020=100),선행종합지수(2020=100),선행종합지수(2020=100),선행종합지수 전월비(%),선행종합지수 전월비(%),선행종합지수 전월비(%),재고순환지표(전월차)(%p),재고순환지표(전월차)(%p),재고순환지표(전월차)(%p),경제심리지수(전월차)(p),경제심리지수(전월차)(p),경제심리지수(전월차)(p),기계류내수출하지수(선박제외)(전월비)(%),기계류내수출하지수(선박제외)(전월비)(%),기계류내수출하지수(선박제외)(전월비)(%),건설수주액(전월비)(%),건설수주액(전월비)(%),건설수주액(전월비)(%),수출입물가비율(전월비)(%),수출입물가비율(전월비)(%),수출입물가비율(전월비)(%),코스피(전월비)(%),코스피(전월비)(%),코스피(전월비)(%),장단기금리차(전월차)(%p),장단기금리차(전월차)(%p),장단기금리차(전월차)(%p),선행지수 순환변동치,선행지수 순환변동치,선행지수 순환변동치,〔순환변동치 전월차〕(p),〔순환변동치 전월차〕(p),〔순환변동치 전월차〕(p),선행지수 전년동월비(%),선행지수 전년동월비(%),선행지수 전년동월비(%),〔전년동월비 전월차〕(%p),〔전년동월비 전월차〕(%p),〔전년동월비 전월차〕(%p),동행종합지수(2020=100),동행종합지수(2020=100),동행종합지수(2020=100),동행종합지수 전월비(%),동행종합지수 전월비(%),동행종합지수 전월비(%),광공업생산지수(전월비)(%),광공업생산지수(전월비)(%),광공업생산지수(전월비)(%),서비스업생산지수(도소매업제외)(전월비)(%),서비스업생산지수(도소매업제외)(전월비)(%),서비스업생산지수(도소매업제외)(전월비)(%),건설기성액(전월비)(%),건설기성액(전월비)(%),건설기성액(전월비)(%),소매판매액지수(전월비)(%),소매판매액지수(전월비)(%),소매판매액지수(전월비)(%),내수출하지수(전월비)(%),내수출하지수(전월비)(%),내수출하지수(전월비)(%),수입액(전월비)(%),수입액(전월비)(%),수입액(전월비)(%),비농림어업취업자수(전월비)(%),비농림어업취업자수(전월비)(%),비농림어업취업자수(전월비)(%),동행지수 순환변동치,동행지수 순환변동치,동행지수 순환변동치,〔순환변동치 전월차〕(p),〔순환변동치 전월차〕(p),〔순환변동치 전월차〕(p),후행종합지수(2020=100),후행종합지수(2020=100),후행종합지수(2020=100),후행종합지수 전월비(%),후행종합지수 전월비(%),후행종합지수 전월비(%),생산자제품재고지수(전월비)(%),생산자제품재고지수(전월비)(%),생산자제품재고지수(전월비)(%),소비자물가지수변화율(서비스)(전월차)(%p),소비자물가지수변화율(서비스)(전월차)(%p),소비자물가지수변화율(서비스)(전월차)(%p),소비재수입액(전월비)(%),소비재수입액(전월비)(%),소비재수입액(전월비)(%),취업자수(전월비)(%),취업자수(전월비)(%),취업자수(전월비)(%),CP유통수익률(전월차)(%p),CP유통수익률(전월차)(%p),CP유통수익률(전월차)(%p)
"시점",원데이터,전년동월 대비 증감,증감률,원데이터,전년동월 대비 증감,증감률,원데이터,전년동월 대비 증감,증감률,원데이터,전년동월 대비 증감,증감률,원데이터,전년동월 대비 증감,증감률,원데이터,전년동월 대비 증감,증감률,원데이터,전년동월 대비 증감,증감률,원데이터,전년동월 대비 증감,증감률,원데이터,전년동월 대비 증감,증감률,원데이터,전년동월 대비 증감,증감률,원데이터,전년동월 대비 증감,증감률,원데이터,전년동월 대비 증감,증감률,원데이터,전년동월 대비 증감,증감률,원데이터,전년동월 대비 증감,증감률,원데이터,전년동월 대비 증감,증감률,원데이터,전년동월 대비 증감,증감률,원데이터,전년동월 대비 증감,증감률,원데이터,전년동월 대비 증감,증감률,원데이터,전년동월 대비 증감,증감률,원데이터,전년동월 대비 증감,증감률,원데이터,전년동월 대비 증감,증감률,원데이터,전년동월 대비 증감,증감률,원데이터,전년동월 대비 증감,증감률,원데이터,전년동월 대비 증감,증감률,원데이터,전년동월 대비 증감,증감률,원데이터,전년동월 대비 증감,증감률,원데이터,전년동월 대비 증감,증감률,원데이터,전년동월 대비 증감,증감률,원데이터,전년동월 대비 증감,증감률,원데이터,전년동월 대비 증감,증감률,원데이터,전년동월 대비 증감,증감률
"2016.08",87.7,3.0,3.5,0.5,0.1,25.0,0.2,0.9,128.6,0.9,2.5,156.3,0.9,-2.4,-72.7,19.7,24.1,547.7,0.0,-0.9,-100.0,1.2,3.8,146.2,-0.01,0.00,-133.3,99.5,-0.8,-0.8,0.2,,,3.5,-1.1,-23.9,0.2,,,92.7,3.8,4.3,0.4,-0.3,-42.9,-0.7,-1.8,-163.6,0.4,-0.1,-20.0,2.4,0.9,60.0,-0.1,0.1,50.0,0.1,-1.9,-95.0,1.1,-0.5,-31.3,0.3,0.1,50.0,100.1,1.0,1.0,0.2,-0.3,-60.0,89.5,2.6,3.0,0.1,-0.4,-80.0,-0.9,-2.4,-160.0,-0.1,-0.2,-200.0,-0.1,-2.4,-104.3,0.3,0.2,200.0,-0.1,0.0,0.0
"2016.09",88.1,3.0,3.5,0.5,0.0,0.0,-0.1,-1.6,-106.7,1.0,-0.8,-44.4,1.2,0.5,71.4,2.9,-22.1,-88.4,0.4,-0.3,-42.9,1.1,3.1,155.0,-0.01,0.00,66.7,99.7,-0.7,-0.7,0.2,0.1,100.0,3.7,-1.1,-22.9,0.2,0.0,0.0,92.7,3.0,3.3,0.0,-0.9,-100.0,-0.4,-1.4,-140.0,0.3,-0.2,-40.0,1.2,-2.6,-68.4,-1.3,-2.7,-192.9,0.4,-0.9,-69.2,-0.2,-1.4,-116.7,0.1,-0.1,-50.0,99.9,0.2,0.2,-0.2,-0.8,-133.3,89.7,2.5,2.9,0.2,-0.1,-33.3,-0.4,-0.8,-200.0,-0.1,-0.2,-200.0,-0.3,-0.5,-250.0,0.1,-0.1,-50.0,0.0,,
"2016.10",88.5,3.1,3.6,0.5,0.1,25.0,-1.0,-3.0,-150.0,0.1,-0.5,-83.3,2.9,2.4,480.0,1.9,1.1,137.5,-0.1,,,0.5,1.1,183.3,0.05,0.10,155.6,99.9,-0.5,-0.5,0.2,,,3.9,-0.8,-17.0,0.2,0.3,300.0,92.8,2.4,2.7,0.1,-0.7,-87.5,-0.6,-1.6,-160.0,-0.2,-0.5,-166.7,1.9,0.7,58.3,0.8,-0.8,-50.0,-0.3,-1.1,-137.5,-0.8,-1.8,-180.0,0.1,-0.1,-50.0,99.8,-0.4,-0.4,-0.1,-0.6,-120.0,89.9,2.4,2.7,0.2,-0.1,-33.3,-0.8,-0.9,-900.0,0.0,,,2.7,0.7,35.0,0.1,0.0,0.0,0.0,,
"2016.11",88.9,3.3,3.9,0.5,0.3,150.0,1.6,1.3,433.3,-0.6,-0.5,-500.0,2.0,3.9,205.3,-11.1,-14.8,-400.0,0.3,0.4,400.0,-0.9,-1.8,-200.0,0.16,,,100.1,-0.1,-0.1,0.2,0.4,200.0,4.0,-0.6,-13.0,0.1,0.2,200.0,93.3,2.8,3.1,0.5,0.4,400.0,1.3,1.5,750.0,-0.4,,,2.2,,,0.0,-0.9,-100.0,1.4,1.9,380.0,1.6,2.0,500.0,0.0,-0.2,-100.0,100.1,0.1,0.1,0.3,0.5,250.0,90.1,2.5,2.9,0.2,0.1,100.0,-0.1,0.5,83.3,0.0,,,0.8,2.7,142.1,0.0,-0.1,-100.0,0.0,,
"2016.12",89.3,3.7,4.3,0.4,,,2.2,3.4,283.3,-1.3,-0.3,-30.0,2.5,4.6,219.0,-2.3,25.4,91.7,-0.2,-0.6,-150.0,-0.3,-0.8,-160.0,0.18,0.20,800.0,100.3,0.5,0.5,0.2,0.6,150.0,4.3,0.2,4.9,0.3,0.8,160.0,93.8,3.2,3.5,0.5,0.4,400.0,0.8,1.6,200.0,-0.1,-0.6,-120.0,1.1,1.6,320.0,1.4,0.6,75.0,0.8,1.1,366.7,-1.1,-0.3,-37.5,0.2,0.0,0.0,100.3,0.4,0.4,0.2,0.3,300.0,90.3,2.4,2.7,0.2,-0.1,-33.3,-1.1,-0.4,-57.1,-0.1,-0.2,-200.0,0.4,-1.5,-78.9,0.2,0.0,0.0,0.0,-0.1,-100.0
"2017.01",89.7,4.0,4.7,0.4,0.3,300.0,3.6,6.6,220.0,-0.1,1.1,91.7,1.4,5.1,137.8,-12.1,-13.6,-906.7,-0.3,-1.5,-125.0,0.4,2.5,119.0,0.13,0.10,1400.0,100.5,1.0,1.0,0.2,0.5,166.7,4.4,0.6,15.8,0.1,0.4,133.3,94.3,3.7,4.1,0.5,,,2.0,2.5,500.0,0.4,0.5,500.0,-0.8,-1.4,-233.3,-0.2,,,1.7,2.3,383.3,0.7,2.3,143.8,0.1,0.0,0.0,100.6,1.0,1.0,0.3,0.6,200.0,90.6,2.4,2.7,0.3,0.0,0.0,-0.8,-1.4,-233.3,0.1,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.1,,
"2017.02",90.2,4.5,5.3,0.6,,,1.6,3.4,188.9,0.6,2.0,142.9,0.4,3.4,113.3,16.2,14.4,800.0,-0.4,-1.1,-157.1,1.7,3.5,194.4,0.04,0.20,133.3,100.7,1.6,1.6,0.2,0.6,150.0,4.7,1.3,38.2,0.3,0.7,175.0,94.6,3.9,4.3,0.3,0.2,200.0,0.1,0.0,0.0,0.3,0.0,0.0,0.6,-1.6,-72.7,0.5,,,-1.1,-0.6,-120.0,1.8,2.2,550.0,0.2,,,100.7,1.2,1.2,0.1,0.2,200.0,90.8,2.3,2.6,0.2,-0.1,-33.3,-0.5,-1.7,-141.7,0.0,-0.1,-100.0,0.4,-0.2,-33.3,0.1,,,0.0,,
"2017.03",90.6,4.6,5.3,0.4,0.0,0.0,0.4,0.1,33.3,2.2,2.1,2100.0,0.8,-0.4,-33.3,-8.7,-21.0,-170.7,0.2,,,1.9,1.8,1800.0,0.01,0.10,110.0,100.9,1.7,1.7,0.2,0.1,100.0,4.8,1.5,45.5,0.1,0.2,200.0,95.0,4.2,4.6,0.4,0.3,300.0,1.0,0.3,42.9,0.2,0.3,300.0,1.6,1.2,300.0,-0.4,-0.5,-500.0,-0.4,-0.5,-500.0,1.8,2.6,325.0,0.1,0.3,150.0,100.8,1.5,1.5,0.1,0.3,150.0,91.1,2.4,2.7,0.3,0.1,50.0,0.6,-0.9,-60.0,0.0,-0.1,-100.0,1.8,3.4,212.5,0.1,0.3,150.0,0.0,0.1,100.0
"2017.04",91.0,4.7,5.4,0.4,0.1,33.3,-1.8,-3.4,-212.5,1.3,0.2,18.2,0.2,-0.9,-81.8,18.2,12.3,208.5,0.6,1.6,160.0,1.6,-0.2,-11.1,0.02,0.10,128.6,101.2,2.0,2.0,0.3,,,5.0,1.7,51.5,0.2,,,95.2,4.3,4.7,0.2,0.1,100.0,-0.4,-0.5,-500.0,0.1,-0.3,-75.0,2.5,1.6,177.8,0.3,0.4,400.0,-0.9,-1.1,-550.0,1.4,2.2,275.0,0.1,0.2,200.0,100.9,1.7,1.7,0.1,0.2,200.0,91.4,2.6,2.9,0.3,0.2,200.0,1.2,,,0.0,,,1.4,1.7,566.7,0.1,0.2,200.0,0.0,,
"2017.05",91.3,4.6,5.3,0.3,-0.2,-40.0,-3.2,-6.2,-206.7,1.0,0.1,11.1,1.1,-1.9,-63.3,-14.0,-5.9,-72.8,0.5,1.7,141.7,3.4,2.3,209.1,0.02,0.00,300.0,101.3,2.0,2.0,0.1,0.0,0.0,5.0,1.7,51.5,0.0,,,95.6,4.2,4.6,0.4,-0.2,-33.3,0.0,-0.7,-100.0,0.4,0.3,300.0,-0.2,-1.4,-116.7,-0.3,-1.3,-130.0,0.6,0.1,20.0,2.0,0.7,53.8,0.1,0.0,0.0,101.0,1.5,1.5,0.1,-0.2,-66.7,91.6,2.6,2.9,0.2,0.0,0.0,1.5,2.0,400.0,-0.1,,,-0.4,-1.7,-130.8,0.0,,,0.0,,
"2017.06",91.8,4.9,5.6,0.5,0.3,150.0,-2.1,-4.3,-195.5,0.0,-0.2,-100.0,1.4,0.8,133.3,8.9,11.8,406.9,0.5,1.4,155.6,3.6,,,-0.02,,,101.5,2.2,2.2,0.2,,,5.2,2.0,62.5,0.2,0.3,300.0,95.8,4.0,4.4,0.2,-0.2,-50.0,-1.1,-1.4,-466.7,0.2,-0.3,-60.0,-0.8,-2.9,-138.1,0.5,0.0,0.0,0.2,0.1,100.0,2.2,2.1,2100.0,0.0,-0.3,-100.0,101.0,1.3,1.3,0.0,-0.2,-100.0,91.8,2.6,2.9,0.2,0.0,0.0,0.7,1.6,177.8,-0.1,,,0.3,-1.6,-84.2,0.0,-0.2,-100.0,0.0,,
"2017.07",92.1,4.8,5.5,0.3,-0.2,-40.0,-1.2,-3.6,-150.0,-0.1,0.2,66.7,0.4,-1.0,-71.4,-18.1,-21.5,-632.4,0.6,0.9,300.0,3.7,3.6,3600.0,0.02,0.00,200.0,101.6,2.3,2.3,0.1,,,5.1,1.8,54.5,-0.1,-0.2,-200.0,95.9,3.6,3.9,0.1,-0.4,-80.0,-0.1,-0.7,-116.7,0.3,-0.1,-25.0,0.4,-2.1,-84.0,0.0,0.1,100.0,0.6,0.2,50.0,-1.2,-1.3,-1300.0,0.1,-0.2,-66.7,100.9,1.0,1.0,-0.1,-0.3,-150.0,92.1,2.7,3.0,0.3,0.1,50.0,0.2,0.7,140.0,-0.1,,,2.5,4.4,231.6,0.1,-0.1,-50.0,0.0,0.1,100.0
"2017.08",92.5,4.8,5.5,0.4,-0.1,-20.0,0.5,0.3,150.0,-0.1,-1.0,-111.1,0.3,-0.6,-66.7,13.2,-6.5,-33.0,0.2,,,1.0,-0.2,-16.7,0.03,0.00,400.0,101.8,2.3,2.3,0.2,0.0,0.0,5.1,1.6,45.7,0.0,-0.2,-100.0,96.2,3.5,3.8,0.3,-0.1,-25.0,-0.3,0.4,57.1,0.4,0.0,0.0,0.1,-2.3,-95.8,-0.1,0.0,0.0,0.6,0.5,500.0,1.3,0.2,18.2,0.0,-0.3,-100.0,101.0,0.9,0.9,0.1,-0.1,-50.0,92.4,2.9,3.2,0.3,0.2,200.0,-0.4,0.5,55.6,0.0,0.1,100.0,4.2,4.3,4300.0,0.1,-0.2,-66.7,0.0,0.1,100.0
"2017.09",92.7,4.6,5.2,0.2,-0.3,-60.0,0.3,0.4,400.0,-0.3,-1.3,-130.0,-2.1,-3.3,-275.0,1.8,-1.1,-37.9,-0.3,-0.7,-175.0,0.0,-1.1,-100.0,0.04,0.10,500.0,101.8,2.1,2.1,0.0,-0.2,-100.0,4.9,1.2,32.4,-0.2,-0.4,-200.0,96.7,4.0,4.3,0.5,,,0.5,0.9,225.0,0.5,0.2,66.7,4.1,2.9,241.7,0.4,1.7,130.8,0.4,0.0,0.0,-0.7,-0.5,-250.0,0.1,0.0,0.0,101.3,1.4,1.4,0.3,0.5,250.0,92.6,2.9,3.2,0.2,0.0,0.0,0.0,0.4,100.0,0.0,0.1,100.0,0.8,1.1,366.7,0.1,0.0,0.0,0.0,,
"2017.10",93.0,4.5,5.1,0.3,-0.2,-40.0,-0.5,0.5,50.0,1.0,0.9,900.0,-1.6,-4.5,-155.2,1.6,-0.3,-15.8,-0.6,-0.5,-500.0,1.0,0.5,100.0,0.10,0.10,100.0,101.8,1.9,1.9,0.0,-0.2,-100.0,4.8,0.9,23.1,-0.1,-0.3,-150.0,96.7,3.9,4.2,0.0,-0.1,-100.0,0.3,0.9,150.0,0.1,0.3,150.0,-2.1,-4.0,-210.5,0.3,-0.5,-62.5,0.5,0.8,266.7,-1.0,-0.2,-25.0,0.0,-0.1,-100.0,101.1,1.3,1.3,-0.2,-0.1,-100.0,92.8,2.9,3.2,0.2,0.0,0.0,0.9,1.7,212.5,0.0,,,-2.5,-5.2,-192.6,0.1,0.0,0.0,0.0,,
"2017.11",93.1,4.2,4.7,0.1,-0.4,-80.0,-1.6,-3.2,-200.0,0.6,1.2,200.0,-2.4,-4.4,-220.0,-13.2,-2.1,-18.9,-0.7,-1.0,-333.3,2.2,3.1,344.4,0.11,-0.10,-31.3,101.6,1.5,1.5,-0.2,-0.4,-200.0,4.5,0.5,12.5,-0.3,-0.4,-400.0,97.1,3.8,4.1,0.4,-0.1,-20.0,0.3,-1.0,-76.9,-0.2,0.2,50.0,0.0,-2.2,-100.0,1.7,,,0.2,-1.2,-85.7,0.3,-1.3,-81.3,0.1,,,101.3,1.2,1.2,0.2,-0.1,-33.3,93.0,2.9,3.2,0.2,0.0,0.0,0.7,0.8,800.0,0.0,,,-1.3,-2.1,-262.5,0.1,,,0.0,,
"2017.12",93.2,3.9,4.4,0.1,-0.3,-75.0,-5.1,-7.3,-331.8,1.0,2.3,176.9,-2.1,-4.6,-184.0,-1.4,0.9,39.1,-0.8,-0.6,-300.0,1.3,1.6,533.3,0.02,-0.20,-88.9,101.4,1.1,1.1,-0.2,-0.4,-200.0,4.1,-0.2,-4.7,-0.4,-0.7,-233.3,96.8,3.0,3.2,-0.3,-0.8,-160.0,-0.5,-1.3,-162.5,-0.3,-0.2,-200.0,-3.9,-5.0,-454.5,0.1,-1.3,-92.9,-1.1,-1.9,-237.5,-0.2,0.9,81.8,0.1,-0.1,-50.0,100.7,0.4,0.4,-0.6,-0.8,-400.0,93.4,3.1,3.4,0.4,0.2,100.0,1.8,2.9,263.6,0.0,0.1,100.0,0.6,0.2,50.0,0.2,0.0,0.0,0.1,,
"2018.01",93.5,3.8,4.2,0.3,-0.1,-25.0,-3.1,-6.7,-186.1,-0.9,-0.8,-800.0,3.1,1.7,121.4,24.2,36.3,300.0,-1.0,-0.7,-233.3,0.5,0.1,25.0,-0.02,-0.20,-115.4,101.5,1.0,1.0,0.1,-0.1,-50.0,4.0,-0.4,-9.1,-0.1,-0.2,-200.0,97.2,2.9,3.1,0.4,-0.1,-20.0,0.0,-2.0,-100.0,0.3,-0.1,-25.0,4.0,4.8,600.0,1.0,1.2,600.0,-0.7,-2.4,-141.2,0.4,-0.3,-42.9,0.1,0.0,0.0,100.9,0.3,0.3,0.2,-0.1,-33.3,93.7,3.1,3.4,0.3,0.0,0.0,0.6,1.4,175.0,-0.2,-0.3,-300.0,3.0,2.9,2900.0,0.2,0.1,100.0,0.1,0.0,0.0
"2018.02",93.8,3.6,4.0,0.3,-0.3,-50.0,-2.1,-3.7,-231.3,-0.4,-1.0,-166.7,1.9,1.5,375.0,2.4,-13.8,-85.2,-0.4,0.0,0.0,-1.3,-3.0,-176.5,-0.02,-0.10,-150.0,101.4,0.7,0.7,-0.1,-0.3,-150.0,3.8,-0.9,-19.1,-0.2,-0.5,-166.7,97.5,2.9,3.1,0.3,0.0,0.0,0.1,0.0,0.0,0.5,0.2,66.7,-0.1,-0.7,-116.7,0.1,-0.4,-80.0,-0.6,0.5,45.5,1.9,0.1,5.6,-0.1,-0.3,-150.0,101.0,0.3,0.3,0.1,0.0,0.0,93.9,3.1,3.4,0.2,0.0,0.0,0.6,1.1,220.0,0.0,,,1.9,1.5,375.0,-0.1,-0.2,-200.0,0.0,,
"2018.03",94.0,3.4,3.8,0.2,-0.2,-50.0,-0.1,-0.5,-125.0,-1.4,-3.6,-163.6,1.7,0.9,112.5,-0.4,8.3,95.4,-0.7,-0.9,-450.0,-0.2,-2.1,-110.5,0.07,0.10,600.0,101.4,0.5,0.5,0.0,-0.2,-100.0,3.7,-1.1,-22.9,-0.1,-0.2,-200.0,97.7,2.7,2.8,0.2,-0.2,-50.0,0.3,-0.7,-70.0,0.3,0.1,50.0,-1.3,-2.9,-181.3,1.2,1.6,400.0,-0.4,0.0,0.0,0.1,-1.7,-94.4,-0.1,-0.2,-200.0,100.9,0.1,0.1,-0.1,-0.2,-200.0,94.1,3.0,3.3,0.2,-0.1,-33.3,0.4,-0.2,-33.3,0.0,,,0.7,-1.1,-61.1,-0.1,-0.2,-200.0,0.0,,
"2018.04",94.0,3.0,3.3,0.0,-0.4,-100.0,0.3,2.1,116.7,0.1,-1.2,-92.3,-2.3,-2.5,-1250.0,-18.7,-36.9,-202.7,-0.8,-1.4,-233.3,-0.8,-2.4,-150.0,0.01,0.00,-50.0,101.1,-0.1,-0.1,-0.3,-0.6,-200.0,3.2,-1.8,-36.0,-0.5,-0.7,-350.0,97.7,2.5,2.6,0.0,-0.2,-100.0,0.6,1.0,250.0,0.4,0.3,300.0,-2.5,-5.0,-200.0,0.5,0.2,66.7,0.0,0.9,100.0,0.0,-1.4,-100.0,-0.1,-0.2,-200.0,100.8,-0.1,-0.1,-0.1,-0.2,-200.0,94.4,3.0,3.3,0.3,0.0,0.0,0.7,-0.5,-41.7,0.1,,,0.2,-1.2,-85.7,-0.2,-0.3,-300.0,0.0,,
"2018.05",94.3,3.0,3.3,0.3,0.0,0.0,2.8,6.0,187.5,0.3,-0.7,-70.0,0.3,-0.8,-72.7,5.7,19.7,140.7,-1.4,-1.9,-380.0,0.3,-3.1,-91.2,-0.01,0.00,-150.0,101.1,-0.2,-0.2,0.0,-0.1,-100.0,3.1,-1.9,-38.0,-0.1,,,97.9,2.3,2.4,0.2,-0.2,-50.0,0.6,,,0.0,-0.4,-100.0,-0.9,-0.7,-350.0,-0.2,0.1,33.3,0.5,-0.1,-16.7,0.3,-1.7,-85.0,0.0,-0.1,-100.0,100.7,-0.3,-0.3,-0.1,-0.2,-200.0,94.7,3.1,3.4,0.3,0.1,50.0,0.4,-1.1,-73.3,0.1,0.2,200.0,-0.3,0.1,25.0,0.0,,,0.0,,
"2018.06",94.5,2.7,2.9,0.2,-0.3,-60.0,2.0,4.1,195.2,0.7,,,-1.1,-2.5,-178.6,-4.1,-13.0,-146.1,-0.8,-1.3,-260.0,-0.8,-4.4,-122.2,-0.02,0.00,0.0,101.0,-0.5,-0.5,-0.1,-0.3,-150.0,3.0,-2.2,-42.3,-0.1,-0.3,-150.0,98.1,2.3,2.4,0.2,0.0,0.0,1.0,2.1,190.9,0.3,0.1,50.0,-0.3,0.5,62.5,-0.4,-0.9,-180.0,1.3,1.1,550.0,-1.0,-3.2,-145.5,-0.1,,,100.7,-0.3,-0.3,0.0,,,94.9,3.1,3.4,0.2,0.0,0.0,0.4,-0.3,-42.9,0.0,0.1,100.0,1.7,1.4,466.7,0.0,,,0.0,,
"2018.07",94.7,2.6,2.8,0.2,-0.1,-33.3,0.9,2.1,175.0,-1.4,-1.3,-1300.0,-0.5,-0.9,-225.0,3.4,21.5,118.8,-0.2,-0.8,-133.3,-2.4,-6.1,-164.9,-0.04,-0.10,-300.0,100.9,-0.7,-0.7,-0.1,-0.2,-200.0,2.8,-2.3,-45.1,-0.2,-0.1,-100.0,98.2,2.3,2.4,0.1,0.0,0.0,0.2,0.3,300.0,0.2,-0.1,-33.3,-0.8,-1.2,-300.0,0.0,,,0.2,-0.4,-66.7,0.3,1.5,125.0,-0.1,-0.2,-200.0,100.6,-0.3,-0.3,-0.1,0.0,0.0,95.1,3.0,3.3,0.2,-0.1,-33.3,-0.2,-0.4,-200.0,-0.1,0.0,0.0,1.0,-1.5,-60.0,-0.1,-0.2,-200.0,0.0,,
"2018.08",94.6,2.1,2.3,-0.1,-0.5,-125.0,-0.7,-1.2,-240.0,-1.7,-1.6,-1600.0,-2.6,-2.9,-966.7,-7.5,-20.7,-156.8,0.3,0.1,50.0,-2.5,-3.5,-350.0,-0.10,-0.10,-433.3,100.5,-1.3,-1.3,-0.4,-0.6,-300.0,2.4,-2.7,-52.9,-0.4,,,98.4,2.2,2.3,0.2,-0.1,-33.3,0.2,0.5,166.7,0.1,-0.3,-75.0,-0.1,-0.2,-200.0,0.2,0.3,300.0,0.4,-0.2,-33.3,-0.3,-1.6,-123.1,-0.1,,,100.5,-0.5,-0.5,-0.1,-0.2,-200.0,95.3,2.9,3.1,0.2,-0.1,-33.3,0.3,0.7,175.0,-0.1,,,-0.5,-4.7,-111.9,0.0,-0.1,-100.0,0.0,,
"2018.09",94.7,2.0,2.2,0.1,-0.1,-50.0,0.5,0.2,66.7,-0.2,0.1,33.3,-2.6,-0.5,-23.8,3.6,1.8,100.0,0.0,0.3,100.0,-1.3,,,-0.12,-0.20,-400.0,100.3,-1.5,-1.5,-0.2,,,2.2,-2.7,-55.1,-0.2,0.0,0.0,98.3,1.6,1.7,-0.1,-0.6,-120.0,-0.3,-0.8,-160.0,0.2,-0.3,-60.0,-0.4,-4.5,-109.8,-0.5,-0.9,-225.0,-0.1,-0.5,-125.0,-1.6,-0.9,-128.6,0.0,-0.1,-100.0,100.2,-1.1,-1.1,-0.3,-0.6,-200.0,95.4,2.8,3.0,0.1,-0.1,-50.0,-0.6,,,-0.1,,,-1.8,-2.6,-325.0,0.1,0.0,0.0,0.0,,
"2018.10",94.8,1.8,1.9,0.1,-0.2,-66.7,1.0,1.5,300.0,-0.2,-1.2,-120.0,-1.6,0.0,0.0,-3.5,-5.1,-318.8,-0.8,-0.2,-33.3,-1.9,-2.9,-290.0,-0.07,-0.20,-170.0,100.1,-1.7,-1.7,-0.2,,,2.0,-2.8,-58.3,-0.2,-0.1,-100.0,98.4,1.7,1.8,0.1,,,0.1,-0.2,-66.7,0.3,0.2,200.0,-1.2,0.9,42.9,-0.2,-0.5,-166.7,0.5,0.0,0.0,-0.3,0.7,70.0,0.1,,,100.1,-1.0,-1.0,-0.1,0.1,50.0,95.7,2.9,3.1,0.3,0.1,50.0,0.3,-0.6,-66.7,0.0,,,3.2,5.7,228.0,0.1,0.0,0.0,0.0,,
"2018.11",94.7,1.6,1.7,-0.1,-0.2,-200.0,-1.9,-0.3,-18.8,-1.0,-1.6,-266.7,-1.7,0.7,29.2,0.2,13.4,101.5,-0.3,0.4,57.1,-3.0,-5.2,-236.4,-0.07,-0.20,-163.6,99.7,-1.9,-1.9,-0.4,-0.2,-100.0,1.7,-2.8,-62.2,-0.3,0.0,0.0,98.5,1.4,1.4,0.1,-0.3,-75.0,-0.8,-1.1,-366.7,-0.2,0.0,0.0,-2.2,,,0.2,-1.5,-88.2,-0.5,-0.7,-350.0,1.4,1.1,366.7,0.3,0.2,200.0,100.0,-1.3,-1.3,-0.1,-0.3,-150.0,96.1,3.1,3.3,0.4,0.2,100.0,1.3,0.6,85.7,0.1,,,0.7,2.0,153.8,0.3,0.2,200.0,0.0,,
"2018.12",94.7,1.5,1.6,0.0,-0.1,-100.0,-0.5,4.6,90.2,-1.6,-2.6,-260.0,-2.1,0.0,0.0,2.9,4.3,307.1,0.5,1.3,162.5,-3.6,-4.9,-376.9,-0.16,-0.20,-900.0,99.4,-2.0,-2.0,-0.3,-0.1,-50.0,1.4,-2.7,-65.9,-0.3,0.1,25.0,98.5,1.7,1.8,0.0,0.3,100.0,-0.7,-0.2,-40.0,-0.2,0.1,33.3,-1.5,2.4,61.5,0.8,0.7,700.0,-0.4,0.7,63.6,0.7,0.9,450.0,0.1,0.0,0.0,99.8,-0.9,-0.9,-0.2,0.4,66.7,96.5,3.1,3.3,0.4,0.0,0.0,1.9,0.1,5.6,0.0,,,2.7,2.1,350.0,0.1,-0.1,-50.0,0.1,0.0,0.0
"2019.01",94.9,1.4,1.5,0.2,-0.1,-33.3,-0.1,3.0,96.8,-1.1,-0.2,-22.2,-1.8,-4.9,-158.1,3.2,-21.0,-86.8,0.6,1.6,160.0,-0.8,-1.3,-260.0,-0.17,-0.20,-750.0,99.3,-2.2,-2.2,-0.1,-0.2,-200.0,1.3,-2.7,-67.5,-0.1,0.0,0.0,98.9,1.7,1.7,0.4,0.0,0.0,-1.1,,,0.0,-0.3,-100.0,2.5,-1.5,-37.5,1.3,0.3,30.0,0.3,1.0,142.9,1.2,0.8,200.0,0.0,-0.1,-100.0,100.0,-0.9,-0.9,0.2,0.0,0.0,96.8,3.1,3.3,0.3,0.0,0.0,0.4,-0.2,-33.3,0.0,0.2,100.0,-0.3,-3.3,-110.0,0.1,-0.1,-50.0,0.0,-0.1,-100.0
