"시점",선행종합지수(2020=100),선행종합지수(2020=100),선행종합지수(2020=100),선행종합지수 전월비(%),선행종합지수 전월비(%),선행종합지수 전월비(%),재고순환지표(전월차)(%p),재고순환지표(전월차)(%p),재고순환지표(전월차)(%p),경제심리지수(전월차)(p),경제심리지수(전월차)(p),경제심리지수(전월차)(p),기계류내수출하지수(선박제외)(전월비)(%),기계류내수출하지수(선박제외)(전월비)(%),기계류내수출하지수(선박제외)(전월비)(%),건설수주액(전월비)(%),건설수주액(전월비)(%),건설수주액(전월비)(%),수출입물가비율(전월비)(%),수출입물가비율(전월비)(%),수출입물가비율(전월비)(%),코스피(전월비)(%),코스피(전월비)(%),코스피(전월비)(%),장단기금리차(전월차)(%p),장단기금리차(전월차)(%p),장단기금리차(전월차)(%p),선행지수 순환변동치,선행지수 순환변동치,선행지수 순환변동치,〔순환변동치 전월차〕(p),〔순환변동치 전월차〕(p),〔순환변동치 전월차〕(p),선행지수 전년동월비(%),선행지수 전년동월비(%),선행지수 전년동월비(%),〔전년동월비 전월차〕(%p),〔전년동월비 전월차〕(%p),〔전년동월비 전월차〕(%p),동행종합지수(2020=100),동행종합지수(2020=100),동행종합지수(2020=100),동행종합지수 전월비(%),동행종합지수 전월비(%),동행종합지수 전월비(%),광공업생산지수(전월비)(%),광공업생산지수(전월비)(%),광공업생산지수(전월비)(%),서비스업생산지수(도소매업제외)(전월비)(%),서비스업생산지수(도소매업제외)(전월비)(%),서비스업생산지수(도소매업제외)(전월비)(%),건설기성액(전월비)(%),건설기성액(전월비)(%),건설기성액(전월비)(%),소매판매액지수(전월비)(%),소매판매액지수(전월비)(%),소매판매액지수(전월비)(%),내수출하지수(전월비)(%),내수출하지수(전월비)(%),내수출하지수(전월비)(%),수입액(전월비)(%),수입액(전월비)(%),수입액(전월비)(%),비농림어업취업자수(전월비)(%),비농림어업취업자수(전월비)(%),비농림어업취업자수(전월비)(%),동행지수 순환변동치,동행지수 순환변동치,동행지수 순환변동치,〔순환변동치 전월차〕(p),〔순환변동치 전월차〕(p),〔순환변동치 전월차〕(p),후행종합지수(2020=100),후행종합지수(2020=100),후행종합지수(2020=100),후행종합지수 전월비(%),후행종합지수 전월비(%),후행종합지수 전월비(%),생산자제품재고지수(전월비)(%),생산자제품재고지수(전월비)(%),생산자제품재고지수(전월비)(%),소비자물가지수변화율(서비스)(전월차)(%p),소비자물가지수변화율(서비스)(전월차)(%p),소비자물가지수변화율(서비스)(전월차)(%p),소비재수입액(전월비)(%),소비재수입액(전월비)(%),소비재수입액(전월비)(%),취업자수(전월비)(%),취업자수(전월비)(%),취업자수(전월비)(%),CP유통수익률(전월차)(%p),CP유통수익률(전월차)(%p),CP유통수익률(전월차)(%p)
"시점",원데이터,전년동월 대비 증감,증감률,원데이터,전년동월 대비 증감,증감률,원데이터,전년동월 대비 증감,증감률,원데이터,전년동월 대비 증감,증감률,원데이터,전년동월 대비 증감,증감률,원데이터,전년동월 대비 증감,증감률,원데이터,전년동월 대비 증감,증감률,원데이터,전년동월 대비 증감,증감률,원데이터,전년동월 대비 증감,증감률,원데이터,전년동월 대비 증감,증감률,원데이터,전년동월 대비 증감,증감률,원데이터,전년동월 대비 증감,증감률,원데이터,전년동월 대비 증감,증감률,원데이터,전년동월 대비 증감,증감률,원데이터,전년동월 대비 증감,증감률,원데이터,전년동월 대비 증감,증감률,원데이터,전년동월 대비 증감,증감률,원데이터,전년동월 대비 증감,증감률,원데이터,전년동월 대비 증감,증감률,원데이터,전년동월 대비 증감,증감률,원데이터,전년동월 대비 증감,증감률,원데이터,전년동월 대비 증감,증감률,원데이터,전년동월 대비 증감,증감률,원데이터,전년동월 대비 증감,증감률,원데이터,전년동월 대비 증감,증감률,원데이터,전년동월 대비 증감,증감률,원데이터,전년동월 대비 증감,증감률,원데이터,전년동월 대비 증감,증감률,원데이터,전년동월 대비 증감,증감률,원데이터,전년동월 대비 증감,증감률,원데이터,전년동월 대비 증감,증감률
"2019.02",95.0,1.2,1.3,0.1,-0.2,-66.7,1.0,3.1,147.6,1.1,1.5,375.0,-2.5,-4.4,-231.6,-1.2,-3.6,-150.0,-0.7,-0.3,-75.0,2.0,3.3,253.8,-0.14,-0.10,-600.0,99.1,-2.3,-2.3,-0.2,-0.1,-100.0,1.3,-2.5,-65.8,0.0,0.2,100.0,98.5,1.0,1.0,-0.4,-0.7,-233.3,-1.5,-1.6,-1600.0,0.1,-0.4,-80.0,0.1,0.2,200.0,-0.8,-0.9,-900.0,-1.4,-0.8,-133.3,-1.5,-3.4,-178.9,0.0,0.1,100.0,99.4,-1.6,-1.6,-0.6,-0.7,-700.0,96.9,3.0,3.2,0.1,-0.1,-50.0,-0.4,-1.0,-166.7,-0.1,,,-2.2,-4.1,-215.8,0.0,0.1,100.0,0.0,,
"2019.03",95.4,1.4,1.5,0.4,0.2,100.0,2.3,2.4,2400.0,0.6,2.0,142.9,0.8,-0.9,-52.9,9.8,10.2,2550.0,-1.5,-0.8,-114.3,1.4,1.6,800.0,-0.01,-0.10,-114.3,99.2,-2.2,-2.2,0.1,,,1.5,-2.2,-59.5,0.2,0.3,300.0,98.6,0.9,0.9,0.1,-0.1,-50.0,-0.1,-0.4,-133.3,0.2,-0.1,-33.3,0.8,2.1,161.5,0.8,-0.4,-33.3,-0.4,0.0,0.0,-2.4,-2.5,-2500.0,0.2,0.3,300.0,99.3,-1.6,-1.6,-0.1,0.0,0.0,97.0,2.9,3.1,0.1,-0.1,-50.0,-1.3,-1.7,-425.0,-0.2,,,1.0,0.3,42.9,0.1,0.2,200.0,0.0,,
"2019.04",95.7,1.7,1.8,0.3,,,-0.4,-0.7,-233.3,2.0,1.9,1900.0,-0.3,2.0,87.0,7.1,25.8,138.0,-1.4,-0.6,-75.0,1.7,2.5,312.5,-0.04,-0.10,-500.0,99.2,-1.9,-1.9,0.0,0.3,100.0,1.6,-1.6,-50.0,0.1,0.6,120.0,98.6,0.9,0.9,0.0,,,0.6,0.0,0.0,0.2,-0.2,-50.0,-2.2,0.3,12.0,-0.7,-1.2,-240.0,-0.8,,,0.1,,,0.2,0.3,300.0,99.1,-1.7,-1.7,-0.2,-0.1,-100.0,97.2,2.8,3.0,0.2,-0.1,-33.3,0.5,-0.2,-28.6,-0.2,-0.3,-300.0,-0.6,-0.8,-400.0,0.0,0.2,100.0,0.0,,
"2019.05",95.7,1.4,1.5,0.0,-0.3,-100.0,-1.1,-3.9,-139.3,-1.1,-1.4,-466.7,0.4,0.1,33.3,-1.5,-7.2,-126.3,-0.6,0.8,57.1,-1.9,-2.2,-733.3,-0.05,0.00,-400.0,99.0,-2.1,-2.1,-0.2,,,1.6,-1.5,-48.4,0.0,0.1,100.0,99.2,1.3,1.3,0.6,0.4,200.0,1.3,0.7,116.7,0.6,,,2.0,2.9,322.2,1.3,1.5,750.0,0.2,-0.3,-60.0,-0.3,-0.6,-200.0,0.1,,,99.5,-1.2,-1.2,0.4,0.5,500.0,97.5,2.8,3.0,0.3,0.0,0.0,0.7,0.3,75.0,-0.2,-0.3,-300.0,4.3,4.6,1533.3,0.0,,,0.0,,
"2019.06",95.8,1.3,1.4,0.1,-0.1,-50.0,-1.6,-3.6,-180.0,-0.6,-1.3,-185.7,-0.4,0.7,63.6,-14.3,-10.2,-248.8,0.2,1.0,125.0,-0.9,-0.1,-12.5,-0.10,-0.10,-400.0,98.7,-2.3,-2.3,-0.3,-0.2,-200.0,1.5,-1.5,-50.0,-0.1,0.0,0.0,99.4,1.3,1.3,0.2,0.0,0.0,0.6,-0.4,-40.0,-0.1,-0.4,-133.3,0.9,1.2,400.0,-0.8,-0.4,-100.0,0.2,-1.1,-84.6,1.0,2.0,200.0,0.0,0.1,100.0,99.5,-1.2,-1.2,0.0,,,97.7,2.8,3.0,0.2,0.0,0.0,0.9,0.5,125.0,0.0,,,-2.1,-3.8,-223.5,0.0,,,0.0,,
"2019.07",95.7,1.0,1.1,-0.1,-0.3,-150.0,-0.6,-1.5,-166.7,-1.9,-0.5,-35.7,-1.1,-0.6,-120.0,-15.8,-19.2,-564.7,0.3,0.5,250.0,-2.1,0.3,12.5,-0.08,0.00,-100.0,98.4,-2.5,-2.5,-0.3,-0.2,-200.0,1.3,-1.5,-53.6,-0.2,0.0,0.0,99.6,1.4,1.4,0.2,0.1,100.0,0.5,0.3,150.0,0.1,-0.1,-50.0,-0.1,0.7,87.5,-0.4,,,0.0,-0.2,-100.0,1.1,0.8,266.7,0.0,0.1,100.0,99.5,-1.1,-1.1,0.0,0.1,100.0,98.0,2.9,3.0,0.3,0.1,50.0,0.8,1.0,500.0,0.0,0.1,100.0,0.0,-1.0,-100.0,0.1,0.2,200.0,0.0,,
"2019.08",95.9,1.3,1.4,0.2,0.3,300.0,1.5,2.2,314.3,-1.0,0.7,41.2,0.0,2.6,100.0,1.1,8.6,114.7,0.3,0.0,0.0,-2.3,0.2,8.0,-0.09,0.00,10.0,98.3,-2.2,-2.2,-0.1,0.3,75.0,1.4,-1.0,-41.7,0.1,0.5,125.0,99.9,1.5,1.5,0.3,0.1,50.0,0.2,0.0,0.0,0.3,0.2,200.0,-0.6,-0.5,-500.0,0.6,0.4,200.0,0.9,0.5,125.0,0.0,0.3,100.0,0.1,0.2,200.0,99.6,-0.9,-0.9,0.1,0.2,200.0,98.2,2.9,3.0,0.2,0.0,0.0,-0.1,-0.4,-133.3,0.1,0.2,200.0,0.7,1.2,240.0,0.2,,,-0.1,,
"2019.09",96.3,1.6,1.7,0.4,0.3,300.0,-0.2,-0.7,-140.0,-0.2,0.0,0.0,-0.2,2.4,92.3,19.0,15.4,427.8,-0.3,,,-1.0,0.3,23.1,0.02,0.10,116.7,98.4,-1.9,-1.9,0.1,0.3,150.0,1.7,-0.5,-22.7,0.3,0.5,250.0,100.2,1.9,1.9,0.3,0.4,400.0,1.0,1.3,433.3,0.5,0.3,150.0,-1.1,-0.7,-175.0,0.2,0.7,140.0,0.6,0.7,700.0,-0.5,1.1,68.8,0.1,,,99.8,-0.4,-0.4,0.2,0.5,166.7,98.5,3.1,3.2,0.3,0.2,200.0,0.6,1.2,200.0,-0.2,-0.1,-100.0,2.4,4.2,233.3,0.1,0.0,0.0,-0.1,,
"2019.10",96.9,2.1,2.2,0.6,0.5,500.0,0.1,-0.9,-90.0,0.4,0.6,300.0,3.0,4.6,287.5,18.3,21.8,622.9,0.1,0.9,112.5,-0.2,1.7,89.5,0.10,0.20,242.9,98.7,-1.4,-1.4,0.3,0.5,250.0,2.2,0.2,10.0,0.5,0.7,350.0,100.5,2.1,2.1,0.3,0.2,200.0,-0.1,-0.2,-200.0,0.3,0.0,0.0,0.3,1.5,125.0,0.5,0.7,350.0,-0.2,-0.7,-140.0,-0.5,-0.2,-66.7,0.2,0.1,100.0,99.8,-0.3,-0.3,0.0,0.1,100.0,98.7,3.0,3.1,0.2,-0.1,-33.3,-0.5,-0.8,-266.7,-0.1,,,-0.6,-3.8,-118.8,0.3,0.2,200.0,-0.1,,
"2019.11",97.4,2.7,2.9,0.5,0.6,600.0,0.9,2.8,147.4,1.1,2.1,210.0,-0.2,1.5,88.2,5.9,5.7,2850.0,-0.5,-0.2,-66.7,3.0,6.0,200.0,0.21,0.30,400.0,98.9,-0.8,-0.8,0.2,0.6,150.0,2.6,0.9,52.9,0.4,0.7,233.3,100.5,2.0,2.0,0.0,-0.1,-100.0,0.6,1.4,175.0,0.0,0.2,100.0,-1.6,0.6,27.3,0.2,0.0,0.0,-0.4,0.1,20.0,-0.9,-2.3,-164.3,0.2,-0.1,-33.3,99.7,-0.3,-0.3,-0.1,0.0,0.0,98.8,2.7,2.8,0.1,-0.3,-75.0,0.4,-0.9,-69.2,-0.1,-0.2,-200.0,-2.9,-3.6,-514.3,0.2,-0.1,-33.3,0.0,,
"2019.12",98.0,3.3,3.5,0.6,,,4.6,5.1,1020.0,0.3,1.9,118.8,2.4,4.5,214.3,-0.7,-3.6,-124.1,-0.6,-1.1,-220.0,1.6,5.2,144.4,0.12,0.30,175.0,99.2,-0.2,-0.2,0.3,0.6,200.0,3.1,1.7,121.4,0.5,0.8,266.7,101.1,2.6,2.6,0.6,,,0.6,1.3,185.7,0.4,0.6,300.0,0.4,1.9,126.7,1.5,0.7,87.5,0.3,0.7,175.0,0.0,-0.7,-100.0,0.4,0.3,300.0,100.1,0.3,0.3,0.4,0.6,300.0,99.1,2.6,2.7,0.3,-0.1,-25.0,-0.9,-2.8,-147.4,0.0,,,1.3,-1.4,-51.9,0.4,0.3,300.0,0.0,-0.1,-100.0
"2020.01",98.3,3.4,3.6,0.3,0.1,50.0,0.2,0.3,300.0,1.5,2.6,236.4,-0.3,1.5,83.3,-5.0,-8.2,-256.3,-0.6,-1.2,-200.0,2.2,3.0,375.0,0.04,0.20,123.5,99.3,0.0,0.0,0.1,0.2,200.0,3.4,2.1,161.5,0.3,0.4,400.0,101.4,2.5,2.5,0.3,-0.1,-25.0,-0.6,0.5,45.5,1.2,,,-0.4,-2.9,-116.0,0.1,-1.2,-92.3,-0.7,-1.0,-333.3,1.0,-0.2,-16.7,0.3,,,100.2,0.2,0.2,0.1,-0.1,-50.0,99.3,2.5,2.6,0.2,-0.1,-33.3,0.2,-0.2,-50.0,-0.1,,,-1.6,-1.3,-433.3,0.4,0.3,300.0,0.0,,
"2020.02",98.6,3.6,3.8,0.3,0.2,200.0,-0.8,-1.8,-180.0,-1.6,-2.7,-245.5,1.3,3.8,152.0,2.3,3.5,291.7,0.5,1.2,171.4,0.6,-1.4,-70.0,-0.06,0.10,57.1,99.3,0.2,0.2,0.0,0.2,100.0,3.6,2.3,176.9,0.2,,,100.9,2.4,2.4,-0.5,-0.1,-25.0,-1.5,0.0,0.0,0.0,-0.1,-100.0,2.5,2.4,2400.0,-2.6,-1.8,-225.0,-2.9,-1.5,-107.1,-0.5,1.0,66.7,0.2,,,99.5,0.1,0.1,-0.7,-0.1,-16.7,99.5,2.6,2.7,0.2,0.1,100.0,0.4,0.8,200.0,-0.2,-0.1,-100.0,-0.9,1.3,59.1,0.2,,,0.0,,
"2020.03",98.5,3.1,3.2,-0.1,-0.5,-125.0,-3.3,-5.6,-243.5,-8.9,-9.5,-1583.3,-0.5,-1.3,-162.5,-7.8,-17.6,-179.6,2.2,3.7,246.7,-5.5,-6.9,-492.9,0.03,0.00,400.0,98.9,-0.3,-0.3,-0.4,-0.5,-500.0,3.3,1.8,120.0,-0.3,-0.5,-250.0,99.9,1.3,1.3,-1.0,-1.1,-1100.0,-0.8,-0.7,-700.0,-2.0,-2.2,-1100.0,0.6,-0.2,-25.0,-3.3,-4.1,-512.5,-1.5,-1.1,-275.0,3.0,5.4,225.0,-0.9,-1.1,-550.0,98.4,-0.9,-0.9,-1.1,-1.0,-1000.0,99.4,2.4,2.5,-0.1,-0.2,-200.0,0.5,1.8,138.5,-0.2,0.0,0.0,-3.0,-4.0,-400.0,-0.8,-0.9,-900.0,0.0,,
"2020.04",98.5,2.8,2.9,0.0,-0.3,-100.0,-0.3,0.1,25.0,-12.2,-14.2,-710.0,0.3,0.6,200.0,-8.8,-15.9,-223.9,3.3,4.7,335.7,-5.7,-7.4,-435.3,0.10,0.10,350.0,98.6,-0.6,-0.6,-0.3,,,3.1,1.5,93.8,-0.2,-0.3,-300.0,99.0,0.4,0.4,-0.9,,,-0.6,-1.2,-200.0,-3.1,-3.3,-1650.0,-0.6,1.6,72.7,-1.0,-0.3,-42.9,-0.4,0.4,50.0,3.0,2.9,2900.0,-1.2,-1.4,-700.0,97.3,-1.8,-1.8,-1.1,-0.9,-450.0,99.4,2.2,2.3,0.0,-0.2,-100.0,0.2,-0.3,-60.0,-0.1,0.1,50.0,0.3,0.9,150.0,-1.3,,,0.1,,
"2020.05",98.5,2.8,2.9,0.0,,,-2.9,-1.8,-163.6,-8.8,-7.7,-700.0,-1.0,-1.4,-350.0,0.9,2.4,160.0,1.4,2.0,333.3,-3.5,-1.6,-84.2,0.10,0.20,300.0,98.2,-0.8,-0.8,-0.4,-0.2,-100.0,2.8,1.2,75.0,-0.3,,,98.2,-1.0,-1.0,-0.8,-1.4,-233.3,-2.1,-3.4,-261.5,-1.8,-2.4,-400.0,-1.9,-3.9,-195.0,2.2,0.9,69.2,-0.5,-0.7,-350.0,-1.0,-0.7,-233.3,-1.1,-1.2,-1200.0,96.3,-3.2,-3.2,-1.0,-1.4,-350.0,99.5,2.0,2.1,0.1,-0.2,-66.7,0.2,-0.5,-71.4,0.0,0.2,100.0,2.8,-1.5,-34.9,-1.0,,,0.1,,
"2020.06",99.0,3.2,3.3,0.5,0.4,400.0,-1.5,0.1,6.3,-0.1,0.5,83.3,-0.5,-0.1,-25.0,17.1,31.4,219.6,-0.6,-0.8,-400.0,6.2,7.1,788.9,0.12,0.20,220.0,98.5,-0.2,-0.2,0.3,0.6,200.0,3.1,1.6,106.7,0.3,0.4,400.0,98.4,-1.0,-1.0,0.2,0.0,0.0,-1.7,-2.3,-383.3,0.7,0.8,800.0,-1.1,-2.0,-222.2,3.3,4.1,512.5,-0.4,-0.6,-300.0,0.1,-0.9,-90.0,0.0,,,96.4,-3.1,-3.1,0.1,,,99.7,2.0,2.0,0.2,0.0,0.0,0.8,-0.1,-11.1,0.0,,,0.8,2.9,138.1,-0.1,,,0.0,,
"2020.07",99.6,3.9,4.1,0.6,0.7,700.0,0.8,1.4,233.3,5.2,7.1,373.7,-0.9,0.2,18.2,14.6,30.4,192.4,-1.5,-1.8,-600.0,5.8,7.9,376.2,0.03,0.10,137.5,98.8,0.4,0.4,0.3,0.6,200.0,3.4,2.1,161.5,0.3,0.5,250.0,98.8,-0.8,-0.8,0.4,0.2,100.0,0.1,-0.4,-80.0,1.3,1.2,1200.0,0.5,0.6,600.0,0.6,1.0,250.0,0.0,,,-2.1,-3.2,-290.9,0.3,,,96.6,-2.9,-2.9,0.2,,,99.9,1.9,1.9,0.2,-0.1,-33.3,-0.1,-0.9,-112.5,0.0,,,0.0,,,0.4,0.3,300.0,-0.2,,
"2020.08",100.5,4.6,4.8,0.9,0.7,350.0,2.3,0.8,53.3,6.5,7.5,750.0,0.6,,,4.1,3.0,272.7,0.0,-0.3,-100.0,6.1,8.4,365.2,0.05,0.10,155.6,99.4,1.1,1.1,0.6,0.7,700.0,3.9,2.5,178.6,0.5,0.4,400.0,99.4,-0.5,-0.5,0.6,0.3,100.0,3.3,3.1,1550.0,0.8,0.5,166.7,-2.0,-1.4,-233.3,0.1,-0.5,-83.3,2.5,1.6,177.8,-3.6,,,0.3,0.2,200.0,97.0,-2.6,-2.6,0.4,0.3,300.0,100.2,2.0,2.0,0.3,0.1,50.0,0.0,0.1,100.0,0.0,-0.1,-100.0,1.7,1.0,142.9,0.3,0.1,50.0,-0.2,-0.1,-100.0
"2020.09",101.1,4.8,5.0,0.6,0.2,50.0,2.8,3.0,1500.0,3.1,3.3,1650.0,-0.1,0.1,50.0,-2.0,-21.0,-110.5,1.0,1.3,433.3,3.5,4.5,450.0,0.02,0.00,0.0,99.7,1.3,1.3,0.3,0.2,200.0,4.3,2.6,152.9,0.4,0.1,33.3,100.2,0.0,0.0,0.8,0.5,166.7,2.5,1.5,150.0,0.1,-0.4,-80.0,1.8,2.9,263.6,-0.1,-0.3,-150.0,1.4,0.8,133.3,1.7,2.2,440.0,0.1,0.0,0.0,97.6,-2.2,-2.2,0.6,0.4,200.0,100.5,2.0,2.0,0.3,0.0,0.0,-1.0,-1.6,-266.7,0.1,0.3,150.0,1.1,-1.3,-54.2,0.1,0.0,0.0,-0.1,0.0,0.0
"2020.10",101.7,4.8,5.0,0.6,0.0,0.0,2.8,2.7,2700.0,4.0,3.6,900.0,-0.6,-3.6,-120.0,-3.5,-21.8,-119.1,0.7,0.6,600.0,2.3,2.5,1250.0,0.03,-0.10,-70.0,100.0,1.3,1.3,0.3,0.0,0.0,4.7,2.5,113.6,0.4,-0.1,-20.0,100.7,0.2,0.2,0.5,0.2,66.7,1.7,1.8,1800.0,0.0,-0.3,-100.0,-2.3,-2.6,-866.7,1.0,0.5,100.0,1.4,1.6,800.0,1.6,2.1,420.0,0.1,-0.1,-50.0,97.9,-1.9,-1.9,0.3,,,100.6,1.9,1.9,0.1,-0.1,-50.0,-1.4,-0.9,-180.0,-0.3,-0.2,-200.0,4.4,5.0,833.3,0.1,-0.2,-66.7,-0.1,0.0,0.0
"2020.11",102.5,5.1,5.2,0.8,0.3,60.0,4.8,3.9,433.3,2.9,1.8,163.6,1.6,1.8,900.0,1.7,-4.2,-71.2,0.1,0.6,120.0,2.2,-0.8,-26.7,0.07,-0.10,-66.7,100.5,1.6,1.6,0.5,0.3,150.0,5.2,2.6,100.0,0.5,0.1,25.0,101.5,1.0,1.0,0.8,,,1.4,0.8,133.3,0.6,,,1.9,3.5,218.8,0.1,-0.1,-50.0,1.4,1.8,450.0,1.1,2.0,222.2,0.2,0.0,0.0,98.5,-1.2,-1.2,0.6,0.7,700.0,100.8,2.0,2.0,0.2,0.1,100.0,-2.0,-2.4,-600.0,0.1,0.2,200.0,1.8,4.7,162.1,0.2,0.0,0.0,-0.1,,
"2020.12",103.1,5.1,5.2,0.6,0.0,0.0,-0.4,-5.0,-108.7,2.8,2.5,833.3,1.7,-0.7,-29.2,-0.9,-0.2,-28.6,-0.7,-0.1,-16.7,5.3,3.7,231.3,0.03,-0.10,-75.0,100.8,1.6,1.6,0.3,0.0,0.0,5.5,2.4,77.4,0.3,-0.2,-40.0,101.6,0.5,0.5,0.1,-0.5,-83.3,0.4,-0.2,-33.3,0.2,-0.2,-50.0,-2.5,-2.9,-725.0,-0.4,-1.9,-126.7,0.1,-0.2,-66.7,1.2,,,0.0,-0.4,-100.0,98.4,-1.7,-1.7,-0.1,-0.5,-125.0,101.1,2.0,2.0,0.3,0.0,0.0,-0.9,0.0,0.0,0.0,,,2.3,1.0,76.9,0.1,-0.3,-75.0,0.0,,
"2021.01",103.8,5.5,5.6,0.7,0.4,133.3,1.6,1.4,700.0,1.4,-0.1,-6.7,2.8,3.1,1033.3,4.1,9.1,182.0,-1.1,-0.5,-83.3,9.6,7.4,336.4,0.05,0.00,25.0,101.2,1.9,1.9,0.4,0.3,300.0,6.0,2.6,76.5,0.5,0.2,66.7,101.5,0.1,0.1,-0.1,-0.4,-133.3,0.6,1.2,200.0,-0.3,-1.5,-125.0,-0.7,-0.3,-75.0,0.7,0.6,600.0,-0.6,0.1,14.3,0.2,-0.8,-80.0,-0.4,-0.7,-233.3,98.1,-2.1,-2.1,-0.3,-0.4,-400.0,101.4,2.1,2.1,0.3,0.1,50.0,0.0,-0.2,-100.0,0.6,0.7,700.0,-0.2,1.4,87.5,-0.4,-0.8,-200.0,0.0,,
"2021.02",104.4,5.8,5.9,0.6,0.3,100.0,1.8,2.6,325.0,1.6,3.2,200.0,1.8,0.5,38.5,-2.5,-4.8,-208.7,-1.2,-1.7,-340.0,7.0,6.4,1066.7,0.02,0.10,133.3,101.5,2.2,2.2,0.3,,,6.2,2.6,72.2,0.2,0.0,0.0,101.7,0.8,0.8,0.2,0.7,140.0,1.3,2.8,186.7,0.0,,,-1.6,-4.1,-164.0,0.0,2.6,100.0,-0.2,2.7,93.1,1.6,2.1,420.0,-0.1,-0.3,-150.0,98.1,-1.4,-1.4,0.0,0.7,100.0,101.8,2.3,2.3,0.4,0.2,100.0,0.5,0.1,25.0,0.2,0.4,200.0,1.1,2.0,222.2,-0.1,-0.3,-150.0,0.0,,
"2021.03",105.1,6.6,6.7,0.7,0.8,800.0,1.9,5.2,157.6,5.3,14.2,159.6,1.3,1.8,360.0,-2.1,5.7,73.1,-0.7,-2.9,-131.8,3.1,8.6,156.4,0.08,0.10,166.7,101.9,3.0,3.0,0.4,0.8,200.0,6.4,3.1,93.9,0.2,0.5,166.7,102.3,2.4,2.4,0.6,1.6,160.0,0.7,1.5,187.5,1.5,3.5,175.0,-0.8,-1.4,-233.3,0.6,3.9,118.2,-0.4,1.1,73.3,1.4,-1.6,-53.3,0.4,1.3,144.4,98.6,0.2,0.2,0.5,1.6,145.5,102.2,2.8,2.8,0.4,0.5,500.0,-0.1,-0.6,-120.0,0.3,0.5,250.0,1.7,4.7,156.7,0.3,1.1,137.5,0.0,,
"2021.04",105.8,7.3,7.4,0.7,,,1.4,1.7,566.7,4.4,16.6,136.1,1.5,1.2,400.0,5.5,14.3,162.5,0.7,-2.6,-78.8,0.8,6.5,114.0,0.09,0.00,-10.0,102.3,3.7,3.8,0.4,0.7,233.3,6.7,3.6,116.1,0.3,0.5,250.0,103.4,4.4,4.4,1.1,2.0,222.2,0.4,1.0,166.7,1.6,4.7,151.6,0.6,1.2,200.0,0.5,1.5,150.0,0.4,0.8,200.0,2.4,-0.6,-20.0,0.8,2.0,166.7,99.4,2.1,2.2,0.8,1.9,172.7,102.7,3.3,3.3,0.5,,,-0.3,-0.5,-250.0,0.2,0.3,300.0,2.5,2.2,733.3,0.8,2.1,161.5,0.0,-0.1,-100.0
"2021.05",106.5,8.0,8.1,0.7,,,3.1,6.0,206.9,3.0,11.8,134.1,0.9,1.9,190.0,-2.1,-3.0,-333.3,0.6,-0.8,-57.1,0.8,4.3,122.9,0.10,0.00,0.0,102.7,4.5,4.6,0.4,0.8,200.0,7.0,4.2,150.0,0.3,0.6,200.0,103.8,5.6,5.7,0.4,1.2,150.0,-1.0,1.1,52.4,1.1,2.9,161.1,-1.3,0.6,31.6,1.0,-1.2,-54.5,-0.7,-0.2,-40.0,1.3,2.3,230.0,0.4,1.5,136.4,99.6,3.3,3.4,0.2,1.2,120.0,103.1,3.6,3.6,0.4,0.3,300.0,-0.5,-0.7,-350.0,0.2,,,2.2,-0.6,-21.4,0.3,1.3,130.0,0.0,-0.1,-100.0
"2021.06",107.2,8.2,8.3,0.7,0.2,40.0,2.2,3.7,246.7,2.8,2.9,2900.0,1.3,1.8,360.0,-1.9,-19.0,-111.1,0.0,0.6,100.0,2.4,-3.8,-61.3,0.04,-0.10,-66.7,103.0,4.5,4.6,0.3,0.0,0.0,7.2,4.1,132.3,0.2,-0.1,-33.3,104.0,5.6,5.7,0.2,0.0,0.0,-0.3,1.4,82.4,0.6,-0.1,-14.3,-1.0,0.1,9.1,0.7,-2.6,-78.8,-0.3,0.1,25.0,-0.5,-0.6,-600.0,0.2,,,99.6,3.2,3.3,0.0,-0.1,-100.0,103.4,3.7,3.7,0.3,0.1,50.0,-0.4,-1.2,-150.0,0.1,,,0.0,-0.8,-100.0,0.2,0.3,300.0,0.0,,
"2021.07",107.3,7.7,7.7,0.1,-0.5,-83.3,-1.2,-2.0,-250.0,-0.5,-5.7,-109.6,-0.9,0.0,0.0,-8.4,-23.0,-157.5,-0.8,0.7,46.7,0.9,-4.9,-84.5,0.02,0.00,-33.3,102.9,4.1,4.1,-0.1,-0.4,-133.3,6.8,3.4,100.0,-0.4,-0.7,-233.3,104.2,5.4,5.5,0.2,-0.2,-50.0,0.8,0.7,700.0,0.1,-1.2,-92.3,-1.0,-1.5,-300.0,0.5,-0.1,-16.7,-0.3,,,0.0,2.1,100.0,0.2,-0.1,-33.3,99.6,3.0,3.1,0.0,-0.2,-100.0,103.8,3.9,3.9,0.4,0.2,100.0,0.4,0.5,500.0,0.1,,,-0.3,,,0.2,-0.2,-50.0,0.0,0.2,100.0
