회사명,상장일,CCI_2020=100,CycleDeviation,경기국면
파마리서치프로덕트,2015-07,88.3,-0.8132638389647777,0
펩트론,2015-07,88.3,-0.8132638389647777,0
동운아나텍,2015-06,88.0,-0.849539175699113,0
유테크,2015-06,88.0,-0.849539175699113,0
민앤지,2015-06,88.0,-0.849539175699113,0
에스엔텍,2015-06,88.0,-0.849539175699113,0
코아스템,2015-06,88.0,-0.849539175699113,0
세미콘라이트,2015-06,88.0,-0.849539175699113,0
싸이맥스,2015-06,88.0,-0.849539175699113,0
픽셀플러스,2015-06,88.0,-0.849539175699113,0
제노포커스,2015-05,87.8,-0.7707782373816008,1
유지인트,2015-04,88.0,-0.238068246230579,1
포시에스,2015-02,87.8,0.1322932347976822,1
