회사명,상장일,PC1,cycle_pc1,경기국면
바이오노트,2022-12,-4.750131454998564,-1.068974640782618,0
쏘카,2022-08,-4.820076518622365,-1.5876657339879356,0
수산인더스트리,2022-08,-4.820076518622365,-1.5876657339879356,0
LG에너지솔루션,2022-01,-3.0623374710662,-0.6434006257360081,0
카카오페이,2021-11,-2.290518985137892,-0.1077884627416936,0
케이카,2021-10,-2.094600787346776,-0.0301249422163287,0
현대중공업,2021-09,-1.809594867349969,0.1366667483175394,1
일진하이솔루스,2021-09,-1.809594867349969,0.1366667483175394,1
아주스틸,2021-08,-1.6054061679868648,0.2227882001428223,1
롯데렌탈,2021-08,-1.6054061679868648,0.2227882001428223,1
한컴라이프케어,2021-08,-1.6054061679868648,0.2227882001428223,1
크래프톤,2021-08,-1.6054061679868648,0.2227882001428223,1
에스디바이오센서,2021-07,-1.3807770421453962,0.329602539966511,1
SK아이이테크놀로지,2021-05,-1.0386449124582149,0.4372749811494658,1
SK바이오사이언스,2021-03,-0.5292163188283862,0.7144606197833144,1
솔루엠,2021-02,-0.1586509311961865,0.9699686372941172,1
명신산업,2020-12,0.3185344476363079,1.219589189348813,1
에이플러스에셋,2020-11,0.5604413009909172,1.3491342957907315,1
교촌에프앤비,2020-11,0.5604413009909172,1.3491342957907315,1
