회사명,종목코드,상장일,상장유형,증권구분,업종,국적,상장주선인,액면가 (원),공모가 (원),공모금액 (천원),주요제품,최초상장주식수 (주)
에스트래픽,234300,2017-12-05,신규상장,주권,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",대한민국,미래에셋증권 주식회사,500,"10,000","21,300,000","교통관련 솔루션 개발, 시스템통합 S/W 개발","11,450,592"
체리부로,066360,2017-12-04,신규상장,주권,"도축, 육류 가공 및 저장 처리업",대한민국,미래에셋증권 주식회사,500,"4,700","28,913,916","육계, 사료","27,872,369"
대원　　　　　　　,007680,2017-12-01,신규상장,주권,건물 건설업,대한민국,신한투자증권 주식회사,500,"15,000","30,000,000",아파트 시행 및 시공,"11,050,000"
비즈니스온,138580,2017-11-30,신규상장,주권,소프트웨어 개발 및 공급업,대한민국,KB증권(주),500,"9,000","17,082,000",전자세금계산서 발행서비스(스마트빌),"9,544,940"
한화에이스스팩4호,279410,2017-11-27,신규상장,주권,금융 지원 서비스업,대한민국,한화투자증권(주),100,"2,000","6,300,000",기업인수합병,"3,495,000"
스튜디오드래곤,253450,2017-11-24,신규상장,주권,"영화, 비디오물, 방송프로그램 제작 및 배급업",대한민국,미래에셋증권 주식회사,500,"35,000","210,000,000","드라마 제작, 판매","28,037,240"
IBKS제7호스팩,276920,2017-11-10,신규상장,주권,금융 지원 서비스업,대한민국,IBK투자증권(주),100,"2,000","7,000,000",기업인수목적,"3,650,000"
티슈진,950160,2017-11-06,신규상장,주식예탁증권,기초 의약물질 제조업,미국,엔에이치투자증권주식회사,0,"27,000","202,500,000",골관절염 치료제,"60,379,425"
영화테크,265560,2017-10-26,신규상장,주권,자동차 신품 부품 제조업,대한민국,신한투자증권 주식회사,500,"12,500","8,800,000",자동차 정션박스 등,"5,345,090"
신한제4호스팩,277480,2017-10-20,신규상장,주권,금융 지원 서비스업,대한민국,신한투자증권 주식회사,100,"2,000","10,000,000",기업 인수 합병,"6,010,000"
상신전자,263810,2017-10-16,신규상장,주권,전자부품 제조업,대한민국,미래에셋증권 주식회사,500,"13,300","9,310,000","노이즈필터(48.81%), 코일(19.33%), 리액터(10.75%)","3,921,000"
야스,255440,2017-09-29,신규상장,주권,특수 목적용 기계 제조업,대한민국,한국투자증권(주),500,"23,500","54,050,000","OLED 증착기, OLED 증착원","12,930,000"
IBKS제8호스팩,277410,2017-09-29,신규상장,주권,금융 지원 서비스업,대한민국,IBK투자증권(주),100,"2,000","4,000,000",기업인수합병,"2,210,000"
에스엔피월드,263920,2017-09-28,신규상장,주권,그외 기타 제품 제조업,대한민국,대신증권(주),500,"5,100","10,200,000","화장용 스펀지, 퍼프","7,876,580"
유티아이,179900,2017-09-27,신규상장,주권,전자부품 제조업,대한민국,한국투자증권(주),500,"25,000","22,400,000",카메라 윈도우,"5,332,145"
신흥에스이씨,243840,2017-09-27,신규상장,주권,일차전지 및 이차전지 제조업,대한민국,삼성증권(주),"2,500","16,000","33,600,000","2차전지용 안전 부품(Cap Assembly, CID)","6,551,683"
선익시스템,171090,2017-09-20,신규상장,주권,반도체 제조업,대한민국,대신증권(주),500,"37,000","55,500,000",OLED 증착장비,"6,000,000"
엠플러스,259630,2017-09-20,신규상장,주권,특수 목적용 기계 제조업,대한민국,키움증권(주),500,"18,000","22,500,000",이차전지 자동화 조립설비,"5,111,890"
앱클론,174900,2017-09-18,신규상장,주권,의료용품 및 기타 의약 관련제품 제조업,대한민국,엔에이치투자증권주식회사,500,"10,000","6,807,410",항체의약품,"6,800,000"
샘코,263540,2017-09-15,신규상장,주권,"항공기,우주선 및 부품 제조업",대한민국,"한국투자증권(주),대신증권(주)",500,"11,000","16,500,000",도어시스템,"7,756,131"
펄어비스,263750,2017-09-14,신규상장,주권,소프트웨어 개발 및 공급업,대한민국,한국투자증권(주),500,"103,000","185,400,000",온라인 게임 개발 서비스(검은사막),"12,066,300"
덕우전자,263600,2017-08-28,신규상장,주권,전자부품 제조업,대한민국,한국투자증권(주),500,"15,500","38,750,000",카메라 모듈 부품,"8,110,066"
이더블유케이,258610,2017-08-22,신규상장,주권,"구조용 금속제품, 탱크 및 증기발생기 제조업",대한민국,신영증권(주),500,"5,000","11,100,000","지열발전설비(열수기화기, 응축기 등)","6,586,600"
하나금융10호스팩,270520,2017-08-22,신규상장,주권,금융 지원 서비스업,대한민국,하나증권주식회사,100,"2,000","8,000,000",-,"4,602,000"
알에스오토메이션,140670,2017-08-11,신규상장,주권,전자부품 제조업,대한민국,미래에셋증권 주식회사,500,"6,000","14,628,000","모션제어기, 드라이브, 에너지제어장치","9,103,140"
컬러레이,900310,2017-08-10,신규상장,외국주권,회사 본부 및 경영 컨설팅 서비스업,홍콩,신한투자증권 주식회사,무액면,"3,800","53,200,000",화장품용 진주광택안료,"54,000,000"
엔에이치스팩12호,273060,2017-08-07,신규상장,주권,금융 지원 서비스업,대한민국,엔에이치투자증권주식회사,100,"2,000","13,000,000",기업인수합병,"7,510,000"
모트렉스,118990,2017-08-04,신규상장,주권,자동차 신품 부품 제조업,대한민국,미래에셋증권 주식회사,500,"38,300","68,940,000",차량용 인포테인먼트,"5,336,109"
데이타솔루션,263800,2017-08-03,신규상장,주권,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",대한민국,미래에셋증권 주식회사,500,"3,300","15,180,000","EMC스토리지, SPSS, SI","15,358,580"
지니언스,263860,2017-08-02,신규상장,주권,소프트웨어 개발 및 공급업,대한민국,하나증권주식회사,500,"13,500","11,205,000",네트워크 접근 제어 솔루션(NAC),"4,854,900"
디앤씨미디어,263720,2017-08-01,신규상장,주권,"서적, 잡지 및 기타 인쇄물 출판업",대한민국,키움증권(주),500,"20,000","20,140,000",웹소설 콘텐츠,"4,034,223"
셀트리온헬스케어,091990,2017-07-28,신규상장,주권,기타 전문 도매업,대한민국,미래에셋증권 주식회사,"1,000","41,000","1,008,764,000",바이오의약품 마케팅 및 판매,"136,688,120"
이즈미디어,181340,2017-07-26,신규상장,주권,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",대한민국,한국투자증권(주),500,"7,500","11,400,000",카메라모듈테스터,"7,045,100"
한국제5호스팩,271740,2017-07-24,신규상장,주권,금융 지원 서비스업,대한민국,한국투자증권(주),100,"2,000","7,000,000",기업인수합병,"4,000,000"
힘스,238490,2017-07-20,신규상장,주권,특수 목적용 기계 제조업,대한민국,"KB증권(주),SK증권(주)",500,"20,000","16,000,000","OLED Mask 인장기, OLED Mask 검사기 등","4,968,000"
브이원텍,251630,2017-07-13,신규상장,주권,특수 목적용 기계 제조업,대한민국,미래에셋증권 주식회사,500,"17,700","32,373,300",LCD/OLED 압흔검사기,"7,366,090"
아우딘퓨쳐스,227610,2017-07-12,신규상장,주권,기타 화학제품 제조업,대한민국,하나증권주식회사,500,"26,000","26,000,000","기초화장품, 마스크팩 등","5,925,190"
제일홀딩스,003380,2017-06-30,신규상장,주권,회사 본부 및 경영 컨설팅 서비스업,대한민국,"신한투자증권 주식회사,KB증권(주)",100,"20,700","421,886,700",지주사업,"70,718,000"
하나금융9호스팩,261200,2017-06-26,신규상장,주권,금융 지원 서비스업,대한민국,하나증권주식회사,100,"2,000","8,000,000",기업 인수합병,"4,260,000"
교보7호스팩,267320,2017-06-22,신규상장,주권,금융 지원 서비스업,대한민국,교보증권(주),100,"2,000","7,580,000",기업인수 및 합병,"4,020,000"
보라티알,250000,2017-06-08,신규상장,주권,음·식료품 및 담배 도매업,대한민국,대신증권(주),500,"14,300","24,134,110","유가공품, 소스류, 파스타류","6,750,733"
한화수성스팩,265920,2017-06-08,신규상장,주권,금융 지원 서비스업,대한민국,한화투자증권(주),100,"2,000","8,000,000",기업인수합병,"4,440,000"
삼양옵틱스,225190,2017-06-02,신규상장,주권,사진장비 및 광학기기 제조업,대한민국,미래에셋증권 주식회사,500,"16,700","66,800,000",디지털 카메라용 교환렌즈,"10,000,000"
필옵틱스,161580,2017-06-01,신규상장,주권,특수 목적용 기계 제조업,대한민국,신한투자증권 주식회사,500,"48,000","55,680,000",레이저응용장비 및 노광기,"5,775,200"
IBKS제6호스팩,264850,2017-06-01,신규상장,주권,금융 지원 서비스업,대한민국,IBK투자증권(주),100,"2,000","8,000,000",,"4,315,000"
미래에셋대우스팩1호,265480,2017-05-26,신규상장,주권,금융 지원 서비스업,대한민국,미래에셋증권 주식회사,100,"2,000","8,000,000",기업인수합병,"4,840,000"
엔에이치스팩10호,256630,2017-05-02,신규상장,주권,금융 지원 서비스업,대한민국,엔에이치투자증권주식회사,100,"2,000","13,000,000",기업인수합병,"7,000,000"
한화에이스스팩3호,264290,2017-05-02,신규상장,주권,금융 지원 서비스업,대한민국,한화투자증권(주),100,"2,000","5,500,000",기업인수합병,"3,080,000"
하나머티리얼즈,166090,2017-04-28,신규상장,주권,반도체 제조업,대한민국,"대신증권(주),엔에이치투자증권주식회사",500,"12,000","23,280,000","실리콘부품, 세라믹부품, 특수가스","9,459,737"
와이엠티,251370,2017-04-27,신규상장,주권,기초 화학물질 제조업,대한민국,하나증권주식회사,500,"21,000","11,815,167","PCB, 반도체 및 디스플레이 제조용 화학소재 등","3,602,600"
케이비제11호스팩,258790,2017-04-27,신규상장,주권,금융 지원 서비스업,대한민국,KB증권(주),100,"2,000","6,000,000",기업인수 및 합병,"3,210,000"
신영스팩3호,263770,2017-04-06,신규상장,주권,금융 지원 서비스업,대한민국,신영증권(주),100,"2,000","5,000,000",기업인수,"2,605,000"
서진시스템,178320,2017-03-27,신규상장,주권,통신 및 방송 장비 제조업,대한민국,엔에이치투자증권주식회사,500,"25,000","35,750,000","통신장비부품,휴대폰부품(메탈케이스 등)","5,642,185"
코미코,183300,2017-03-23,신규상장,주권,특수 목적용 기계 제조업,대한민국,엔에이치투자증권주식회사,500,"13,000","32,500,000",반도체 부품 세정 및 코팅,"8,075,000"
아스타,246720,2017-03-20,신규상장,주권,의료용품 및 기타 의약 관련제품 제조업,대한민국,키움증권(주),500,"8,000","14,000,000",MALDI-TOF 질량분석기 기반 진단시스템,"9,402,523"
대신밸런스제4호스팩,262830,2017-03-03,신규상장,주권,금융 지원 서비스업,대한민국,대신증권(주),100,"2,000","9,000,000",기업인수 및 합병,"5,010,000"
에스디생명공학,217480,2017-03-02,신규상장,주권,기타 화학제품 제조업,대한민국,"신한투자증권 주식회사,한국투자증권(주)",500,"12,000","57,600,000","마스크팩, 기초화장품","22,064,400"
신신제약,002800,2017-02-28,신규상장,주권,의약품 제조업,대한민국,케이비투자증권(주),500,"4,500","14,625,000",파스류 (신신파스 아렉스 등),"15,170,500"
에프엔에스테크,083500,2017-02-27,신규상장,주권,특수 목적용 기계 제조업,대한민국,한국투자증권(주),500,"14,000","14,000,000","OLED, LCD 제조 공정 장비","5,851,101"
모바일어플라이언스,087260,2017-02-24,신규상장,주권,소프트웨어 개발 및 공급업,대한민국,엔에이치투자증권주식회사,500,"3,500","13,181,998","블랙박스, 내비게이션, HUD, ADAS","15,000,000"
피씨엘,241820,2017-02-23,신규상장,주권,의료용품 및 기타 의약 관련제품 제조업,대한민국,한국투자증권(주),500,"8,000","12,000,000","다중 체외진단 제품, 플랫폼서비스","8,921,164"
신한제3호스팩,257730,2017-02-23,신규상장,주권,금융 지원 서비스업,대한민국,신한투자증권 주식회사,100,"2,000","6,000,000",기업인수합병,"3,505,000"
서플러스글로벌,140070,2017-01-25,신규상장,주권,기계장비 및 관련 물품 도매업,대한민국,한국투자증권(주),100,"8,000","35,200,000","반도체 제조용 장비, 유휴기계설비 도소매","18,494,000"
유바이오로직스,206650,2017-01-24,신규상장,주권,자연과학 및 공학 연구개발업,대한민국,한국투자증권(주),500,"6,000","19,200,000","경구용 콜레라 백신, 바이오의약품 수탁 연구 및 제조","24,231,986"
엔에이치스팩11호,256840,2016-12-28,신규상장,주권,금융 지원 서비스업,대한민국,엔에이치투자증권주식회사,100,"2,000","13,000,000",기업인수합병,"6,830,000"
퓨전데이타,195440,2016-12-21,신규상장,주권,소프트웨어 개발 및 공급업,대한민국,한국투자증권(주),500,"11,500","11,500,000",가상화솔루션 등,"3,030,000"
DSC인베스트먼트,241520,2016-12-19,신규상장,주권,신탁업 및 집합투자업,대한민국,키움증권(주),500,"1,700","7,427,184",투자조합 결성 및 투자,"17,500,000"
티에스인베스트먼트,246690,2016-12-15,신규상장,주권,신탁업 및 집합투자업,대한민국,한국투자증권(주),500,"1,300","7,410,000",투자조합 결성 및 투자,"22,421,004"
마이크로프랜드,147760,2016-12-12,신규상장,주권,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",대한민국,키움증권(주),500,"7,300","21,900,000",반도체 검사용 프로브카드,"10,641,366"
애니젠,196300,2016-12-07,신규상장,주권,기초 의약물질 제조업,대한민국,키움증권(주),500,"18,000","12,600,000",펩타이드 바이오소재 및 아미노산 펩타이드 신약,"4,734,831"
신라젠,215600,2016-12-06,신규상장,주권,자연과학 및 공학 연구개발업,대한민국,"엔에이치투자증권주식회사,하나증권주식회사,DB증권주식회사",500,"15,000","150,000,000",펙사벡(바이러스 항암면역치료제),"61,616,527"
IBKS제5호스팩,254120,2016-12-02,신규상장,주권,금융 지원 서비스업,대한민국,IBK투자증권(주),100,"2,000","8,000,000",기업인수합병,"4,500,000"
오션브릿지,241790,2016-12-01,신규상장,주권,기타 화학제품 제조업,대한민국,대신증권(주),500,"6,600","14,949,000","반도체 케미칼(HCDS, Ticl4 외), 반도체 장비","8,622,720"
뉴파워프라즈마,144960,2016-11-30,신규상장,주권,특수 목적용 기계 제조업,대한민국,키움증권(주),500,"17,500","29,750,000",플라즈마 세정기(Remote Plasma Cleaning Generator),"7,903,379"
에이치엔티,176440,2016-11-28,신규상장,주권,전자부품 제조업,대한민국,키움증권(주),500,"10,000","13,500,000",휴대폰 카메라 모듈,"6,701,100"
SK3호스팩,232330,2016-11-16,신규상장,주권,금융 지원 서비스업,대한민국,SK증권(주),100,"2,000","6,600,000",기업인수합병,"3,600,000"
클리오,237880,2016-11-09,신규상장,주권,기타 화학제품 제조업,대한민국,엔에이치투자증권주식회사,500,"41,000","184,401,600","색조화장품, 기초화장품","16,873,215"
오가닉티코스메틱,900300,2016-11-04,신규상장,외국주권,회사 본부 및 경영 컨설팅 서비스업,홍콩,유진투자증권(주),무액면,"4,000","57,200,000","유아용 화장품(클렌징, 여름용, 피부케어, 기능성 화장품)","56,925,000"
로고스바이오,238120,2016-11-03,신규상장,주권,사진장비 및 광학기기 제조업,대한민국,신한투자증권 주식회사,500,"25,500","18,056,448","자동세포카운팅시스템, 생체조직투명화시스템, 디지털세포이미징시스템","3,561,724"
IBKS지엠비스팩,252500,2016-11-02,신규상장,주권,금융 지원 서비스업,대한민국,IBK투자증권(주),100,"2,000","10,000,000",기업인수 및 합병,"5,315,000"
인크로스,216050,2016-10-31,신규상장,주권,광고업,대한민국,신한투자증권 주식회사,500,"43,000","20,274,500",미디어렙서비스,"2,939,035"
에이치엘사이언스,239610,2016-10-28,신규상장,주권,도시락 및 식사용 조리식품 제조업,대한민국,"미래에셋증권 주식회사,케이비투자증권(주)",500,"27,000","40,800,375",건강기능식품 등,"5,142,148"
코스메카코리아,241710,2016-10-28,신규상장,주권,기타 화학제품 제조업,대한민국,삼성증권(주),500,"54,000","72,360,000","화장품 OEM, ODM","5,340,000"
GRT,900290,2016-10-25,신규상장,외국주권,회사 본부 및 경영 컨설팅 서비스업,홍콩,엔에이치투자증권주식회사,무액면,"5,000","86,875,000","광학필름, 포장필름","67,375,000"
골든센츄리,900280,2016-10-19,신규상장,외국주권,회사 본부 및 경영 컨설팅 서비스업,케이맨 제도,유안타증권(주),0.2,"3,500","27,666,664",트랙터용 휠 및 타이어,"29,800,000"
인텔리안테크,189300,2016-10-18,신규상장,주권,통신 및 방송 장비 제조업,대한민국,한국투자증권(주),500,"19,000","27,550,000","해상용 위성통신 안테나, 해상용 위성방송 수신안테나","7,165,110"
에이치시티,072990,2016-10-17,신규상장,주권,기타 과학기술 서비스업,대한민국,미래에셋증권 주식회사,500,"17,000","19,319,820",기술검사서비스,"4,579,934"
잉글우드랩,950140,2016-10-14,신규상장,주식예탁증권,회사 본부 및 경영 컨설팅 서비스업,미국,하나증권주식회사,0.25,"6,000","25,200,000",기초화장품(화장품 제조),"17,366,154"
앤디포스,238090,2016-10-12,신규상장,주권,플라스틱제품 제조업,대한민국,미래에셋증권 주식회사,500,"14,500","60,900,000","TSP용 양면 테이프, 윈도우 필름","15,068,965"
수산아이앤티,050960,2016-10-11,신규상장,주권,소프트웨어 개발 및 공급업,대한민국,삼성증권(주),500,"11,500","19,550,000","공유단말접속관리서비스, 보안솔루션 등","6,751,000"
미투온,201490,2016-10-10,신규상장,주권,소프트웨어 개발 및 공급업,대한민국,미래에셋증권(주),500,"3,800","27,210,690",소셜 카지노 게임,"29,961,122"
케이비제10호스팩,250930,2016-09-29,신규상장,주권,금융 지원 서비스업,대한민국,케이비투자증권(주),100,"2,000","10,000,000",기업인수합병,"5,210,000"
유니테크노,241690,2016-09-20,신규상장,주권,자동차 신품 부품 제조업,대한민국,한국투자증권(주),500,"10,300","15,450,000",자동차 엔진파워트레인/모터 부품 제조 및 조립,"5,963,760"
하나금융8호스팩,250060,2016-09-08,신규상장,주권,금융 지원 서비스업,대한민국,하나증권주식회사,100,"2,000","12,000,000",기업인수합병,"6,402,000"
교보비엔케이스팩,242040,2016-09-07,신규상장,주권,금융 지원 서비스업,대한민국,"교보증권(주),(주)비엔케이투자증권",100,"2,000","12,000,000",기업인수합병,"7,110,000"
자이글,234920,2016-09-06,신규상장,주권,가정용 기기 제조업,대한민국,"케이비투자증권(주),하나증권주식회사",500,"11,000","49,280,000",적외선 가열 조리기,"13,530,910"
헝셩그룹,900270,2016-08-18,신규상장,외국주권,회사 본부 및 경영 컨설팅 서비스업,홍콩,신한투자증권 주식회사,무액면,"3,600","72,000,000",자회사 제품 : 아동용 완구 및 아동복 등,"80,000,000"
에코마케팅,230360,2016-08-08,신규상장,주권,광고업,대한민국,한국투자증권(주),100,"35,000","38,500,000","온라인, 모바일 광고 종합대행업","8,128,571"
팍스넷,038160,2016-08-01,신규상장,주권,기타 정보 서비스업,대한민국,한국투자증권(주),500,"5,200","14,389,800","금융솔루션, 증권정보, 광고","11,077,521"
엔지스테크널러지,208860,2016-07-28,신규상장,주권,소프트웨어 개발 및 공급업,대한민국,교보증권(주),500,"10,000","4,670,000","Nav-Link 솔루션, BringGo 어플리케이션 등","3,127,180"
우리손에프앤지,073560,2016-07-27,신규상장,주권,축산업,대한민국,미래에셋증권 주식회사,500,"2,210","40,247,481","양돈업, 도축업","61,157,490"
장원테크,174880,2016-07-15,신규상장,주권,통신 및 방송 장비 제조업,대한민국,신한투자증권 주식회사,500,"17,500","26,250,000",스마트폰 및 태블릿PC Bracket,"6,045,000"
대유위니아,071460,2016-07-14,신규상장,주권,가정용 기기 제조업,대한민국,신영증권(주),500,"6,800","51,000,000","김치냉장고(스탠드형, 뚜껑형), 에어컨, 프리미엄 냉장고 등","24,111,530"
피앤씨테크,237750,2016-07-04,신규상장,주권,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",대한민국,케이비투자증권(주),500,"10,200","27,030,000",배전자동화단말장치,"6,496,600"
로스웰,900260,2016-06-30,신규상장,외국주권,회사 본부 및 경영 컨설팅 서비스업,홍콩,신한투자증권 주식회사,무액면,"3,200","96,000,000","CAN Control Gateway, CAN기능모듈, BCM 차체제어모듈","90,781,250"
녹십자랩셀,144510,2016-06-23,신규상장,주권,"그외 기타 전문, 과학 및 기술 서비스업",대한민국,"하나증권주식회사,케이프투자증권주식회사",500,"18,500","37,000,000","세포치료제, 검체검사서비스, 제대혈은행","10,554,054"
에스티팜,237690,2016-06-23,신규상장,주권,의약품 제조업,대한민국,"한국투자증권(주),유진투자증권(주)",500,"29,000","135,256,000",원료의약품,"18,484,400"
한국4호스팩,240540,2016-06-22,신규상장,주권,금융 지원 서비스업,대한민국,한국투자증권(주),100,"2,000","10,000,000",기업인수합병,"5,500,000"
미래에셋제5호스팩,239340,2016-06-09,신규상장,주권,금융 지원 서비스업,대한민국,미래에셋증권(주),100,"2,000","9,000,000",기업인수합병,"4,800,000"
레이언스,228850,2016-04-11,신규상장,주권,의료용 기기 제조업,대한민국,대신증권(주),500,"25,000","100,000,000","TFT Detector, CMOS Detector, I/O Sensor","16,591,014"
씨엠에스에듀,225330,2016-04-07,신규상장,주권,일반 교습 학원,대한민국,"유안타증권(주),삼성증권(주)",500,"23,200","28,768,000",융합사고력 프로그램,"4,205,350"
동양파일,228340,2016-04-06,신규상장,주권,"시멘트, 석회, 플라스터 및 그 제품 제조업",대한민국,대신증권(주),500,"10,000","80,000,000",PHC파일,"20,000,000"
팬젠,222110,2016-03-11,신규상장,주권,의약품 제조업,대한민국,한국투자증권(주),500,"16,500","27,225,000","바이오시밀러 제품, 바이오의약품 개발 기술이전 서비스 등","7,681,318"
AP위성통신,211270,2016-03-04,신규상장,주권,통신 및 방송 장비 제조업,대한민국,KB증권(주),500,"9,700","31,602,600",위성통신 단말기,"13,097,740"
하이에이아이1호스팩,235010,2016-03-04,신규상장,주권,금융 지원 서비스업,대한민국,iM증권,100,"2,000","9,200,000",기업 인수 및 합병,"4,950,000"
IBKS제4호스팩,230980,2016-03-02,신규상장,주권,금융 지원 서비스업,대한민국,IBK투자증권(주),100,"2,000","3,500,000",기업인수 및 합병,"2,000,000"
큐리언트,115180,2016-02-29,신규상장,주권,자연과학 및 공학 연구개발업,대한민국,한국투자증권(주),500,"21,000","32,508,000",저분자 혁신신약,"7,227,262"
케이비제9호스팩,232270,2016-02-29,신규상장,주권,금융 지원 서비스업,대한민국,케이비투자증권(주),100,"2,000","27,000,000",,"13,815,700"
안트로젠,065660,2016-02-15,신규상장,주권,기초 의약물질 제조업,대한민국,키움증권(주),500,"24,000","16,800,000",줄기세포치료제,"7,463,435"
아이엠텍,226350,2016-02-03,신규상장,주권,전자부품 제조업,대한민국,미래에셋증권 주식회사,500,"7,500","32,250,000","카메라모듈, 안테나 등","16,787,750"
유니트론텍,142210,2016-02-02,신규상장,주권,자동차 부품 및 내장품 판매업,대한민국,하나증권주식회사,500,"14,000","9,170,000","메모리, 비메모리반도체","3,310,650"
크리스탈신소재,900250,2016-01-28,신규상장,외국주권,회사 본부 및 경영 컨설팅 서비스업,케이맨 제도,신한투자증권 주식회사,0.5,"3,000","27,900,000","합성운모플레이크, 합성운모파우더, 운모테이프","61,622,771"
한솔씨앤피,221610,2016-01-27,신규상장,주권,기타 화학제품 제조업,대한민국,"신한투자증권 주식회사,케이비투자증권(주)",500,"13,000","11,700,000",표면보호제,"3,460,340"
에스와이패널,109610,2015-12-29,신규상장,주권,"구조용 금속제품, 탱크 및 증기발생기 제조업",대한민국,미래에셋증권(주),500,"5,000","10,679,610",샌드위치 패널,"6,200,000"
코디엠,224060,2015-12-29,신규상장,주권,특수 목적용 기계 제조업,대한민국,미래에셋증권(주),500,"4,700","4,700,000","반도체 및 평판디스플레이 제조용 장비(IRIS, LOZIX, HP/CP)","3,793,630"
휴젤,145020,2015-12-24,신규상장,주권,기초 의약물질 제조업,대한민국,"한국투자증권(주),미래에셋증권 주식회사",500,"150,000","54,000,000","보툴리눔톡신, 필러","3,284,058"
육일씨엔에쓰,191410,2015-12-24,신규상장,주권,전자부품 제조업,대한민국,케이프투자증권주식회사,500,"6,000","4,200,000",스마트폰용 Cover Glass,"8,522,980"
이에스브이,223310,2015-12-24,신규상장,주권,소프트웨어 개발 및 공급업,대한민국,엔에이치투자증권주식회사,500,"10,000","15,800,000","블랙박스, 네이게이션, 로봇청소기, 드론","5,227,400"
대신밸런스제2호스팩,232140,2015-12-24,신규상장,주권,금융 지원 서비스업,대한민국,대신증권(주),100,"2,000","20,000,000",기업 인수 및 합병,"10,620,000"
한국맥널티,222980,2015-12-23,신규상장,주권,도시락 및 식사용 조리식품 제조업,대한민국,키움증권(주),500,"8,000","10,000,000",커피 및 의약품,"4,975,000"
아진산업,013310,2015-12-22,신규상장,주권,자동차 신품 부품 제조업,대한민국,미래에셋증권(주),500,"6,500","29,250,000",자동차 부품 (차체),"12,415,300"
덱스터,206560,2015-12-22,신규상장,주권,"영화, 비디오물, 방송프로그램 제작 및 배급업",대한민국,엔에이치투자증권주식회사,500,"14,000","29,983,296","시각효과(Visual Effect, VFX)","9,630,524"
씨트리,047920,2015-12-21,신규상장,주권,자연과학 및 공학 연구개발업,대한민국,신한투자증권 주식회사,500,"6,500","6,240,000","씨트리시메티딘정, 로자틴정","7,023,345"
강스템바이오텍,217730,2015-12-21,신규상장,주권,자연과학 및 공학 연구개발업,대한민국,키움증권(주),500,"6,000","12,000,000",줄기세포치료제,"13,817,150"
메가엠디,133750,2015-12-18,신규상장,주권,일반 교습 학원,대한민국,엔에이치투자증권주식회사,500,"3,000","16,117,392","의학, 치의학, 법학 전문대학원, 약학대학 입학시험 대비 강의","20,401,568"
동부제4호스팩,230490,2015-12-18,신규상장,주권,금융 지원 서비스업,대한민국,DB증권주식회사,100,"2,000","10,000,000",,"5,300,000"
파크시스템스,140860,2015-12-17,신규상장,주권,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",대한민국,케이비투자증권(주),500,"9,000","9,000,000",연구용 및 산업용 원자현미경,"5,931,155"
보광산업,225530,2015-12-17,신규상장,주권,토사석 광업,대한민국,하나증권주식회사,500,"4,000","12,000,000","콘크리트용 부순골재, 아스콘, 레미콘","11,490,000"
뉴트리바이오텍,222040,2015-12-16,신규상장,주권,도시락 및 식사용 조리식품 제조업,대한민국,DB증권주식회사,500,"21,000","43,680,000",건강기능식품,"10,314,000"
