회사명_d1,stock_code,업종,상장주선인,공모가 (원),공모금액 (천원),최초상장주식수 (주),call,kospi,modified_esi,6개월 확약,3개월 확약,1개월 확약,15일 확약,미확약,수요예측_최종값,회사명_bs,corp_code,상장일,업력,유동자산,유동부채,부채총계,자본금,자본총계,매출액,영업이익,당기순이익,target,TA,WC,log_TA,log_S,capital_deficit,wc_neg_dummy,ta_negative,current_ratio,wc_sales,wc_ta,cl_tl,de_ratio,equity_ratio,cs_te,debt_asset,op_margin,net_margin,roe,roe_sign_dummy,roe_nan,roa,oi_ta,ni_oi_ratio,asset_turnover,sales_equity,z_simplified,WICS_large
포스뱅크,105760,일반 목적용 기계 제조업,하나증권주식회사,18000.0,"27,000,000","9,355,485",3.484,"2,500.65",93.4,0.24,0.36,0.67,11.09,87.64,839.03,포스뱅크,862312,2024-01-29,21,44620,20562,24818,3905,40671,63460,8323,7769,1,65489,24058,11.0896527382121,11.0581808229708,0,0,0,2.170022371364653,0.3791049479987393,0.3673594038693521,0.8285115641872834,0.6102136657569276,0.6210355937638382,0.0960143591256669,0.3789644062361618,0.1311534825086668,0.1224235739048219,0.1910206289493742,0.0,0,0.1186306097207164,0.1270900456565224,0.9334374624534424,0.9690176976286092,1.560325539081901,2.62946074667852,산업재
현대힘스,460930,선박 및 보트 건조업,미래에셋증권 주식회사,7300.0,"63,561,100","34,824,000",3.504,"2,478.56",93.4,3.34,16.53,7.53,5.94,66.66,680.82,현대힘스,667373,2024-01-26,16,44149,32572,73393,14800,174991,134349,11092,7277,1,248384,11577,12.422735240744696,11.808203614043638,0,0,0,1.355427974947808,0.0861710917089074,0.0466092824014429,0.4438025424768029,0.4194101410929705,0.7045180043803143,0.0845757781828779,0.2954819956196856,0.0825610908901443,0.0541648988827605,0.0415849957997839,0.0,0,0.0292973782530275,0.0446566606544705,0.6560584204832312,0.5408923280082453,0.7677480556142887,2.536784676403062,산업재
HB인베스트먼트,440290,기타 금융업,엔에이치투자증권주식회사,3400.0,"22,667,800","26,867,010",3.46,"2,470.34",93.4,0.32,13.87,2.15,1.26,82.4,838.81,HB인베스트먼트,309460,2024-01-25,25,14443,3967,7174,10000,58171,17711,10934,8787,1,65345,10476,11.087451508303742,9.781997654948418,0,0,0,3.640786488530376,0.5914968098921575,0.160318310505777,0.5529690549205464,0.123326055938526,0.8902134822863265,0.1719069639511096,0.1097865177136735,0.6173564451470838,0.4961323471289029,0.15105464922384,0.0,0,0.1344708853010942,0.167327262988752,0.8036400219498812,0.2710383349912005,0.3044644238538103,6.641765297411481,금융
우진엔텍,457550,"그외 기타 전문, 과학 및 기술 서비스업",KB증권(주),5300.0,"10,918,000","9,271,339",3.449,"2,469.69",93.4,18.3,8.0,5.1,12.8,55.8,1263.32,우진엔텍,1030503,2024-01-24,11,23247,5461,7079,3574,32865,30398,5874,4532,1,39944,17786,10.595258786916142,10.322164992116427,0,0,0,4.256912653360191,0.5851042831765247,0.4452733827358301,0.7714366435937279,0.2153963182717176,0.8227768876426997,0.1087479081089304,0.1772231123573002,0.1932363971313902,0.1490887558391999,0.1378974593032101,0.0,0,0.113458842379331,0.1470558782295213,0.7715355805243446,0.7610154215902263,0.92493534154876,4.831797661237669,기타
블루엠텍,439580,기타 전문 도매업,"키움증권(주),하나증권주식회사",19000.0,"26,600,000","10,650,189",3.655,"2,510.66",93.4,0.0,0.0,0.07,0.0,99.93,582.24,블루엠텍,1559637,2023-12-13,9,26156,35499,46573,920,21370,80652,127,-49,1,67943,-9343,11.126439115459846,11.29791128062967,0,1,0,0.7368094875911998,-0.1158433764816743,-0.1375123265089854,0.7622227470852211,2.1793635938231164,0.3145283546502215,0.0430510060832943,0.6854716453497784,0.0015746664682834,-0.0006075484798889,-0.0022929340196537,1.0,0,-0.0007211927645232,0.0018692138998866,-0.3858267716535433,1.1870538539658242,3.774075807206364,0.5378459724288036,건강관리
LS머트리얼즈,417200,전자부품 제조업,"KB증권(주),키움증권(주)",6000.0,"87,750,000","67,652,659",3.68,"2,535.27",93.4,6.0,11.0,10.0,4.0,69.0,396.84,LS머트리얼즈,1528141,2023-12-12,3,102226,39362,40765,29438,127217,100590,10687,9366,1,167982,62864,12.031618062789104,11.518818069425029,0,0,0,2.5970733194451503,0.6249527786062233,0.3742305723232251,0.965583220900282,0.3204367340842812,0.757325189603648,0.2313998915239315,0.242674810396352,0.1062431653245849,0.0931106471816284,0.0736222360219153,0.0,0,0.0557559738543415,0.0636199116572013,0.8763918779825957,0.5988141586598564,0.7906962119842474,3.346379206247505,정보기술
케이엔에스,432470,특수 목적용 기계 제조업,신영증권(주),23000.0,"17,250,000","3,883,557",3.516,"2,495.38",93.4,1.97,19.31,4.56,1.12,73.04,964.82,케이엔에스,1402995,2023-12-06,18,23513,14194,14297,311,25947,26406,4643,3751,1,40244,9319,10.602741051527834,10.181384405503108,0,0,0,1.656545019022122,0.3529122169203968,0.2315624689394692,0.992795691403791,0.5510078236404979,0.6447420733525494,0.011985971403245,0.3552579266474505,0.1758312504733772,0.1420510490040142,0.1445639187574671,0.0,0,0.0932064407116588,0.1153712354636716,0.807882834374327,0.6561475002484842,1.0176899063475546,2.639333696506984,정보기술
와이바이오로직스,338840,자연과학 및 공학 연구개발업,유안타증권(주),9000.0,"13,500,000","13,866,898",3.549,"2,494.28",93.4,0.0,45.16,0.93,2.57,51.34000000000001,226.9,와이바이오로직스,1226234,2023-12-05,24,11116,10866,12192,6160,7771,2862,-6619,-6250,1,19963,250,9.9016859305895,7.959625305098115,0,0,0,1.023007546475244,0.087351502445842,0.012523167860542,0.8912401574803149,1.5689100501865911,0.3892701497770876,0.7926907733882383,0.6107298502229124,-2.3127183787561147,-2.1837875611460515,-0.8042722944280015,1.0,0,-0.31307919651355,-0.3315633922757101,0.9442513974920684,0.1433652256674848,0.3682923690644705,-0.5837212795443224,건강관리
에이텀,355690,전자부품 제조업,하나증권주식회사,18000.0,"11,700,000","5,345,180",3.552,"2,505.01",93.4,0.3710769230769231,0.0,0.2484102564102563,0.0,99.38051282051282,136.45,에이텀,1444380,2023-12-01,9,16045,25404,31437,2337,5211,11739,-1171,-1906,1,36648,-9359,10.509141421812949,9.370757093382087,0,1,0,0.6315934498504172,-0.7972570065593322,-0.2553754638725169,0.8080923752266438,6.032815198618308,0.1421905697445972,0.4484743811168681,0.8578094302554028,-0.0997529602180765,-0.1623647670159298,-0.3657647284590289,1.0,0,-0.0520082951320672,-0.0319526304300371,1.627668659265585,0.3203176162409954,2.252734599884859,-0.202647743330238,정보기술
에이에스텍,453860,기타 화학제품 제조업,미래에셋증권 주식회사,28000.0,"39,396,000","5,657,215",3.581,"2,521.76",93.4,4.1,4.31,6.19,0.28,85.12,629.95,에이에스텍,1538528,2023-11-28,19,22970,23030,25753,2388,22838,34800,8321,6451,1,48591,-60,10.79121418728553,10.457401400981889,0,1,0,0.9973947025618758,-0.0017241379310344,-0.0012347965672655,0.8942647458548518,1.127638146948069,0.4700047333868412,0.1045625711533409,0.5299952666131588,0.2391091954022988,0.1853735632183908,0.2824678167965671,0.0,0,0.1327612109238336,0.171245703936943,0.7752673957457037,0.716182009014015,1.523776162536124,1.6849184113869955,경기관련소비재
그린리소스,402490,반도체 제조업,엔에이치투자증권주식회사,17000.0,"27,880,000","8,183,944",3.606,"2,496.63",93.4,2.38,15.65,1.47,0.37,80.13,753.19,그린리소스,1370863,2023-11-24,13,8685,16297,22265,3247,22651,8905,2219,1666,1,44916,-7612,10.712571621225877,9.094480485881649,0,1,0,0.5329201693563232,-0.854800673778776,-0.1694719031080238,0.7319559847293959,0.9829588097655731,0.5042969097871582,0.1433490795108383,0.4957030902128417,0.2491858506457046,0.187085906793936,0.0735508366076553,0.0,0,0.0370914596135007,0.0494033306616795,0.750788643533123,0.198258972303856,0.3931393757450002,1.1748756604063493,정보기술
한선엔지니어링,452280,기타 금속 가공제품 제조업,대신증권(주),7000.0,"29,750,000","17,002,500",3.606,"2,496.63",93.4,0.0,16.86,1.14,0.0,82.0,709.55,한선엔지니어링,958451,2023-11-24,12,36874,31776,36312,6312,23816,25300,4740,3402,1,60128,5098,11.004247533261696,10.138599199626192,0,0,0,1.1604355488418931,0.201501976284585,0.0847857903139968,0.8750826173165895,1.524689284514612,0.3960883448642895,0.2650319113201209,0.6039116551357104,0.1873517786561264,0.1344664031620553,0.1428451461202552,0.0,0,0.0565792974986695,0.0788318254390633,0.7177215189873418,0.4207690260777009,1.0623110513940208,1.162967985987681,산업재
에코아이,448280,기타 전문 서비스업,KB증권(주),34700.0,"72,141,300","9,877,043",3.585,"2,510.42",93.4,4.6,2.3,1.6,0.7,90.8,75.14,에코아이,1218299,2023-11-21,19,78225,12243,23732,3884,61624,53305,19806,15932,1,85356,65982,11.354597740090922,10.88380417417484,0,0,0,6.389365351629502,1.2378200919238345,0.773021228736117,0.515885723917074,0.3851096975204466,0.7219644781854819,0.0630273919252239,0.278035521814518,0.3715598911921958,0.2988837820091923,0.2585356354667013,0.0,0,0.1866535451520689,0.2320399268944186,0.8044027062506311,0.62450208538357,0.8650038945865247,4.198400189639708,산업재
스톰테크,352090,플라스틱제품 제조업,iM증권,11000.0,"36,850,000","13,436,499",3.597,"2,491.20",93.4,0.38,11.17,0.48,0.06,87.91,573.97,스톰테크,1226270,2023-11-20,24,35567,16256,393,1000,41120,29425,7008,5612,1,41513,19311,10.633785998726866,10.289633916257891,0,0,0,2.1879306102362204,0.6562786745964316,0.4651795822995206,10.0,0.0095573929961089,0.9905330860212463,0.0243190661478599,0.0094669139787536,0.2381648258283772,0.1907221750212404,0.1364785992217898,0.0,0,0.1351865680630164,0.1688145882012863,0.8007990867579908,0.7088141064244935,0.7155885214007782,10.0,경기관련소비재
캡스톤파트너스,452300,기타 금융업,엔에이치투자증권주식회사,4000.0,"6,384,000","13,346,380",3.57,"2,486.67",93.4,0.0,0.04,0.28,0.0,99.68,952.78,캡스톤파트너스,1497124,2023-11-15,16,3724,5763,10548,2340,24820,3371,1207,940,1,35368,-2039,10.473591009252496,8.123261319121745,0,1,0,0.6461912198507722,-0.6048650252150697,-0.057650983940285,0.5463594994311718,0.4249798549556809,0.7017643067179371,0.0942788074133763,0.2982356932820629,0.3580539899139721,0.2788490062296054,0.0378726833199033,0.0,0,0.0265776973535399,0.03412689436779,0.7787903893951947,0.0953121465731735,0.1358178887993553,2.34511312424747,금융
에스와이스틸텍,365330,"구조용 금속제품, 탱크 및 증기발생기 제조업",KB증권(주),1800.0,"12,600,000","30,610,000",3.575,"2,403.76",93.4,0.2,17.0,1.5,1.2,80.1,1113.85,에스와이스틸텍,1135084,2023-11-13,9,45413,30232,35933,11700,27984,63366,7415,5666,1,63917,15181,11.065356290839253,11.056698500183844,0,0,0,1.5021500396930405,0.239576428999779,0.2375111472691146,0.8413436117218156,1.284055174385363,0.4378177949528294,0.4180960548885077,0.5621822050471705,0.1170185904112615,0.0894170375280118,0.202472841623785,0.0,0,0.088646213057559,0.1160098252421108,0.7641267700606877,0.9913794452180172,2.2643653516295026,1.4917905037144248,산업재
에이직랜드,445090,반도체 제조업,삼성증권(주),25000.0,"65,908,250","10,585,320",3.575,"2,403.76",93.4,20.2,19.7,5.9,14.000000000000002,40.2,490.02,에이직랜드,1540453,2023-11-13,8,40705,33316,37204,3954,31345,35634,2482,2327,1,68549,7389,11.13531868499046,10.481083579935971,0,0,0,1.2217853283707527,0.2073581411011955,0.1077915068053509,0.8954951080528976,1.1869197639176905,0.4572641468146873,0.1261445206572021,0.5427358531853127,0.0696525789975865,0.0653028006959645,0.0742383155208167,0.0,0,0.0339465200075858,0.0362076762607769,0.9375503626107976,0.5198325285562153,1.1368320306268942,1.313761192306247,정보기술
큐로셀,372320,자연과학 및 공학 연구개발업,"미래에셋증권 주식회사,삼성증권(주)",20000.0,"32,000,000","13,612,736",3.563,"2,427.08",93.4,3.4000000000000004,0.8,0.5,0.1,95.2,20.88,큐로셀,1492651,2023-11-09,8,26180,9948,44283,5982,44109,0,-13975,-12610,1,88392,16232,11.389548059970034,0.0,0,0,0,2.631684760755931,,0.1836365281925966,0.2246460266919585,1.0039447731755424,0.499015748031496,0.1356185812419234,0.5009842519685039,,,-0.2858826996758031,1.0,0,-0.1426599692279844,-0.1581025432165806,0.9023255813953488,0.0,0.0,0.9001437937382344,건강관리
비아이매트릭스,413640,소프트웨어 개발 및 공급업,IBK투자증권(주),13000.0,"15,600,000","7,206,940",3.563,"2,427.08",93.4,4.5,7.200000000000001,2.4,0.4,85.5,981.09,비아이매트릭스,1462739,2023-11-09,19,19634,5387,12107,2985,13444,11818,-1222,-862,0,25551,14247,10.148470870454794,9.37746368501224,0,0,0,3.644700204195285,1.2055339312912503,0.5575907009510391,0.4449492029404476,0.9005504314192204,0.5261633595553991,0.2220321332936626,0.473836640444601,-0.1034015907937045,-0.0729395836859028,-0.0641178220767628,1.0,0,-0.0337364486712848,-0.0478259167938632,0.7054009819967266,0.4625259285350867,0.8790538530199346,1.750615965541777,정보기술
메가터치,446540,일차전지 및 이차전지 제조업,엔에이치투자증권주식회사,4800.0,"24,960,000","20,771,000",3.563,"2,427.08",93.4,4.08,25.120000000000005,6.419999999999999,0.19,64.19,765.86,메가터치,923516,2023-11-09,14,24269,21562,23694,7707,25138,21826,215,349,1,48832,2707,10.796161592809286,9.990903014539075,0,0,0,1.1255449401725257,0.1240263905433886,0.0554349606815203,0.9100194141976872,0.9425570848913994,0.5147853866317169,0.3065876362479115,0.4852146133682831,0.0098506368551269,0.0159901035462292,0.0138833638316492,0.0,0,0.0071469528178243,0.0044028505897771,1.6232558139534885,0.4469610091743119,0.8682472750417695,1.2173595515371776,정보기술
컨텍,451760,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",대신증권(주),22500.0,"46,350,000","14,384,224",3.563,"2,427.08",93.4,3.34,12.08,0.52,0.0,84.06,198.93,컨텍,1685251,2023-11-09,9,49814,4168,7199,6169,72347,3156,-4067,-52132,0,79546,45646,11.284103320924077,8.057377488557991,0,0,0,10.0,10.0,0.5738314937269001,0.5789693012918461,0.0995065448463654,0.909498906293214,0.0852696034389815,0.090501093706786,-1.288656527249683,-10.0,-0.7205827470385779,1.0,0,-0.6553692203253464,-0.051127649410404,10.0,0.0396751565132124,0.043623094254081,7.714355495251917,산업재
쏘닉스,88280,반도체 제조업,KB증권(주),7500.0,"27,000,000","17,306,490",3.463,"2,443.96",93.4,0.3,3.5000000000000004,1.2,0.4,94.6,716.5,쏘닉스,561723,2023-11-07,24,13356,6162,13689,13598,20537,6887,-2758,-2514,1,34226,7194,10.44077008526448,8.837536046107568,0,0,0,2.1674780915287246,1.0445767387832148,0.2101910828025477,0.4501424501424501,0.6665530505916152,0.600040904575469,0.6621220236646054,0.399959095424531,-0.4004646435312908,-0.3650355742703645,-0.1224132054340945,1.0,0,-0.0734529305206568,-0.0805820136738152,0.911530094271211,0.2012212937532869,0.3353459609485319,1.1702989112641693,정보기술
유진테크놀로지,240600,기타 금속 가공제품 제조업,엔에이치투자증권주식회사,17000.0,"17,841,194","6,261,485",3.49,"2,343.12",93.4,6.58,26.98,4.33,1.7500000000000002,60.36,914.02,유진테크놀로지,1085026,2023-11-02,14,28087,26645,32562,2642,23160,23231,4436,4046,1,55722,1442,10.928148267076118,10.053285917624525,0,0,0,1.0541189716644774,0.0620722310705522,0.0258784681095438,0.8182851176217677,1.405958549222798,0.4156347582642403,0.1140759930915371,0.5843652417357597,0.1909517455124618,0.1741638328096078,0.1746977547495682,0.0,0,0.0726104590646423,0.0796094899680557,0.912082957619477,0.4169089408133233,1.0030656303972365,1.2360297265809546,정보기술
퀄리타스반도체,432720,반도체 제조업,한국투자증권(주),17000.0,"30,600,000","10,193,520",3.494,"2,302.81",93.5,35.31,19.93,5.78,2.8,36.18,818.52,퀄리타스반도체,1584183,2023-10-27,7,7256,9074,18498,4169,-2595,6040,-3292,-2539,1,15903,-1818,9.674325928896357,8.706324840138741,1,1,0,0.7996473440599515,-0.3009933774834437,-0.1143180531975099,0.4905395177857065,,,,1.1631767591020563,-0.5450331125827814,-0.420364238410596,,,1,-0.1596554109287555,-0.207004967616173,0.7712636695018226,0.3798025529774256,,-1.4999292948335483,정보기술
워트,396470,특수 목적용 기계 제조업,키움증권(주),6500.0,"26,000,000","16,120,000",3.556,"2,299.08",93.5,0.0,37.9,4.23,0.0,57.87,793.26,워트,866451,2023-10-26,20,30037,1382,1471,1200,33795,7519,982,1198,1,35266,28655,10.4707029614894,8.925321416943886,0,0,0,10.0,3.811012102673228,0.8125389893948846,0.9394969408565602,0.0435271489865364,0.9582884364543752,0.035508211273857,0.0417115635456246,0.1306024737332092,0.1593296980981513,0.0354490309217339,0.0,0,0.0339703964158112,0.0278455169284863,1.219959266802444,0.2132081891907219,0.2224885338067761,10.0,정보기술
신성에스티,416180,자동차 신품 부품 제조업,미래에셋증권 주식회사,26000.0,"52,000,000","9,039,778",3.505,"2,415.80",93.5,14.603846153846153,16.936846153846155,16.049769230769233,0.0463076923076923,52.363230769230775,583.5,신성에스티,761183,2023-10-19,20,56056,45325,49943,3500,44849,66424,7661,7334,1,94792,10731,11.459450845854384,11.103828770628017,0,0,0,1.2367567567567568,0.1615530531133325,0.1132057557599797,0.9075345894319524,1.113581127784343,0.4731306439361971,0.0780396441392227,0.5268693560638028,0.1153348187402143,0.1104118993135011,0.1635265000334455,0.0,0,0.0773693982614566,0.0808190564604608,0.957316277248401,0.7007342391763018,1.4810586635153515,1.5520428033717573,정보기술
퓨릿,445180,기초 화학물질 제조업,미래에셋증권 주식회사,10700.0,"44,265,900","16,769,188",3.492,"2,462.60",93.5,8.77,15.14,2.79,0.01,73.28999999999999,533.08,퓨릿,1027828,2023-10-18,14,38428,33533,33675,6894,45520,63867,7599,6422,1,79195,4895,11.27968107147659,11.064573732459593,0,0,0,1.1459756061193451,0.0766436500853335,0.061809457667782,0.9957832219747588,0.7397847100175747,0.5747837616011112,0.1514499121265377,0.4252162383988888,0.1189816337075485,0.1005527111027604,0.1410808435852372,0.0,0,0.0810909779657806,0.0959530273375844,0.8451111988419528,0.8064524275522444,1.403053602811951,1.88468904599751,정보기술
아이엠티,451220,특수 목적용 기계 제조업,유안타증권(주),14000.0,"22,120,000","7,874,611",3.471,"2,402.58",93.5,54.59,22.92,3.46,0.66,18.370000000000005,753.5,아이엠티,1546101,2023-10-10,24,7530,4025,7171,3123,6849,4113,-738,-550,1,14020,3505,9.54831148472113,8.322151070212902,0,0,0,1.870807453416149,0.8521760272307318,0.25,0.5612885232185191,1.047014162651482,0.4885164051355207,0.4559789750328515,0.5114835948644794,-0.1794310722100656,-0.1337223437879893,-0.0803036939699226,1.0,0,-0.0392296718972895,-0.0526390870185449,0.7452574525745257,0.2933666191155492,0.6005256241787122,1.0714176373334423,정보기술
레뷰코퍼레이션,443250,광고업,삼성증권(주),15000.0,"33,600,000","10,969,386",3.502,"2,408.73",93.5,8.0,30.5,11.3,7.8,42.400000000000006,643.7,레뷰코퍼레이션,1468061,2023-10-06,10,27113,13524,14008,4631,28047,18040,1878,1929,1,42055,13589,10.646757342499283,9.800402224452805,0,0,0,2.0048062703342207,0.7532705099778271,0.3231244798478183,0.9654483152484294,0.499447356223482,0.6669123766496254,0.1651156986486968,0.3330876233503745,0.1041019955654102,0.1069290465631929,0.0687774093485934,0.0,0,0.0458685055284746,0.0446558078706455,1.0271565495207668,0.428962073475211,0.6432060469925482,2.515953897567305,커뮤니케이션서비스
한싹,430690,소프트웨어 개발 및 공급업,KB증권(주),12500.0,"18,750,000","5,447,675",3.555,"2,405.69",93.5,4.1,21.9,7.1,0.5,66.4,840.74,한싹,1602638,2023-10-04,24,7956,4873,5060,1951,14086,8176,590,592,1,19146,3083,9.859901324373205,9.009080614161975,0,0,0,1.6326698132567208,0.3770792563600783,0.1610258017340436,0.9630434782608696,0.3592219224762175,0.7357150318604408,0.138506318330257,0.2642849681395591,0.0721624266144814,0.0724070450097847,0.0420275450802214,0.0,0,0.0309202966677112,0.030815836205996,1.0033898305084743,0.4270343674919043,0.5804344739457618,2.852539293442649,정보기술
밀리의서재,418470,"서적, 잡지 및 기타 인쇄물 출판업",미래에셋증권 주식회사,23000.0,"34,500,000","8,110,389",3.829,"2,465.07",93.5,3.1,23.5,2.9,11.2,59.3,619.24,밀리의서재,1467451,2023-09-27,8,29504,17002,18294,3283,13308,25997,4958,5128,1,31602,12502,10.36100733177766,10.165774890967963,0,0,0,1.7353252558522527,0.4809016424972112,0.3956078729194355,0.9293757516125506,1.3746618575293057,0.421112587810898,0.2466937180643222,0.578887412189102,0.1907143131899834,0.1972535292533754,0.3853321310489931,0.0,0,0.1622682108727295,0.1568888045060439,1.0342880193626462,0.8226378077336878,1.9534866245867148,1.873050937383328,커뮤니케이션서비스
인스웨이브시스템즈,450520,소프트웨어 개발 및 공급업,신영증권(주),24000.0,"26,400,000","4,901,526",3.63,"2,495.76",93.5,1.1,22.7,1.2,3.2,71.8,672.42,인스웨이브시스템즈,1222113,2023-09-25,22,20797,9242,10409,1984,20188,14011,326,190,1,30597,11555,10.328689926327325,9.547669384317375,0,0,0,2.250270504219866,0.8247091570908572,0.3776514037323921,0.887885483716015,0.5156033287101248,0.6598032486845116,0.0982762036853576,0.3401967513154884,0.0232674327314253,0.0135607736778245,0.0094115316029324,0.0,0,0.0062097591267117,0.0106546393437265,0.5828220858895705,0.4579207111808347,0.6940261541509808,2.484971672987969,정보기술
시큐레터,418250,소프트웨어 개발 및 공급업,대신증권(주),12000.0,"16,006,620","7,911,521",3.572,"2,537.68",93.5,0.2299999999999999,12.94,0.8,0.0,86.03,1544.73,시큐레터,1579570,2023-08-24,9,3694,2085,2684,3268,5651,788,-1152,-1129,1,8335,1609,9.028338763993148,6.670766320845874,0,0,0,1.7717026378896883,2.0418781725888326,0.1930413917216556,0.7768256333830105,0.4749601840382233,0.6779844031193761,0.5783047248274642,0.3220155968806238,-1.4619289340101522,-1.4327411167512691,-0.1997876482038577,1.0,0,-0.1354529094181163,-0.1382123575284943,0.9800347222222222,0.0945410917816436,0.1394443461334277,1.439076622827446,정보기술
스마트레이더시스템,424960,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",대신증권(주),8000.0,"17,760,000","14,836,340",3.54,"2,515.74",93.5,5.57,13.88,0.32,0.0,80.22999999999999,1813.42,스마트레이더시스템,1555215,2023-08-22,7,10178,3812,3975,6274,7457,812,-1455,-1423,1,11432,6366,9.34425918954197,6.70073110954781,0,0,0,2.6699895068205666,7.839901477832512,0.5568579426172149,0.958993710691824,0.5330561888158777,0.6522918124562631,0.8413571141209601,0.3477081875437369,-1.791871921182266,-1.7524630541871922,-0.1908274104867909,1.0,0,-0.1244751574527641,-0.1272743177046885,0.9780068728522336,0.0710286913925822,0.1088909749228912,1.5186832261642262,경기관련소비재
큐리옥스바이오시스템즈,445680,의료용 기기 제조업,키움증권(주),13000.0,"18,200,000","8,010,968",3.592,"2,601.56",93.5,0.0,4.24,1.54,0.0,94.22,191.61,큐리옥스바이오시스템즈,1498974,2023-08-10,6,11384,2653,4346,3284,43239,2152,-2426,-2030,1,47585,8731,10.770293879311374,7.674617497364363,0,0,0,4.290991330569167,4.057156133828996,0.1834821897656824,0.6104463874827427,0.100511112652929,0.9086686981191552,0.0759499525890978,0.0913313018808448,-1.1273234200743494,-0.9433085501858736,-0.0469483568075117,1.0,0,-0.0426605022591152,-0.0509824524535042,0.8367683429513603,0.0452243353998108,0.0497698836698351,7.196943215089078,건강관리
코츠테크놀로지,448710,컴퓨터 및 주변장치 제조업,한국투자증권(주),13000.0,"13,000,000","5,081,792",3.592,"2,601.56",93.5,16.27,29.9,4.7,0.04,49.09,1836.61,코츠테크놀로지,959210,2023-08-10,25,35270,22702,23589,405,16755,7561,193,122,1,40344,12568,10.605222750282609,8.930890984450878,0,0,0,1.5536076116641706,1.6622139928580877,0.3115209200872496,0.962397727754462,1.4078782452999106,0.4153033908387864,0.0241718889883616,0.5846966091612136,0.0255257241105673,0.0161354318211876,0.0072814085347657,0.0,0,0.0030239936545706,0.0047838588141978,0.6321243523316062,0.1874132460836803,0.4512682781259325,1.3831556672517151,산업재
파두,440110,반도체 제조업,"한국투자증권(주),엔에이치투자증권주식회사",31000.0,"193,750,000","48,052,977",3.535,"2,580.71",93.5,21.01,4.86,2.92,3.69,67.52000000000001,362.9,파두,1292291,2023-08-07,9,40747,16024,30351,4177,49500,17663,-4313,-4104,0,79851,24723,11.287930200292545,9.779283949076822,0,0,0,2.542873190214678,1.3997055992753211,0.3096141563662321,0.5279562452637475,0.6131515151515151,0.6199045722658452,0.0843838383838383,0.3800954277341549,-0.2441827549113967,-0.2323501104002717,-0.0829090909090909,1.0,0,-0.05139572453695,-0.054013099397628,0.9515418502202644,0.2211994840390226,0.3568282828282828,1.9664772165042832,정보기술
엠아이큐브솔루션,373170,소프트웨어 개발 및 공급업,한국투자증권(주),12000.0,"14,520,000","4,831,300",3.503,"2,602.80",93.5,29.710000000000004,30.2,4.49,1.39,34.21000000000001,1888.91,엠아이큐브솔루션,1497142,2023-08-04,19,9925,4862,5696,358,5600,5651,308,404,1,11296,5063,9.33229248272693,8.639764743804419,0,0,0,2.0413410119292474,0.8959476198902849,0.4482117563739377,0.8535814606741573,1.0171428571428571,0.4957507082152974,0.0639285714285714,0.5042492917847026,0.0545036276765174,0.0714917713678994,0.0721428571428571,0.0,0,0.0357648725212464,0.0272662889518413,1.3116883116883118,0.5002655807365439,1.0091071428571428,1.867401804755387,정보기술
시지트로닉스,429270,반도체 제조업,유안타증권(주),25000.0,"22,500,000","4,506,250",3.45,"2,605.39",93.5,11.5,31.0,4.7,0.7,52.1,1703.85,시지트로닉스,1284751,2023-08-03,16,9285,7808,13984,1789,10469,3594,-1326,-1357,0,24453,1477,10.104549080704135,8.187299270155147,0,0,0,1.1891649590163935,0.410962715637173,0.0604015867173761,0.5583524027459954,1.3357531760435573,0.4281274281274281,0.1708854713917279,0.5718725718725719,-0.3689482470784641,-0.377573734001113,-0.1296207851752794,1.0,0,-0.0554942133889502,-0.0542264752791068,1.0233785822021115,0.1469758311863575,0.3432992644951762,0.8396726573070967,정보기술
에이엘티,172670,반도체 제조업,미래에셋증권 주식회사,25000.0,"22,500,000","8,489,671",3.446,"2,603.81",93.4,7.64,23.31,6.570000000000001,0.32,62.16,1835.71,에이엘티,493325,2023-07-27,21,13349,50477,113631,3781,72182,14193,4057,3585,0,185813,-37128,12.132501452361756,9.560574619084928,0,1,0,0.2644570794619331,-2.6159374339463115,-0.1998137912847863,0.4442185671163678,1.5742290321686847,0.3884658231663016,0.0523814801474051,0.6115341768336984,0.2858451349256676,0.2525893045867681,0.0496661217478041,0.0,0,0.0192935908682384,0.0218337791220205,0.8836578752772984,0.0763832455210345,0.1966279681915159,0.7287782430263916,정보기술
파로스아이바이오,388870,자연과학 및 공학 연구개발업,한국투자증권(주),14000.0,"19,600,000","12,918,962",3.446,"2,603.81",93.4,0.0,0.26,0.61,12.03,87.1,303.31,파로스아이바이오,1495180,2023-07-27,8,13669,646,712,5738,15770,0,-2229,-2054,0,16482,13023,9.710084825731355,0.0,0,0,0,10.0,,0.7901346923917001,0.9073033707865168,0.045149017121116,0.9568013590583668,0.363855421686747,0.0431986409416332,,,-0.1302473050095117,1.0,0,-0.1246207984467904,-0.1352384419366581,0.9214894571556752,0.0,0.0,10.0,건강관리
