1~5일 수익률 표준편차,6~10일 수익률 표준편차,11~15일 수익률 표준편차,16~20일 수익률 표준편차,stock_code,상장일,kospi200(-20),nasdaq(-20),putcall(-20),VIXCLS,미국10년물국채금리수익률(-20),시장금리국고채3년,환율변동률(-20),코스피변동률(-20),코스닥변동률(-20),런던_가스오일(-1~-5),런던_가스오일(-6~-10),런던_가스오일(-11~-15),런던_가스오일(-16~-20),난방유(-1~-5),난방유(-6~-10),난방유(-11~-15),난방유(-16~-20),탄소배출권(-1~-5),탄소배출권(-6~-10),탄소배출권(-11~-15),탄소배출권(-16~-20),브렌트유(-1~-5),브렌트유(-6~-10),브렌트유(-11~-15),브렌트유(-16~-20),가솔린(-1~-5),가솔린(-6~-10),가솔린(-11~-15),가솔린(-16~-20),천연가스(-1~-5),천연가스(-6~-10),천연가스(-11~-15),천연가스(-16~-20),WTI유(-1~-5),WTI유(-6~-10),WTI유(-11~-15),WTI유(-16~-20),금(-1~-5),금(-6~-10),금(-11~-15),금(-16~-20),은(-1~-5),은(-6~-10),은(-11~-15),은(-16~-20),백금(-1~-5),백금(-6~-10),백금(-11~-15),백금(-16~-20),주석(-1~-5),주석(-6~-10),주석(-11~-15),주석(-16~-20),납(-1~-5),납(-6~-10),납(-11~-15),납(-16~-20),아연(-1~-5),아연(-6~-10),아연(-11~-15),아연(-16~-20),알루미늄(-1~-5),알루미늄(-6~-10),알루미늄(-11~-15),알루미늄(-16~-20),니켈(-1~-5),니켈(-6~-10),니켈(-11~-15),니켈(-16~-20),구리_영국(-1~-5),구리_영국(-6~-10),구리_영국(-11~-15),구리_영국(-16~-20),구리_미국(-1~-5),구리_미국(-6~-10),구리_미국(-11~-15),구리_미국(-16~-20),미국_커피(-1~-5),미국_커피(-6~-10),미국_커피(-11~-15),미국_커피(-16~-20),미국_원면(-1~-5),미국_원면(-6~-10),미국_원면(-11~-15),미국_원면(-16~-20),현미(-1~-5),현미(-6~-10),현미(-11~-15),현미(-16~-20),돈육(-1~-5),돈육(-6~-10),돈육(-11~-15),돈육(-16~-20),미국_옥수수(-1~-5),미국_옥수수(-6~-10),미국_옥수수(-11~-15),미국_옥수수(-16~-20),런던_소맥(-1~-5),런던_소맥(-6~-10),런던_소맥(-11~-15),런던_소맥(-16~-20),미국_소맥(-1~-5),미국_소맥(-6~-10),미국_소맥(-11~-15),미국_소맥(-16~-20),오렌지주스(-1~-5),오렌지주스(-6~-10),오렌지주스(-11~-15),오렌지주스(-16~-20),원목(-1~-5),원목(-6~-10),원목(-11~-15),원목(-16~-20),미국_대두유(-1~-5),미국_대두유(-6~-10),미국_대두유(-11~-15),미국_대두유(-16~-20),미국_설탕(-1~-5),미국_설탕(-6~-10),미국_설탕(-11~-15),미국_설탕(-16~-20),미국_대두박(-1~-5),미국_대두박(-6~-10),미국_대두박(-11~-15),미국_대두박(-16~-20),생우(-1~-5),생우(-6~-10),생우(-11~-15),생우(-16~-20),런던_커피(-1~-5),런던_커피(-6~-10),런던_커피(-11~-15),런던_커피(-16~-20),런던_설탕(-1~-5),런던_설탕(-6~-10),런던_설탕(-11~-15),런던_설탕(-16~-20),귀리(-1~-5),귀리(-6~-10),귀리(-11~-15),귀리(-16~-20),런던 코코아 선물 과거 데이터(-1~-5),런던 코코아 선물 과거 데이터(-6~-10),런던 코코아 선물 과거 데이터(-11~-15),런던 코코아 선물 과거 데이터(-16~-20),육우(-1~-5),육우(-6~-10),육우(-11~-15),육우(-16~-20),미국_대두(-1~-5),미국_대두(-6~-10),미국_대두(-11~-15),미국_대두(-16~-20),코스닥수익률표준편차(-1~-5),코스닥수익률표준편차(-6~-10),코스닥수익률표준편차(-11~-15),코스닥수익률표준편차(-16~-20),코스피수익률표준편차(-1~-5),코스피수익률표준편차(-6~-10),코스피수익률표준편차(-11~-15),코스피수익률표준편차(-16~-20),나스닥수익률표준편차(-1~-5),나스닥수익률표준편차(-6~-10),나스닥수익률표준편차(-11~-15),나스닥수익률표준편차(-16~-20),원달러환율수익률표준편차(-1~-5),원달러환율수익률표준편차(-6~-10),원달러환율수익률표준편차(-11~-15),원달러환율수익률표준편차(-16~-20),회사명,경기국면
0.089380356,0.064986022,0.0299257749999999,0.042214038,95570,2015-08-21,0.136329018,-0.041492436,0.070588235,28.03,-0.083554377,1.709,0.02819712,-0.07288857,-0.154802507,0.007912972,0.012969563,0.014771582,0.013870093,0.01204771,0.012845785,0.014290954,0.016850108,0.006693115,0.009661142,0.009471736,0.007374462,0.014284797,0.012592685,0.020318769,0.024020987,0.020921558,0.02614052,0.023870739,0.04054302,0.01525547,0.028906947,0.007981665,0.01145528,0.023653171,0.021333806,0.016165458,0.020561256,0.009593065,0.00808788,0.00376478,0.00297007,0.023631344,0.008995851,0.013005353,0.007383545,0.010500875,0.007990487,0.013879089,0.012635865,0.014255849,0.01827552,0.014828018,0.009159948,0.013014187,0.015993297,0.010525946,0.011878195,0.017019808,0.024806263,0.012522071,0.007926232,0.008867587,0.009808162,0.008297111,0.006526898,0.010507155,0.022301203,0.01565686,0.013794076,0.013391736,0.013365571,0.012945165,0.005257686,0.013369633,0.014185293,0.01394011,0.005466545,0.014154831,0.029285,0.02311828,0.007285761,0.004359429,0.018957671,0.008251637,0.002157601,0.014670004,0.009840081,0.01825813,0.006898589,0.06903196,0.006396163,0.010895776,0.014187383,0.005265617,0.028619749,0.021752567,0.00862786,0.012561337,0.010846048,0.006667552,0.005608756,0.013404334,0.024339405,0.012067229,0.010147645,0.014768317,0.017605482,0.020689191,0.018661762,0.01128591,0.019450769,0.003051047,0.015259,0.013291395,0.014989711,0.006635065,0.003253073,0.008406147,0.010091576,0.003649837,0.015063911,0.013594438,0.028745614,0.015396596,0.00778376,0.007855944,0.004381138,0.003478,0.006670827,0.010375836,0.011175655,0.010385463,0.003938833,0.006527919,0.008764224,0.003928308,0.004323493,0.009904047,0.014055208,0.005085034,0.013783739,0.006376239,0.008647046,0.014697322,0.006986785,0.00244526,0.000674638,0.002814439,0.006510398,0.026566496,0.039119399,0.018044611,0.007878135,0.023372479,0.01337727,0.02099562,0.013953568,0.006249449,0.002921622,0.008942019,0.003992037,0.0140512544025556,0.0087373188699779,0.0083645761120561,0.0092599766371711,0.0025740385369492,0.0101543366472207,0.0055319898009965,0.004753759304402,AJ네트웍스,1
0.055183304,0.027243862,0.010926939,0.014312477,211270,2016-03-04,-0.176909822,0.043875647,0.194915254,16.86,-0.004340749,1.522,0.021969823,0.017326295,-0.024126614,0.011759231,0.036671152,0.025480949,0.026040817,0.010044796,0.026065895,0.0283112,0.036059141,0.006838654,0.049955869,0.027080534,0.051473702,0.011995053,0.029564079,0.031591987,0.039501428,0.106027238,0.040660789,0.027281056,0.033019546,0.026057248,0.031730501,0.023013977,0.013844751,0.01352111,0.014052517,0.035523636,0.045250381,0.007174721,0.011116086,0.010576665,0.011610817,0.01152937,0.01421889,0.006064357,0.013255823,0.009328294,0.011908368,0.006844175,0.009324646,0.011758279,0.006652065,0.007216683,0.010468581,0.006751932,0.019640073,0.006510903,0.011090914,0.006794379,0.023579836,0.012410103,0.007715952,0.00719933,0.010719033,0.010843131,0.004958168,0.013603748,0.019696028,0.01351266,0.025536871,0.006321574,0.011086608,0.007082175,0.008373726,0.006737841,0.015132779,0.008313779,0.006168103,0.009324768,0.006834157,0.015851681,0.002122353,0.003888698,0.00705804,0.017191657,0.00717722,0.009672985,0.010399122,0.016718891,0.008058254,0.00750661,0.011243032,0.012409288,0.028008664,0.002033394,0.006197692,0.003624535,0.006450901,0.010467827,0.00634973,0.005294992,0.00155844,0.013980345,0.011066334,0.005843076,0.006840404,0.01570891,0.012714223,0.018213535,0.029273639,0.029011355,0.006174983,0.017101371,0.007685568,0.007888908,0.013163099,0.0065712,0.006185955,0.022130275,0.052183857,0.015378786,0.003493278,0.006566043,0.005190561,0.00173035,0.005638515,0.011448901,0.003568716,0.004018279,0.010078987,0.021509524,0.008628116,0.004956721,0.004188084,0.007373519,0.026385537,0.008276997,0.005354665,0.023904625,0.019250722,0.014322101,0.006709508,0.012990653,0.014397285,0.018811679,0.008296697,0.002429637,0.005886447,0.003080245,0.012940736,0.00293253,0.005521587,0.002337247,0.003509011,0.005562005,0.01302161,0.038466046,0.004358409,0.006880523,0.006037434,0.018828034,0.009830057,0.0136651379356874,0.0112528779446651,0.0154391031065983,0.0151722836119664,0.0059406289828437,0.0060767020408983,0.0015926625160471,0.0078445252921662,AP위성통신,1
0.494997682,0.05474742,0.020483213,0.047154713,241520,2016-12-19,-0.212121212,0.021732628,-0.145454545,11.71,0.123163354,1.694,-0.00186078,0.038752829,0.020924622,0.02095337,0.01177669,0.006471713,0.038141033,0.013116755,0.008863805,0.007451211,0.0423205,0.029238104,0.048503105,0.042535434,0.020027812,0.019640399,0.010792892,0.015611831,0.051974247,0.007973143,0.010049721,0.00829934,0.041283343,0.017563136,0.030181903,0.030239053,0.024830698,0.020350809,0.011142816,0.017404008,0.048685031,0.014517103,0.004983961,0.004621263,0.007813422,0.037004491,0.009553968,0.014704158,0.012969031,0.021249014,0.014517319,0.006545468,0.010417395,0.003166323,0.005803004,0.008394193,0.015583032,0.016653035,0.006690861,0.019232598,0.018618992,0.023862088,0.009211186,0.027382107,0.023992545,0.005570939,0.009509472,0.010517377,0.007866407,0.009487062,0.01395906,0.014326163,0.020577945,0.006201306,0.007987004,0.01490921,0.011674823,0.00646473,0.007558112,0.016037441,0.011290688,0.008177403,0.012099485,0.007112774,0.017733176,0.005221084,0.007775404,0.005402886,0.006628747,0.011008056,0.009062679,0.020150395,0.010478017,0.033315686,0.009528411,0.013410318,0.011365711,0.009252003,0.007078658,0.017811314,0.019121654,0.004529725,0.003233544,0.005063483,0.002680269,0.023205703,0.012174883,0.007277257,0.025951528,0.01314605,0.017030281,0.006494689,0.009902719,0.006457159,0.007130994,0.006992043,0.014685008,0.001486267,0.004215955,0.008770994,0.012827897,0.022705816,0.014739724,0.016231635,0.012043832,0.007354273,0.009187013,0.016015311,0.008528718,0.007057562,0.007260322,0.009734657,0.013545848,0.005508872,0.010761237,0.002880655,0.020288826,0.019337017,0.012421764,0.013810652,0.009384606,0.021363237,0.005545516,0.023020042,0.009542774,0.019854102,0.024152317,0.008442498,0.012814649,0.009783576,0.009907896,0.009654549,0.013420465,0.004625424,0.006164961,0.013231851,0.005534528,0.006292205,0.014874881,0.006680734,0.012056284,0.001800265,0.010532442,0.003648426,0.00662176,0.0066227888654098,0.0033893429684334,0.0068620550222102,0.0044239088463891,0.0069246098634049,0.0062015417633123,0.0068799932078639,0.0073591573236803,DSC인베스트먼트,0
0.358087632,0.053057167,0.021487601,0.044339621,245620,2018-06-26,0.2384,0.018308427,-0.01010101,15.92,0.03297491,2.148,0.027044549,-0.041823797,-0.037254563,0.013232213,0.005199454,0.012408642,0.009689397,0.016899714,0.010891682,0.016575917,0.012829722,0.011618033,0.014695892,0.014152703,0.007724481,0.021214392,0.012626609,0.016316043,0.013761107,0.015539997,0.009906695,0.017461689,0.012814788,0.005250639,0.016532798,0.009539724,0.009186245,0.022241599,0.010395011,0.014104552,0.010975645,0.001362416,0.00170317,0.011131539,0.000633223,0.005695419,0.002963844,0.024734776,0.005446114,0.011240337,0.009908984,0.009528918,0.00505026,0.005092657,0.007200445,0.00368597,0.007537009,0.00613845,0.008636685,0.011868347,0.009570601,0.014599793,0.009708756,0.014623683,0.007402983,0.005572946,0.010203551,0.010059319,0.010427648,0.021583175,0.012576146,0.018616193,0.007283479,0.006532206,0.008811773,0.009486417,0.006907852,0.006115195,0.008532072,0.009788501,0.00827643,0.007271397,0.002773752,0.00409045,0.013029517,0.011556798,0.022765667,0.013113543,0.012513164,0.014266506,0.013053182,0.005790137,0.022014928,0.010667601,0.019440317,0.001872282,0.010608267,0.009949706,0.006662718,0.024555187,0.007077897,0.004211047,0.003317883,0.002486548,0.002537967,0.016076655,0.018524277,0.028815379,0.012578762,0.020654705,0.005502784,0.019646379,0.015790897,0.013384414,0.016500762,0.018374892,0.010579506,0.004598471,0.014854201,0.011311335,0.001951563,0.007625317,0.006271315,0.015510612,0.029946793,0.014721043,0.003990379,0.009935077,0.007780638,0.008937892,0.002341393,0.014308258,0.007072371,0.00840595,0.003082554,0.008044319,0.004193703,0.003565123,0.006754716,0.013056996,0.023886967,0.010936172,0.007277002,0.02082046,0.007884571,0.003374052,0.016161801,0.027498563,0.023859195,0.01085719,0.003424641,0.016975001,0.004899064,0.014252904,0.010067671,0.009281871,0.008099211,0.023139521,0.0129258,0.008972434,0.009651521,0.011335556,0.01002515,0.00592902,0.011118084,0.0103234931201857,0.0045753662406329,0.0051810682983705,0.0083611788085541,0.0033694344928604,0.003667464905496,0.0037875164648599,0.0081581739004575,EDGC,1
0.207570222,0.075021577,0.079149214,0.022591547,900290,2016-10-25,0.009463722,0.000776544,-0.099236641,13.46,0.123409669,1.398,0.027440681,0.000307751,-0.056613664,0.011862739,0.01280523,0.015082683,0.008144091,0.01014461,0.007618752,0.014738658,0.010603788,0.029097287,0.024495756,0.028323191,0.040734404,0.01218505,0.010074814,0.014857252,0.011938028,0.016790351,0.004240352,0.012598222,0.00542507,0.026439491,0.013744534,0.025654875,0.020988491,0.011605834,0.012940513,0.017486506,0.013663137,0.001481156,0.002760681,0.004240437,0.005322278,0.004741452,0.003919258,0.009156451,0.008894345,0.00780745,0.003453104,0.007512758,0.007420423,0.004319057,0.008012519,0.00862333,0.004576063,0.008427741,0.009307576,0.012940057,0.008797774,0.016890651,0.005015535,0.016619903,0.007034383,0.007385386,0.004572466,0.007917192,0.001826188,0.014590728,0.010913177,0.018235292,0.00641772,0.002086468,0.000315355,0.011399282,0.004603138,0.002509028,0.000699036,0.01442053,0.002823232,0.008288425,0.007123229,0.016754062,0.008323224,0.007804112,0.004082993,0.012471492,0.010954376,0.018161121,0.010831957,0.01521475,0.004485941,0.015000541,0.092515668,0.008674872,0.020776213,0.009478522,0.00491134,0.022057615,0.008967237,0.001974652,0.008294262,0.006628928,0.005234398,0.011932936,0.005494171,0.026838216,0.016618039,0.015196111,0.013977614,0.019805904,0.004126783,0.007235469,0.015263264,0.014239646,0.009201237,0.012495494,0.018081412,0.016613776,0.007843258,0.012875837,0.006406985,0.007758,0.019947734,0.004429033,0.006210312,0.01126196,0.004448603,0.013903091,0.01161359,0.017417246,0.005748699,0.006942904,0.013256041,0.003390555,0.008467242,0.00889313,0.010922994,0.007731422,0.015417492,0.02146475,0.01160599,0.017432292,0.009614871,0.000748653,0.006978819,0.020254388,0.01146297,0.00978665,0.013305781,0.013063095,0.002659961,0.00627049,0.0088038,0.007971347,0.00338941,0.004437261,0.005246955,0.006835588,0.006457237,0.004657703,0.007188829,0.00478724,0.008560725,0.0048096168330942,0.0061529992942776,0.0045027501216894,0.0076298330590907,0.0075251010752223,0.0087252142414904,0.00494339466387,0.0078772123766065,GRT,1
0.089290778,0.022640605,0.0306036439999999,0.032308621,195940,2021-08-09,0.041116006,0.006958383,-0.323741007,16.72,-0.046052632,1.436,-0.004180092,0.007358762,0.024317637,0.009038058,0.013264204,0.005796175,0.016828349,0.014459983,0.011974118,0.007435578,0.015413177,0.009688368,0.012373368,0.020212149,0.018357704,0.015102057,0.020172728,0.0072778,0.016629575,0.012168636,0.024433864,0.007833007,0.015988636,0.014888397,0.021051552,0.021553573,0.010205767,0.017009738,0.016047787,0.008162834,0.01442932,0.011019655,0.005124363,0.008259301,0.002390174,0.016031801,0.004323494,0.022696751,0.007063481,0.014773847,0.009559464,0.012483955,0.016023716,0.00165562,0.004944559,0.009874171,0.009268277,0.015351621,0.004592194,0.008605311,0.014925316,0.011829608,0.014511045,0.009527434,0.007505296,0.005918931,0.007342992,0.013625321,0.008709683,0.006399167,0.006571663,0.015097266,0.014004097,0.00400491,0.007135559,0.016007348,0.005470713,0.006087828,0.005421644,0.022027616,0.007568904,0.004710049,0.040269097,0.051916028,0.051378395,0.005599903,0.005329462,0.002570442,0.008999178,0.007795227,0.00586655,0.007310923,0.006035514,0.003682386,0.007608727,0.008446763,0.00604508,0.009976107,0.016079945,0.007106963,0.021520655,0.009545616,0.009869295,0.011686421,0.014293456,0.007160786,0.017591605,0.015366156,0.015605371,0.011583085,0.019137251,0.025279773,0.019443605,0.054055425,0.025110495,0.042616804,0.059287236,0.007074436,0.012032481,0.012162851,0.014078237,0.017291865,0.010016999,0.012950176,0.014162662,0.006124648,0.015179818,0.008378353,0.018415242,0.006956075,0.004741148,0.008455563,0.004224492,0.006822539,0.025112047,0.021287761,0.024826753,0.015796559,0.006995401,0.00857433,0.012191212,0.016654106,0.016084889,0.004799349,0.018271039,0.007478799,0.01265569,0.012155116,0.003618103,0.008450446,0.002228319,0.009544371,0.009595663,0.003152814,0.012577913,0.004117661,0.012046473,0.006028567,0.008346337,0.005617369,0.004721799,0.00622048,0.006998506,0.007843945,0.005609347,0.0045606256611459,0.007478416144973,0.0100282074614832,0.0040295617061881,0.0044056813588892,0.0034591929501355,0.0035499543882775,0.0044427436643735,HK이노엔,1
0.287325552,0.02307893,0.030618344,0.056473153,403870,2022-07-15,-0.095773556,0.013698349,-0.216,24.23,-0.084493965,3.205,0.016976871,-0.048592135,-0.040829358,0.048435707,0.047331904,0.037810662,0.018016283,0.020322973,0.066991974,0.021003701,0.018718649,0.015723488,0.017480151,0.026393152,0.012121797,0.031505868,0.052079243,0.016535317,0.015733476,0.025739418,0.057031759,0.046311304,0.021484425,0.056929395,0.080891462,0.088669082,0.020602112,0.03448904,0.066185842,0.026163451,0.016379404,0.008605552,0.007368453,0.00867585,0.001504877,0.023788481,0.001150256,0.015564146,0.00726044,0.019937572,0.023200848,0.013162344,0.004537561,0.029106606,0.038032596,0.007025391,0.044663746,0.030285329,0.015697507,0.01089388,0.026260958,0.011123158,0.027572528,0.035821393,0.006622344,0.009872544,0.016418262,0.006563666,0.008924196,0.04050077,0.01790091,0.029605548,0.014302874,0.021610226,0.03020078,0.011282313,0.004300162,0.022310226,0.034256004,0.012940409,0.002487306,0.026963189,0.008076603,0.010466347,0.025150057,0.020372793,0.042987615,0.001600616,0.026474296,0.003622271,0.011757259,0.008433839,0.005841873,0.002857774,0.010719465,0.002511155,0.00297374,0.036339548,0.023890288,0.018117464,0.011641929,0.017927027,0.080104333,0.018452219,0.014316478,0.023443945,0.042961199,0.025956767,0.014539624,0.046275591,0.032051876,0.006451454,0.024036049,0.014956666,0.03003409,0.022405738,0.010872816,0.027670252,0.046766084,0.020377798,0.007759199,0.01422683,0.01863627,0.02079169,0.006210757,0.017071133,0.019552817,0.016598233,0.009565883,0.00974543,0.008790136,0.012585882,0.002956926,0.014293424,0.013689636,0.005672467,0.009762938,0.006797788,0.013676417,0.007882761,0.009399837,0.020981784,0.018976028,0.00720324,0.023761962,0.014545221,0.013335545,0.003315342,0.006061555,0.014735618,0.005221942,0.007292247,0.008439067,0.01828395,0.02861732,0.014091354,0.007403111,0.014479701,0.024476818,0.029350903,0.024441489,0.006800784,0.017726074,0.019260372,0.01366877,0.0099750538166884,0.0140230538584001,0.0239076232371383,0.0275227362504665,0.0075606644523713,0.0084991398320672,0.0062996433387813,0.0032837418934507,HPSP,0
0.248351833,0.049901232,0.039769272,0.012931435,234080,2016-10-27,0.04691165,-0.003583098,0.247058824,15.36,0.12077597,1.418,0.029904848,-0.019078838,-0.074625779,0.001846826,0.01883937,0.008677905,0.012117184,0.005954907,0.012899908,0.008104951,0.013105257,0.012938966,0.038047066,0.013175568,0.018695709,0.007330985,0.016614093,0.005834821,0.014604752,0.008088376,0.014035351,0.010467379,0.008572901,0.022157941,0.020222269,0.02217334,0.02383795,0.006864089,0.018406016,0.006313448,0.017460732,0.005034995,0.003217259,0.001920328,0.003824949,0.007131568,0.005992775,0.001138787,0.008882268,0.00944892,0.007809696,0.003959897,0.010083482,0.005746154,0.009145198,0.007983147,0.006039502,0.007166278,0.010881231,0.007540586,0.013520928,0.014502166,0.011482865,0.003978142,0.015922454,0.009848708,0.007916837,0.005837458,0.005355758,0.008606876,0.011772255,0.010537479,0.015523416,0.008771871,0.001707038,0.008265626,0.006305558,0.009224107,0.001394378,0.010418938,0.00793024,0.018148406,0.009958642,0.007150272,0.016993924,0.006329256,0.01038765,0.012148732,0.003933295,0.022013826,0.012472497,0.00995557,0.00839518,0.019929872,0.094829159,0.007883756,0.006720061,0.009147226,0.010697643,0.022526344,0.005267737,0.007271345,0.008361264,0.007628529,0.004885257,0.017101087,0.006506533,0.027026519,0.010414167,0.011267234,0.015700427,0.015354512,0.010836952,0.00135058,0.015251794,0.011064802,0.017914561,0.011943434,0.019456052,0.013192124,0.010482701,0.01350148,0.009653392,0.004509833,0.009597918,0.015260553,0.00749143,0.010257846,0.005866015,0.009136769,0.018608804,0.014213274,0.012407802,0.003495048,0.013973829,0.002328671,0.004315198,0.012379682,0.010945966,0.003134296,0.009545779,0.01338566,0.012890291,0.009861976,0.013584939,0.006651479,0.006862488,0.006560612,0.021349922,0.004319911,0.017474501,0.012317346,0.009902418,0.008854287,0.009919344,0.007758921,0.00111702,0.002457621,0.005917608,0.004787964,0.007485701,0.006868306,0.005855266,0.007051708,0.007974457,0.0065764683450514,0.005077287261808,0.0079678989741936,0.0068203879139449,0.0061629368965955,0.0062868504258284,0.0086817741403687,0.0065531976764781,JW생명과학,1
0.306137007,0.041399312,0.021280508,0.020321983,309960,2023-03-29,-0.09282245,0.029579523,0.32967033,19.12,-0.105658488,3.249,-0.012980112,0.009155148,0.052943406,0.013966289,0.009541048,0.04698228,0.003170616,0.013887949,0.009569009,0.02321821,0.021766878,0.03174241,0.021591545,0.018271071,0.021087963,0.020432836,0.012948406,0.026487125,0.014725369,0.017804286,0.008803555,0.025460759,0.018399987,0.036236233,0.05249019,0.04052282,0.040324863,0.023868868,0.015889439,0.027819608,0.01401212,0.009252798,0.015966986,0.012786696,0.011501192,0.007294056,0.012244776,0.017961625,0.029823968,0.004866035,0.01237766,0.013334401,0.017979659,0.011063742,0.015061985,0.013079812,0.013178582,0.001565649,0.009687033,0.006856255,0.002604793,0.005674278,0.008139619,0.01120298,0.006065174,0.005547156,0.008437042,0.015766527,0.007536266,0.0,0.0,0.0,0.0,0.006430777,0.006777537,0.017698956,0.004876941,0.005593428,0.00727915,0.019513852,0.003049931,0.017987549,0.024286038,0.024177588,0.012125234,0.02407593,0.007689963,0.013354903,0.03142056,0.005066068,0.008246448,0.014166152,0.008557458,0.013175921,0.010066363,0.022423676,0.016095564,0.00816691,0.00392976,0.004537476,0.015293793,0.029155234,0.014229542,0.006947232,0.011500695,0.017061317,0.013004645,0.013056987,0.019020473,0.01915525,0.012274162,0.032431615,0.024860501,0.013624181,0.013307887,0.13059851,0.009722035,0.010870104,0.021427489,0.01027136,0.014093865,0.008486261,0.013338755,0.008384378,0.01065692,0.012268811,0.011221296,0.011280216,0.006327551,0.005105486,0.00166561,0.005179709,0.002145375,0.022948119,0.011004989,0.014262407,0.007938567,0.009399161,0.014894081,0.004599789,0.008347095,0.011159893,0.009838947,0.013460164,0.004787977,0.003372998,0.009340849,0.01516868,0.008635196,0.006889372,0.001758178,0.00838802,0.003205364,0.007147017,0.009994889,0.006860874,0.004332776,0.006708882,0.013140041,0.017122793,0.011413446,0.007287933,0.007644908,0.011715242,0.004795298,0.0097584888259926,0.012761406575337,0.0173957558252396,0.0125877271520499,0.0060317634654406,0.0060526970404926,0.0121316632623782,0.0085001247428025,LB인베스트먼트,0
0.304972446,0.035250135,0.012433704,0.026895818,373220,2022-01-27,0.500302115,-0.141067399,0.04950495,30.49,0.242866622,2.217,0.009438733,-0.090141555,-0.146898393,0.020001683,0.010142681,0.008701297,0.009713135,0.016984269,0.009736452,0.009189609,0.013565449,0.018705961,0.026751743,0.012604725,0.029882502,0.016764807,0.007415585,0.009137755,0.017843369,0.018499857,0.006360948,0.008465492,0.017183275,0.016495268,0.038749578,0.063373439,0.016125774,0.017650526,0.012206943,0.010803272,0.019192615,0.007329059,0.008856233,0.003195573,0.004699054,0.009981284,0.019635574,0.010122643,0.006910906,0.0122808,0.024038086,0.006585135,0.024247069,0.021731812,0.006115305,0.016071004,0.008127491,0.004227841,0.012305727,0.008825543,0.007968208,0.008062708,0.010975714,0.005803586,0.014049353,0.009914652,0.015945984,0.006894397,0.00627159,0.032853235,0.022882212,0.004566587,0.021524946,0.01278049,0.010879942,0.022033946,0.010130458,0.014937783,0.017770169,0.022017799,0.012131543,0.014981779,0.015556949,0.012372462,0.016160408,0.005728271,0.016211219,0.012650659,0.002982812,0.003889005,0.00421205,0.009414975,0.010893115,0.005599416,0.011899018,0.019692695,0.016595587,0.005679092,0.007421118,0.012143215,0.006287151,0.023000337,0.011006514,0.008223845,0.002223301,0.021673958,0.024200477,0.007715657,0.007279155,0.012770414,0.014562789,0.026449557,0.007177106,0.022489901,0.040499497,0.005822142,0.02253712,0.014312304,0.016006544,0.008865712,0.009701378,0.006493003,0.013207058,0.010837275,0.0106173,0.010004477,0.023595323,0.009533104,0.020195675,0.007362263,0.003709435,0.005570093,0.006513101,0.014037643,0.009302522,0.009764864,0.011793718,0.003497599,0.006571521,0.01480758,0.009823088,0.013913702,0.035969129,0.015246616,0.005053104,0.011130875,0.005522321,0.012268775,0.014482291,0.005191887,0.003458575,0.003255512,0.005215478,0.011237617,0.014292692,0.009120763,0.012282333,0.02279173,0.002587026,0.021417023,0.010901786,0.012223265,0.00375568,0.012106732,0.006380091,0.0143954257274088,0.014879044159978,0.017566438413716,0.0092395396646472,0.0031932127553637,0.0021387595663317,0.0058271832293485,0.0041401530895977,LG에너지솔루션,1
0.0342209,0.049723355,0.021523638,0.047390221,79550,2015-10-02,-0.176785714,-0.02248229,-0.065934066,20.94,-0.04176443,1.584,0.012589316,0.03346874,0.009984956,0.014543072,0.017507857,0.009176415,0.024186161,0.017311136,0.01200528,0.014924699,0.020388161,0.011498596,0.005479806,0.008419267,0.005438053,0.017064734,0.014955178,0.023135587,0.037432001,0.021245903,0.018276321,0.018524668,0.032064207,0.018881564,0.006922056,0.008000687,0.017993127,0.016440113,0.019486289,0.032634324,0.027532302,0.005380536,0.011156299,0.009196606,0.007376978,0.016895646,0.019124924,0.005025562,0.019254502,0.014504941,0.018268406,0.006055672,0.008597752,0.011359612,0.013207185,0.008891226,0.003678277,0.008799913,0.008207337,0.011617676,0.016091491,0.007677143,0.020479431,0.013391311,0.018088956,0.009357245,0.007477451,0.003813405,0.007264364,0.026892044,0.014369385,0.01364281,0.021335669,0.019797037,0.01513719,0.014068885,0.010743826,0.022477402,0.016782178,0.012040619,0.011667338,0.01485645,0.019300696,0.008506811,0.016763375,0.003282729,0.006711594,0.013473585,0.004834148,0.006583749,0.009754235,0.006016002,0.010022718,0.01451293,0.009560598,0.014119973,0.020824356,0.004588187,0.011612398,0.012964501,0.015872261,0.005954792,0.019821167,0.007615681,0.009155367,0.009749116,0.018332447,0.012941907,0.01445117,0.004455878,0.017865066,0.00607248,0.005060602,0.022899136,0.013814844,0.013843838,0.023738264,0.011878915,0.016482146,0.014251986,0.00683096,0.03891312,0.021764841,0.018215025,0.007883909,0.011352687,0.01326048,0.006877121,0.010218075,0.013586398,0.017958056,0.005446103,0.010495836,0.018247946,0.014933801,0.006565085,0.011136053,0.011966171,0.015214238,0.01318978,0.015618548,0.010721192,0.019402281,0.005412195,0.018217223,0.00756869,0.006322518,0.002311366,0.007630782,0.011351317,0.022182369,0.005522905,0.008958212,0.012101468,0.013898297,0.010159696,0.004627936,0.011140618,0.014310453,0.016757762,0.019169218,0.011606518,0.013196092,0.016057092,0.006633193,0.0192643057746606,0.0072202545632203,0.0055886408650435,0.0162021925735466,0.0045095379027659,0.0045115830360049,0.004056095016264,0.0062187372221076,LIG넥스원,1
