1~5일 수익률 표준편차,6~10일 수익률 표준편차,11~15일 수익률 표준편차,16~20일 수익률 표준편차,stock_code,kospi200(-20),nasdaq(-20),putcall(-20),VIXCLS,미국10년물국채금리수익률(-20),시장금리국고채3년,환율변동률(-20),코스피변동률(-20),코스닥변동률(-20),6개월 확약,3개월 확약,1개월 확약,15일 확약,미확약,수요예측_최종값,업력,우리사주조합,기관투자자,일반투자자,회사명,경기국면
0.058412944,0.059118085,0.044009465,0.083910178,190510,-0.0778894472361809,0.0404344711456277,0.1808510638297873,18.37,0.1545319465081722,1.787,0.0070428658377532,-0.0177054695146242,-0.0130759559204199,0.0,0.0,0.0,0.0,100.0,108.34,12,10.0,0.0,90.0,나무가,1
0.4383118489999999,0.164434555,0.080896063,0.056698563,111710,-0.1096446700507614,-0.001958698967277,0.0499999999999998,18.79,-0.0232929164007658,1.889,-0.0083391853932583,0.0413739960285703,0.064886076719496,1.22,7.339999999999999,1.46,0.0,89.98,822.09,29,0.0,0.0,0.0,남화산업,0
0.069592191,0.010554051,0.016881143,0.018288603,212560,0.0402498265093684,0.0301438598239849,-0.0982142857142858,16.85,0.1183431952662721,1.752,0.0376957791345899,-0.0388647955437645,-0.0208739985433358,0.0,0.0,0.0,0.0,100.0,113.08,6,12.1,0.0,87.9,네오오토,1
0.064525499,0.022353792,0.029264005,0.02880703,311390,0.1039999999999998,-0.0265010641557609,-0.1111111111111111,16.68,-0.2361977916466635,1.13,0.0269857433808553,-0.0565000240119099,-0.066486822363336,0.0,0.0,0.0,0.0,100.0,96.6,13,2.8,0.0,97.2,네오크레마,0
0.125856374,0.093732721,0.048416547,0.043744794,290660,-0.1478770131771595,-0.0110239551092008,-0.12,18.49,-0.0285805017465862,1.92,-0.0093810275293703,0.0343550000246342,0.0801640279340805,0.0,0.0,1.3,0.2,98.5,338.01,9,0.0,0.0,100.0,네오펙트,0
0.199775191,0.034492869,0.0264795769999999,0.037462955,330860,-0.0757439134355274,0.0353961701995593,-0.0574712643678161,22.71,0.159033078880407,0.96,-0.023726142531956,0.078281554097888,0.0275025768507852,3.72,2.07,4.52,0.06,89.63,707.7,2,2.99,77.01,20.0,네패스아크,0
0.085333434,0.035792695,0.022059873,0.018204807,396270,0.3579545454545452,-0.1045847668972367,-0.3307086614173229,26.7,0.0258415504930296,3.439,0.0440083979328165,-0.1227345721495756,-0.1634984402001928,8.08,9.09,4.83,0.0,78.0,1623.41,4,0.0,75.0,25.0,넥스트칩,0
0.066421631,0.033027216,0.01651687,0.028125469,348210,-0.1663442940038685,0.040753340738316,-0.2826086956521738,26.36,0.1495601173020526,0.907,-0.0253738867417241,0.0011408343189807,-0.0104906244310941,31.795,9.415,0.032,0.0,58.758,30.25,11,9.1,70.9,20.0,넥스틴,0
0.044378339,0.023265275,0.019212314,0.035755909,251270,-0.0033852403520648,0.0535404018539236,-0.3149606299212598,10.4,0.0645017793594304,1.71,-8.813678829533433e-05,0.0764301651885321,0.0454787620477552,4.15,10.04,14.74,4.14,66.93,240.74,6,0.0,0.0,100.0,넷마블게임즈,1
0.337547663,0.056104884,0.029664575,0.020351364,104620,-0.2310030395136777,0.0592303967024046,-0.097560975609756,17.66,0.0292442081276109,1.827,-0.0010732492621409,0.0862487562189056,0.0621778687422502,1.1,9.9,3.1,4.5,81.4,978.43,18,7.6,72.4,20.0,노랑풍선,0
0.040360042,0.062024269,0.0066245749999999,0.009294515,194700,0.1579601990049752,-0.0578107300867287,0.1473684210526318,21.25,-0.020579981290926,1.922,0.0034571403244394,-0.0444196335887724,-0.0924034363796252,0.0,0.0,0.0,0.0,100.0,48.64,11,20.0,0.0,80.0,노바렉스,0
0.350029674,0.0525268789999999,0.048797869,0.054503147,285490,0.5235885537509668,-0.0455020097492618,-0.2523364485981308,19.51,-0.0306217135787195,1.982,0.0204227875313507,-0.1099279398898213,-0.1667173637515842,0.0,0.0,0.38,0.0,99.62,66.32,12,1.0,79.0,20.0,노바텍,0
0.038908701,0.017334994,0.022871554,0.017734373,376930,0.0383813099707968,-0.0461611218586613,0.1339285714285714,30.48,0.0228758169934639,2.195,0.002661343978709,0.01508632018443,0.0258686860586341,0.0,0.0,0.0,0.0,100.0,31.5,9,11.0,64.0,25.0,노을,1
0.440494249,0.06726039,0.047407774,0.015971287,278650,0.0259927797833936,0.0414198010272746,-0.009009009009009,11.75,-0.0191549295774646,1.456,0.0083154736390913,0.0197474366308219,-0.0052668539325841,0.0,0.0,0.0,0.0,100.0,699.46,8,5.0,75.0,20.0,노터스,1
0.723525322,0.037765633,0.04345569,0.020764465,144510,0.4030226700251889,-0.0125784871121281,-0.2596153846153846,17.25,-0.0781420765027322,1.337,-0.0255763082618205,0.0163579884825886,-0.0016682865971306,0.0,0.0,0.0,0.0,100.0,733.72,6,20.0,0.0,80.0,녹십자랩셀,0
0.06924565,0.021429722,0.00799925,0.024771698,234690,0.1049888309754281,-0.0118353499875737,0.1717171717171717,14.57,-0.059142702116115,1.281,0.0031029855753101,0.0061660958229989,0.0155635780184517,0.0,0.8199999999999998,1.66,1.22,96.3,657.93,16,15.0,0.0,85.0,녹십자웰빙,0
0.121802557,0.018043475,0.028725389,0.034761545,348340,-0.0924261874197689,-0.0290507256195373,-0.1584158415841584,24.55,0.0671296296296297,4.118,-0.0007751391727149,0.040802373696299,-0.0168269571252531,1.51,7.3,3.63,0.0,87.56,1652.13,10,15.0,60.0,25.0,뉴로메카,0
0.064380176,0.029817411,0.025525419,0.035783907,270870,-0.0584061135371178,-0.0142427313539447,-0.0104166666666666,20.65,-0.0639871382636655,1.795,-0.0026492405510419,-0.0026292347921035,-0.0071912882679268,0.0,0.0,0.0,0.0,100.0,28.68,18,13.6,0.0,70.0,뉴트리,0
0.177701849,0.033023885,0.068453539,0.06397716,222040,0.1750167000668001,0.0018732062272943,0.3333333333333335,17.86,-0.0021997360316763,1.748,0.0144543277454669,-0.0152378138245843,-0.0460584191927475,0.0,0.0,0.0,0.0,100.0,93.92,14,15.5,0.0,84.5,뉴트리바이오텍,1
0.10908851,0.040708537,0.018350123,0.055265242,144960,-0.2486956521739129,0.0439189534884161,-0.2265625,13.33,0.2550629447181172,1.71,0.0249605885444035,-0.0002779265667478,-0.0164835164835163,0.0,0.0,0.0,0.0,100.0,501.2,18,10.0,0.0,90.0,뉴파워프라즈마,0
0.086741674,0.023980471,0.015938224,0.038351701,4440,-0.1966035271064663,0.0334826032628505,-0.5,13.56,-0.0125889436234263,1.45,-0.057458296397776,0.0243861108543612,0.0366175915439788,0.0,0.0,0.0,0.0,100.0,85.25,50,13.9,0.0,86.1,대림씨엔에스,1
0.150557122,0.0593207129999999,0.032574637,0.067287086,389260,0.108047270680923,-0.1145603862547489,-0.2090909090909091,27.47,0.0248512425621281,3.046,0.0508086913902956,-0.0340571055540307,-0.0771926788109558,0.0,5.22,0.0,0.05,94.73,254.74,22,0.0,75.0,25.0,대명에너지,1
0.573614003,0.184206886,0.040572503,0.034563391,317850,-0.0633451957295374,0.0465051600804984,-0.098901098901099,12.07,0.0136585365853658,1.321,0.0198319909933315,-0.0096142517143059,-0.0574030477747861,0.0,4.6,4.2,2.7,88.5,1103.1,31,5.0,75.0,20.0,대모,0
0.36606861,0.0512614079999999,0.058430557,0.062834767,290670,0.4082798001427552,-0.0528778577520127,0.0989010989010987,19.91,-0.0015595757953835,1.984,-0.0045989210223755,-0.0784930540457797,-0.0980381933129113,25.8,29.0,11.2,1.0,33.0,995.4,24,0.0,0.0,100.0,대보마그네틱,0
0.280746517,0.063800094,0.025211565,0.142161925,129920,-0.2019279553526128,0.0782971780423678,-0.0297029702970297,23.8,0.0602066262914142,3.245,0.0039631125676395,0.0415980678104916,0.0309211775878441,0.0,12.95,1.17,0.09,85.79,1934.89,22,14.0,61.0,25.0,대성하이텍,0
0.044141307,0.010863149,0.025962666,0.020595339,7680,0.0084033613445377,0.0236830522424889,0.1216216216216214,11.43,0.0355917667238423,2.081,-0.0277553220156291,-0.0319002959377944,0.1002524496170467,0.0,0.0,0.0,0.71,99.29,247.25,46,10.0,0.0,90.0,대원,1
0.2082912579999999,0.031474164,0.091911653,0.083544401,290380,-0.1240428790199081,0.0084078677496897,0.1927710843373493,13.16,0.035348179568752,2.04,-0.0079801383223976,-0.0031113419014237,-0.0463950524828177,0.0,0.0,0.0,0.0,100.0,14839.0,43,0.0,0.0,100.0,대유,1
0.284337537,0.038226195,0.012194876,0.037260341,290120,0.2007599746675112,-0.0505221060495988,-0.2782608695652173,23.23,-0.0922787193973634,1.834,-0.0042918454935624,-0.0083409632374442,-0.0129639599004786,0.0,0.03,0.0,0.0,99.97,299.23,3,10.0,70.0,20.0,대유에이피,0
0.072866707,0.021387683,0.028822786,0.009929904,71460,-0.1737385321100918,0.035326219506345,-0.1081081081081082,12.82,-0.0671310956301456,1.205,-0.0229533282325937,0.0274386651570961,0.0329290701947813,0.0,0.0,0.0,0.0,100.0,76.75,18,15.0,0.0,85.0,대유위니아,1
0.0551648709999999,0.048442388,0.041724789,0.059497538,298540,-0.3299583085169744,0.0621037526999488,-0.0341880341880341,24.74,-0.0828125,0.803,-8.343066911387087e-05,0.0510919617096892,0.0818168206998868,0.0,10.2,19.5,0.7,69.6,97.21,17,4.9,75.1,20.0,더네이쳐홀딩스,0
0.075296899,0.035276579,0.043802568,0.021508068,192080,-0.2075029308323563,0.0738820507986171,0.0,15.51,0.07409200968523,1.677,-0.0273014247931063,0.0290106246703338,-0.0100571793457753,0.0,0.0,0.0,0.0,100.0,413.82,4,0.0,0.0,100.0,더블유게임즈,1
0.159093347,0.059534528,0.045901558,0.047973149,393890,0.4997111496244946,-0.0888933874810624,-0.0312499999999998,31.62,0.1837245696400626,4.186,0.0660482374768089,-0.1218098339434883,-0.1635234932593179,0.0,0.0,0.0,0.02,99.98,33.28,7,0.0,74.52,25.48,더블유씨피,0
0.122162813,0.038451944,0.042053977,0.0523254429999999,317330,0.1565349544072949,-0.0062081873746436,0.0,17.61,-0.0671897989210398,1.26,0.0108621279507354,-0.0441819585992543,-0.1035913392972902,0.0,4.14,20.96,1.17,73.72999999999999,348.63,14,5.14,74.86,19.6,덕산테코피아,0
0.014132127,0.016151532,0.036245234,0.021329862,263600,-0.0580046403712296,-0.0129928197554793,-0.2280701754385964,11.32,-0.0553135888501741,1.758,0.0133033707865168,-0.0093628045098062,-0.0041044490389769,0.0,2.78,9.36,10.82,77.03999999999999,282.69,26,6.4,0.0,93.6,덕우전자,1
0.337562562,0.035736424,0.03051144,0.012904534,263800,-0.121632024634334,0.0448627535378673,0.0786516853932584,10.44,-0.0409628378378378,1.737,-0.0272339685025667,0.0166763687228046,-0.0094457584477017,0.0,7.7,24.8,2.3,65.2,395.83,8,17.5,0.0,82.5,데이타솔루션,1
0.483062022,0.08276489,0.030805811,0.088045233,206560,0.2124105011933175,-0.0261755183959546,0.0,16.6,-0.01965163019205,1.672,0.0227998963641073,-0.0174082101285032,-0.0279271944872503,0.0,0.0,0.0,0.0,100.0,255.31,5,10.0,0.0,90.0,덱스터,1
0.041690083,0.015514767,0.010210436,0.015716615,145720,0.0611270296084047,0.0128403118781244,-0.2989690721649484,11.63,0.0420504605526632,1.759,-0.0036461498393958,0.0285408542493144,0.0042188573110508,0.0,3.5000000000000004,0.4,0.0,96.1,22.96,17,17.7,0.0,82.3,덴티움,0
0.729418218,0.09854329,0.0574419269999999,0.022768465,6620,0.8348856900931414,-0.0334635044457198,0.3452380952380951,24.97,0.1260338716029931,2.278,0.0295863563554132,-0.0540737744573189,-0.0643453946273426,18.6,30.570000000000004,12.689999999999998,1.23,36.91,727.7,35,20.0,0.0,80.0,동구바이오제약,1
0.063094556,0.018862343,0.018076725,0.048075077,228340,-0.0287921348314607,0.0419698673943098,-0.0458715596330275,14.09,-0.0606226105953031,1.458,-0.0476269498838367,0.0050129291584526,0.0236301571420165,0.0,0.0,0.0,0.0,100.0,12.56,3,0.0,79.4,20.0,동양파일,1
0.064859564,0.026937836,0.014540736,0.013519726,92780,0.2295229522952295,0.0093021593735347,-0.2695652173913043,9.58,-0.0166527893422148,2.094,-0.0201023063806873,-0.0318409720993333,0.0453252681086031,0.0,0.0,0.0,0.0,100.0,62.8,41,20.0,60.0,20.0,동양피스톤,1
0.140227023,0.06952027,0.06139228,0.03911308,94170,0.0979073243647232,-0.0232540804002188,0.2872340425531916,18.23,0.027360988526037,1.793,0.0031486146095718,-0.0087316707077704,0.0401123770875604,0.0,0.0,0.0,0.0,100.0,101.68,7,10.0,0.0,90.0,동운아나텍,0
0.036857794,0.01561099,0.007882068,0.006337744,2690,-0.0304968027545498,0.0117508727660609,-0.1962616822429906,23.47,-0.018256503879507,1.63,-0.0098410295230886,0.0192033542976939,0.0097519704323818,0.0,0.0,0.0,0.0,100.0,309.7,56,6.68,0.0,93.32,동일제강,1
0.099813115,0.022105271,0.024121609,0.021117339,241560,0.0682852807283762,0.0145642929817579,-0.0091743119266055,12.85,0.3080865603644647,1.736,0.0384341637010676,-0.0257993113625184,-0.0368381484265921,0.0,0.0,0.0,0.0,100.0,9.81,3,0.1,0.0,99.9,두산밥캣,0
0.072305809,0.035525723,0.014316599,0.011789826,16740,-0.0178156467854376,0.064491295841371,0.3750000000000002,11.87,0.0357142857142858,1.216,-0.0160506680548325,0.0169977658353963,0.0285271680355421,0.0,0.0,0.0,0.0,100.0,71.69,34,12.0,0.0,88.0,두올,1
0.482257198,0.054691087,0.018681408,0.146158315,223250,-0.3547768957021626,0.0753209659447431,-0.3987341772151899,28.16,0.1239669421487603,0.837,0.0074669730040206,0.0632815077312729,0.1387629816944193,0.08,4.35,4.36,5.74,85.47,926.11,21,0.0,0.0,100.0,드림씨아이에스,0
