1~5일 수익률 표준편차,6~10일 수익률 표준편차,11~15일 수익률 표준편차,16~20일 수익률 표준편차,stock_code,kospi200(-20),nasdaq(-20),putcall(-20),VIXCLS,미국10년물국채금리수익률(-20),시장금리국고채3년,환율변동률(-20),코스피변동률(-20),코스닥변동률(-20),6개월 확약,3개월 확약,1개월 확약,15일 확약,미확약,수요예측_최종값,업력,wc_neg_dummy,ta_negative,current_ratio,wc_sales,wc_ta,cl_tl,de_ratio,equity_ratio,cs_te,debt_asset,op_margin,net_margin,roe,roe_sign_dummy,roe_nan,roa,oi_ta,ni_oi_ratio,asset_turnover,sales_equity,우리사주조합,기관투자자,일반투자자,회사명,경기국면
-0.7122821708755034,0.064986022,0.0299257749999999,0.042214038,95570,0.6967042112107784,-0.9026684580329604,0.2365633998381725,1.3157872267498396,-0.0835543766578249,1.709,0.8990849441900022,-0.0728885703632323,-0.1548025071107736,-0.6321393692166583,0.0,0.0,0.0,100.0,197.15,0.32843207551735015,1,0,0.2675019572046245,-1.897848308483464,-0.3036483179089755,0.5163642463254565,4.071035919147774,-1.7727112196010182,0.1163684785577711,1.7727112196010182,-0.053608979568802624,0.014758349690689454,-0.3919126327454981,0.0,0,-0.36654718035793904,-0.4311697058598911,-1.8480739875964662,-1.0136981110290024,0.8113459437312209,1.0,0.0,0.8,AJ네트웍스,1
-0.9106806267904328,0.027243862,0.010926939,0.014312477,211270,-1.1403988485378806,0.46760316648381267,0.6532223823215073,-0.17112268929688595,-0.0043407487791644,1.522,0.6870325018111818,0.0173262954458079,-0.0241266136678578,-0.6321393692166583,0.0,0.0,0.0,100.0,271.55,-1.5108984530986762,0,0,7.722669190724089,1.0442933284322735,0.687843498050989,0.8881883144178226,0.1301956491996169,1.5112667153657002,0.1332877274592967,-1.5112667153657002,0.556062887374472,0.4747571027359238,0.6169047881678218,0.0,0,1.2824490460056241,1.255643728060692,0.7663869662683271,0.3232008985125841,0.7444246818990286,0.5,0.0,0.9,AP위성통신,1
1.2565870753989745,0.05474742,0.020483213,0.047154713,241520,-1.4314935164593803,0.11217816939054635,-0.48746397542411374,-1.2123824970797592,0.1231633535004321,1.694,-0.12444918417539598,0.0387528292769767,0.0209246221259415,-0.6321393692166583,0.0,0.0,0.0,100.0,11.2,-1.5108984530986762,0,0,1.0143805309734513,0.007471264367816,0.0023092637001509,0.8659003831417624,0.2276741903827281,1.175734688586994,0.7087558608657726,-1.1757346885869944,1.3810976631597616,0.666577372626719,0.19553082056532559,0.0,0,0.5532955131935046,0.9234116219859282,-0.24254449259729718,-0.5616609407874201,0.3794569839712136,0.0,0.0,1.0,DSC인베스트먼트,0
0.6591309685957202,0.053057167,0.021487601,0.044339621,245620,1.0781377803991317,0.05721517188569963,-0.03385166496000753,-0.33662017967708796,0.0329749103942653,2.148,0.8598375283191532,-0.0418237971391417,-0.0372545632521449,2.8760226320654763,12.1,9.5,4.7,27.3,749.79,-1.2386501488135022,0,0,3.079246624022744,2.924037981009495,0.4561471895221018,1.0,0.2810346549485669,1.01368906231904,0.2850294616997902,-1.0136890623190404,-1.0202538865231146,-0.6101039374079167,-0.8366304569316404,1.0,0,-0.877829454495418,-1.3017329176518035,0.5660821164639721,-1.0266023629252865,0.199840207729951,0.30000000000000004,0.783068783068783,0.2,EDGC,1
-0.0715683957711305,0.075021577,0.079149214,0.022591547,900290,0.09821383721063148,-0.224194935337345,-0.3325732275078638,-0.8175277027559115,0.1234096692111959,1.398,0.8733266358372682,0.0003077509269164,-0.0566136641621527,-0.6321393692166583,0.0,0.0,0.0,100.0,140.75,-1.8328998528162141,0,0,4.193606974209953,0.6414630883908703,0.3982560443915973,0.3441214154019228,0.5683424701327303,0.3307100255289021,0.296168464425684,-0.3307100255289021,0.6144996391983291,0.33262846655427725,0.5831878220670939,0.0,0,0.7037577353381467,1.253065621505007,-0.4704659032880822,0.23698578217848817,0.9737144345643344,0.0,0.0,1.0,GRT,1
-0.7127936894757445,0.022640605,0.0306036439999999,0.032308621,195940,0.26312977352530953,-0.12496816791478499,-1.0849580388261515,-0.19521129658131187,-0.0460526315789474,1.436,-0.20342660841308943,0.007358761978395,0.0243176370525011,-0.6321393692166583,0.0,0.0,0.0,100.0,1871.36,-0.7947991906565461,1,0,0.8176834901809119,-0.3633254477140624,-0.0403284592393419,0.3996294956654642,1.2397086022220745,-0.5821174921208333,0.014761492914643,0.582117492120833,-0.07432557048637632,0.03826798125757238,-0.4469898646410217,0.0,0,-0.3652017787968123,-0.4773678901539249,-0.7963275928454642,-1.1750453987061988,0.2486035526578404,1.0,0.582010582010582,0.25,HK이노엔,1
0.3262703340003719,0.02307893,0.030618344,0.056473153,403870,-0.5414507263378064,-0.01678271892097189,-0.7238840035048079,0.8863470241498927,-0.0844939647168058,3.205,0.5170120915044827,-0.0485921349649517,-0.0408293580738459,2.6812616983802755,36.18,6.14,1.18,19.239999999999995,1511.36,-1.2386501488135022,0,0,3.041953663118347,1.844854525862069,0.6413700092720069,0.9254394436932586,0.5137805880851788,0.44047081531250204,0.1184393342217937,-0.4404708153125018,1.7657337152777817,0.8453263405662979,0.8003502915663954,0.0,0,0.9677290507139346,1.3849191315875666,-0.12433082521586555,-0.45310986086912314,0.5262710182323419,0.61,0.6645502645502644,0.25,HPSP,0
0.13503690915215005,0.049901232,0.039769272,0.012931435,234080,0.29209842277473097,-0.29417301331675366,0.827971899433604,-0.43964291156300284,0.1207759699624528,1.418,0.9572366645428604,-0.0190788384168021,-0.0746257790203273,-0.6321393692166583,0.0,0.0,0.0,100.0,224.57,0.9374610966478629,1,0,0.4779875044579761,-0.5890419125976272,-0.2177038632520065,0.7829058945191313,1.139913475026818,-0.4826724077882079,0.4666454480083931,0.4826724077882079,0.22124126578829806,0.17299763305544272,-0.04052310795369235,0.0,0,-0.05376531866148943,0.08651581618824723,-0.5072997776630884,-0.3927459208718123,0.7908901227145737,0.759,0.0,0.8482,JW생명과학,1
0.41651089151220166,0.041399312,0.021280508,0.020321983,309960,-0.5214710869945338,0.2381313157430041,1.1048290651782786,0.1935928058348622,-0.1056584877315974,3.249,-0.5030856336762534,0.0091551484758689,0.0529434057604849,-0.6141353199761611,8.94,0.07,0.0,90.97,1298.41,1.2097094009330365,0,0,7.69533275713051,0.8948249971121636,0.1450777687258289,0.2204229377024195,0.1090214241949051,1.5919485327979785,0.2076994174031342,-1.5919485327979794,1.1399303121572857,0.5680631981611212,-0.23333643995103273,0.0,0,0.005440567241865472,0.13353550138472664,-0.2735594801826394,-1.0068278258376961,0.1798053856458932,0.0,0.7936507936507936,0.25,LB인베스트먼트,0
0.410962220937278,0.035250135,0.012433704,0.026895818,373220,1.7918566589266256,-2.500979478012763,0.16590667480399895,1.5647663326989099,0.2428666224286664,2.217,0.26032276453424247,-0.0901415545816333,-0.1468983926188127,2.800047370660723,8.0,7.5,0.2,41.7,2023.37,-2.7350782279719454,0,0,1.098342685199078,0.0658232225261333,0.0373896984055686,0.6238549789133216,1.5603828076187642,-0.8491900849876369,0.0108434254901607,0.8491900849876369,-0.11962001177883923,0.06974649984735554,-0.07076553693029052,0.0,0,-0.13154501338923755,-0.2658054554510389,1.665567600274067,0.11311693805158218,1.4543794318435406,0.96,0.582010582010582,0.258,LG에너지솔루션,1
