feature,importance
경기국면,0.31113470831085777
런던_소맥(-11~-15),0.0814027804862492
미국_대두유(-1~-5),0.0720268650335978
미국_원면(-1~-5),0.06529922764400271
천연가스(-11~-15),0.05704276700930617
런던_가스오일(-1~-5),0.04095656465834859
런던_소맥(-16~-20),0.033006853552311685
런던_소맥(-6~-10),0.026239120010188313
미국_원면(-6~-10),0.02182391510208194
니켈(-11~-15),0.01993450146442424
알루미늄(-1~-5),0.019336163498931327
런던_가스오일(-16~-20),0.018345255345564634
주석(-1~-5),0.015002317396562877
니켈(-1~-5),0.014482139468172372
가솔린(-1~-5),0.01358722922114337
알루미늄(-16~-20),0.011756597141232901
오렌지주스(-1~-5),0.008989899574703872
런던_소맥(-1~-5),0.008715894504854263
주석(-16~-20),0.008342202902121438
주석(-11~-15),0.008292418959610855
아연(-1~-5),0.008106056125051546
런던_가스오일(-11~-15),0.007904058345103044
주석(-6~-10),0.0075517326565437155
원달러환율수익률표준편차(-1~-5),0.007137415456780679
천연가스(-1~-5),0.006308700537151184
코스피변동률(-20),0.0062245879054877605
코스닥수익률표준편차(-6~-10),0.006163081726640017
미국_커피(-6~-10),0.004917306780702241
환율변동률(-20),0.0047297407508865
미국_대두박(-1~-5),0.004488342595433052
nasdaq(-20),0.004120834527115157
코스닥수익률표준편차(-11~-15),0.003954257415194118
탄소배출권(-11~-15),0.003503819666390958
kospi200(-20),0.003311547113565647
천연가스(-16~-20),0.003052631739382317
코스닥수익률표준편차(-16~-20),0.0028048155077276577
돈육(-11~-15),0.0027290183969445893
은(-1~-5),0.002577924537483199
미국_대두박(-6~-10),0.002446591562895764
미국_원면(-11~-15),0.0024161306821529173
미국_커피(-16~-20),0.0023055897440174117
귀리(-11~-15),0.0022171072069770686
천연가스(-6~-10),0.002061291337847753
가솔린(-6~-10),0.0019751376827947037
미국_원면(-16~-20),0.0018296292028100903
미국_옥수수(-6~-10),0.001774660217107973
오렌지주스(-6~-10),0.0016601125950354877
현미(-16~-20),0.0016478321469903046
니켈(-16~-20),0.001599790732483688
미국_옥수수(-16~-20),0.0014940370782762123
은(-6~-10),0.0014462181557412682
오렌지주스(-16~-20),0.0014392580142108809
납(-1~-5),0.0014334833984273004
가솔린(-16~-20),0.0014316182604334573
미국_대두박(-16~-20),0.0013097013964883453
귀리(-16~-20),0.0011916433162575434
알루미늄(-11~-15),0.0011678447643447187
런던_설탕(-6~-10),0.0010926528691697333
니켈(-6~-10),0.0010698087633346188
코스닥수익률표준편차(-1~-5),0.0009523839107481721
미국_설탕(-11~-15),0.0009250541154909702
오렌지주스(-11~-15),0.0009041432269005909
현미(-1~-5),0.0008691976609253666
원목(-11~-15),0.0007656310380010044
코스닥변동률(-20),0.0007388150604422689
돈육(-6~-10),0.0006375478064960755
미국_옥수수(-11~-15),0.0006167628267910217
탄소배출권(-16~-20),0.0005774796439339175
미국_커피(-1~-5),0.0005582229813831074
생우(-6~-10),0.0005334780466046149
6~10일 수익률 표준편차,0.0005331472822308273
납(-11~-15),0.000528204752976113
구리_미국(-6~-10),0.0005205193778104408
미국10년물국채금리수익률(-20),0.0004828943071443302
아연(-16~-20),0.00048276200892739807
런던 코코아 선물 과거 데이터(-1~-5),0.0004455158059544311
육우(-1~-5),0.00039906004843775166
은(-11~-15),0.0003765248201097556
귀리(-6~-10),0.0003668759427343372
런던_설탕(-11~-15),0.0003618317835313695
미국_옥수수(-1~-5),0.00035376065843074797
귀리(-1~-5),0.00035045732278315625
생우(-16~-20),0.0003355844140570493
돈육(-16~-20),0.0002944122983449887
putcall(-20),0.00028922049965519973
런던_커피(-1~-5),0.0002868000103758138
원목(-1~-5),0.0002780865306018892
육우(-16~-20),0.00027129332459588097
아연(-11~-15),0.00026450333092449226
11~15일 수익률 표준편차,0.0002599943071894613
런던_설탕(-16~-20),0.0002484775968325781
생우(-11~-15),0.0002456406801879975
은(-16~-20),0.00022556936700025637
육우(-11~-15),0.00022309032065057983
육우(-6~-10),0.00022241624624135057
탄소배출권(-1~-5),0.00022039441515683762
생우(-1~-5),0.00021105657791650382
탄소배출권(-6~-10),0.00020946517153832848
구리_미국(-1~-5),0.0002080194681198446
가솔린(-11~-15),0.00019742331176481734
현미(-6~-10),0.00019095461117722741
납(-16~-20),0.0001833624619907985
런던_설탕(-1~-5),0.00018219847639903243
구리_미국(-16~-20),0.0001707559847297597
런던 코코아 선물 과거 데이터(-16~-20),0.00016931577044089415
런던 코코아 선물 과거 데이터(-11~-15),0.00015819278213119432
16~20일 수익률 표준편차,0.000150044108054409
미국_설탕(-1~-5),0.00011647049321155499
1~5일 수익률 표준편차,0.00010549680636439937
현미(-11~-15),8.881475540028942e-05
납(-6~-10),8.338322472599387e-05
원목(-16~-20),7.7580854105398e-05
런던 코코아 선물 과거 데이터(-6~-10),6.688701106394277e-05
원목(-6~-10),5.171362371427264e-05
돈육(-1~-5),4.9819622524541734e-05
미국_커피(-11~-15),3.4133638133971175e-05
런던_커피(-11~-15),2.790734351868054e-05
런던_커피(-16~-20),7.81793672489064e-06
