函券,盔磊丰,老喊 荐劳伏,扁埃备埃,荐劳伏_钎霖祈瞒
2019-03-25,2144.86,-0.019245981846864213,16~20老,0.009850010519900058
2019-03-26,2148.8,0.0018369497309846938,16~20老,0.009850010519900058
2019-03-27,2145.62,-0.0014798957557707881,16~20老,0.009850010519900058
2019-03-28,2128.1,-0.008165471984787565,16~20老,0.009850010519900058
2019-03-29,2140.67,0.005906677317795372,16~20老,0.009850010519900058
2019-04-01,2168.28,0.01289783105289466,1~5老,0.005654920791436434
2019-04-02,2177.18,0.004104635932628442,1~5老,0.005654920791436434
2019-04-03,2203.27,0.011983391359465134,1~5老,0.005654920791436434
2019-04-04,2206.53,0.0014796189300450013,1~5老,0.005654920791436434
2019-04-05,2209.61,0.0013958568430973983,1~5老,0.005654920791436434
2019-04-08,2210.6,0.0004480428672932746,6~10老,0.002191697901292322
2019-04-09,2213.56,0.0013390029856148455,6~10老,0.002191697901292322
2019-04-10,2224.39,0.004892571242703925,6~10老,0.002191697901292322
2019-04-11,2224.44,2.2478072640330637e-05,6~10老,0.002191697901292322
2019-04-12,2233.45,0.004050457643271832,6~10老,0.002191697901292322
2019-04-15,2242.88,0.004222167498712848,11~15老,0.007413582985082554
2019-04-16,2248.63,0.002563668140961539,11~15老,0.007413582985082554
2019-04-17,2245.89,-0.0012185197208968157,11~15老,0.007413582985082554
2019-04-18,2213.77,-0.014301679957611446,11~15老,0.007413582985082554
2019-04-19,2216.15,0.0010750891013973085,11~15老,0.007413582985082554
2019-04-22,2216.65,0.00022561649707819598,16~20老,0.004279649314976172
2019-04-23,2220.51,0.001741366476439632,16~20老,0.004279649314976172
2019-04-24,2201.03,-0.008772759411126319,16~20老,0.004279649314976172
2019-04-25,2190.5,-0.004784123796586215,16~20老,0.004279649314976172
2019-04-26,2179.31,-0.005108422734535489,16~20老,0.004279649314976172
2019-05-02,2212.75,0.004156853135111271,1~5老,0.012831995032557698
2019-05-03,2196.32,-0.00742514970059871,1~5老,0.012831995032557698
2019-05-07,2176.99,-0.008801085452029067,1~5老,0.012831995032557698
2019-05-08,2168.01,-0.004124961529450966,1~5老,0.012831995032557698
2019-05-09,2102.01,-0.030442664009852405,1~5老,0.012831995032557698
2019-05-10,2108.04,0.002868682832146252,6~10老,0.008917630621758328
2019-05-13,2079.01,-0.013771085937648087,6~10老,0.008917630621758328
2019-05-14,2081.84,0.0013612248137333527,6~10老,0.008917630621758328
2019-05-15,2092.78,0.005254966760173785,6~10老,0.008917630621758328
2019-05-16,2067.69,-0.0119888378138171,6~10老,0.008917630621758328
2019-05-17,2055.8,-0.005750378441642501,11~15老,0.003423099839220022
2019-05-20,2055.71,-4.377857768267379e-05,11~15老,0.003423099839220022
2019-05-21,2061.25,0.0026949326510061766,11~15老,0.003423099839220022
2019-05-22,2064.86,0.0017513644633111447,11~15老,0.003423099839220022
2019-05-23,2059.59,-0.00255223114400005,11~15老,0.003423099839220022
2019-05-24,2045.31,-0.006933418787234413,16~20老,0.007857892474006674
2019-05-27,2044.21,-0.0005378157834263764,16~20老,0.007857892474006674
2019-05-28,2048.83,0.00226004177652972,16~20老,0.007857892474006674
2019-05-29,2023.32,-0.012451008624434379,16~20老,0.007857892474006674
2019-05-30,2038.8,0.007650791767985332,16~20老,0.007857892474006674
2019-06-03,2067.85,0.012788112100463378,1~5老,0.0067361766009971305
2019-06-04,2066.97,-0.00042556278260030833,1~5老,0.0067361766009971305
2019-06-05,2069.11,0.0010353319109617232,1~5老,0.0067361766009971305
2019-06-07,2072.33,0.0015562246569780225,1~5老,0.0067361766009971305
2019-06-10,2099.49,0.013106020759241943,1~5老,0.0067361766009971305
2019-06-11,2111.81,0.005868091774669182,6~10老,0.00382993782139156
2019-06-12,2108.75,-0.0014489939909366756,6~10老,0.00382993782139156
2019-06-13,2103.15,-0.0026556016597509835,6~10老,0.00382993782139156
2019-06-14,2095.41,-0.003680193994722303,6~10老,0.00382993782139156
2019-06-17,2090.73,-0.0022334531189599494,6~10老,0.00382993782139156
2019-06-18,2098.71,0.0038168486605156815,11~15老,0.005652650406912493
2019-06-19,2124.78,0.012421916320025206,11~15老,0.005652650406912493
2019-06-20,2131.29,0.003063846610001919,11~15老,0.005652650406912493
2019-06-21,2125.62,-0.00266036062666275,11~15老,0.005652650406912493
2019-06-24,2126.33,0.0003340201917558794,11~15老,0.005652650406912493
2019-06-25,2121.64,-0.0022056783283874726,16~20老,0.0037140088125055316
2019-06-26,2121.85,9.898003431318969e-05,16~20老,0.0037140088125055316
2019-06-27,2134.32,0.005876947003794042,16~20老,0.0037140088125055316
2019-06-28,2130.62,-0.0017335732223847655,16~20老,0.0037140088125055316
2019-07-01,2129.74,-0.00041302531657461117,1~5老,0.006773444781635014
