날짜,코스피수익률표준편차(1~5),코스피수익률표준편차(6~10),코스피수익률표준편차(11~15),코스피수익률표준편차(16~20)
2021-05-28,,,,0.004156555504567354
2021-05-31,,,,0.004156555504567354
2021-06-01,0.0037990845376928654,,,
2021-06-02,0.0037990845376928654,,,
2021-06-03,0.0037990845376928654,,,
2021-06-04,0.0037990845376928654,,,
2021-06-07,0.0037990845376928654,,,
2021-06-08,,0.006382541295544907,,
2021-06-09,,0.006382541295544907,,
2021-06-10,,0.006382541295544907,,
2021-06-11,,0.006382541295544907,,
2021-06-14,,0.006382541295544907,,
2021-06-15,,,0.005630560302876146,
2021-06-16,,,0.005630560302876146,
2021-06-17,,,0.005630560302876146,
2021-06-18,,,0.005630560302876146,
2021-06-21,,,0.005630560302876146,
2021-06-22,,,,0.0027397452559426334
2021-06-23,,,,0.0027397452559426334
2021-06-24,,,,0.0027397452559426334
2021-06-25,,,,0.0027397452559426334
2021-06-28,,,,0.0027397452559426334
2021-06-29,,,,
2021-06-30,,,,
2021-07-01,0.004441406939752152,,,
2021-07-02,0.004441406939752152,,,
2021-07-05,0.004441406939752152,,,
2021-07-06,0.004441406939752152,,,
2021-07-07,0.004441406939752152,,,
2021-07-08,,0.009312198386614104,,
2021-07-09,,0.009312198386614104,,
2021-07-12,,0.009312198386614104,,
2021-07-13,,0.009312198386614104,,
2021-07-14,,0.009312198386614104,,
2021-07-15,,,0.006038833261738175,
2021-07-16,,,0.006038833261738175,
2021-07-19,,,0.006038833261738175,
2021-07-20,,,0.006038833261738175,
2021-07-21,,,0.006038833261738175,
2021-07-22,,,,0.007000959149362625
2021-07-23,,,,0.007000959149362625
2021-07-26,,,,0.007000959149362625
2021-07-27,,,,0.007000959149362625
2021-07-28,,,,0.007000959149362625
2021-07-29,,,,
2021-07-30,,,,
2021-08-02,0.006220479517105748,,,
2021-08-03,0.006220479517105748,,,
2021-08-04,0.006220479517105748,,,
2021-08-05,0.006220479517105748,,,
2021-08-06,0.006220479517105748,,,
2021-08-09,,0.003386339767554785,,
2021-08-10,,0.003386339767554785,,
2021-08-11,,0.003386339767554785,,
2021-08-12,,0.003386339767554785,,
2021-08-13,,0.003386339767554785,,
2021-08-17,,,0.012118751347732323,
2021-08-18,,,0.012118751347732323,
2021-08-19,,,0.012118751347732323,
2021-08-20,,,0.012118751347732323,
2021-08-23,,,0.012118751347732323,
2021-08-24,,,,0.007681157402814318
2021-08-25,,,,0.007681157402814318
2021-08-26,,,,0.007681157402814318
2021-08-27,,,,0.007681157402814318
2021-08-30,,,,0.007681157402814318
2021-08-31,,,,
2021-09-01,0.006817271056311205,,,
2021-09-02,0.006817271056311205,,,
2021-09-03,0.006817271056311205,,,
2021-09-06,0.006817271056311205,,,
2021-09-07,0.006817271056311205,,,
2021-09-08,,0.008958472412246753,,
2021-09-09,,0.008958472412246753,,
2021-09-10,,0.008958472412246753,,
2021-09-13,,0.008958472412246753,,
2021-09-14,,0.008958472412246753,,
2021-09-15,,,0.004305809649555111,
2021-09-16,,,0.004305809649555111,
2021-09-17,,,0.004305809649555111,
2021-09-23,,,0.004305809649555111,
2021-09-24,,,0.004305809649555111,
2021-09-27,,,,0.008387123792768356
2021-09-28,,,,0.008387123792768356
2021-09-29,,,,0.008387123792768356
2021-09-30,,,,0.008387123792768356
2021-10-01,0.01572883333183102,,,
2021-10-05,0.01572883333183102,,,
2021-10-06,0.01572883333183102,,,
2021-10-07,0.01572883333183102,,,
2021-10-08,0.01572883333183102,,,
2021-10-12,,0.011479757859364437,,
2021-10-13,,0.011479757859364437,,
2021-10-14,,0.011479757859364437,,
2021-10-15,,0.011479757859364437,,
2021-10-18,,0.011479757859364437,,
2021-10-19,,,0.0051308192060005595,
2021-10-20,,,0.0051308192060005595,
2021-10-21,,,0.0051308192060005595,
2021-10-22,,,0.0051308192060005595,
2021-10-25,,,0.0051308192060005595,
2021-10-26,,,,0.009589402476602522
2021-10-27,,,,0.009589402476602522
2021-10-28,,,,0.009589402476602522
2021-10-29,,,,0.009589402476602522
2021-11-01,0.009050395842428087,,,
2021-11-02,0.009050395842428087,,,
2021-11-03,0.009050395842428087,,,
2021-11-04,0.009050395842428087,,,
2021-11-05,0.009050395842428087,,,
2021-11-08,,0.009447107112264829,,
2021-11-09,,0.009447107112264829,,
2021-11-10,,0.009447107112264829,,
2021-11-11,,0.009447107112264829,,
2021-11-12,,0.009447107112264829,,
2021-11-15,,,0.009115083229704574,
2021-11-16,,,0.009115083229704574,
2021-11-17,,,0.009115083229704574,
2021-11-18,,,0.009115083229704574,
2021-11-19,,,0.009115083229704574,
2021-11-22,,,,0.010522196265748527
2021-11-23,,,,0.010522196265748527
2021-11-24,,,,0.010522196265748527
2021-11-25,,,,0.010522196265748527
2021-11-26,,,,0.010522196265748527
2021-11-29,,,,
2021-11-30,,,,
2021-12-01,0.007894373628443996,,,
2021-12-02,0.007894373628443996,,,
2021-12-03,0.007894373628443996,,,
2021-12-06,0.007894373628443996,,,
2021-12-07,0.007894373628443996,,,
2021-12-08,,0.006449361804888599,,
2021-12-09,,0.006449361804888599,,
2021-12-10,,0.006449361804888599,,
2021-12-13,,0.006449361804888599,,
2021-12-14,,0.006449361804888599,,
2021-12-15,,,0.009859120976987833,
